Unnamed: 0,NAME,PAGE,IMG_URL,LOGP,PKA,MW,FORM,SOL,DESC
257,Salsalate,https://www.drugbank.ca/drugs/DB01399,https://www.drugbank.ca/structures/DB01399/thumb.svg,3.44,3.4,258.2262,C14H10O5,0.246,"Salsalate is a nonsteroidal anti-inflammatory agent for oral administration. Salsalate's mode of action as an anti-inflammatory and antirheumatic agent may be due to inhibition of synthesis and release of prostaglandins. The usefulness of salicylic acid, the active in vivo product of salsalate, in the treatment of arthritic disorders has been established. In contrast to aspirin, salsalate causes no greater fecal gastrointestinal blood loss than placebo. Salsalate is readily soluble in the small intestine where it is partially hydrolyzed to two molecules of salicylic acid. A significant portion of the parent compound is absorbed unchanged and undergoes rapid esterase hydrolysis in the body. The parent compound has an elimination half-life of about 1 hour. Salicylic acid (the active metabolite) biotransformation is saturated at anti-inflammatory doses of salsalate. Such capacity limited biotransformation results in an increase in the half-life of salicylic acid from 3.5 to 16 or more hours."
258,Bismuth Subsalicylate,https://www.drugbank.ca/drugs/DB01402,https://www.drugbank.ca/structures/DB01294/thumb.svg,0.37,14.3,362.0926,C7H5BiO4,59.7,"Bismuth subsalicylate is the active ingredient in the popular medication Pepto-Bismol that is used to treat nausea, heartburn, indigestion, upset stomach, diarrhea, and other temporary discomforts of the stomach and gastrointestinal tract. It is also the main ingredient of Kaopectate. It displays anti-inflammatory action (due to salicylic acid) and also acts as an antacid and mild antibiotic."
259,Temafloxacin,https://www.drugbank.ca/drugs/DB01405,https://www.drugbank.ca/structures/DB01405/thumb.svg,-0.2,5.6,417.3811,C21H18F3N3O3,0.0144,Temafloxacin is a fluoroquinolone antibiotic drug which was withdrawn from sale in the U.S. shortly after its approval in 1992 because of serious adverse reactions resulting in three deaths. [Wikipedia]
260,Danazol,https://www.drugbank.ca/drugs/DB01406,https://www.drugbank.ca/structures/DB01406/thumb.svg,0.51,17.59,337.4553,C22H27NO2,0.0176,A synthetic steroid with antigonadotropic and anti-estrogenic activities that acts as an anterior pituitary suppressant by inhibiting the pituitary output of gonadotropins. It possesses some androgenic properties. Danazol has been used in the treatment of endometriosis and some benign breast disorders. [PubChem]
261,Clenbuterol,https://www.drugbank.ca/drugs/DB01407,https://www.drugbank.ca/structures/DB01407/thumb.svg,2.94,14.06,277.19,C12H18Cl2N2O,0.112,A substituted phenylaminoethanol that has beta-2 adrenomimetic properties at very low doses. It is used as a bronchodilator in asthma. [PubChem]
262,Bambuterol,https://www.drugbank.ca/drugs/DB01408,https://www.drugbank.ca/structures/DB01408/thumb.svg,1.69,13.91,367.44,C18H29N3O5,0.469,Bambuterol is a long acting beta-adrenoceptor agonist used in the treatment of asthma. It is a prodrug of terbutaline.
263,Tiotropium,https://www.drugbank.ca/drugs/DB01409,https://www.drugbank.ca/structures/DB01409/thumb.svg,-0.55,10.35,392.512,C19H22NO4S2,0.0156,"Tiotropium is a long-acting, 24 hour, anticholinergic bronchodilator used in the management of chronic obstructive pulmonary disease (COPD). Tiotropium is a muscarinic receptor antagonist, on topical application it acts mainly on M3 muscarinic receptors located in the airways to produce smooth muscle relaxation, thus producing a bronchodilatory effect."
264,Ciclesonide,https://www.drugbank.ca/drugs/DB01410,https://www.drugbank.ca/structures/DB01410/thumb.svg,4.08,14.78,540.697,C32H44O7,0.00157,Ciclesonide is a glucocorticoid used to treat obstructive airway diseases. It is marketed under the brand name Alvesco.
265,Pranlukast,https://www.drugbank.ca/drugs/DB01411,https://www.drugbank.ca/structures/DB01411/thumb.svg,4.82,6.86,481.512,C27H23N5O4,0.0032,"Pranlukast is a cysteinyl leukotriene receptor-1 antagonist. It antagonizes or reduces bronchospasm caused, principally in asthmatics, by an allergic reaction to accidentally or inadvertently encountered allergens."
266,Theobromine,https://www.drugbank.ca/drugs/DB01412,https://www.drugbank.ca/structures/DB01412/thumb.svg,-0.78,9.28,180.164,C7H8N4O2,9.74,"3,7-Dimethylxanthine. The principle alkaloid in Theobroma cacao (the cacao bean) and other plants. A xanthine alkaloid that is used as a bronchodilator and as a vasodilator. It has a weaker diuretic activity than theophylline and is also a less powerful stimulant of smooth muscle. It has practically no stimulant effect on the central nervous system. It was formerly used as a diuretic and in the treatment of angina pectoris and hypertension. (From Martindale, The Extra Pharmacopoeia, 30th ed, pp1318-9)"
267,Cefepime,https://www.drugbank.ca/drugs/DB01413,https://www.drugbank.ca/structures/DB01413/thumb.svg,-0.37,3.25,480.561,C19H24N6O5S2,0.0173,"Cefepime is a fourth-generation cephalosporin antibiotic developed in 1994. Cefepime has an extended spectrum of activity against Gram-positive and Gram-negative bacteria, with greater activity against both Gram-negative and Gram-positive organisms than third-generation agents. Cefepime is usually reserved to treat severe nosocomial pneumonia, infections caused by multi-resistant microorganisms (e.g. Pseudomonas aeruginosa) and empirical treatment of febrile neutropenia."
268,Cefacetrile,https://www.drugbank.ca/drugs/DB01414,https://www.drugbank.ca/structures/DB01414/thumb.svg,-0.45,3.31,339.324,C13H13N3O6S,2.43,A derivative of 7-aminocephalosporanic acid.
269,Ceftibuten,https://www.drugbank.ca/drugs/DB01415,https://www.drugbank.ca/structures/DB01415/thumb.svg,0.31,2.99,410.425,C15H14N4O6S2,0.0705,"Ceftibuten is a third-generation cephalosporin antibiotic. It is an orally-administered agent. Cefalexin is used to treat acute bacterial exacerbations of chronic bronchitis (ABECB), acute bacterial otitis media, pharyngitis, and tonsilitis."
270,Cefpodoxime,https://www.drugbank.ca/drugs/DB01416,https://www.drugbank.ca/structures/DB01416/thumb.svg,0.05,3.22,427.455,C15H17N5O6S2,0.185,"Cefpodoxime is an oral third generation cephalosporin antibiotic. It is active against most Gram positive and Gram negative bacteria. It is commonly used to treat acute otitis media, pharyngitis, and sinusitis. Cefpodoxime proxetil is a prodrug which is absorbed and de-esterified by the intestinal mucosa to Cefpodoxime."
271,Acenocoumarol,https://www.drugbank.ca/drugs/DB01418,https://www.drugbank.ca/structures/DB01418/thumb.svg,1.98,5.79,353.3255,C19H15NO6,0.0106,"Acenocoumarol is a coumarin derivative used as an anticoagulant. Coumarin derivatives inhibit the reduction of vitamin K by vitamin K reductase. This prevents carboxylation of vitamin K-dependent clotting factors, II, VII, XI and X, and interferes with coagulation. Hematocrit, hemoglobin, international normalized ratio and liver panel should be monitored. Patients on acenocoumarol are prohibited from giving blood."
272,Antrafenine,https://www.drugbank.ca/drugs/DB01419,https://www.drugbank.ca/structures/DB01419/thumb.svg,6.3,16.69,588.5435,C30H26F6N4O2,0.00284,Antrafenine is a piperazine derivative drug that acts as an analgesic and anti-inflammatory drug with similar efficacy to naproxen. It is not widely used as it has largely been replaced by newer drugs.
273,Testosterone Propionate,https://www.drugbank.ca/drugs/DB01420,https://www.drugbank.ca/structures/DB01420/thumb.svg,3.65,19.09,344.4877,C22H32O3,0.00502,An ester of testosterone with a propionate substitution at the 17-beta position. [PubChem]
274,Paromomycin,https://www.drugbank.ca/drugs/DB01421,https://www.drugbank.ca/structures/DB01421/thumb.svg,-2.9,12.23,615.6285,C23H45N5O14,79.7,An oligosaccharide antibiotic produced by various streptomyces. [PubChem]
275,Nitroxoline,https://www.drugbank.ca/drugs/DB01422,https://www.drugbank.ca/structures/DB01422/thumb.svg,1.99,6.88,190.1555,C9H6N2O3,2.73,Nitroxoline is a urinary antibacterial agent active against susceptible gram-positive and gram-negative organisms commonly found in urinary tract infections. It is a fluorquinolone that is active against bacterial gyrases.
276,Stepronin,https://www.drugbank.ca/drugs/DB01423,https://www.drugbank.ca/structures/DB01423/thumb.svg,1.29,3.56,273.329,C10H11NO4S2,0.211,Strepronin is a mucolytic drug. A mucolytic agent is any agent which dissolves thick mucus usually used to help relieve respiratory difficulties. The viscosity of mucous secretions in the lungs is dependent upon the concentrations of mucoprotein as well as the presence of disulfide bonds between these macromolecules and DNA.
277,Alizapride,https://www.drugbank.ca/drugs/DB01425,https://www.drugbank.ca/structures/DB01425/thumb.svg,1.79,8.86,315.3702,C16H21N5O2,0.495,"Alizapride is a dopamine antagonist with prokinetic and antiemetic effects used in the treatment of nausea and vomiting, including postoperative nausea and vomiting."
278,Ajmaline,https://www.drugbank.ca/drugs/DB01426,https://www.drugbank.ca/structures/DB01426/thumb.svg,1.81,13.28,326.4326,C20H26N2O2,4.09,"An alkaloid found in the root of Rauwolfia serpentina, among other plant sources. It is a class Ia antiarrhythmic agent that apparently acts by changing the shape and threshold of cardiac action potentials. Ajmaline produces potent sodium channel blocking effects and a very short half-life which makes it a very useful drug for acute intravenous treatments. The drug has been very popular in some countries for the treatment of atrial fibrillation in patients with the Wolff–Parkinson–White syndrome and in well tolerated monomorphic ventricular tachycardias. It has also been used for many years as a drug to challenge the conduction system of the heart in cases of bundle branch block and syncope. In these cases, abnormal prolongation of the HV interval has been taken as a proof for infrahisian conduction defects tributary for permanent pacemaker implantation."
279,Amrinone,https://www.drugbank.ca/drugs/DB01427,https://www.drugbank.ca/structures/DB01427/thumb.svg,0.27,11.01,187.198,C10H9N3O,5.6,Amrinone (or inamrinone) is a type 3 pyridine phosphodiesterase inhibitor. It is used in the treatment of congestive heart failure.
280,Oxybenzone,https://www.drugbank.ca/drugs/DB01428,https://www.drugbank.ca/structures/DB01428/thumb.svg,3.79,8.07,228.2433,C14H12O3,0.128,Oxybenzone is an organic compound used in sunscreens. It is a derivative of benzophenone. It forms colorless crystals that are readily soluble in most organic solvents. It is used as an ingredient in sunscreen and other cosmetics because it absorbs UV-A ultraviolet rays.
281,Almitrine,https://www.drugbank.ca/drugs/DB01430,https://www.drugbank.ca/structures/DB01430/thumb.svg,4.9,14.27,477.5522,C26H29F2N7,0.0144,A respiratory stimulant that enhances respiration by acting as an agonist of peripheral chemoreceptors located on the carotid bodies. The drug increases arterial oxygen tension while decreasing arterial carbon dioxide tension in patients with chronic obstructive pulmonary disease. It may also prove useful in the treatment of nocturnal oxygen desaturation without impairing the quality of sleep. [PubChem]
282,19-norandrostenedione,https://www.drugbank.ca/drugs/DB01434,https://www.drugbank.ca/structures/DB01434/thumb.svg,2.53,19.19,272.382,C18H24O2,0.0454,"19-Norandrostenedione refers to two steroid isomers that were once marketed as dietary supplements and mainly used by body builders. After 2005, 19-Norandrostenedione was regulated in the United States as a schedule III controlled substance, as well as banned from use in competitive sports by the World Anti-Doping Agency.  

In the body 19-norandrostenedione is rapidly metabolized into nandrolone, also known as nortestosterone."
283,Alfacalcidol,https://www.drugbank.ca/drugs/DB01436,https://www.drugbank.ca/structures/DB01436/thumb.svg,6.68,14.39,400.6371,C27H44O2,0.00163,"Alfacalcidol is an active metabolite of Vitamin D, which performs important functions in regulation of the calcium balance and the bone metabolism. Alfacalcidol is Vitamin D-hormone analog which is activated by the enzyme 25-hydroxylase in the liver for systemic and in osteoblasts for local D-hormone actions. It possesses a unique pattern of pleiotropic effects on, e.g. gut, bone, pararthyroids, muscle and brain. Alfacalcidol is superior to plain vitamin D (cholecalciferol) because the final kidney activation of the latter is regulated by a negative feedback mechanism. (PMID:17438884,17668216)"
284,Glutethimide,https://www.drugbank.ca/drugs/DB01437,https://www.drugbank.ca/structures/DB01437/thumb.svg,1.9,11.69,217.2637,C13H15NO2,0.327,A hypnotic and sedative. Its use has been largely superseded by other drugs. [PubChem]
285,Phenazopyridine,https://www.drugbank.ca/drugs/DB01438,https://www.drugbank.ca/structures/DB01438/thumb.svg,2.31,18.85,213.2385,C11H11N5,0.202,A local anesthetic that has been used in urinary tract disorders. Its use is limited by problems with toxicity (primarily blood disorders) and potential carcinogenicity. [PubChem]
286,Gamma Hydroxybutyric Acid,https://www.drugbank.ca/drugs/DB01440,https://www.drugbank.ca/structures/DB01440/thumb.svg,-0.6,4.44,103.0966,C4H7O3,711.0,"Gamma Hydroxybutyric Acid, commonly abbreviated GHB, is a therapeutic drug which is illegal in multiple countries. It is currently regulated in the US and sold by Jazz Pharmaceuticals under the name Xyrem. However, it is important to note that GHB is a designated Orphan drug (in 1985). Today Xyrem is a Schedule III drug; however GHB remains a Schedule I drug and the illicit use of Xyrem falls under penalties of Schedule I. GHB is a naturally occurring substance found in the central nervous system, wine, beef, small citrus fruits and almost all other living creatures in small amounts. It is used illegally under the street names Juice, Liquid Ecstasy or simply G, either as an intoxicant, or as a date rape drug. Xyrem is a central nervous system depressant that reduces excessive daytime sleepiness and cataplexy in patients with narcolepsy."
287,"5-Methoxy-N,N-diisopropyltryptamine",https://www.drugbank.ca/drugs/DB01441,https://www.drugbank.ca/structures/DB01441/thumb.svg,4.35,17.44,274.4011,C17H26N2O,0.0673,"5-methoxy-N,N-diisopropyltryptamine (5-MeO-DIPT) is a tryptamine derivative and shares many similarities with schedule I tryptamine hallucinogens such as alpha-ethyltryptamine, N,N-dimethyltryptamine, N,N-diethyltryptamine, bufotenine, psilocybin and psilocin. Since 1999, there has been a growing popularity of 5-MeO-DIPT among drug abusers. This substance is abused for its hallucinogenic effects."
288,Bufotenine,https://www.drugbank.ca/drugs/DB01445,https://www.drugbank.ca/structures/DB01445/thumb.svg,2.04,9.23,204.2682,C12H16N2O,3.2,"A hallucinogenic serotonin analog found in frog or toad skins, mushrooms, higher plants, and mammals, especially in the brains, plasma, and urine of schizophrenics. Bufotenin has been used as a tool in CNS studies and misused as a psychedelic."
289,Alpha-methyltryptamine,https://www.drugbank.ca/drugs/DB01446,https://www.drugbank.ca/structures/DB01446/thumb.svg,2.0,17.14,174.2423,C11H14N2,1.15,"A stimulant and psychoactive drug which produces effects similar to 3,4-methylenedioxy-N-methylamphetamine (MDMA), despite being structurally dissimilar. 
It was developed in the 1960's by Upjohn with the intention for use as an antidepressant. In the 1990's, alpha-methyltryptamine became regulated as a Schedule I controlled substance in the United states."
290,Dihydroetorphine,https://www.drugbank.ca/drugs/DB01450,https://www.drugbank.ca/structures/DB01450/thumb.svg,2.98,7.5,413.5497,C25H35NO4,0.114,Not Available
291,Beta-hydroxyfentanyl,https://www.drugbank.ca/drugs/DB01453,https://www.drugbank.ca/structures/DB01453/thumb.svg,2.96,14.11,352.4699,C22H28N2O2,0.114,Not Available
292,5-androstenedione,https://www.drugbank.ca/drugs/DB01456,https://www.drugbank.ca/structures/DB01456/thumb.svg,3.21,16.23,286.415,C19H26O2,0.0366,"5-androstenedione is a prohormone of testosterone. In the United States, the Controlled Substance Act is inclusive to anabolic steroids and their precursors. Thus 5-androstenedione is a controlled substance. The World Anti-Doping Agency also prohibits use of 5-androstenedione in athletes. 
 
5-androstenedione is structurally similar to 4-androstenedione, with the exception of the positioning of a carbon-carbon double bond. 4-Androstenedione is a prohormone which is naturally produced in the body by the adrenal glands and gonads, and acts as precursor to testosterone, as well as estrone and estradiol. [Wikipedia]"
293,Diethyltryptamine,https://www.drugbank.ca/drugs/DB01460,https://www.drugbank.ca/structures/DB01460/thumb.svg,3.64,17.16,216.322,C14H20N2,0.353,"Diethyltryptamine (DET) is an orally active hallucinogenic drug and psychedelic compound of moderate duration. DET is a substituted tryptamine, structurally similar to DMT and dipropyltryptamine (DPT). [Wikipedia]"
294,Ethylmorphine,https://www.drugbank.ca/drugs/DB01466,https://www.drugbank.ca/structures/DB01466/thumb.svg,1.72,13.78,313.3908,C19H23NO3,0.835,A narcotic analgesic and antitussive. It is metabolized in the liver by ethylmorphine-N-demethylase and used as an indicator of liver function. It is not marketed in the US but is approved for use in various countries around the world. In the US it is a schedule II drug (single-entity) and schedule III drug (in combination products).
295,Acetorphine,https://www.drugbank.ca/drugs/DB01469,https://www.drugbank.ca/structures/DB01469/thumb.svg,3.59,14.68,453.579,C27H35NO5,0.0197,Not Available
296,Bolasterone,https://www.drugbank.ca/drugs/DB01471,https://www.drugbank.ca/structures/DB01471/thumb.svg,3.55,19.56,316.4776,C21H32O2,0.0112,Not Available
297,Haloxazolam,https://www.drugbank.ca/drugs/DB01476,https://www.drugbank.ca/structures/DB01476/thumb.svg,2.98,12.68,377.208,C17H14BrFN2O2,0.0308,Not Available
298,Codeine methylbromide,https://www.drugbank.ca/drugs/DB01477,https://www.drugbank.ca/structures/DB01477/thumb.svg,-1.9,13.78,394.303,C19H24BrNO3,0.000959,Not Available
299,Cyprenorphine,https://www.drugbank.ca/drugs/DB01480,https://www.drugbank.ca/structures/DB01480/thumb.svg,3.33,10.35,423.553,C26H33NO4,0.0582,Not Available
300,Delta1-dihydrotestosterone,https://www.drugbank.ca/drugs/DB01481,https://www.drugbank.ca/structures/DB01481/thumb.svg,3.38,19.38,288.4244,C19H28O2,0.0128,"Delta1-dihydrotestosterone is an anabolic steroid that differs from testosterone by having a 1,2-double bond instead of 4,5-double bond in its A ring. [Wikipedia]"
301,Barbital,https://www.drugbank.ca/drugs/DB01483,https://www.drugbank.ca/structures/DB01483/thumb.svg,0.65,8.48,184.1925,C8H12N2O3,3.23,A long-acting barbiturate that depresses most metabolic processes at high doses. It is used as a hypnotic and sedative and may induce dependence. Barbital is also used in veterinary practice for central nervous system depression. Barbital is a schedule IV controlled drug.
302,Cathine,https://www.drugbank.ca/drugs/DB01486,https://www.drugbank.ca/structures/DB01486/thumb.svg,0.83,13.9,151.2056,C9H13NO,20.6,"Cathine (β-hydroxyamphetamine) is a monoamine alkaloid found in the shrub Catha edulis (khat). Cathine is a Schedule III drug under the Convention on Psychotropic Substances. In the United States, it is classified as a Schedule IV controlled substance. [Wikipedia]"
303,Embutramide,https://www.drugbank.ca/drugs/DB01487,https://www.drugbank.ca/structures/DB01487/thumb.svg,2.98,15.63,293.4012,C17H27NO3,0.0417,Not Available
304,Dimethyltryptamine,https://www.drugbank.ca/drugs/DB01488,https://www.drugbank.ca/structures/DB01488/thumb.svg,2.41,17.16,188.2688,C12H16N2,1.69,"An N-methylated indoleamine derivative, a serotonergic hallucinogen found in several plants, especially Prestonia amazonica (Apocynaceae) and in mammalian brain, blood, and urine. It apparently acts as an agonist at some types of serotonin receptors and an antagonist at others. [PubChem]"
305,Aminorex,https://www.drugbank.ca/drugs/DB01490,https://www.drugbank.ca/structures/DB01490/thumb.svg,1.16,19.48,162.1885,C9H10N2O,0.792,An amphetamine-like anorectic agent. It may cause pulmonary hypertension. [PubChem]
306,Dipipanone,https://www.drugbank.ca/drugs/DB01491,https://www.drugbank.ca/structures/DB01491/thumb.svg,5.28,18.77,349.509,C24H31NO,0.000757,Not Available
307,Barbituric acid derivative,https://www.drugbank.ca/drugs/DB01496,https://www.drugbank.ca/structures/DB01496/thumb.svg,3.19,3.41,368.33,C16H11F3N2O3S,0.0206,Not Available
308,Etorphine,https://www.drugbank.ca/drugs/DB01497,https://www.drugbank.ca/structures/DB01497/thumb.svg,2.79,7.48,411.5338,C25H33NO4,0.112,"A narcotic analgesic morphinan used as a sedative in veterinary practice. In Hong Kong, Etorphine is regulated under Schedule 1 of Hong Kong's Chapter 134 Dangerous Drugs Ordinance. It can only be used legally by health professionals and for university research purposes. The substance can be given by pharmacists under a prescription. In the US, Etorphine is listed as a Schedule I drug, although Etorphine hydrochloride is classified as Schedule II."
309,Alphamethadol,https://www.drugbank.ca/drugs/DB01498,https://www.drugbank.ca/structures/DB01498/thumb.svg,4.21,14.52,311.4611,C21H29NO,0.0128,Not Available
310,Oxabolone,https://www.drugbank.ca/drugs/DB01500,https://www.drugbank.ca/structures/DB01500/thumb.svg,1.95,9.3,290.403,C18H26O3,0.0883,Not Available
311,Difenoxin,https://www.drugbank.ca/drugs/DB01501,https://www.drugbank.ca/structures/DB01501/thumb.svg,4.39,3.38,424.5341,C28H28N2O2,0.00208,"Difenoxin is a 4-phenylpiperidine which is closely related to the opioid analgesic meperidine. Difenoxin alone is a USA Schedule I controlled drug, as it may be habit forming. However, it is listed as a Schedule IV controlled drug if combined with atropine, which is added to decrease deliberate misuse. Motofen(R) is a brand mixture which combines atropine sulfate and difenoxin hydrochloride. It is approved by the FDA to treat acute and chronic diarrhea. 
 
Difenoxin is an active metabolite of the anti-diarrheal drug, diphenoxylate, which is also used in combination with atropine in the brand mixture Lomotil(R). It works mostly in the periphery and activates opioid receptors in the intestine rather than the central nervous system (CNS). [3] Difenoxin is also closely related to loperamide, but unlike loperamide it is still capable of crossing the blood brain barrier to produce weak sedative and analgesic effects. However, the antidiarrheal potency of difenoxin is much greater than its CNS effects, which makes it an attractive alternative to other opioids."
312,Etoxeridine,https://www.drugbank.ca/drugs/DB01505,https://www.drugbank.ca/structures/DB01505/thumb.svg,2.0,15.12,321.4113,C18H27NO4,1.37,Not Available
313,"5-Alpha-Androstane-3-Beta,17beta-Diol",https://www.drugbank.ca/drugs/DB01507,https://www.drugbank.ca/structures/DB03882/thumb.svg,3.56,18.3,292.4562,C19H32O2,0.0193,Not Available
314,Delorazepam,https://www.drugbank.ca/drugs/DB01511,https://www.drugbank.ca/structures/DB01511/thumb.svg,3.15,12.29,305.159,C15H10Cl2N2O,0.00642,"Delorazepam is a benzodiazepine which, like other drugs in its class, possesses anxiolytic, skeletal muscle relaxant, hypnotic and anticonvulsant properties. It may have adverse effects such as drowsiness, and cognitive impairments such as short term memory impairment. [4]    

Delorazepam is an active metabolite of the benzodiazepine known as cloxazolam. It is a long acting benzodiazepine which makes it superior in this sense to lorazepam which is short acting. Lorazepam is also a major active metabolite of delorazepam. 

In addition to be long acting, delorazepam is relatively potent, with 1 mg of delorazepam being the equivalent of 10 mg diazepam. [Wikipedia]  It has been approved for marketing in Italy."
315,Hydromorphinol,https://www.drugbank.ca/drugs/DB01512,https://www.drugbank.ca/structures/DB01512/thumb.svg,0.53,7.44,303.3529,C17H21NO4,20.6,Not Available
316,Benzoylecgonine,https://www.drugbank.ca/drugs/DB01515,https://www.drugbank.ca/structures/DB01515/thumb.svg,1.71,3.15,289.3264,C16H19NO4,3.82,"Benzoylecgonine is the major metabolite of cocaine. It is formed by hydrolysis of cocaine in the liver, catalysed by carboxylesterases. It is excreted in the urine of cocaine users after processing in the liver. [Wikipedia]"
317,Clostebol,https://www.drugbank.ca/drugs/DB01521,https://www.drugbank.ca/structures/DB01521/thumb.svg,3.57,19.31,322.869,C19H27ClO2,0.0153,Not Available
318,Androstenediol,https://www.drugbank.ca/drugs/DB01524,https://www.drugbank.ca/structures/DB01524/thumb.svg,3.42,18.2,290.4403,C19H30O2,0.055,"An intermediate in testosterone biosynthesis, found in the testis or the adrenal glands. Androstenediol, derived from dehydroepiandrosterone by the reduction of the 17-keto group (17-hydroxysteroid dehydrogenases), is converted to testosterone by the oxidation of the 3-beta hydroxyl group to a 3-keto group (3-hydroxysteroid dehydrogenases). [PubChem]"
319,Ecgonine,https://www.drugbank.ca/drugs/DB01525,https://www.drugbank.ca/structures/DB01525/thumb.svg,-0.69,3.48,185.2203,C9H15NO3,1050.0,Not Available
320,4-Androstenediol,https://www.drugbank.ca/drugs/DB01526,https://www.drugbank.ca/structures/DB01526/thumb.svg,3.1,17.5,290.4403,C19H30O2,0.0481,Not Available
321,"5alpha-androstane-3alpha,17beta-diol",https://www.drugbank.ca/drugs/DB01530,https://www.drugbank.ca/structures/DB01530/thumb.svg,3.56,18.3,292.4562,C19H32O2,0.0193,Not Available
322,Desomorphine,https://www.drugbank.ca/drugs/DB01531,https://www.drugbank.ca/structures/DB01531/thumb.svg,2.5,10.35,271.36,C17H21NO2,0.86,Not Available
323,Chlorhexadol,https://www.drugbank.ca/drugs/DB01534,https://www.drugbank.ca/structures/DB01534/thumb.svg,2.34,9.67,265.562,C8H15Cl3O3,1.24,Chlorhexadol is a sedative and hypnotic which is regulated in the United States as a Schedule III controlled substance. It is a derivative of chloral hydrate.
324,4-Androstenedione,https://www.drugbank.ca/drugs/DB01536,https://www.drugbank.ca/structures/DB01536/thumb.svg,2.75,19.03,286.4085,C19H26O2,0.027,"A delta-4 C19 steroid that is produced not only in the testis, but also in the ovary and the adrenal cortex.  Depending on the tissue type, androstenedione can serve as a precursor to testosterone as well as estrone and estradiol. [PubChem]"
325,17alpha-methyl-4-hydroxynandrolone,https://www.drugbank.ca/drugs/DB01540,https://www.drugbank.ca/structures/DB01540/thumb.svg,2.46,9.33,304.43,C19H28O3,0.0575,17Alpha-methyl-4-hydroxynandrolone is a schedule 3 anabolic steroid.
326,Boldenone,https://www.drugbank.ca/drugs/DB01541,https://www.drugbank.ca/structures/DB01541/thumb.svg,3.08,18.86,286.4085,C19H26O2,0.0259,"Boldenone is an anabolic steroid developed for veterinary use, mostly for treatment of horses. It is not indicated for use in humans in the US and is only available through veterinary clinics."
327,Ethyl loflazepate,https://www.drugbank.ca/drugs/DB01545,https://www.drugbank.ca/structures/DB01545/thumb.svg,3.36,9.51,360.767,C18H14ClFN2O3,0.00525,Not Available
328,Alpha-ethyltryptamine,https://www.drugbank.ca/drugs/DB01546,https://www.drugbank.ca/structures/DB01546/thumb.svg,2.55,17.13,188.2688,C12H16N2,0.481,"In the 1960's, alpha-ethyltryptamine (αET), a non hydrazine reversible monoamine oxidase inhibitor, was developed in the United States by the Upjohn chemical company for use as an antidepressant. αET was an FDA approved antidepressant under the name Monase. However, in 1962, after the discovery of an unacceptable incidence of agranulocytosis, the development of Monase was halted and the drug was withdrawn from potential market use. 

In 1993, the US Drug Enforcement Administration added αET to Schedule I of its Schedules of Controlled Substances, after an increasing incidence of its use as a recreational drug in the 1980's. Currently, αET is an illegal substance; however, it's activity is still under scientific investigation. 

αET is a stimulant and hallucinogen, but it is less stimulating and hallucinogenic than alpha-methyltryptamine, a closely related compound. Instead, the effects of αET, a tryptamine derivative, more closely resemble the amphetamine derived drug 3,4-methylenedioxy-N-methylamphetamine (MDMA). Similarly to MDMA, αET has been shown to release serotonin pre-synaptically, as well as lesser amounts of norepinephrine and dopamine. Like MDMA, increases in locomotor activity and mood elevation can be seen post administration."
329,Drotebanol,https://www.drugbank.ca/drugs/DB01547,https://www.drugbank.ca/structures/DB01547/thumb.svg,1.61,13.64,333.422,C19H27NO4,2.15,Not Available
330,Diprenorphine,https://www.drugbank.ca/drugs/DB01548,https://www.drugbank.ca/structures/DB01548/thumb.svg,3.52,10.42,425.569,C26H35NO4,0.104,A narcotic antagonist similar in action to naloxone. It is used to remobilize animals after etorphine neuroleptanalgesia and is considered a specific antagonist to etorphine. [PubChem]
331,Dihydrocodeine,https://www.drugbank.ca/drugs/DB01551,https://www.drugbank.ca/structures/DB01551/thumb.svg,1.58,14.15,301.3801,C18H23NO3,2.38,"Dihydrocodeine is an opioid analgesic used as an alternative or adjunct to codeine to treat moderate to severe pain, severe dyspnea, and cough. 

It is semi-synthetic, and was developed in Germany in 1908 during an international search to find a more effective antitussive agent to help reduce the spread of airborne infectious diseases such as tuburculosis. It was marketed in 1911. [Wikipedia]"
332,Cloxazolam,https://www.drugbank.ca/drugs/DB01553,https://www.drugbank.ca/structures/DB01553/thumb.svg,3.56,12.69,349.211,C17H14Cl2N2O2,0.0266,"Cloxazolam is a benzodiazepine with anxiolytic, sedative/hypnotic, muscle relaxant, and antiepileptic effects. It is marketed in the Argentina, Australia, Portugal, Belgium, Switzerland, Luxembourg, Germany, Taiwan and Japan -- mainly for anti-anxiety. The usual dose of cloxazolam in adults is 3-12mg/day for anti-anxiety. Although less commonly noted, it has also been reported as clinically effective in the treatment of depression, schizophrenia, and neurosis. As well, it has also been studied in Japan in doses of 15-30mg/day as an adjunct in the treatment of intractable epilepsy, for which it has demonstrated effectiveness."
333,Bromazepam,https://www.drugbank.ca/drugs/DB01558,https://www.drugbank.ca/structures/DB01558/thumb.svg,2.05,12.24,316.153,C14H10BrN3O,0.0399,One of the benzodiazepines that is used in the treatment of anxiety disorders. [PubChem] It is a Schedule IV drug in the U.S. and Canada and under the Convention on Psychotropic Substances. It is a intermediate-acting benzodiazepines.
