Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date,Labels
USA/2016/FL021,Kx922703,2016-07-19,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KX922703,2016.55,Genbank,2016-07-19,Aa: Ns2a: S52g;
Aedes_aegypti/USA/2016/FL02,Kx838905,2016-08-23,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KX838905,2016.64,Genbank,2016-08-23,unknown
Aedes_aegypti/USA/2016/FL08,Ky075939,2016-10-05,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075939,2016.76,Genbank,2016-10-05,Aa: Pro: Y11h;
USA/2016/FLUR007,Ky325468,2016-08-04,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325468,2016.59,Genbank,2016-08-04,unknown
USA/2016/FLUR008,Ky325469,2016-08-04,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325469,2016.59,Genbank,2016-08-04,unknown
USA/2016/FL038,Kx922706,2016-08-05,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KX922706,2016.59,Genbank,2016-08-05,Aa: Ns4b: K213n; Ns3: T555a;
USA/2016/FLUR001,Ky325480,2016-07-28,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325480,2016.57,Genbank,2016-07-28,unknown
USA/2016/FLUR057,Ky325475,2016-10-05,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325475,2016.76,Genbank,2016-10-05,unknown
USA/2016/FLWB042,Ky325478,2016-09-26,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325478,2016.74,Genbank,2016-09-26,unknown
USA/2016/FLUR009,Ky325470,2016-08-04,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325470,2016.59,Genbank,2016-08-04,Aa: Ns4a: L57f;
USA/2016/FL010,Ky014295,2016-06-22,North America,USA,USA,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014295,2016.47,Genbank,2016-06-22,unknown
USA/2016/FLUR013,Ky325472,2016-08-23,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325472,2016.64,Genbank,2016-08-23,unknown
Aedes_aegypti/USA/2016/FL01,Kx838904,2016-08-22,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KX838904,2016.64,Genbank,2016-08-22,Aa: Ns4b: R19k;
USA/2016/FLUR015,Ky325483,2016-08-24,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325483,2016.65,Genbank,2016-08-24,unknown
Aedes_aegypti/USA/2016/FL06,Ky075938,2016-09-20,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075938,2016.72,Genbank,2016-09-20,unknown
USA/2016/FLUR063,Ky325477,2016-10-03,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325477,2016.76,Genbank,2016-10-03,unknown
Brazil/2015/ZBRD116,Ky559003,2015-08-28,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559003,2015.65,Genbank,2015-08-28,unknown
BeH828305,Ku729218,2015-01-01,South America,Brazil,Brazil,Faria Et Al,Unpublished,Zika Virus In The Americas  Early Epidemiological And Genetic Findings,https://www.ncbi.nlm.nih.gov/nuccore/KU729218,2015.45,Genbank,2015-xx-xx,Aa: Ca: G105s; Env: M349t; Ns3: M334t;
Bahia01,Kx101066,2015-05-01,South America,Brazil,Brazil,Naccache Et Al,Emerging Infect. Dis. 22  10  1788-1792  2016 ,Distinct Zika Virus Lineage In Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KX101066,2015.41,Genbank,2015-05-xx,Aa: Ns5: S30t T833m; Ns1: K191r;
Bahia03,Kx101061,2015-05-01,South America,Brazil,Brazil,Naccache Et Al,Emerging Infect. Dis. 22  10  1788-1792  2016 ,Distinct Zika Virus Lineage In Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KX101061,2015.41,Genbank,2015-05-xx,Aa: Ns5: H74y; Env: V23i; Ns3: G120d;
Bahia08,Ku940227,2015-07-15,South America,Brazil,Brazil,Naccache Et Al,Emerging Infect. Dis. 22  10  1788-1792  2016 ,Distinct Zika Virus Lineage In Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU940227,2015.53,Genbank,2015-07-15,Aa: Ns2a: V168m; Env: M68t;
Bahia15,Kx101065,2016-01-01,South America,Brazil,Brazil,Naccache Et Al,Emerging Infect. Dis. 22  10  1788-1792  2016 ,Distinct Zika Virus Lineage In Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KX101065,2016.00,Genbank,2016-01-xx,Aa: Ns3: D193a L194v H195p;
Bahia07,Ku940228,2015-07-01,South America,Brazil,Brazil,Naccache Et Al,Emerging Infect. Dis. 22  10  1788-1792  2016 ,Distinct Zika Virus Lineage In Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU940228,2015.50,Genbank,2015-07-01,unknown
HS_2015_BA_01,Kx520666,2015-08-01,South America,Brazil,Brazil,Teixeira Et Al,Unpublished,Full Coding Sequence Of The Zika Virus Isolate Hs-2015-ba-01,https://www.ncbi.nlm.nih.gov/nuccore/KX520666,2015.66,Genbank,2015-08-xx,Aa: Ns2a: A117v; Mp: S58r;
Bahia09,Ku940224,2015-08-01,South America,Brazil,Brazil,Naccache Et Al,Emerging Infect. Dis. 22  10  1788-1792  2016 ,Distinct Zika Virus Lineage In Salvador Bahia Brazil,https://www.ncbi.nlm.nih.gov/nuccore/KU940224,2015.58,Genbank,2015-08-01,unknown
BRA/2016/FC_DQ47D1,Ky014309,2016-03-28,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014309,2016.24,Genbank,2016-03-28,Aa: Ns2a: M38t; Ns5: W819* I820l E821g N823s G854v H855c R856s P857l R858* T859p T860p W861q N864k I865l K866g T868q V869a N870y Y892* L893s E895r; Ns1: F8l;
BRA/2016/FC_DQ131D1,Ky014296,2016-04-18,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014296,2016.30,Genbank,2016-04-18,unknown
BRA/2016/FC_DQ42D1,Ky014320,2016-03-23,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014320,2016.22,Genbank,2016-03-23,unknown
BRA/2016/FC_DQ58D1,Ky785427,2016-03-30,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785427,2016.24,Genbank,2016-03-30,unknown
Brazil/2016/ZBRY8,Ky559031,2016-01-01,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559031,2016.00,Genbank,2016-01-xx,Aa: Ns5: R248k;
BRA/2016/FC_DQ28D1,Ky014317,2016-03-21,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014317,2016.22,Genbank,2016-03-21,Aa: Ns2b: T105a; Env: T369i;
USVI/36/2016,Vi36,2016-09-13,North America,USVI,Saint Croix,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In The Us Virgin Islands,https://github.com/blab/zika-usvi/tree/master/data,2016.70,Fh,2016-09-13,Aa: Ns5: K384r; Env: E393d;
Brazil/2016/ZBRX1,Ky559005,2016-04-18,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559005,2016.30,Genbank,2016-04-18,unknown
Brazil/2016/ZBRX4,Ky559007,2016-04-18,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559007,2016.30,Genbank,2016-04-18,unknown
Brazil/2016/ZBRX6,Ky559008,2016-04-19,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559008,2016.30,Genbank,2016-04-19,unknown
Brazil/2016/ZBRX12,Ky559012,2016-04-19,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559012,2016.30,Genbank,2016-04-19,unknown
Brazil/2016/ZBRX8,Ky559010,2016-04-19,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559010,2016.30,Genbank,2016-04-19,unknown
Brazil/2016/ZBRX11,Ky559011,2016-04-19,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559011,2016.30,Genbank,2016-04-19,Aa: Ns4b: I26t; Ns5: R525s T830a;
Brazil/2016/ZBRX103,Ky559019,2016-05-24,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559019,2016.39,Genbank,2016-05-24,unknown
Brazil/2016/ZBRX100,Ky559017,2016-05-19,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559017,2016.38,Genbank,2016-05-19,unknown
Brazil/2016/ZBRX127,Ky559021,2016-03-10,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559021,2016.19,Genbank,2016-03-10,Aa: Ns4b: I26m; Ns2a: A162v; Mp: L20m; Ns1: T13m S152n;
BRA/2016/FC_5790,Ky785446,2016-03-22,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785446,2016.22,Genbank,2016-03-22,Aa: Ns5: L812i;
DOM/2016/BB_0085,Ky785483,2016-04-07,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785483,2016.27,Genbank,2016-04-07,Aa: Ns5: G246w;
V9,Kx197205,2015-12-01,South America,Brazil,Brazil,Miranda Et Al,Unpublished,Brazilian Zika Virus Genome Sequence,https://www.ncbi.nlm.nih.gov/nuccore/KX197205,2015.91,Genbank,2015-12-01,unknown
GB_BR,Kx830930,2016-03-01,South America,Brazil,Brazil,Delatorre Et Al,Unpublished,Insights On The Zika Virus Genome Single Nucleotide Polymorphisms Related Neurological Disease,https://www.ncbi.nlm.nih.gov/nuccore/KX830930,2016.16,Genbank,2016-03-01,unknown
Brazil/2016/ZBRE69,Ky559004,2016-04-16,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559004,2016.29,Genbank,2016-04-16,Aa: Ns5: V404i;
Brazil/2016/ZBRX102,Ky559018,2016-02-25,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559018,2016.15,Genbank,2016-02-25,unknown
Brazil/2016/ZBRX137,Ky559024,2016-03-03,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559024,2016.17,Genbank,2016-03-03,unknown
Brazil/2016/ZBRX130,Ky559023,2016-03-22,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559023,2016.22,Genbank,2016-03-22,unknown
Brazil/2016/ZBRY10,Ky559030,2016-01-01,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559030,2016.00,Genbank,2016-01-xx,Aa: Ns1: A27t;
Brazil_ZKV2015,Ku497555,2015-11-30,South America,Brazil,Brazil,Calvet Et Al,Lancet Infect Dis 16  6  653-660  2016 ,Detection And Sequencing Of Zika Virus From Amniotic Fluid Of Fetuses With Microcephaly In Brazil  A Case Study,https://www.ncbi.nlm.nih.gov/nuccore/KU497555,2015.91,Genbank,2015-11-30,Aa: Ns2a: L113f; Ns5: E311v; Env: S260t;
Brazil/2015/ZBRC301,Ky558995,2015-05-13,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558995,2015.36,Genbank,2015-05-13,unknown
Brazil/2015/ZBRD103,Ky559001,2015-08-20,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559001,2015.63,Genbank,2015-08-20,Aa: Ns4b: T161a; Ns5: I526t;
Brazil/2015/ZBRD107,Ky559002,2015-09-09,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559002,2015.69,Genbank,2015-09-09,Aa: 2k: L17f;
Brazil/2016/ZBRX128,Ky559022,2016-03-13,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559022,2016.20,Genbank,2016-03-13,Aa: Ns4b: A202g; Ns2a: A58v A162v; Ns5: F484l;
Brazil/2016/INMI1,Ku991811,2016-03-06,South America,Brazil,Brazil,Carletti Et Al,Unpublished,Isolation Of Infectious Zika Virus From Sera In A Traveller Returning From Brazil To Italy,https://www.ncbi.nlm.nih.gov/nuccore/KU991811,2016.18,Genbank,2016-03-06,Aa: Ns1: K265e; Ns3: E177d;
BRA/2016/FC_DQ116D1,Ky785429,2016-04-14,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785429,2016.28,Genbank,2016-04-14,Aa: Ns4b: H15y I176t; Env: L491s;
Brazil/2016/ZBRC18,Ky558992,2016-01-06,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558992,2016.01,Genbank,2016-01-06,Aa: Ns2a: M19t; Env: T309s; Ns3: K142r;
COL/FH01/2016,Col01,2016-02-24,South America,Colombia,Cordoba,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In Colombia,?,2016.15,Fh,2016-02-24,Aa: Ns2b: G119*;
Brazil/2015/ZBRC303,Ky558997,2015-05-14,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558997,2015.36,Genbank,2015-05-14,unknown
BRA/2016/FC_DQ49D1,Ky014307,2016-03-28,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014307,2016.24,Genbank,2016-03-28,Aa: Ns5: M883t; Ns3: T555i;
Brazil/2016/ZBRY6,Ky559027,2016-02-16,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559027,2016.13,Genbank,2016-02-16,unknown
BRA/2016/FC_6696,Ky014313,2016-04-05,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014313,2016.26,Genbank,2016-04-05,unknown
BRA/2016/FC_6706,Ky785433,2016-04-08,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785433,2016.27,Genbank,2016-04-08,unknown
Brazil/2016/ZBRC319,Ky558999,2016-07-10,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558999,2016.52,Genbank,2016-07-10,Aa: Ns5: C269y; Ns1: M349t;
Brazil/2016/ZBRX15,Ky559015,2016-04-24,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY559015,2016.31,Genbank,2016-04-24,Aa: Env: G195a; Ns1: A182v;
Brazil/2015/ZBRC313,Ky558998,2015-06-15,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558998,2015.45,Genbank,2015-06-15,unknown
Brazil/2016/ZBRC28,Ky558994,2016-01-18,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558994,2016.05,Genbank,2016-01-18,unknown
BRA/2016/FC_DQ62D2,Ky785455,2016-04-06,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785455,2016.26,Genbank,2016-04-06,unknown
BRA/2016/FC_DQ62D1,Ky785480,2016-03-30,South America,Brazil,Brazil,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785480,2016.24,Genbank,2016-03-30,unknown
Brazil/2015/ZBRC302,Ky558996,2015-05-13,South America,Brazil,Brazil,Faria Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY558996,2015.36,Genbank,2015-05-13,Aa: Env: Y137f; Pro: T48i;
COL/FCC00093/2015,Kx548902,2015-10-07,South America,Colombia,Colombia,Leguia Et Al,Unpublished,Full Genomic Characterization Of A Zika Virus Isolate From Colombia,https://www.ncbi.nlm.nih.gov/nuccore/KX548902,2015.76,Genbank,2015-10-07,Aa: Ns2a: R86k; Ns5: G842e; Ns1: H286y T301l; Ns3: N278h Y279d;
Aedes_aegypti/COL/FH03/2016,Col03,2016-03-09,South America,Colombia,Colombia,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In Colombia,?,2016.19,Fh,2016-03-09,Aa: Ns4b: T25a;
Colombia/2016/ZC192Se,Ky317937,2016-01-07,South America,Colombia,Colombia,Quick Et Al,Nat Protoc 12  6  1261-1276  2017 ,Multiplex Pcr Method For Minion And Illumina Sequencing Of Zika And Other Virus Genomes Directly From Clinical Samples,https://www.ncbi.nlm.nih.gov/nuccore/KY317937,2016.02,Genbank,2016-01-07,Aa: Ns4b: I98m; Ns5: H389y;
FPI15198/PERU/Loreto/2016,Ky693678,2016-06-28,South America,Peru,Peru,Leguia Et Al,Unpublished,Full-genome Amplification And Sequencing Of Zika Viruses Using A Targeted Amplification Approach,https://www.ncbi.nlm.nih.gov/nuccore/KY693678,2016.49,Genbank,2016-06-28,unknown
FPI15263/PERU/Loreto/2016,Ky693679,2016-07-11,South America,Peru,Peru,Leguia Et Al,Unpublished,Full-genome Amplification And Sequencing Of Zika Viruses Using A Targeted Amplification Approach,https://www.ncbi.nlm.nih.gov/nuccore/KY693679,2016.53,Genbank,2016-07-11,Aa: Ns2a: I34t;
MEX/InDRE/2016,Ku922923,2016-02-25,North America,Mexico,Mexico,Diaz-quinonez Et Al,Unpublished,Molecular Characterization Of Zika Virus In Mexico,https://www.ncbi.nlm.nih.gov/nuccore/KU922923,2016.15,Genbank,2016-02-25,Aa: Ns5: H289q G510v; Mp: P72l; Ns3: A106e;
MRS_OPY_Martinique_PaRi_2015,Ku647676,2015-12-01,North America,Martinique,Martinique,Piorkowski Et Al,New Microbes New Infect 11 52-53  2016 ,Complete Coding Sequence Of Zika Virus From Martinique Outbreak In 2015,https://www.ncbi.nlm.nih.gov/nuccore/KU647676,2015.91,Genbank,2015-12-xx,unknown
Martinique/2016/FL001Sa,Ky075932,2016-03-22,North America,Martinique,Martinique,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY075932,2016.22,Genbank,2016-03-22,Aa: Ns2b: A16t; Ns5: I78v A677s; Mp: V32i; Ns3: S356f;
Martinique/2016/FL001,Ky785451,2016-03-22,North America,Martinique,Martinique,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785451,2016.22,Genbank,2016-03-22,unknown
Colombia/2016/ZC199Se,Ky317938,2016-01-10,South America,Colombia,Colombia,Quick Et Al,Nat Protoc 12  6  1261-1276  2017 ,Multiplex Pcr Method For Minion And Illumina Sequencing Of Zika And Other Virus Genomes Directly From Clinical Samples,https://www.ncbi.nlm.nih.gov/nuccore/KY317938,2016.02,Genbank,2016-01-10,unknown
Colombia/2016/ZC207Se,Ky317940,2016-01-09,South America,Colombia,Colombia,Quick Et Al,Nat Protoc 12  6  1261-1276  2017 ,Multiplex Pcr Method For Minion And Illumina Sequencing Of Zika And Other Virus Genomes Directly From Clinical Samples,https://www.ncbi.nlm.nih.gov/nuccore/KY317940,2016.02,Genbank,2016-01-09,unknown
Colombia/2016/ZC204Se,Ky317939,2016-01-06,South America,Colombia,Colombia,Quick Et Al,Nat Protoc 12  6  1261-1276  2017 ,Multiplex Pcr Method For Minion And Illumina Sequencing Of Zika And Other Virus Genomes Directly From Clinical Samples,https://www.ncbi.nlm.nih.gov/nuccore/KY317939,2016.01,Genbank,2016-01-06,Aa: Pro: N17k;
Colombia/2016/ZC188Se,Ky317936,2016-01-16,South America,Colombia,Colombia,Quick Et Al,Nat Protoc 12  6  1261-1276  2017 ,Multiplex Pcr Method For Minion And Illumina Sequencing Of Zika And Other Virus Genomes Directly From Clinical Samples,https://www.ncbi.nlm.nih.gov/nuccore/KY317936,2016.04,Genbank,2016-01-16,Aa: Ns4b: M17l; Ns5: S376t;
PAN/BEI_259634_V4/2016,Kx198135,2016-01-01,North America,Panama,Panama,Shabman Et Al,Submitted  05-may-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX198135,2016.08,Genbank,2016-xx-xx,unknown
COL/FH04/2016,Col04,2016-01-29,South America,Colombia,Cordoba,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In Colombia,?,2016.08,Fh,2016-01-29,Aa: Ca: I81m;
DOM/2016/BB_0127,Ky014303,2016-04-11,North America,Dominican Republic,Dominican Republic,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014303,2016.28,Genbank,2016-04-11,Aa: Ns2a: A162t;
COL/2016/SU_1856A,Ky785466,2016-04-28,South America,Colombia,Colombia,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785466,2016.32,Genbank,2016-04-28,unknown
COL/FH02/2016,Col02,2016-02-29,South America,Colombia,Cordoba,Black Et Al,?,Genetic Characterization Of The Zika Virus Epidemic In Colombia,?,2016.16,Fh,2016-02-29,Aa: Ns5: I526t;
COL/2016/SU_2293A,Ky785477,2016-06-09,South America,Colombia,Colombia,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785477,2016.44,Genbank,2016-06-09,unknown
COL/2016/SU_1810A,Ky785417,2016-04-06,South America,Colombia,Colombia,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785417,2016.26,Genbank,2016-04-06,unknown
COL/2016/SU_2724A,Ky785469,2016-04-05,South America,Colombia,Colombia,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785469,2016.26,Genbank,2016-04-05,unknown
