Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Raw Date,Dtiter,Location,Dtiter Sanofi,Ctiter,Labels
DENV1/BRAZIL/SJRP395/2011,Kp188542,2011-06-08,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2011.43,2011-06-08,0.00,Brazil,0.13,0.06,unknown
DENV1/BRAZIL/SJRP287/2011,Kp188540,2011-05-03,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2011.33,2011-05-03,0.00,Brazil,0.13,0.06,Aa: Ns2a: I12m;
DENV1/BOLIVIA/FSB3363/2010,Kt382187,2010-01-01,South America,Bolivia,Bolivia,Aaskov Et Al.,unknown,unknown,unknown,2010.00,2010-xx-xx,0.00,Bolivia,0.13,0.06,unknown
DENV1/BRAZIL/1266RJ/2011,Kf672760,2011-01-01,South America,Brazil,Brazil,Castro Et Al.,unknown,unknown,unknown,2011.45,2011-xx-xx,0.00,Brazil,0.13,0.06,unknown
DENV1/CHINA/AQZK01AH/2016,Kx372687,2016-03-01,China,China,Anhui,Shi Et Al.,unknown,unknown,unknown,2016.16,2016-03-xx,0.00,Anhui,0.13,0.06,unknown
DENV1/BRAZIL/ALFEN/2012,Kj651912,2012-01-01,South America,Brazil,Brazil,Araki Et Al.,unknown,unknown,unknown,2013.00,2012-xx-xx,0.00,Brazil,0.13,0.06,Aa: E: S222t F306s R394k;
DENV1/THAILAND/16007/1964,Af180817,1964-01-01,Southeast Asia,Thailand,Thailand,Bhamarapravati Et Al.,unknown,unknown,unknown,1964.00,1964-xx-xx,0.00,Thailand,0.06,0.06,Aa: C: K86r; Ns4b: T109i; E: A180t K204r; Ns2a: R67k; Ns4a: V93a; Ns3: A112t F510y; Ns5: D432e D834e;
DENV1/THAILAND/AI6147/1960,Jq922547,1960-01-01,Southeast Asia,Thailand,Thailand,Cecilia Et Al.,unknown,unknown,unknown,1960.87,1960-xx-xx,0.00,Thailand,0.06,0.06,unknown
DENV1/THAILAND/6147/1960,Jf297570,1960-01-01,Southeast Asia,Thailand,Thailand,Cecilia Et Al.,unknown,unknown,unknown,1960.87,1960-xx-xx,0.00,Thailand,0.06,0.06,unknown
DENV1/MALAYSIA/10245/1997,Fn429889,1997-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,1997.00,1997-xx-xx,0.00,Kuala Lumpur,0.00,0.06,unknown
DENV1/MALAYSIA/8064/1996,Fn429886,1996-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,1997.00,1996-xx-xx,0.00,Kuala Lumpur,0.00,0.06,Aa: Ns5: E615g;
DENV1/MALAYSIA/8080/1996,Fn429887,1996-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,1996.00,1996-xx-xx,0.00,Kuala Lumpur,0.00,0.06,Aa: Ns1: R206g;
DENV1/AUSTRALIA/TOWNSVILLE/2009,Jn415532,2009-01-01,Oceania,Australia,Australia,Northill Et Al.,unknown,unknown,unknown,2009.00,2009-xx-xx,0.00,Australia,0.00,0.06,Aa: E: A382v;
DENV1/INDONESIA/MKS0390/2007,Kc762620,2007-12-13,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.95,2007-12-13,0.00,Makassar,0.00,0.06,Aa: C: S24p K35n; E: T156i S472n; Ns2b: L4i; Ns2a: R29g V111a; Ns1: I162v A213e K227r I246t; Ns3: P119s V209l P466s; Ns5: I34m I114v R253k R378k M529l E640k V734i T860s;
DENV1/SINGAPORE/60330/2011,Jn544411,2011-01-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.00,2011-01-xx,0.00,Singapore,0.00,0.06,Aa: Ns4b: A19v; Ns2a: I171t; Ns5: I181v D554e;
DENV1/INDONESIA/901530/1998,Ab189121,1998-01-01,Southeast Asia,Indonesia,Sumatra,Corwin Et Al.,unknown,unknown,unknown,1998.00,1998-xx-xx,0.00,Sumatra,0.00,0.06,Aa: M: K118r; Ns1: T131i P141s; Ns3: K74r;
DENV1/AUSTRALIA/MAREEBA/2003,Jn415514,2003-01-01,Oceania,Australia,Australia,Northill Et Al.,unknown,unknown,unknown,2003.00,2003-xx-xx,0.00,Australia,0.00,0.06,Aa: E: T88a;
DENV1/SINGAPORE/14158/2011,Jn544410,2011-04-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.33,2011-04-xx,0.00,Singapore,0.00,0.06,Aa: C: N90s; Ns4b: A27t; E: A481v; M: I13v S15g M39i; Ns2a: I15t A38v; Ns3: P466s; Ns5: K72r R325k L503f;
DENV1/CHINA/GZ5700/2007,Kt827366,2007-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,2007.99,2007-xx-xx,0.00,Guangzhou,0.00,0.06,Aa: Ns4b: E207k; Ns3: T316s; Ns5: D554e;
DENV1/AUSTRALIA/S9671/2010,Hq871946,2010-07-01,Oceania,Australia,Australia,Davis Et Al.,unknown,unknown,unknown,2010.50,2010-07-xx,0.00,Australia,0.00,0.06,unknown
DENV1/INDONESIA/N012/2010,Km216668,2010-09-19,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.71,2010-09-19,0.00,Bali,0.00,0.06,unknown
DENV1/CHINA/GD54/2003,Fj196841,2003-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,2003.00,2003-xx-xx,0.00,Guangzhou,0.00,0.06,Aa: M: V99i; Ns2a: T138n L145f A147g F154l T158s L196v; Ns5: K442n Q443l;
DENV1/CHINA/GD66/2003,Fj196842,2003-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,2003.00,2003-xx-xx,0.00,Guangzhou,0.00,0.06,unknown
DENV1/CHINA/GZ/2002,Jn205310,2002-09-01,China,China,Guangdong,Fang Et Al.,unknown,unknown,unknown,2002.67,2002-09-xx,0.00,Guangzhou,0.00,0.06,Aa: Ns4b: Q72h F165i; E: L15p L183p F337s; M: R6l; Ns2b: L21p; Ns2a: L8f L48s I58t; Ns1: N207k I308t W311r G325r; Ns3: P138t; Ns5: K456r L511h S696p;
DENV1/CHINA/GZ0103/1993,Dq211348,1993-01-01,China,China,Guangdong,Fang Et Al.,unknown,unknown,unknown,1994.00,1993-xx-xx,0.00,Guangzhou,0.00,0.06,Aa: E: W20x T32i N37t T40p D42v;
DENV1/CHINA/GZ0203/1993,Dq211349,1993-01-01,China,China,Guangdong,Fang Et Al.,unknown,unknown,unknown,1994.00,1993-xx-xx,0.00,Guangzhou,0.00,0.06,Aa: E: E257r;
DENV1/CHINA/GZ215/2002,Kt827364,2002-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,2002.00,2002-xx-xx,0.00,Guangzhou,0.00,0.06,unknown
DENV1/CHINA/GZ218/2002,Ef079826,2002-01-01,China,China,China,Chen Et Al.,unknown,unknown,unknown,2002.00,2002-xx-xx,0.00,China,0.00,0.06,unknown
DENV1/NAURU/ISLANDWESTERNPACIFIC/1974,U88537,1974-01-01,South Pacific,Nauru,Nauru,Bancroft Et Al.,unknown,unknown,unknown,1975.00,1974-xx-xx,0.00,Nauru,0.00,0.06,Aa: E: E44k T156i E203k L264s T293i I297m N366d L475f; Ns2a: T34i; Ns4a: M89i; Ns1: I307t V338a; Ns3: T91a N188k D354g; Ns5: C140r M476v E647k I651t Y881f;
DENV1/CHINA/GD03/1991,Fj196845,1991-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,1992.00,1991-xx-xx,0.00,Guangzhou,0.00,0.06,Aa: C: S12p L106f; Ns4b: H17y E207k; E: T33i; Ns2b: E63d E90q R91k T94p; Ns2a: V114a; Ns4a: I110t; Ns1: K170r I246m;
DENV1/PALAU/NA/2000,Jn415515,2000-01-01,South Pacific,Palau,Palau,Northill Et Al.,unknown,unknown,unknown,2000.00,2000-xx-xx,0.00,Palau,0.00,0.06,Aa: E: K343r;
DENV1/INDONESIA/MKS2058/2008,Kc762628,2008-02-19,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.13,2008-02-19,0.00,Makassar,0.00,0.06,Aa: Ns2a: I15m Y74h; Ns1: N293s; Ns3: M323i; Ns5: Y127h;
DENV1/INDONESIA/MKS2029/2008,Kc762640,2008-08-04,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.59,2008-08-04,0.00,Makassar,0.00,0.06,unknown
DENV1/INDONESIA/N015/2010,Km216671,2010-08-06,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.59,2010-08-06,0.00,Bali,0.00,0.06,unknown
DENV1/INDONESIA/N004/2010,Km216664,2010-10-28,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.82,2010-10-28,0.00,Bali,0.00,0.06,unknown
DENV1/INDONESIA/N023/2010,Km216673,2010-11-16,Southeast Asia,Indonesia,Java,Chidlow Et Al.,unknown,unknown,unknown,2010.87,2010-11-16,0.00,Java,0.00,0.06,unknown
DENV1/INDONESIA/N032/2010,Km216677,2010-12-21,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.97,2010-12-21,0.00,Bali,0.00,0.06,unknown
DENV1/INDONESIA/N005/2010,Km216665,2010-11-18,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.88,2010-11-18,0.00,Bali,0.00,0.06,unknown
DENV1/PHILIPPINES/ILIPPINESNIID13/2016,Lc128301,2016-01-01,Southeast Asia,Philippines,Philippines,Ito Et Al.,unknown,unknown,unknown,2016.08,2016-01-xx,0.00,Philippines,0.00,0.06,Aa: C: K99r; Ns2a: V175i L182m; Ns1: I131t I246t K347r; Ns5: I34m A245t R253k I651t;
DENV1/USA/HAWO3663/2001,Dq672564,2001-01-01,North America,USA,Hawaii,Bennett Et Al.,unknown,unknown,unknown,2001.52,2001-xx-xx,0.00,Hawaii,0.00,0.06,Aa: E: K343r;
DENV1/AMERICAN_SAMOA/WS190769/2001,Jq655095,2001-08-19,South Pacific,American Samoa,American Samoa,Aubry Et Al.,unknown,unknown,unknown,2001.63,2001-08-19,0.00,American Samoa,0.00,0.06,unknown
DENV1/SOUTH_KOREA/DENKOR07/2006,Kp406803,2006-01-01,Japan Korea,South Korea,South Korea,Balasuriya Et Al.,unknown,unknown,unknown,2007.00,2006-xx-xx,0.00,South Korea,0.00,0.06,Aa: Ns3: M239i; Ns5: K166r;
DENV1/SOUTH_KOREA/DENKOR10/2007,Fj687476,2007-01-01,Japan Korea,South Korea,South Korea,Cho Et Al.,unknown,unknown,unknown,2008.00,2007-xx-xx,0.00,South Korea,0.00,0.06,unknown
DENV1/CHINA/ZJ08/2013,Kj415096,2013-04-19,China,China,Zhejiang,Chen Et Al.,unknown,unknown,unknown,2013.30,2013-04-19,0.00,Zhejiang,0.00,0.06,unknown
DENV1/CHINA/ZJ29XS/2015,Ku310948,2015-11-18,China,China,Zhejiang,Qiu Et Al.,unknown,unknown,unknown,2015.88,2015-11-18,0.00,Zhejiang,0.00,0.06,Aa: E: G254a L283m;
DENV1/CHINA/SU1/2012,Kj933413,2012-04-24,China,China,Jiangsu,Wang Et Al.,unknown,unknown,unknown,2012.31,2012-04-24,0.00,Jiangsu,0.00,0.06,Aa: Ns4b: I48v; Ns2a: K213r; Ns1: A60v; Ns5: Y127h R400k;
DENV1/CHINA/GZ12375/2010,Kt827367,2010-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,2010.60,2010-xx-xx,0.00,Guangzhou,0.00,0.06,Aa: Ns4b: E207k;
DENV1/SINGAPORE/CT3/2012,Kx380797,2012-01-01,Southeast Asia,Singapore,Singapore,Aw Et Al.,unknown,unknown,unknown,2013.00,2012-xx-xx,0.00,Singapore,0.00,0.06,Aa: C: M104v; Ns2a: L104r T105s; Ns5: S21t I669v;
DENV1/INDONESIA/JKTA4/1988,Ab600922,1988-01-01,Southeast Asia,Indonesia,Indonesia,Konishi Et Al.,unknown,unknown,unknown,1988.00,1988-xx-xx,0.00,Indonesia,0.00,0.06,Aa: C: R100g; M: I13m;
DENV1/INDONESIA/A/1988,Ab074761,1988-01-01,Southeast Asia,Indonesia,Indonesia,Funada Et Al.,unknown,unknown,unknown,1989.00,1988-xx-xx,0.00,Indonesia,0.00,0.06,Aa: C: K86r; Ns4b: I176m; E: V345a; M: T59a; Ns2a: S113c; Ns4a: V63a Q126l; Ns1: D146n; Ns5: H127y; 2k: V11a M17i;
DENV1/SOLOMON_ISLANDS/070119/2002,Jq655094,2002-02-07,Oceania,Solomon Islands,Solomon Islands,Aubry Et Al.,unknown,unknown,unknown,2002.10,2002-02-07,0.00,Solomon Islands,0.00,0.06,unknown
DENV1/SOLOMON_ISLANDS/SOLOMONISLANDS/2002,Jn415522,2002-01-01,Oceania,Solomon Islands,Solomon Islands,Northill Et Al.,unknown,unknown,unknown,2003.00,2002-xx-xx,0.00,Solomon Islands,0.00,0.06,unknown
DENV1/FIJI/NA/2002,Jn415503,2002-01-01,South Pacific,Fiji,Fiji,Northill Et Al.,unknown,unknown,unknown,2002.57,2002-xx-xx,0.00,Fiji,0.00,0.06,unknown
DENV1/AUSTRALIA/CAIRNS/2003,Jn415495,2003-01-01,Oceania,Australia,Australia,Northill Et Al.,unknown,unknown,unknown,2003.00,2003-xx-xx,0.00,Australia,0.00,0.06,unknown
DENV1/MICRONESIA/YAPNIID27/2004,Ab204803,2004-01-01,South Pacific,Micronesia,Micronesia,Ito Et Al.,unknown,unknown,unknown,2004.00,2004-xx-xx,0.00,Micronesia,0.00,0.06,unknown
DENV1/MARSHALL_ISLANDS/RMIDB107/2003,Jx891658,2003-01-01,South Pacific,Marshall Islands,Marshall Islands,Medina Et Al.,unknown,unknown,unknown,2003.91,2003-xx-xx,0.00,Marshall Islands,0.00,0.06,Aa: E: I414l;
DENV1/CHINA/GD/1995,Fj196846,1995-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,1996.00,1995-xx-xx,0.00,Guangzhou,0.00,0.06,Aa: C: N93i I94q M95q N96v R97l; E: A54v; M: R55q M159l; Ns2a: D66v N67y M68k; Ns1: K9l G10e R11g N23k E24r;
DENV1/CHINA/GZ01/1995,Ef032590,1995-01-01,China,China,China,Chen Et Al.,unknown,unknown,unknown,1995.00,1995-xx-xx,0.00,China,0.00,0.06,Aa: E: N366s; M: M111t; Ns2b: L118p; Ns2a: L180s; Ns4a: V100e; Ns1: I202m; Ns3: V3e; Ns5: K46r T118a R499g V835i N867s; 2k: M17v;
DENV1/INDONESIA/N039/2010,Km216682,2010-12-29,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.99,2010-12-29,0.00,Bali,0.00,0.06,Aa: E: I297t;
DENV1/SEYCHELLES/1488/2004,Dq285557,2004-01-01,Subsaharan Africa,Seychelles,Seychelles,Burt Et Al.,unknown,unknown,unknown,2004.00,2004-xx-xx,0.00,Seychelles,0.00,0.06,unknown
DENV1/SEYCHELLES/1480/2004,Dq285561,2004-01-01,Subsaharan Africa,Seychelles,Seychelles,Burt Et Al.,unknown,unknown,unknown,2005.00,2004-xx-xx,0.00,Seychelles,0.00,0.06,Aa: E: T230i; Ns3: D354g;
DENV1/FRANCE/185/2004,Dq285558,2004-01-01,Europe,France,Saint Denis,Burt Et Al.,unknown,unknown,unknown,2004.00,2004-xx-xx,0.00,Reunion,0.00,0.06,unknown
DENV1/SEYCHELLES/NIID41/2003,Ab195673,2003-01-01,Subsaharan Africa,Seychelles,Seychelles,Dewi Et Al.,unknown,unknown,unknown,2004.00,2003-xx-xx,0.00,Seychelles,0.00,0.06,unknown
DENV1/MADAGASCAR/MADAGCAR02ATW/2006,Eu448412,2006-01-01,Subsaharan Africa,Madagascar,Madagascar,Chang Et Al.,unknown,unknown,unknown,2006.00,2006-xx-xx,0.00,Madagascar,0.00,0.06,Aa: E: A243p;
DENV1/FRANCE/281/2004,Eu282328,2004-05-01,Europe,France,Saint Denis,Burt Et Al.,unknown,unknown,unknown,2004.33,2004-05-xx,0.00,Reunion,0.00,0.06,unknown
DENV1/CHILE/CHI3336/2002,Eu863650,2002-01-01,South America,Chile,Easter Island,Araya Et Al.,unknown,unknown,unknown,2003.00,2002-xx-xx,0.00,Easter Island,0.00,0.06,Aa: Ns4b: N1t; E: S305l V345a; Ns4a: N23k; Ns1: N234h; Ns5: N26k Y103s A421p R435h S629l T635p L643p;
DENV1/FRENCH_POLYNESIA/BIDV2939/2001,Fj898448,2001-01-01,South Pacific,French Polynesia,French Polynesia,Alvarado Et Al.,unknown,unknown,unknown,2001.83,2001-xx-xx,0.00,Tahiti,0.00,0.06,Aa: C: I94r;
DENV1/USA/HAWM2540/2001,Dq672562,2001-01-01,North America,USA,Hawaii,Bennett Et Al.,unknown,unknown,unknown,2001.21,2001-xx-xx,0.00,Hawaii,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/HAWM2516/2001,Dq672560,2001-01-01,South Pacific,French Polynesia,French Polynesia,Bennett Et Al.,unknown,unknown,unknown,2001.44,2001-xx-xx,0.00,French Polynesia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/270515/2001,Jq655049,2001-06-27,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2001.48,2001-06-27,0.00,New Caledonia,0.00,0.06,unknown
DENV1/COOK_ISLANDS/COOKISLANDS/2002,Jn415497,2002-01-01,South Pacific,Cook Islands,Cook Islands,Northill Et Al.,unknown,unknown,unknown,2003.00,2002-xx-xx,0.00,Cook Islands,0.00,0.06,Aa: E: K363r;
DENV1/FRENCH_POLYNESIA/FP0908/2007,Dq672558,2007-01-01,South Pacific,French Polynesia,French Polynesia,Bennett Et Al.,unknown,unknown,unknown,2007.23,2007-xx-xx,0.00,French Polynesia,0.00,0.06,Aa: E: V250a;
DENV1/FRENCH_POLYNESIA/FP1104/2007,Dq672559,2007-01-01,South Pacific,French Polynesia,French Polynesia,Bennett Et Al.,unknown,unknown,unknown,2007.00,2007-xx-xx,0.00,French Polynesia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/030585/2002,Jq915077,2002-06-03,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2002.42,2002-06-03,0.00,New Caledonia,0.00,0.06,Aa: Ns2a: T148i;
DENV1/NEW_CALEDONIA/09041/2004,Jq655062,2004-01-09,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2004.02,2004-01-09,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/0501477/2004,Jq655065,2004-05-05,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2004.34,2004-05-05,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/0301994/2004,Jq915078,2004-07-03,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2004.50,2004-07-03,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/250716/2002,Jq655051,2002-06-25,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2002.48,2002-06-25,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/010739/2002,Jq655052,2002-07-01,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2002.50,2002-07-01,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/0504992/2003,Jq655059,2003-05-05,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2003.34,2003-05-05,0.00,New Caledonia,0.00,0.06,Aa: E: E203g;
DENV1/NEW_CALEDONIA/01117/2002,Jq655053,2002-12-02,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2002.92,2002-12-02,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/1188/2002,Jq655054,2002-12-14,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2002.95,2002-12-14,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/060354/2003,Jq655055,2003-02-06,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2003.10,2003-02-06,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/100390/2003,Jq655056,2003-02-10,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2003.11,2003-02-10,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/00918/2003,Jq655057,2003-03-03,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2003.17,2003-03-03,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/2103753/2003,Jq655058,2003-04-21,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2003.30,2003-04-21,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/1807687/2003,Jq655060,2003-08-18,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2003.63,2003-08-18,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/0207773/2003,Jq655061,2003-09-02,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2003.67,2003-09-02,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/010559/2004,Jq655064,2004-03-01,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2004.16,2004-03-01,0.00,New Caledonia,0.00,0.06,unknown
DENV1/NEW_CALEDONIA/160395/2004,Jq655063,2004-02-16,Oceania,New Caledonia,New Caledonia,Aubry Et Al.,unknown,unknown,unknown,2004.13,2004-02-16,0.00,New Caledonia,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/060125/2007,Jq655002,2007-08-06,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2007.59,2007-08-06,0.00,Tahiti,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/0164/2007,Jq915072,2007-11-05,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2007.84,2007-11-05,0.00,Tubuai,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/31018/2008,Jq655024,2008-03-31,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2008.25,2008-03-31,0.00,Tahiti,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/230174/2008,Jq655032,2008-06-23,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2008.48,2008-06-23,0.00,Tahiti,0.00,0.06,Aa: E: S338l;
DENV1/FRENCH_POLYNESIA/240255/2009,Jq655042,2009-03-24,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2009.22,2009-03-24,0.00,Tahiti,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/23/2008,Jq655038,2008-11-20,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2008.89,2008-11-20,0.00,Tahiti,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/26055/2009,Jq655043,2009-03-26,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2009.23,2009-03-26,0.00,Moorea,0.00,0.06,Aa: E: A162v;
DENV1/FRENCH_POLYNESIA/070133/2008,Jq655033,2008-07-07,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2008.51,2008-07-07,0.00,Tahiti,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/200188/2009,Jq655047,2009-05-20,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2009.38,2009-05-20,0.00,Tahiti,0.00,0.06,Aa: E: M492i;
DENV1/FRENCH_POLYNESIA/060164/2009,Jq655044,2009-04-06,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2009.26,2009-04-06,0.00,Tahiti,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/160120/2009,Jq655045,2009-04-16,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2009.29,2009-04-16,0.00,Moorea,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/076/2009,Jq915076,2009-06-09,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2009.44,2009-06-09,0.00,Tahiti,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/0192/2007,Jq654989,2007-05-07,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2007.34,2007-05-07,0.00,Bora Bora,0.00,0.06,Aa: E: L287v;
DENV1/FRENCH_POLYNESIA/183/2007,Jq655013,2007-11-16,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2007.87,2007-11-16,0.00,Bora Bora,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/270207/2008,Jq655022,2008-02-27,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2008.16,2008-02-27,0.00,Bora Bora,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/070138/2008,Jq915073,2008-03-07,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2008.18,2008-03-07,0.00,Bora Bora,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/14008/2007,Jq655007,2007-09-14,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2007.70,2007-09-14,0.00,French Polynesia,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/110/2007,Jq655017,2007-12-18,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2007.96,2007-12-18,0.00,Tahiti,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/101/2007,Jq655016,2007-12-13,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2007.95,2007-12-13,0.00,Moorea,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/250193/2008,Jq655027,2008-04-25,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2008.31,2008-04-25,0.00,Tahiti,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/220181/2008,Jq655028,2008-05-22,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2008.39,2008-05-22,0.00,Moorea,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/10019/2008,Jq655025,2008-04-10,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2008.27,2008-04-10,0.00,Tahaa,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/074/2008,Jq655034,2008-08-21,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2008.64,2008-08-21,0.00,Tahiti,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/18001/2008,Jq915074,2008-09-18,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2008.71,2008-09-18,0.00,Moorea,0.00,0.06,unknown
DENV1/FRENCH_POLYNESIA/06062/2007,Jq654980,2007-03-06,South Pacific,French Polynesia,French Polynesia,Aubry Et Al.,unknown,unknown,unknown,2007.18,2007-03-06,0.00,Tahiti,0.00,0.06,Aa: E: V365i;
