Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Raw Date,Dtiter,Location,Dtiter Sanofi,Ctiter,Labels
DENV2/BRUNEI/DS092801/2006,Eu179859,2006-01-01,Southeast Asia,Brunei,Brunei,Devi Et Al.,unknown,unknown,unknown,2007.00,2006-xx-xx,0.00,Brunei,0.00,0.00,Aa: Ns4b: I89m; E: E235k A419v; Ns2a: V12i T29a A32t V36t V38i S39t M48l F50y R51k M57i V58i T63a D67e I68m A89v L92v T104a T115a I116l E118n T119d I120v E122a M131i V133i I136l N139k V147a I149v I152l A158i V159m L161i; Ns4a: Q19h R22i; Ns1: A205t K227r F247i; Ns5: N273d L899f;
DENV2/VIETNAM/BIDV735/2006,Eu482672,2006-01-01,Southeast Asia,Vietnam,Vietnam,Alvarado Et Al.,unknown,unknown,unknown,2006.00,2006-xx-xx,0.00,Vietnam,0.00,0.00,unknown
DENV2/VIETNAM/A064/2009,Gu908496,2009-10-02,Southeast Asia,Vietnam,Vietnam,Giang Et Al.,unknown,unknown,unknown,2009.75,2009-10-02,0.00,Vietnam,0.00,0.00,Aa: E: I162v;
DENV2/INDONESIA/MKS2198/2008,Kc762672,2008-04-09,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.27,2008-04-09,0.00,Makassar,0.00,0.00,Aa: Ns1: K9e; Ns5: T5a T400a;
DENV2/INDONESIA/MKSWS80/2010,Kc762680,2010-04-05,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2010.26,2010-04-05,0.00,Makassar,0.00,0.00,Aa: Ns5: I874k E894g;
DENV2/INDONESIA/MKSWS79A/2010,Kc762679,2010-03-29,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2010.24,2010-03-29,0.00,Makassar,0.00,0.00,Aa: Ns3: F392s;
DENV2/INDONESIA/NIID24/2015,Lc064746,2015-01-01,Southeast Asia,Indonesia,Indonesia,Nakayama Et Al.,unknown,unknown,unknown,2015.00,2015-xx-xx,0.00,Indonesia,0.00,0.00,unknown
DENV2/INDONESIA/SMGSE001/2012,Kc589011,2012-02-09,Southeast Asia,Indonesia,Indonesia,Dharmana Et Al.,unknown,unknown,unknown,2012.11,2012-02-09,0.00,Indonesia,0.00,0.00,Aa: E: A71e G330d;
DENV2/CHINA/GZ40/2010,Jx470186,2010-01-01,China,China,Guangdong,Deng Et Al.,unknown,unknown,unknown,2010.99,2010-xx-xx,0.00,Guangdong,0.00,0.00,Aa: E: V208a;
DENV2/CHINA/GZ32/2010,Kp723479,2010-01-01,China,China,Guangdong,Deng Et Al.,unknown,unknown,unknown,2010.84,2010-xx-xx,0.00,Guangdong,0.00,0.00,unknown
DENV2/SINGAPORE/K3295DK1/2005,Eu081177,2005-01-01,Southeast Asia,Singapore,Singapore,Aw Et Al.,unknown,unknown,unknown,2005.03,2005-xx-xx,0.00,Singapore,0.00,0.00,Aa: Ns2b: T94i;
DENV2/SINGAPORE/K4155DK1/2005,Eu081180,2005-01-01,Southeast Asia,Singapore,Singapore,Aw Et Al.,unknown,unknown,unknown,2006.00,2005-xx-xx,0.00,Singapore,0.00,0.00,Aa: E: E148d; Ns2b: I114t; Ns3: S392f; Ns5: H298r T414i;
DENV2/SINGAPORE/K4137DK1/2005,Eu081179,2005-01-01,Southeast Asia,Singapore,Singapore,Aw Et Al.,unknown,unknown,unknown,2005.06,2005-xx-xx,0.00,Singapore,0.00,0.00,Aa: Ns5: V898a;
DENV2/INDONESIA/MKS0082/2007,Kc762658,2007-08-14,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.62,2007-08-14,0.00,Makassar,0.00,0.00,Aa: E: H52l V129i; M: T83p W117g; Ns3: D535e; Ns5: E878k;
DENV2/AUSTRALIA/CAIRNS/2006,Jn568251,2006-01-01,Oceania,Australia,Australia,Northill Et Al.,unknown,unknown,unknown,2006.00,2006-xx-xx,0.00,Australia,0.00,0.00,Aa: E: N83s;
DENV2/AUSTRALIA/CAIRNS/2004,Jn568250,2004-01-01,Oceania,Australia,Australia,Northill Et Al.,unknown,unknown,unknown,2004.00,2004-xx-xx,0.00,Australia,0.00,0.00,unknown
DENV2/AUSTRALIA/TORRESSTRAIT/2003,Jn568278,2003-01-01,Oceania,Australia,Australia,Northill Et Al.,unknown,unknown,unknown,2004.00,2003-xx-xx,0.00,Australia,0.00,0.00,unknown
DENV2/INDONESIA/MKS0417/2007,Kc762655,2007-09-27,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.74,2007-09-27,0.00,Makassar,0.00,0.00,Aa: E: I443v; Ns2b: A119t; Ns1: R192k; Ns5: N440s T588i V648a K861r;
DENV2/INDONESIA/MKS0502/2007,Kc762656,2007-12-11,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.94,2007-12-11,0.00,Makassar,0.00,0.00,Aa: C: L35f; E: A442t; M: T107a; Ns2b: I106v; Ns1: H224q;
DENV2/PAPUA_NEW_GUINEA/CN10/2013,Ku517845,2013-04-23,Oceania,Papua New Guinea,Papua New Guinea,Gao Et Al.,unknown,unknown,unknown,2013.31,2013-04-23,0.00,Papua New Guinea,0.00,0.00,Aa: C: M113i; Ns4b: T20n; E: V129i; M: T73a; Ns2b: I78v; Ns2a: A195v; Ns1: T90a V177a V194i; Ns3: F392s; Ns5: L373i N555s E558k K562r;
DENV2/PAPUA_NEW_GUINEA/B/2010,Jn568268,2010-01-01,Oceania,Papua New Guinea,Papua New Guinea,Northill Et Al.,unknown,unknown,unknown,2010.00,2010-xx-xx,0.00,Papua New Guinea,0.00,0.00,Aa: E: N366s;
DENV2/PAPUA_NEW_GUINEA/A/2010,Jn568267,2010-01-01,Oceania,Papua New Guinea,Papua New Guinea,Northill Et Al.,unknown,unknown,unknown,2010.00,2010-xx-xx,0.00,Papua New Guinea,0.00,0.00,unknown
DENV2/PAPUA_NEW_GUINEA/NA/2009,Jn568241,2009-01-01,Oceania,Papua New Guinea,Papua New Guinea,Broos Et Al.,unknown,unknown,unknown,2009.97,2009-xx-xx,0.00,Papua New Guinea,0.00,0.00,unknown
DENV2/INDONESIA/MKS0068/2007,Kc762665,2007-07-06,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.51,2007-07-06,0.00,Makassar,0.00,0.00,Aa: Ns5: T72a;
DENV2/INDONESIA/MKS2204/2008,Kc762667,2008-04-12,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.28,2008-04-12,0.00,Makassar,0.00,0.00,Aa: Ns2a: I108v; Ns5: Q634h;
DENV2/INDONESIA/MKS3007/2008,Kc762666,2008-02-15,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.12,2008-02-15,0.00,Makassar,0.00,0.00,unknown
DENV2/INDONESIA/MKS0412/2007,Kc762661,2007-09-24,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.73,2007-09-24,0.00,Makassar,0.00,0.00,Aa: Ns1: H261q;
DENV2/INDONESIA/MKSWS73/2010,Kc762678,2010-03-04,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2010.17,2010-03-04,0.00,Makassar,0.00,0.00,Aa: C: R9k; Ns4b: A137t; M: V152i; Ns2a: M70i; Ns4a: A21v I78v; Ns3: F392s; Ns5: N184s;
DENV2/INDONESIA/N035/2010,Km216696,2010-12-26,Southeast Asia,Indonesia,Bali,Chidlow Et Al.,unknown,unknown,unknown,2010.98,2010-12-26,0.00,Bali,0.00,0.00,Aa: E: I141v S474p;
DENV2/INDONESIA/MKS2024/2008,Kc762663,2008-02-20,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.14,2008-02-20,0.00,Makassar,0.00,0.00,Aa: E: M340t; Ns3: G14e;
DENV2/INDONESIA/MKS0297/2007,Kc762662,2007-11-21,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.89,2007-11-21,0.00,Makassar,0.00,0.00,Aa: Ns4a: I78v;
DENV2/INDONESIA/MKS2234/2008,Kc762657,2008-04-23,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2008.31,2008-04-23,0.00,Makassar,0.00,0.00,Aa: C: A114v; Ns4b: P23s; Ns2a: K95r N139k; Ns1: I202m; Ns5: Q634h V637a M824i;
DENV2/INDONESIA/MKS0084/2007,Kc762660,2007-11-21,Southeast Asia,Indonesia,Makassar,Bifani Et Al.,unknown,unknown,unknown,2007.89,2007-11-21,0.00,Makassar,0.00,0.00,Aa: C: R9k; Ns3: T289i; Ns5: R749q;
DENV2/MALAYSIA/33054/2004,Fn429895,2004-01-01,Southeast Asia,Malaysia,Malaysia,Aw Et Al.,unknown,unknown,unknown,2005.00,2004-xx-xx,0.00,Kuala Lumpur,0.00,0.00,Aa: Ns2b: R55k; Ns3: N175k;
DENV2/SINGAPORE/86998/2010,Km279607,2010-01-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.00,2010-xx-xx,0.00,Singapore,0.00,0.00,Aa: E: S363n F392y; M: F149l; Ns3: R549k; Ns5: R326k;
DENV2/SINGAPORE/1158/2008,Gu370051,2008-08-01,Southeast Asia,Singapore,Singapore,Lo Et Al.,unknown,unknown,unknown,2008.58,2008-08-xx,0.00,Singapore,0.00,0.00,Aa: Ns3: E177d E468d; Ns5: N184t E282g K644e I648m;
DENV2/SINGAPORE/0466/2007,Kr779782,2007-01-01,Southeast Asia,Singapore,Singapore,Hapuarachchi Et Al.,unknown,unknown,unknown,2007.34,2007-xx-xx,0.00,Singapore,0.00,0.00,Aa: Ns1: E52q;
DENV2/SINGAPORE/0099/2007,Gu370050,2007-04-01,Southeast Asia,Singapore,Singapore,Lo Et Al.,unknown,unknown,unknown,2007.33,2007-04-xx,0.00,Singapore,0.00,0.00,Aa: Ns4b: M51i; Ns5: E289k K570r;
DENV2/SINGAPORE/15575/2011,Jn544365,2011-04-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.33,2011-04-xx,0.00,Singapore,0.00,0.00,unknown
DENV2/SINGAPORE/19572/2011,Jn544364,2011-05-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.33,2011-05-xx,0.00,Singapore,0.00,0.00,unknown
DENV2/SINGAPORE/10927/2011,Jn544359,2011-02-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.08,2011-02-xx,0.00,Singapore,0.00,0.00,Aa: E: V484f;
DENV2/SINGAPORE/DC389/2011,Km279582,2011-01-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.45,2011-xx-xx,0.00,Singapore,0.00,0.00,unknown
DENV2/SINGAPORE/24031/2011,Jn544367,2011-06-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.44,2011-06-xx,0.00,Singapore,0.00,0.00,unknown
DENV2/SINGAPORE/03157/2013,Kr779786,2013-01-01,Southeast Asia,Singapore,Singapore,Hapuarachchi Et Al.,unknown,unknown,unknown,2014.00,2013-xx-xx,0.00,Singapore,0.00,0.00,Aa: C: P43t; Ns2a: V83i; Ns1: S103t; Ns3: R337k; Ns5: P136s;
DENV2/SINGAPORE/DC430/2011,Km279526,2011-01-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.51,2011-xx-xx,0.00,Singapore,0.00,0.00,unknown
DENV2/SINGAPORE/23248/2011,Jn544374,2011-06-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.41,2011-06-xx,0.00,Singapore,0.00,0.00,unknown
DENV2/SINGAPORE/DC380/2011,Km279581,2011-01-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.51,2011-xx-xx,0.00,Singapore,0.00,0.00,unknown
DENV2/SINGAPORE/DC619/2012,Km279533,2012-01-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2012.41,2012-xx-xx,0.00,Singapore,0.00,0.00,Aa: Ns5: D808n;
DENV2/SINGAPORE/DC710/2012,Km279557,2012-01-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2012.90,2012-xx-xx,0.00,Singapore,0.00,0.00,Aa: Ns5: A778s;
DENV2/SINGAPORE/CT42/2013,Kx380834,2013-01-01,Southeast Asia,Singapore,Singapore,Aw Et Al.,unknown,unknown,unknown,2013.00,2013-xx-xx,0.00,Singapore,0.00,0.00,Aa: Ns1: K182n;
DENV2/SINGAPORE/20306/2011,Jn544357,2011-05-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2011.41,2011-05-xx,0.00,Singapore,0.00,0.00,unknown
DENV2/SINGAPORE/DC621/2012,Km279535,2012-01-01,Southeast Asia,Singapore,Singapore,Chua Et Al.,unknown,unknown,unknown,2012.00,2012-xx-xx,0.00,Singapore,0.00,0.00,Aa: Ns2a: L153s;
DENV2/TAIWAN/929PT81APL046/1981,Ef540856,1981-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,1982.00,1981-xx-xx,0.00,Taiwan,0.00,0.00,unknown
DENV2/TAIWAN/PL046/2005,Aj968413,2005-01-01,China,Taiwan,Pingtung,Chen Et Al.,unknown,unknown,unknown,2005.00,2005-xx-xx,0.00,Pingtung,0.00,0.00,unknown
DENV2/TAIWAN/DB116/1987,Kc812278,1987-01-01,China,Taiwan,Taiwan,Colon Et Al.,unknown,unknown,unknown,1987.00,1987-xx-xx,0.00,Taiwan,0.00,0.00,unknown
DENV2/TAIWAN/NA/1987,L10052,1987-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,1987.00,1987-xx-xx,0.00,Taiwan,0.00,0.00,Aa: E: K334q;
DENV2/PHILIPPINES/SA695/1999,Ay786373,1999-01-01,Southeast Asia,Philippines,Philippines,Kobayashi Et Al.,unknown,unknown,unknown,2000.00,1999-xx-xx,0.00,Philippines,0.00,0.00,unknown
DENV2/PHILIPPINES/ST68B/2000,Kf744402,2000-01-01,Southeast Asia,Philippines,Philippines,Kawashima Et Al.,unknown,unknown,unknown,2000.91,2000-xx-xx,0.00,Philippines,0.00,0.00,Aa: E: Q52h I164v;
DENV2/PHILIPPINES/ST2/2000,Kf744400,2000-01-01,Southeast Asia,Philippines,Philippines,Kawashima Et Al.,unknown,unknown,unknown,2000.00,2000-xx-xx,0.00,Philippines,0.00,0.00,Aa: E: E269d;
DENV2/TAIWAN/247TP9810A/1998,Dq518644,1998-01-01,China,Taiwan,Taiwan,Chang Et Al.,unknown,unknown,unknown,1999.00,1998-xx-xx,0.00,Taiwan,0.00,0.00,unknown
DENV2/CUBA/BAA15/1981,Kf704354,1981-01-01,Caribbean,Cuba,Cuba,Guzman Et Al.,unknown,unknown,unknown,1981.00,1981-xx-xx,0.00,Cuba,0.00,0.00,Aa: Ns4b: L15w; M: L55f; Ns3: K84r;
DENV2/CUBA/BAA169/1981,Kf704357,1981-01-01,Caribbean,Cuba,Cuba,Guzman Et Al.,unknown,unknown,unknown,1981.04,1981-xx-xx,0.00,Cuba,0.00,0.00,Aa: Ns3: K142r;
DENV2/CUBA/BAA35/1981,Kf704358,1981-01-01,Caribbean,Cuba,Cuba,Guzman Et Al.,unknown,unknown,unknown,1982.00,1981-xx-xx,0.00,Cuba,0.00,0.00,Aa: C: N93h N96h; E: I459t; M: K26n N32h D40h; Ns1: E174k;
DENV2/INDONESIA/1022DN/1975,Gq398268,1975-01-01,Southeast Asia,Indonesia,Indonesia,Aw Et Al.,unknown,unknown,unknown,1976.00,1975-xx-xx,0.00,Indonesia,0.00,0.00,Aa: C: R85k;
DENV2/CHINA/44/1989,Af204177,1989-01-01,China,China,Hainan,Duan Et Al.,unknown,unknown,unknown,1989.00,1989-xx-xx,0.00,Hainan,0.00,0.00,Aa: C: M48t; E: F43l; Ns2b: T94i; Ns2a: R213k; Ns1: W311c; Ns3: G80a; Ns5: G106r S291l W419r D732n P829s;
DENV2/USA/BIDV5411/2006,Jf730053,2006-01-01,North America,USA,California,Alvarado Et Al.,unknown,unknown,unknown,2006.73,2006-xx-xx,0.00,California,0.00,0.00,unknown
DENV2/USA/BIDV5412/2007,Jf730050,2007-01-01,North America,USA,California,Alvarado Et Al.,unknown,unknown,unknown,2007.00,2007-xx-xx,0.00,California,0.00,0.00,unknown
DENV2/CHINA/43/1987,Af204178,1987-01-01,China,China,Guangxi,Hu Et Al.,unknown,unknown,unknown,1987.00,1987-xx-xx,0.00,Guangxi,0.00,0.00,Aa: E: C116f E184k; M: E28g L41p R57k C66w I135m; Ns2b: T94i; Ns2a: L182i; Ns1: N24d A187v V194a; Ns3: R599k; Ns5: S15i A196t R207g H513y G651r;
DENV2/GUAM/DB019/2001,Jf804032,2001-01-01,South Pacific,Guam,Guam,Colon Et Al.,unknown,unknown,unknown,2001.00,2001-xx-xx,0.00,Guam,0.00,0.00,unknown
DENV2/PAPUA_NEW_GUINEA/CGA/1988,M29095,1988-01-01,Oceania,Papua New Guinea,Papua New Guinea,Burke Et Al.,unknown,unknown,unknown,1989.00,1988-xx-xx,0.00,Papua New Guinea,0.00,0.00,Aa: E: K47e; M: R57k; Ns3: R599k; Ns5: V221l V321g R891k;
DENV2/PAPUANEWGUINEA/NEWGUINEAC/1944,Af038403,1997-01-01,Oceania,Australia,Australia,Biedrzycka Et Al.,unknown,unknown,unknown,1997.00,1997-xx-xx,0.00,Australia,0.00,0.00,Aa: E: F402i; M: L55f;
DENV2/THAILAND/PUO218/1980,D00345,1980-01-01,Southeast Asia,Thailand,Thailand,Biedrzycka Et Al.,unknown,unknown,unknown,1981.00,1980-xx-xx,0.00,Bangkok,0.00,0.00,Aa: C: T101s; E: V484i;
DENV2/AUSTRALIA/NEWGUINEACPUO218HYBRID/1997,Af038402,1997-01-01,Oceania,Australia,Australia,Biedrzycka Et Al.,unknown,unknown,unknown,1997.00,1997-xx-xx,0.00,Australia,0.00,0.00,unknown
DENV2/THAILAND/PDK53/1983,U87412,1983-01-01,Southeast Asia,Thailand,Thailand,Bhamarapravati Et Al.,unknown,unknown,unknown,1983.00,1983-xx-xx,0.00,Thailand,0.00,0.00,Aa: Ns3: E250v;
DENV2/THAILAND/16681PDK53/1983,M84728,1983-01-01,Southeast Asia,Thailand,Thailand,Aaskov Et Al.,unknown,unknown,unknown,1984.00,1983-xx-xx,0.00,Thailand,0.00,0.00,Aa: C: N3d K7e F47y; Ns4b: I105t G124a T130s W205s; E: V181i M196i; M: F155l; Ns2b: T101r; Ns2a: T45i M48r L111s; Ns4a: D23n; Ns1: L134f Q253k; Ns3: E101d K531t; Ns5: G1v V325f M454i F674l A675p;
DENV2/THAILAND/0133/1978,Dq181810,1978-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1978.00,1978-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: N203d L253v S363a;
DENV2/THAILAND/0306/1977,Dq181812,1977-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1977.00,1977-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: L253v;
DENV2/THAILAND/0038/1974,Dq181806,1974-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1974.51,1974-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/S16803/1974,Gu289914,1974-01-01,Southeast Asia,Thailand,Thailand,Falgout Et Al.,unknown,unknown,unknown,1975.00,1974-xx-xx,0.00,Thailand,0.00,0.00,Aa: C: K9r; M: K52n;
DENV2/THAILAND/BANGKOK/1974,Aj487271,1974-01-01,Southeast Asia,Thailand,Thailand,Delecluse Et Al.,unknown,unknown,unknown,1975.00,1974-xx-xx,0.00,Thailand,0.00,0.00,Aa: E: L253f D290a; Ns2a: V5i; Ns5: N614h;
DENV2/THAILAND/0144/1977,Dq181813,1977-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1977.00,1977-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0051/1978,Dq181811,1978-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1978.00,1978-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: G330d;
DENV2/THAILAND/0004/1981,Dq181825,1981-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1981.00,1981-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0299/1979,Dq181808,1979-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1979.00,1979-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0498/1984,Dq181804,1984-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1984.00,1984-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0195/1982,Dq181819,1982-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1982.00,1982-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0025/1981,Dq181824,1981-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1982.00,1981-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0014/1979,Dq181809,1979-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1979.19,1979-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0168/1979,Dq181805,1979-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1980.00,1979-xx-xx,0.00,Bangkok,0.00,0.00,Aa: Ns4a: I93v; Ns5: N153s;
DENV2/THAILAND/0184/1980,Dq181826,1980-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1980.00,1980-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0015/1984,Dq181836,1984-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1984.00,1984-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0191/1981,Dq181823,1981-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1982.00,1981-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: G445r S474p;
DENV2/THAILAND/0099/1982,Dq181821,1982-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1982.00,1982-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0010/1982,Dq181822,1982-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1983.00,1982-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0185/1983,Dq181817,1983-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1983.00,1983-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: I379v;
DENV2/THAILAND/0188/1985,Dq181833,1985-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1985.00,1985-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: V347a;
DENV2/THAILAND/0183/1980,Dq181827,1980-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1980.90,1980-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0501/1984,Dq181834,1984-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1984.28,1984-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: I170t V428a;
DENV2/THAILAND/0021/1986,Dq181831,1986-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1986.00,1986-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: A173v;
DENV2/THAILAND/NHP11/1993,Af022437,1993-01-01,Southeast Asia,Thailand,Thailand,Igarashi Et Al.,unknown,unknown,unknown,1993.00,1993-xx-xx,0.00,Thailand,0.00,0.00,unknown
DENV2/THAILAND/0263/1992,Dq181858,1992-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1993.00,1992-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0169/1986,Dq181830,1986-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1986.00,1986-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0433/1985,Dq181803,1985-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1986.00,1985-xx-xx,0.00,Bangkok,0.00,0.00,Aa: E: Q400r; Ns1: L124i; Ns3: K549q; Ns5: I135f E444d I641t;
DENV2/THAILAND/0026/1988,Dq181802,1988-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1989.00,1988-xx-xx,0.00,Bangkok,0.00,0.00,Aa: Ns3: I519v; Ns5: I271t Y294h L335i;
DENV2/THAILAND/0327/1985,Dq181832,1985-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1985.54,1985-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/NH7/1993,Af022434,1993-01-01,Southeast Asia,Thailand,Thailand,Igarashi Et Al.,unknown,unknown,unknown,1993.33,1993-xx-xx,0.00,Thailand,0.00,0.00,Aa: Ns2a: T63a R94k V167a; Ns1: K227r D278g; Ns3: M13i V395a;
DENV2/THAILAND/BIDV1498/1994,Eu687246,1994-01-01,Southeast Asia,Thailand,Bangkok,Alvarado Et Al.,unknown,unknown,unknown,1994.38,1994-xx-xx,0.00,Bangkok,0.00,0.00,Aa: C: N10t; Ns4b: V48i V115i; Ns2a: V38l T115n; Ns3: V395i; Ns5: N876s;
DENV2/THAILAND/0914/1997,Dq181863,1997-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,1997.00,1997-xx-xx,0.00,Bangkok,0.00,0.00,unknown
DENV2/THAILAND/0055/1999,Dq181798,1999-01-01,Southeast Asia,Thailand,Bangkok,Chinnawirotpisan Et Al.,unknown,unknown,unknown,2000.00,1999-xx-xx,0.00,Bangkok,0.00,0.00,Aa: Ns2a: I152v; Ns1: L66i; Ns5: L20m R596k;
DENV2/CHINA/GD05/1998,Kc964095,1998-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,1998.98,1998-xx-xx,0.00,Guangdong,0.00,0.00,unknown
DENV2/CHINA/GD08/1998,Fj196851,1998-01-01,China,China,Guangdong,Bai Et Al.,unknown,unknown,unknown,1998.98,1998-xx-xx,0.00,Guangzhou,0.00,0.00,unknown
