Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host,Labels
A/Fujian/19/2015,Epi627290,2015-01-16,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.04,2018.22,2015-01-16,Human,unknown
A/Chicken/Guangdong/SW153/2015,Epi580380,2015-02-05,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.10,2018.22,2015-02-05,Chicken,unknown
A/Chicken/Guangdong/SW154/2015,Epi580388,2015-02-10,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.11,2018.22,2015-02-10,Chicken,Aa: Np: D302n;
A/Fujian/3/2015,Epi627450,2015-01-04,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.01,2018.22,2015-01-04,Human,unknown
A/Fujian/S03/2015,Epi941048,2015-01-23,unknown,China,Fujian,Other Database Import,unknown,unknown,unknown,2015.06,2018.22,2015-01-23,Human,unknown
A/Fujian/7/2015,Epi627250,2015-01-12,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.03,2018.22,2015-01-12,Human,Aa: Np: L133f;
A/Environment/Guangdong/2127,Epi628625,2015-01-28,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.07,2018.22,2015-01-28,Environment,unknown
A/Environment/Guangdong/2128,Epi628633,2015-01-15,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.04,2018.22,2015-01-15,Environment,unknown
A/Environment/Guangdong/2123,Epi628617,2015-02-03,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.09,2018.22,2015-02-03,Environment,unknown
A/Guangdong/15SF052/2015,Epi1057929,2015-01-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.05,2018.22,2015-01-21,Human,unknown
A/Fujian/21/2015,Epi627234,2015-01-17,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.04,2018.22,2015-01-17,Human,unknown
A/chicken/Guangdong/SD027/2015,Epi1090358,2015-03-14,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2015.20,2018.22,2015-03-14,Chicken,unknown
A/Guangdong/15SF055/2015,Epi628689,2015-01-25,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.07,2018.22,2015-01-25,Human,unknown
A/Fujian/14/2015,Epi627242,2015-01-11,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.03,2018.22,2015-01-11,Human,Aa: Np: G16d I41v L283f;
A/chicken/Fujian/S1096/2015,Epi1090198,2015-04-08,unknown,China,Fujian,Other Database Import,unknown,unknown,unknown,2015.27,2018.22,2015-04-08,Chicken,Aa: Np: S50n;
A/duck/Hunan/S40506/2015,Epi1090718,2015-11-16,unknown,China,Hunan,Other Database Import,unknown,unknown,unknown,2015.87,2018.22,2015-11-16,Duck,Aa: Np: N52t I186v N492s;
A/Environment/Hunan/1008,Epi1101008,2016-01-12,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.03,2018.22,2016-01-12,Environment,Aa: Np: A423t;
A/duck/Hunan/S40685/2015,Epi1090726,2015-11-17,unknown,China,Hunan,Other Database Import,unknown,unknown,unknown,2015.88,2018.22,2015-11-17,Duck,Aa: Np: N224d;
A/Chicken/Jiangxi/1353,Epi592275,2014-04-06,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2014.26,2018.22,2014-04-06,Chicken,unknown
A/Chicken/Jiangxi/1354,Epi592578,2014-04-06,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2014.26,2018.22,2014-04-06,Chicken,unknown
A/Chicken/Jiangxi/1349,Epi592461,2014-04-06,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2014.26,2018.22,2014-04-06,Chicken,unknown
A/XinjiangBintuan/99118/2014,Epi566101,2014-11-20,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.88,2018.22,2014-11-20,Human,Aa: Np: M331i;
A/Chicken/Jiangxi/1851,Epi593542,2014-06-15,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2014.45,2018.22,2014-06-15,Chicken,Aa: Np: V33i;
A/Anhui/1887/2014,Epi627434,2014-05-20,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.38,2018.22,2014-05-20,Human,unknown
A/Jiangsu/18828/2014,Epi627010,2014-12-31,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.00,2018.22,2014-12-31,Human,unknown
A/Xinjiang/75802/2014,Epi627825,2014-08-15,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.62,2018.22,2014-08-15,Human,Aa: Np: R216k T350k;
A/Jiangsu/33446/2015,Epi1102302,2015-02-01,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.08,2018.22,2015-02-01,Human,Aa: Np: N370s;
A/Environment/Shandong-Linyi/EV01/2015,Epi628753,2015-01-16,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.04,2018.22,2015-01-16,Environment,unknown
A/Chicken/Guangdong/CZ145/2015,Epi580372,2015-02-01,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.08,2018.22,2015-02-01,Chicken,Aa: Np: P318q;
A/XinjiangBintuan/99117/2014,Epi566093,2014-10-25,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.81,2018.22,2014-10-25,Human,unknown
A/Environment/Xinjiang/7303,Epi627905,2014-07-25,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.56,2018.22,2014-07-25,Environment,unknown
A/Xinjiang/73030/2014,Epi627913,2014-07-25,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.56,2018.22,2014-07-25,Human,Aa: Np: A284t;
A/Xinjiang/98691/2014,Epi627498,2014-11-29,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.91,2018.22,2014-11-29,Human,unknown
A/Environment/Xinjiang/34,Epi627346,2014-10-23,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.81,2018.22,2014-10-23,Environment,unknown
A/Xinjiang/98692/2014,Epi566109,2014-11-25,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.90,2018.22,2014-11-25,Human,unknown
A/Environment/Xinjiang/9867,Epi566053,2014-11-28,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.91,2018.22,2014-11-28,Human,unknown
A/chicken/Xinjiang/SD033/2014,Epi1090598,2014-12-03,unknown,China,Xinjiang,Other Database Import,unknown,unknown,unknown,2014.92,2018.22,2014-12-03,Chicken,unknown
A/chicken/Xinjiang/SD036/2014,Epi1090606,2014-12-03,unknown,China,Xinjiang,Other Database Import,unknown,unknown,unknown,2014.92,2018.22,2014-12-03,Chicken,unknown
A/Xinjiang/5914/2015,Epi627314,2015-01-08,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.02,2018.22,2015-01-08,Human,unknown
A/Xinjiang/5845/2015,Epi566061,2015-01-08,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.02,2018.22,2015-01-08,Human,unknown
A/Xinjiang/5916/2014,Epi566045,2014-12-25,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.98,2018.22,2014-12-25,Human,unknown
A/Xinjiang/5915/2014,Epi627322,2014-12-25,unknown,China,Xinjiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.98,2018.22,2014-12-25,Human,unknown
A/Chicken/Jiangxi/1848,Epi593470,2014-06-15,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2014.45,2018.22,2014-06-15,Chicken,unknown
A/Chicken/Jiangxi/1844,Epi593406,2014-06-15,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2014.45,2018.22,2014-06-15,Chicken,unknown
A/Chicken/Jiangxi/1453,Epi593175,2014-04-20,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2014.30,2018.22,2014-04-20,Chicken,unknown
A/Chicken/Jiangxi/1451,Epi593147,2014-04-20,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2014.30,2018.22,2014-04-20,Chicken,unknown
A/Chicken/Jiangxi/1448,Epi592653,2014-04-20,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2014.30,2018.22,2014-04-20,Chicken,unknown
A/Chicken/Jiangxi/1800,Epi593382,2014-06-07,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2014.43,2018.22,2014-06-07,Chicken,unknown
A/chicken/Wenzhou/WZTSLG02/2015,Epi683072,2015-01-01,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2015.01,2018.22,2015-01-xx,Chicken,unknown
A/chicken/Wenzhou/HATSLG01/2015,Epi683073,2015-01-01,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2015.01,2018.22,2015-01-xx,Chicken,unknown
A/chicken/Jiangxi/S10844/2015,Epi1090550,2015-03-26,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2015.23,2018.22,2015-03-26,Chicken,unknown
A/Anhui/42444/2015,Epi1100512,2015-06-24,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.48,2018.22,2015-06-24,Human,unknown
A/duck/Zhejiang/S1375/2016,Epi1090774,2016-05-12,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2016.36,2018.22,2016-05-12,Duck,unknown
A/Zhejiang/3/2017,Epi887805,2017-01-01,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2017-01-01,Human,Aa: Np: A85t;
A/Zhejiang/19/2016,Epi887669,2016-12-28,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-28,Human,Aa: Np: V33i;
A/Yunnan/129/2017,Epi985838,2017-02-09,unknown,China,Yunnan,Other Database Import,unknown,unknown,unknown,2017.11,2018.22,2017-02-09,Human,Aa: Np: R26k R31g K90n T215a;
A/Yunnan/YN001/2017,Epi926850,2017-02-07,unknown,China,Yunnan,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human,unknown
A/Yunnan/YN002/2017,Epi926858,2017-02-09,unknown,China,Yunnan,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.11,2018.22,2017-02-09,Human,unknown
A/Jiangxi/10679/2017,Epi1102470,2017-02-01,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.08,2018.22,2017-02-01,Human,Aa: Np: D375e;
A/Yunnan/13501/2017,Epi971181,2017-01-14,unknown,China,Yunnan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.04,2018.22,2017-01-14,Human,unknown
A/Yunnan/9678/2017,Epi1102934,2017-02-07,unknown,China,Yunnan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human,unknown
A/Yunnan/13500/2017,Epi971485,2017-02-09,unknown,China,Yunnan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-09,Human,unknown
A/Kunming/KMCDC-YHY/2017,Epi1154774,2017-03-02,unknown,China,Yunnan,Other Database Import,unknown,unknown,unknown,2017.16,2018.22,2017-03-02,Human,unknown
A/Chicken/Jiangxi/1352,Epi592509,2014-04-06,unknown,China,Jiangxi,Other Database Import,unknown,unknown,unknown,2014.26,2018.22,2014-04-06,Chicken,unknown
A/Zhejiang/1/2015,Epi627130,2015-01-13,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.03,2018.22,2015-01-13,Human,unknown
A/chicken/Quzhou/2/2015,Epi621118,2015-02-24,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2015.15,2018.22,2015-02-24,Chicken,unknown
A/Quzhou/2/2015,Epi621130,2015-04-23,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2015.31,2018.22,2015-04-23,Human,unknown
A/Quzhou/1/2015,Epi621123,2015-04-25,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2015.31,2018.22,2015-04-25,Human,unknown
A/chicken/Fujian/S4248/2014,Epi1090230,2014-11-04,unknown,China,Fujian,Other Database Import,unknown,unknown,unknown,2014.84,2018.22,2014-11-04,Chicken,Aa: Np: S450n;
A/Fujian/6/2015,Epi627034,2015-01-10,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.02,2018.22,2015-01-10,Human,unknown
A/Environment/Fujian/2361,Epi628593,2014-12-30,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.99,2018.22,2014-12-30,Environment,unknown
A/chicken/Fujian/SD005/2015,Epi1090246,2015-01-17,unknown,China,Fujian,Other Database Import,unknown,unknown,unknown,2015.04,2018.22,2015-01-17,Chicken,unknown
A/Fujian/27/2015,Epi628801,2015-02-02,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.09,2018.22,2015-02-02,Human,unknown
A/Fujian/11/2015,Epi627298,2015-01-15,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.04,2018.22,2015-01-15,Human,Aa: Np: S34g G35s;
A/Zhejiang/6/2015,Epi627026,2015-01-28,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.07,2018.22,2015-01-28,Human,Aa: Np: A284t;
A/Zhejiang/36/2014,Epi627122,2014-12-28,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.99,2018.22,2014-12-28,Human,unknown
A/Fujian/2/2015,Epi627458,2015-01-03,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.01,2018.22,2015-01-03,Human,unknown
A/Environment/Jiangsu/375,Epi1101088,2015-12-14,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.95,2018.22,2015-12-14,Environment,unknown
A/chicken/Jiangsu/S4519/2015,Epi1090526,2015-11-10,unknown,China,Jiangsu,Other Database Import,unknown,unknown,unknown,2015.86,2018.22,2015-11-10,Chicken,unknown
A/Chicken/Wuxi/7144,Epi1055393,2015-12-19,unknown,China,Jiangsu,Beijing Institute Of Microbiology And Epidemiology,unknown,unknown,unknown,2015.96,2018.22,2015-12-19,Chicken,Aa: Np: V33i;
A/Jiangsu/22184/2015,Epi626978,2015-01-16,unknown,China,Jiangsu,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.04,2018.22,2015-01-16,Human,Aa: Np: M239v V280m;
A/Anhui/13425/2017,Epi971341,2017-02-14,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.12,2018.22,2017-02-14,Human,unknown
A/Anhui/13424/2017,Epi971333,2017-02-14,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.12,2018.22,2017-02-14,Human,unknown
A/Environment/Shandong-Rizhao/08/2017,Epi1101288,2017-01-03,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-03,Environment,unknown
A/Jiangxi/10673/2017,Epi1102430,2017-01-22,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-22,Human,unknown
A/Fujian/2151/2017,Epi887605,2017-01-01,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2017-01-01,Human,unknown
A/Fujian/11/2017,Epi971101,2017-02-03,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human,unknown
A/Fujian/14/2017,Epi971085,2017-01-24,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Human,unknown
A/Anhui/13434/2017,Epi971397,2017-01-31,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.08,2018.22,2017-01-31,Human,unknown
A/Hunan/9917/2017,Epi1102152,2017-02-06,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-06,Human,Aa: Np: R384k;
A/Environment/Hunan/979,Epi1101000,2017-01-18,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Environment,unknown
A/Hunan/9920/2017,Epi1102175,2017-01-31,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.08,2018.22,2017-01-31,Human,unknown
A/Sichuan/27872/2017,Epi1102862,2017-05-24,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.39,2018.22,2017-05-24,Human,Aa: Np: T215s;
A/Hunan/25350/2017,Epi1103936,2017-03-29,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.24,2018.22,2017-03-29,Human,Aa: Np: D128g;
A/Jiangxi/10674/2017,Epi1102438,2017-01-23,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-23,Human,Aa: Np: A284t;
A/Sichuan/24977/2017,Epi1102742,2017-04-13,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Human,unknown
A/Sichuan/24980/2017,Epi1102750,2017-04-19,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.30,2018.22,2017-04-19,Human,unknown
A/Anhui/13441/2017,Epi971421,2017-01-13,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human,unknown
A/Anhui/13442/2017,Epi971429,2017-01-13,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human,unknown
A/Jiangxi/10663/2017,Epi1102358,2017-01-05,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-05,Human,unknown
A/Sichuan/24974/2017,Epi1102726,2017-04-07,unknown,China,Sichuan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.26,2018.22,2017-04-07,Human,unknown
A/Anhui/13444/2017,Epi971437,2017-02-20,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-20,Human,Aa: Np: S34n;
A/Anhui/13428/2017,Epi971365,2017-02-15,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.12,2018.22,2017-02-15,Human,unknown
A/Anhui/13426/2017,Epi971349,2017-02-14,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.12,2018.22,2017-02-14,Human,unknown
A/Anhui/13427/2017,Epi971357,2017-02-14,unknown,China,Anhui,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.12,2018.22,2017-02-14,Human,unknown
A/Guangdong/CHN/ST021/2016,Epi866562,2016-02-05,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.10,2018.22,2016-02-05,Human,Aa: Np: N319s;
A/Chicken/Wuxi/5852,Epi1055401,2015-05-19,unknown,China,Jiangsu,Beijing Institute Of Microbiology And Epidemiology,unknown,unknown,unknown,2015.38,2018.22,2015-05-19,Chicken,unknown
A/Zhejiang/20/2016,Epi887661,2016-12-30,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human,Aa: Np: L136m;
A/Hunan/6944/2017,Epi1102072,2017-01-13,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human,unknown
A/Hunan/6943/2017,Epi1102064,2017-01-13,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human,unknown
A/Zhejiang/37/2017,Epi1103094,2017-01-24,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Human,unknown
A/Zhejiang/7/2016,Epi887701,2016-12-05,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.93,2018.22,2016-12-05,Human,Aa: Np: V105a;
A/Jiangxi/10678/2017,Epi1102462,2017-01-27,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.07,2018.22,2017-01-27,Human,unknown
A/Jiangxi/10668/2017,Epi1102390,2017-01-07,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-07,Human,unknown
A/Zhejiang/18/2016,Epi887685,2016-12-27,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-27,Human,Aa: Np: V406i N417d;
A/Zhejiang/33/2017,Epi1103062,2017-02-06,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-06,Human,unknown
A/Zhejiang/36/2017,Epi1103086,2017-02-04,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human,unknown
A/Zhejiang/29/2017,Epi1103038,2017-01-08,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-08,Human,unknown
A/Environment/Hunan/700,Epi1100968,2017-01-09,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-09,Environment,unknown
A/Hunan/2286/2017,Epi887621,2017-01-06,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-06,Human,unknown
A/Guizhou/7733/2017,Epi1101712,2017-01-10,unknown,China,Guizhou,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-10,Human,Aa: Np: V408i;
A/Zhejiang/30/2017,Epi1103046,2017-01-16,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.04,2018.22,2017-01-16,Human,unknown
A/Jiangxi/10682/2017,Epi1102486,2017-02-04,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human,unknown
A/Zhejiang/38/2017,Epi1103102,2017-01-05,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-05,Human,unknown
A/Zhejiang/5/2017,Epi887653,2017-01-02,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2017-01-02,Human,unknown
A/Fujian/12/2017,Epi971093,2017-02-04,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human,unknown
A/Fujian/10953/2017,Epi1101456,2017-02-05,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-05,Human,Aa: Np: I116v;
A/chicken/Zhejiang/110HZ142/2017,Epi979614,2017-01-10,unknown,China,Zhejiang,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.02,2018.22,2017-01-10,Chicken,Aa: Np: G126a A130d;
A/Chicken/Jiangxi/216,Epi979558,2017-02-16,unknown,China,Jiangxi,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.13,2018.22,2017-02-16,Chicken,Aa: Np: A423g;
A/Fujian/QZ-Th001/2017,Epi1054143,2017-05-15,unknown,China,Fujian,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.37,2018.22,2017-05-15,Human,unknown
A/Fujian/QZ-Th002/2017,Epi1054095,2017-05-15,unknown,China,Fujian,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.37,2018.22,2017-05-15,Human,unknown
A/Fujian/QZ-Th005/2017,Epi1054103,2017-05-15,unknown,China,Fujian,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.37,2018.22,2017-05-15,Human,unknown
A/Zhejiang/22/2017,Epi1102982,2017-01-08,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-08,Human,unknown
A/Environment/Guangdong/712,Epi1100800,2017-01-04,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Environment,unknown
A/Guizhou/7734/2017,Epi1101720,2017-01-07,unknown,China,Guizhou,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-07,Human,unknown
A/Zhejiang/6/2017,Epi887645,2017-01-05,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-05,Human,unknown
A/Fujian/8/2017,Epi971109,2017-01-23,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-23,Human,unknown
A/Zhejiang/35/2017,Epi1103078,2017-02-04,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-04,Human,Aa: Np: N473t;
A/Jiangxi/10667/2017,Epi1102382,2017-01-10,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.02,2018.22,2017-01-10,Human,unknown
A/Zhejiang/23/2017,Epi1102990,2017-01-13,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-13,Human,unknown
A/Hunan/6948/2017,Epi1102105,2017-01-16,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.04,2018.22,2017-01-16,Human,unknown
A/Jiangxi/10671/2017,Epi1102414,2017-01-19,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-19,Human,unknown
A/Jiangxi/10675/2017,Epi1102446,2017-01-24,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-24,Human,unknown
A/Jiangxi/10672/2017,Epi1102422,2017-01-20,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.05,2018.22,2017-01-20,Human,unknown
A/Jiangxi/10683/2017,Epi971277,2017-02-03,unknown,China,Jiangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.09,2018.22,2017-02-03,Human,unknown
A/Zhejiang/32/2017,Epi1103054,2017-02-06,unknown,China,Zhejiang,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-06,Human,unknown
A/HongKong/VB17037915/2017,Epi945064,2017-03-06,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2017.18,2018.22,2017-03-06,Human,unknown
A/Guizhou/18980/2017,Epi1101768,2017-02-22,unknown,China,Guizhou,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-22,Human,unknown
A/Fujian/13558/2017,Epi971493,2017-02-16,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.13,2018.22,2017-02-16,Human,unknown
A/Shandong-Rizhao/4/2017,Epi1102638,2017-02-16,unknown,China,Shandong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.13,2018.22,2017-02-16,Human,unknown
