Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date,Muv Genotype,Labels
Massachusetts.USA/16.16/14/G,Mf965243,2016-04-22,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965243,2016.31,Genbank,2016-04-22,G,unknown
Massachusetts.USA/16.16/2/G,Mf965257,2016-04-19,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965257,2016.30,Genbank,2016-04-19,G,unknown
Massachusetts.USA/16.16/10/G,Mf965255,2016-04-22,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965255,2016.31,Genbank,2016-04-22,G,unknown
Massachusetts.USA/19.16/1/G,Mf965252,2016-05-08,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965252,2016.35,Genbank,2016-05-08,G,unknown
Massachusetts.USA/18.16/2/G,Mf965238,2016-05-05,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965238,2016.34,Genbank,2016-05-05,G,unknown
Massachusetts.USA/19.16/8/G,Mf965317,2016-05-11,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965317,2016.36,Genbank,2016-05-11,G,unknown
Massachusetts.USA/19.16/9/G,Mf965230,2016-05-13,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965230,2016.36,Genbank,2016-05-13,G,unknown
Massachusetts.USA/19.16/7/G,Mf965203,2016-05-10,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965203,2016.36,Genbank,2016-05-10,G,unknown
Massachusetts.USA/22.16/1/G,Mf965226,2016-06-03,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965226,2016.42,Genbank,2016-06-03,G,unknown
Massachusetts.USA/19.16/11/G,Mf965223,2016-05-14,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965223,2016.37,Genbank,2016-05-14,G,unknown
Massachusetts.USA/22.16/3/G,Mf965294,2016-06-03,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965294,2016.42,Genbank,2016-06-03,G,Aa: F: A193g;
NewHampshire.USA/40.16/G,Broad Sequence 68,2016-10-07,North America,USA,New Hampshire,Wohl Et Al,?,Unpublished,?,2016.77,Broad,2016-10-07,G,Aa: I: E85d; P: E85d; V: E85d;
Massachusetts.USA/27.16/2/G,Mf965208,2016-07-12,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965208,2016.53,Genbank,2016-07-12,G,unknown
Massachusetts.USA/33.16/1/G,Mf965295,2016-08-19,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965295,2016.63,Genbank,2016-08-19,G,unknown
Indiana.USA/48.16/G,Broad Sequence 87,2016-11-28,North America,USA,Indiana,Wohl Et Al,?,Unpublished,?,2016.91,Broad,2016-11-28,G,unknown
Indiana.USA/49.16/G,Broad Sequence 88,2016-12-12,North America,USA,Indiana,Wohl Et Al,?,Unpublished,?,2016.95,Broad,2016-12-12,G,unknown
Indiana.USA/1.17/G,Broad Sequence 89,2017-01-06,North America,USA,Indiana,Wohl Et Al,?,Unpublished,?,2017.01,Broad,2017-01-06,G,unknown
Massachusetts.USA/8.17/G,Broad Sequence 6,2017-02-19,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.13,Broad,2017-02-19,G,Aa: Hn: D267n;
Massachusetts.USA/14.17/G,Broad Sequence 14,2017-04-02,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.25,Broad,2017-04-02,G,unknown
NorthDakota.USA/15.17/G,Broad Sequence 83,2017-04-13,North America,USA,North Dakota,Wohl Et Al,?,Unpublished,?,2017.28,Broad,2017-04-13,G,Aa: L: R542m V881i;
NorthDakota.USA/14.17/G,Broad Sequence 82,2017-04-07,North America,USA,North Dakota,Wohl Et Al,?,Unpublished,?,2017.26,Broad,2017-04-07,G,unknown
NorthDakota.USA/9.17/G,Broad Sequence 73,2017-02-27,North America,USA,North Dakota,Wohl Et Al,?,Unpublished,?,2017.16,Broad,2017-02-27,G,unknown
Illinois.USA/11.17/G,Broad Sequence 77,2017-03-18,North America,USA,Illinois,Wohl Et Al,?,Unpublished,?,2017.21,Broad,2017-03-18,G,unknown
Massachusetts.USA/23.17/G,Broad Sequence 33,2017-06-05,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.42,Broad,2017-06-05,G,unknown
Massachusetts.USA/17.17/G,Broad Sequence 16,2017-04-23,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.31,Broad,2017-04-23,G,unknown
Massachusetts.USA/25.17/5/G,Broad Sequence 43,2017-06-21,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.47,Broad,2017-06-21,G,unknown
Massachusetts.USA/25.17/6/G,Broad Sequence 44,2017-06-21,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.47,Broad,2017-06-21,G,unknown
Massachusetts.USA/22.17/9/G,Broad Sequence 32,2017-06-05,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.42,Broad,2017-06-05,G,unknown
Illinois.USA/14.17/G,Broad Sequence 76,2017-04-05,North America,USA,Illinois,Wohl Et Al,?,Unpublished,?,2017.26,Broad,2017-04-05,G,Aa: L: Q31l;
Kansas.USA/8.17/G,Broad Sequence 72,2017-02-21,North America,USA,Kansas,Wohl Et Al,?,Unpublished,?,2017.14,Broad,2017-02-21,G,unknown
Kansas.USA/10.17/G,Broad Sequence 75,2017-03-10,North America,USA,Kansas,Wohl Et Al,?,Unpublished,?,2017.19,Broad,2017-03-10,G,Aa: L: V1991i;
Kansas.USA/15.17/G,Broad Sequence 81,2017-04-10,North America,USA,Kansas,Wohl Et Al,?,Unpublished,?,2017.27,Broad,2017-04-10,G,unknown
Kansas.USA/9.17/2/G,Broad Sequence 71,2017-02-28,North America,USA,Kansas,Wohl Et Al,?,Unpublished,?,2017.16,Broad,2017-02-28,G,unknown
Kansas.USA/13.17/2/G,Broad Sequence 80,2017-03-29,North America,USA,Kansas,Wohl Et Al,?,Unpublished,?,2017.24,Broad,2017-03-29,G,unknown
Massachusetts.USA/14.17/2/G,Broad Sequence 15,2017-04-10,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.27,Broad,2017-04-10,G,unknown
Massachusetts.USA/18.16/4/G,Mf965210,2016-05-08,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965210,2016.35,Genbank,2016-05-08,G,unknown
Massachusetts.USA/19.16/4/G,Mf965304,2016-05-09,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965304,2016.35,Genbank,2016-05-09,G,unknown
Massachusetts.USA/19.16/2/G,Mf965309,2016-05-09,North America,USA,Massachusetts,Byrne Et Al,Unpublished,Mumps Rubulavirus Sample Sequencing From The 2016-2017 Outbreak In Massachusetts,https://www.ncbi.nlm.nih.gov/nuccore/MF965309,2016.35,Genbank,2016-05-09,G,unknown
Massachusetts.USA/22.17/5/G,Broad Sequence 28,2017-05-31,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.41,Broad,2017-05-31,G,unknown
Massachusetts.USA/22.17/6/G,Broad Sequence 29,2017-05-31,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.41,Broad,2017-05-31,G,unknown
Massachusetts.USA/26.17/G,Broad Sequence 46,2017-06-29,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.49,Broad,2017-06-29,G,unknown
Massachusetts.USA/22.17/3/G,Broad Sequence 26,2017-05-30,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.41,Broad,2017-05-30,G,unknown
Massachusetts.USA/25.17/3/G,Broad Sequence 41,2017-06-21,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.47,Broad,2017-06-21,G,unknown
Georgia.USA/13.17/G,Broad Sequence 79,2017-03-27,North America,USA,Georgia,Wohl Et Al,?,Unpublished,?,2017.23,Broad,2017-03-27,G,unknown
Massachusetts.USA/24.17/3/G,Broad Sequence 37,2017-06-17,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.46,Broad,2017-06-17,G,unknown
Massachusetts.USA/22.17/G,Broad Sequence 24,2017-05-30,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.41,Broad,2017-05-30,G,unknown
Massachusetts.USA/22.17/8/G,Broad Sequence 31,2017-06-04,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.42,Broad,2017-06-04,G,unknown
Massachusetts.USA/25.17/7/G,Broad Sequence 45,2017-06-23,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.47,Broad,2017-06-23,G,unknown
Massachusetts.USA/25.17/4/G,Broad Sequence 42,2017-06-21,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.47,Broad,2017-06-21,G,unknown
Massachusetts.USA/25.17/2/G,Broad Sequence 40,2017-06-20,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.47,Broad,2017-06-20,G,Aa: L: D729g;
Massachusetts.USA/19.17/G,Broad Sequence 18,2017-05-11,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.36,Broad,2017-05-11,G,unknown
Massachusetts.USA/13.17/2/G,Broad Sequence 13,2017-03-28,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.24,Broad,2017-03-28,G,unknown
Massachusetts.USA/24.17/4/G,Broad Sequence 39,2017-06-19,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.46,Broad,2017-06-19,G,unknown
Massachusetts.USA/25.17/G,Broad Sequence 38,2017-06-19,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.46,Broad,2017-06-19,G,unknown
Massachusetts.USA/19.17/4/G,Broad Sequence 21,2017-05-14,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.36,Broad,2017-05-14,G,unknown
Massachusetts.USA/19.17/3/G,Broad Sequence 20,2017-05-14,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.36,Broad,2017-05-14,G,unknown
Massachusetts.USA/21.17/2/G,Broad Sequence 23,2017-05-30,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.41,Broad,2017-05-30,G,unknown
Massachusetts.USA/24.17/G,Broad Sequence 35,2017-06-14,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.45,Broad,2017-06-14,G,unknown
Massachusetts.USA/21.17/G,Broad Sequence 22,2017-05-26,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.40,Broad,2017-05-26,G,unknown
Massachusetts.USA/22.17/2/G,Broad Sequence 25,2017-05-30,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.41,Broad,2017-05-30,G,unknown
Massachusetts.USA/24.17/2/G,Broad Sequence 36,2017-06-14,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.45,Broad,2017-06-14,G,unknown
Massachusetts.USA/22.17/4/G,Broad Sequence 27,2017-05-31,North America,USA,Massachusetts,Wohl Et Al,?,Unpublished,?,2017.41,Broad,2017-05-31,G,unknown
