,0,1,2,3,4,5,6,7,8,9,10,11,topic_id,topic_txt,topics,title,filename,x,y,citations,journal,pub_date,authors,cited_by,n_cites
2755,0.036033257842063904,0.0,0.0,0.04489998146891594,0.0,0.0,0.0,0.7237542867660522,0.0,0.0,0.18843220174312592,0.0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,rab11-fip1c and rab14 direct plasma membrane sorting and particle incorporation of the hiv-1 envelope glycoprotein complex,e0e5e7bee4a69a83d9cffeefcdcc26172d56f1a4.json,-15.972898,-20.418118,,PLoS Pathog,2013-04-04,"Qi, Mingli; Williams, Janice A.; Chu, Hin; Chen, Xuemin; Wang, Jaang-Jiun; Ding, Lingmei; Akhirome, Ehiole; Wen, Xiaoyun; Lapierre, Lynne A.; Goldenring, James R.; Spearman, Paul",2784,1
2757,0.08943096548318863,0.38335371017456055,0.15875151753425598,0.0,0.0,0.0908459797501564,0.0,0.0226405318826437,0.2074902355670929,0.0,0.0,0.04316355288028717,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,virus survey in populations of two subspecies of bent-winged bats (miniopterus orianae bassanii and oceanensis) in south-eastern australia reveals a high prevalence of diverse herpesviruses,c8a09ce3cbd5d88ceb3bb530003b2f4a46d92d3f.json,13.807463,-0.22959371,"2571,236",PLoS One,2018-05-24,"Holz, Peter H.; Lumsden, Linda F.; Druce, Julian; Legione, Alistair R.; Vaz, Paola; Devlin, Joanne M.; Hufschmid, Jasmin",898,1
2759,0.03799586370587349,0.4692654013633728,0.15400049090385434,0.0,0.0,0.0,0.045104432851076126,0.0,0.0,0.07342883944511414,0.0,0.21476775407791127,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,parallel evolution of influenza across multiple spatiotemporal scales,0bb181551513e8bfdac02b7936920ac3f50d01c1.json,7.9824160000000015,-0.02027463,,No data,2017-06-27,"Xue, Katherine S; Stevens-Ayers, Terry; Campbell, Angela P; Englund, Janet A; Pergam, Steven A; Boeckh, Michael; Bloom, Jesse D",3689,1
2765,0.0,0.0591047927737236,0.0,0.12171163409948348,0.0,0.12503908574581146,0.0,0.11150332540273666,0.0,0.13068948686122894,0.44589436054229736,0.0,10,rna; viral; protein; replication; cell; host; infection; genome; dengue; strand,Topic: 10,annexin a2 binds rna and reduces the frameshifting efficiency of infectious bronchitis virus,8bb9d8f7eeb8272924275f349e5c63a5bb006445.json,-2.7419857999999997,-22.651962,569,PLoS One,2011-08-30,"Kwak, Hoyun; Park, Min Woo; Jeong, Sunjoo","1334,2127",2
2766,0.0,0.0,0.0,0.1773756444454193,0.013440203852951528,0.010726183652877808,0.04153919965028763,0.0,0.0,0.12705910205841064,0.6266298890113831,0.0,10,rna; viral; protein; replication; cell; host; infection; genome; dengue; strand,Topic: 10,cytoplasmic translocation of polypyrimidine tract-binding protein and its binding to viral rna during japanese encephalitis virus infection inhibits virus replication,06f33aa8d51ad1c6081cd855c8d274d47e1ee74e.json,-3.3222258,-29.071341999999998,,PLoS One,2014-12-29,"Bhullar, Deepika; Jalodia, Richa; Kalia, Manjula; Vrati, Sudhanshu",4104,1
2768,0.0,0.0,0.0,0.7253971099853516,0.0,0.0,0.17492660880088806,0.0,0.0,0.0,0.0,0.09489545971155168,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,nrf2 protects human alveolar epithelial cells against injury induced by influenza a virus,680c8cd646f4f78d97eddff21292668beba44d09.json,-26.62862,8.460878,,Respir Res,2012-06-06,"Kosmider, Beata; Messier, Elise M; Janssen, William J; Nahreini, Piruz; Wang, Jieru; Hartshorn, Kevan L; Mason, Robert J","417,3692",2
2771,0.0,0.10571148991584778,0.0,0.0,0.09466146677732468,0.6070070862770081,0.0,0.0,0.0,0.18054427206516266,0.0,0.0,5,sample; pcr; assay; detection; detect; rt; test; time; positive; ibv,Topic: 5,ultrasensitive detection of rna and dna viruses simultaneously using duplex undp-pcr assay,696ae2cd59982a2cb456ed723adb98586ebdf7f7.json,5.498334,8.020006,,PLoS One,2015-11-06,"Huang, Yong; Xing, Na; Wang, Zengguo; Zhang, Xiujuan; Zhao, Xiaomin; Du, Qian; Chang, Lingling; Tong, Dewen",2995,1
2772,0.0,0.0,0.0,0.0,0.2548206448554993,0.6913182735443115,0.0,0.0,0.0,0.04810680076479912,0.0,0.0,5,sample; pcr; assay; detection; detect; rt; test; time; positive; ibv,Topic: 5,development of a real-time reverse transcription loop-mediated isothermal amplification method for the rapid detection of porcine epidemic diarrhea virus,af728043c4fdbde717229134e2cd8bada6760176.json,1.9146913,9.130123,"1230,2167",Virol J,2015-05-14,"Yu, Xuewu; Shi, Lin; Lv, Xiaoping; Yao, Wei; Cao, Minghui; Yu, Hanxun; Wang, Xiurong; Zheng, Shimin","384,2962,3578,4301",4
2773,0.0,0.0,0.10385654866695404,0.08593125641345978,0.11656507849693296,0.0,0.33780866861343384,0.03506428748369217,0.0,0.1561167538166046,0.0,0.16063213348388672,6,infection; response; viral; host; gene; immune; protein; ifn; pathway; expression,Topic: 6,advancements in host-based interventions for influenza treatment,cabe6a81b684ef3c7b8febdc093f1aacbe06ced6.json,-10.83581,-4.676007299999998,"184,1229,3257,2558,2724,1564,2264",Front Immunol,2018-07-10,"Yip, Tsz-Fung; Selim, Aisha Sami Mohammed; Lian, Ida; Lee, Suki Man-Yan",94,1
2774,0.0,0.0,0.0,0.30491605401039124,0.1904008537530899,0.0,0.07752282917499542,0.1133265420794487,0.0,0.305609792470932,0.0,0.0,9,base; drug; high; system; approach; develop; use; activity; dna; hcv,Topic: 9,antiviral activity of isatis indigotica extract and its derived indirubin against japanese encephalitis virus,9aee0cad00998f83f85e815527be1a7ac00881ee.json,-12.004854,5.41482,,Evid Based Complement Alternat Med,2012-07-17,"Chang, Shu-Jen; Chang, Yi-Chih; Lu, Kai-Zen; Tsou, Yi-Yun; Lin, Cheng-Wen","278,1025,1362,3965",4
2775,0.13440567255020142,0.058304820209741585,0.8005246520042419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,the feasibility of canine rabies elimination in africa: dispelling doubts with data,f5dd178e6cfe607d118df9d16716cd68605dbee4.json,29.618925,-5.026115,1800,PLoS Negl Trop Dis,2010-02-23,"Lembo, Tiziana; Hampson, Katie; Kaare, Magai T.; Ernest, Eblate; Knobel, Darryn; Kazwala, Rudovick R.; Haydon, Daniel T.; Cleaveland, Sarah","434,1537,2276",3
2776,0.5143061876296997,0.0,0.28855985403060913,0.0,0.0,0.0,0.0,0.0,0.0,0.108572855591774,0.0,0.0847831591963768,0,influenza; risk; text; 95; factor; patient; high; ci; increase; group,Topic: 0,exploring a proposed who method to determine thresholds for seasonal influenza surveillance,5143bcbf109f693de355d2512a5810ed93a3072a.json,19.442148,15.025404,,PLoS One,2013-10-11,"Tay, Ee Laine; Grant, Kristina; Kirk, Martyn; Mounts, Anthony; Kelly, Heath",60,1
2778,0.4789023995399475,0.0,0.4890423119068146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018305687233805656,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,temporal variation of human encounters and the number of locations in which they occur: a longitudinal study of hong kong residents,3a1c74872d4e0aa20076dc1f3970d9ff42991847.json,23.960789000000002,13.299945999999998,"1512,3319,2296",J R Soc Interface,2018-01-24,"Kwok, Kin On; Cowling, Ben; Wei, Vivian; Riley, Steven; Read, Jonathan M.","394,1353,1510,1906,2394",5
2779,0.2064684331417084,0.0,0.7158200144767761,0.03967783227562904,0.0,0.0,0.015738291665911674,0.0189690962433815,0.0,0.0,0.0,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,"using gps technology to quantify human mobility, dynamic contacts and infectious disease dynamics in a resource-poor urban environment",91781004fcf2142034de62e1212be3d885139060.json,29.547249,0.4451947,,PLoS One,2013-04-08,"Vazquez-Prokopec, Gonzalo M.; Bisanzio, Donal; Stoddard, Steven T.; Paz-Soldan, Valerie; Morrison, Amy C.; Elder, John P.; Ramirez-Paredes, Jhon; Halsey, Eric S.; Kochel, Tadeusz J.; Scott, Thomas W.; Kitron, Uriel","1691,2394,3035,3089,3506",5
2780,0.5971106290817261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39551788568496704,0,influenza; risk; text; 95; factor; patient; high; ci; increase; group,Topic: 0,the effect of corticosteroids on mortality of patients with influenza pneumonia: a systematic review and meta-analysis,ff220214e91fabc8d302d1605cd9bac44fac507f.json,11.776319500000001,23.189966000000002,3200,Crit Care,2019-03-27,"Ni, Yue-Nan; Chen, Guo; Sun, Jiankui; Liang, Bin-Miao; Liang, Zong-An",939,1
2782,0.06891430169343947,0.029890459030866626,0.10616379976272584,0.6434414982795715,0.0,0.0,0.100230373442173,0.02115191146731377,0.0,0.0,0.0,0.027519559487700462,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,h5n1 and 1918 pandemic influenza virus infection results in early and excessive infiltration of macrophages and neutrophils in the lungs of mice,6ed1c5f102cce4bbcbd9d5438b6b8be3d4746484.json,-25.232973,7.728884,,PLoS Pathog,2008-08-01,"Perrone, Lucy A.; Plowden, Julie K.; García-Sastre, Adolfo; Katz, Jacqueline M.; Tumpey, Terrence M.","587,1032,1294,1424,1922,2025,2037,2151,2333,2472,3078,3810,4290,4588,4705",15
2785,0.050021249800920486,0.5825396776199341,0.1202952191233635,0.0,0.0,0.21883457899093628,0.0,0.0,0.0,0.0,0.02067223004996777,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,haemoproteus iwa in great frigatebirds (fregata minor) in the islands of the western indian ocean,ba2fc738765a5e090d04ad70d972bb35724d927a.json,8.179497999999999,-3.260779,,PLoS One,2014-05-08,"Bastien, Matthieu; Jaeger, Audrey; Le Corre, Matthieu; Tortosa, Pablo; Lebarbenchon, Camille",58,1
2787,0.11707983911037445,0.0,0.7254287004470825,0.0,0.0,0.07450433820486069,0.0,0.0,0.07633136957883835,0.0,0.0,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,sampling for global epidemic models and the topology of an international airport network,402fd2b6ffd34c3d1fb4aca45d84bd7079284d99.json,27.51925,-2.624436,,PLoS One,2008-09-08,"Bobashev, Georgiy; Morris, Robert J.; Goedecke, D. Michael",3587,1
2790,0.05650221183896065,0.0,0.06105765327811241,0.0,0.4358201920986176,0.2900853157043457,0.0,0.13072553277015686,0.0,0.022724689915776253,0.0,0.0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,a single immunization with soluble recombinant trimeric hemagglutinin protects chickens against highly pathogenic avian influenza virus h5n1,6522e893e7f5739f96db413b61932c949e5fad2d.json,-0.68046224,6.993875,1983,PLoS One,2010-05-14,"Cornelissen, Lisette A. H. M.; de Vries, Robert P.; de Boer-Luijtze, Els A.; Rigter, Alan; Rottier, Peter J. M.; de Haan, Cornelis A. M.","1967,3760,4116,4642",4
2791,0.044860437512397766,0.0,0.015112970955669882,0.3670376241207123,0.09524817764759064,0.0,0.1367911398410797,0.0,0.0,0.0,0.0,0.33730825781822205,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,"influenza transmission in the mother-infant dyad leads to severe disease, mammary gland infection, and pathogenesis by regulating host responses",c74616a5ce5f794dde0644f4cb72bf8a196028a3.json,-9.660634,18.377663000000002,3314,PLoS Pathog,2015-10-08,"Paquette, Stéphane G.; Banner, David; Huang, Stephen S. H.; Almansa, Raquel; Leon, Alberto; Xu, Luoling; Bartoszko, Jessica; Kelvin, David J.; Kelvin, Alyson A.",1367,1
2792,0.08278310298919678,0.11016147583723067,0.1469275951385498,0.20261380076408386,0.0964772403240204,0.0,0.3540164828300476,0.0,0.0,0.0,0.0,0.0,6,infection; response; viral; host; gene; immune; protein; ifn; pathway; expression,Topic: 6,host gene expression profiles in ferrets infected with genetically distinct henipavirus strains,8ace20b674c2bc5f71e195f68c703f66efd97b8b.json,-23.530537,-6.952424499999999,"82,341,1088,77",PLoS Negl Trop Dis,2018-03-14,"Leon, Alberto J.; Borisevich, Viktoriya; Boroumand, Nahal; Seymour, Robert; Nusbaum, Rebecca; Escaffre, Olivier; Xu, Luoling; Kelvin, David J.; Rockx, Barry",2318,1
2794,0.0,0.0,0.0,0.0,0.6585464477539062,0.0,0.0,0.2613811492919922,0.0,0.07403339445590973,0.0,0.0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,a critical ha1 neutralizing domain of h5n1 influenza in an optimal conformation induces strong cross-protection,2d5fdcbc3c2b82ecef0748012b73fc1aa7a2ad96.json,-5.4285874000000005,1.6602796000000002,"4426,4153",PLoS One,2013-01-08,"Du, Lanying; Zhao, Guangyu; Sun, Shihui; Zhang, Xiujuan; Zhou, Xiaojun; Guo, Yan; Li, Ye; Zhou, Yusen; Jiang, Shibo","1656,1974,2162",3
2796,0.0,0.07539601624011992,0.0,0.0,0.5979609489440918,0.0,0.0,0.3183815181255341,0.0,0.0,0.0,0.0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,identification of a conserved linear b-cell epitope in the m protein of porcine epidemic diarrhea virus,7f911fcc63f431561d8dc09ed831ce558ca2d773.json,-5.673261,1.1275883999999998,,Virol J,2012-10-01,"Zhang, Zhibang; Chen, Jianfei; Shi, Hongyan; Chen, Xiaojin; Shi, Da; Feng, Li; Yang, Bin","66,1650,2444,2962,2963,3278",6
2797,0.024462677538394928,0.29219576716423035,0.0,0.02151322364807129,0.0,0.0,0.0,0.021934086456894875,0.0,0.020676054060459137,0.6160781383514404,0.0,10,rna; viral; protein; replication; cell; host; infection; genome; dengue; strand,Topic: 10,characterization of ribosomal frameshifting in theiler's murine encephalomyelitis virus,975a7b5f0f9a7f9a03195cb5cd1a633ecd4e36f8.json,-0.59220135,-27.949640000000002,456,J Virol,2015-06-10,"Finch, Leanne K.; Ling, Roger; Napthine, Sawsan; Olspert, Allan; Michiels, Thomas; Lardinois, Cécile; Bell, Susanne; Loughran, Gary; Brierley, Ian; Firth, Andrew E.","1994,2031,2550,4273",4
2799,0.044243983924388885,0.0,0.0,0.4590427577495575,0.0,0.0,0.4360865354537964,0.0,0.0,0.05211882293224335,0.0,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,"indirubin, a bisindole alkaloid from isatis indigotica, reduces h1n1 susceptibility in stressed mice by regulating mavs signaling",1f7224df292f2dcbfb805602296acd9aba317f24.json,-27.390428999999997,-1.175308,,Oncotarget,2017-11-09,"Jie, Chong; Luo, Zhuo; Chen, Huan; Wang, Min; Yan, Chang; Mao, Zhong-Fu; Xiao, Gao-Keng; Kurihara, Hiroshi; Li, Yi-Fang; He, Rong-Rong",2144,1
2801,0.01803157478570938,0.0,0.0,0.4431563913822174,0.0,0.02180229313671589,0.27819955348968506,0.07763860374689102,0.0,0.05275269970297813,0.10712742805480956,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,opposite roles of rnase and kinase activities of inositol-requiring enzyme 1 (ire1) on hsv-1 replication,aeb63d391feee1b548adf8d5a208d70c3ee5c802.json,-22.390547,-1.4191931,,Viruses,2017-08-23,"Su, Airong; Wang, Huanru; Li, Yanlei; Wang, Xiaohui; Chen, Deyan; Wu, Zhiwei",2039,1
2807,0.0,0.04638810083270073,0.0,0.2568133473396301,0.033161569386720664,0.0,0.4874885678291321,0.045372117310762405,0.016730118542909622,0.0,0.10931023955345154,0.0,6,infection; response; viral; host; gene; immune; protein; ifn; pathway; expression,Topic: 6,differential host cell gene expression and regulation of cell cycle progression by nonstructural protein 11 of porcine reproductive and respiratory syndrome virus,f7735a5236aeba514810bd4538357cb4f4e09fce.json,-26.911964,-6.7125473,4008,Biomed Res Int,2014-02-26,"Sun, Yan; Li, Dong; Giri, Sumanprava; Prasanth, Supriya G.; Yoo, Dongwan","299,718,2990,4420",4
2808,0.0,0.3538350462913513,0.0,0.0,0.34626054763793945,0.11653590947389605,0.04020726680755615,0.0,0.0,0.048192527145147324,0.08989069610834123,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,metagenomic analysis of the rna fraction of the fecal virome indicates high diversity in pigs infected by porcine endemic diarrhea virus in the united states,58432d2ad49266df441de364700684534498b777.json,2.6656837,0.64206815,3278,Virol J,2018-05-25,"Chen, Qi; Wang, Leyi; Zheng, Ying; Zhang, Jianqiang; Guo, Baoqing; Yoon, Kyoung-Jin; Gauger, Phillip C.; Harmon, Karen M.; Main, Rodger G.; Li, Ganwu","670,2294,3543",3
2810,0.0,0.0,0.0,0.6548967957496643,0.0,0.0,0.051254745572805405,0.2853042185306549,0.0,0.0,0.0,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,binding of dc-sign to the hemagglutinin of influenza a viruses supports virus replication in dc-sign expressing cells,9b56c6e647ccdb8b5d534c0689a71efb7728a311.json,-17.831535000000006,-1.5374955,234,PLoS One,2013-02-12,"Hillaire, Marine L. B.; Nieuwkoop, Nella J.; Boon, Adrianus C. M.; de Mutsert, Gerrie; Vogelzang-van Trierum, Stella E.; Fouchier, Ron A. M.; Osterhaus, Albert D. M. E.; Rimmelzwaan, Guus F.","1572,1798,2037",3
2811,0.23096287250518802,0.0,0.0,0.044879507273435586,0.07364936918020247,0.30569881200790405,0.0,0.0,0.0,0.28514575958251953,0.0,0.05580418184399605,5,sample; pcr; assay; detection; detect; rt; test; time; positive; ibv,Topic: 5,aerosolized avian influenza virus by laboratory manipulations,5759e5ac8b1cc3c13ba04aded6e588a059ad92a0.json,14.121841,12.390526,,Virol J,2012-08-06,"Li, Zhiping; Li, Jinsong; Zhang, Yandong; Li, Lin; Ma, Limin; Li, Dan; Gao, Feng; Xia, Zhiping",1426,1
2812,0.0,0.0,0.15665392577648166,0.0,0.3924912214279175,0.0,0.0,0.06719876080751419,0.0,0.3591183125972748,0.020188426598906517,0.0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,nanoparticle vaccines against infectious diseases,4ebae5a999522c721177ba353fbd95a72439e060.json,-2.1321733,-1.0772828,,Front Immunol,2018-10-04,"Pati, Rashmirekha; Shevtsov, Maxim; Sonawane, Avinash",1875,1
2815,0.0,0.0,0.0,0.4121274650096893,0.0,0.0,0.3222648799419403,0.1847659796476364,0.0,0.06692738831043242,0.0,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,interleukin-35 on b cell and t cell induction and regulation,cfb03431670da70ab0a1cac08df0d45d8f420ad2.json,-21.442621,-2.4599679,,J Inflamm (Lond),2017-08-07,"Huang, Ai; Cheng, Lin; He, Miao; Nie, Jun; Wang, Jianjun; Jiang, Ke",3145,1
2817,0.05287772789597511,0.0,0.0,0.0,0.0,0.08485762774944305,0.0,0.0,0.12044481188058853,0.0,0.0,0.7363812327384949,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,characterization of human coronavirus etiology in chinese adults with acute upper respiratory tract infection by real-time rt-pcr assays,6d1a2055895ffdcdf57aabcaf436f176b1650c50.json,-4.9576173,26.291052,"305,1839",PLoS One,2012-06-15,"Lu, Roujian; Yu, Xiaoyan; Wang, Wen; Duan, Xijie; Zhang, Linglin; Zhou, Weimin; Xu, Jin; Xu, Lingjie; Hu, Qin; Lu, Jianxin; Ruan, Li; Wang, Zhong; Tan, Wenjie","508,521,821,973,978,1585,1988,2113,2150,2369,3133,3581,3595,3816,3826",15
2826,0.0,0.0,0.0,0.5113924145698547,0.0,0.0,0.08043040335178375,0.2576098144054413,0.0,0.14196377992630005,0.0,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,targeting a ribonucleoprotein complex containing the caprin-1 protein and the c-myc mrna suppresses tumor growth in mice: an identification of a novel oncotarget,ad4f830c6a0985b878a66d4e797232ccba91aedc.json,-17.151518,0.24045506,,Oncotarget,2014-12-10,"Qiu, Ya-Qi; Yang, Cheng-Wei; Lee, Yue-Zhi; Yang, Ruey-Bing; Lee, Chih-Hao; Hsu, Hsing-Yu; Chang, Chien-Chung; Lee, Shiow-Ju",2458,1
2828,0.0,0.0,0.778671145439148,0.0,0.06824685633182526,0.0,0.0,0.0,0.05984270200133324,0.0,0.0,0.07868225872516632,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,the ebola epidemic is ongoing in west africa and responses from china are positive,88ccb20962dc958fc239c0ef5bed963cfd782b65.json,28.826456,-7.1361666,,Mil Med Res,2015-04-03,"Zhao, Jing-Min; Dong, Shi-Jun; Li, Jin; Ji, Jun-Sheng",67,1
2829,0.0,0.03911468386650085,0.07254454493522644,0.3485894501209259,0.0,0.0,0.10234874486923218,0.0,0.0,0.0,0.3229179382324219,0.10992077738046646,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,human enterovirus 68 interferes with the host cell cycle to facilitate viral production,57b4aa7990ee59eb32397dc0dbb4af096a4e9aa8.json,-15.792198999999998,-7.525724,,Front Cell Infect Microbiol,2017-02-08,"Wang, Zeng-yan; Zhong, Ting; Wang, Yue; Song, Feng-mei; Yu, Xiao-feng; Xing, Li-ping; Zhang, Wen-yan; Yu, Jing-hua; Hua, Shu-cheng; Yu, Xiao-fang","1373,1968,3696",3
2832,0.0,0.0,0.0,0.0,0.8820785284042358,0.0,0.0,0.06453496217727661,0.0,0.0,0.04854808747768402,0.0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,s1 domain of the porcine epidemic diarrhea virus spike protein as a vaccine antigen,a7b1bcb7b1806dce219451f289d56b14434f7ac1.json,-3.9929576,9.699753,2155,Virol J,2016-04-01,"Makadiya, Niraj; Brownlie, Robert; van den Hurk, Jan; Berube, Nathalie; Allan, Brenda; Gerdts, Volker; Zakhartchouk, Alexander","1207,2080,3559,3576",4
2834,0.0,0.07844563573598863,0.428846538066864,0.0,0.18117214739322665,0.0,0.0,0.0,0.07075177133083344,0.23175881803035736,0.0,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,baiting studies on oral vaccination of the greater kudu (tragelaphus strepsiceros) against rabies,72f723a1b9b636d379ecb18b7ba95e4b2135f81f.json,19.3479,1.7258008999999999,,Eur,2018-10-09,"Hassel, Rainer; Ortmann, Steffen; Clausen, Peter; Jago, Mark; Bruwer, Floris; Lindeque, Pauline; Freuling, Conrad; Vos, Ad; Müller, Thomas",1145,1
2836,0.0,0.0,0.0,0.7667724490165709,0.0,0.0,0.0,0.0,0.0,0.05208772420883179,0.17277303338050842,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,failure of fluid absorption in the endolymphatic sac initiates cochlear enlargement that leads to deafness in mice lacking pendrin expression,fadf1a77d8e94ac8611eb79cf4d0da59872d72bb.json,-23.428944,9.720198,,PLoS One,2010-11-17,"Kim, Hyoung-Mi; Wangemann, Philine",190,1
2838,0.0,0.0,0.3800247013568878,0.0,0.1964925825595856,0.0,0.0,0.02750697918236256,0.12776705622673035,0.18625862896442413,0.07558043301105499,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,rapid screening for entry inhibitors of highly pathogenic viruses under low-level biocontainment,03e9a22249dd6e201e347bb87cf96a931120f5c5.json,19.181995,1.8495982,82,PLoS One,2012-03-02,"Talekar, Aparna; Pessi, Antonello; Glickman, Fraser; Sengupta, Uttara; Briese, Thomas; Whitt, Michael A.; Mathieu, Cyrille; Horvat, Branka; Moscona, Anne; Porotto, Matteo",2290,1
2839,0.0,0.13486230373382568,0.4631775617599487,0.0,0.014929069206118584,0.15393514931201935,0.0,0.0,0.0,0.11444327980279922,0.1142018511891365,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,"potential disease transmission from wild geese and swans to livestock, poultry and humans: a review of the scientific literature from a one health perspective",eb88125e0384bc94499e00b623b18a7d033d0c1a.json,18.34648,-7.1846130000000015,,Infect Ecol Epidemiol,2017-04-10,"Elmberg, Johan; Berg, Charlotte; Lerner, Henrik; Waldenström, Jonas; Hessel, Rebecca",1491,1
2842,0.0767330750823021,0.06983815133571625,0.0,0.0,0.0,0.06291359663009644,0.0,0.4790420234203338,0.2028380036354065,0.04965447261929512,0.055803023278713226,0.0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,"profiling of substrate specificities of 3c-like proteases from group 1, 2a, 2b, and 3 coronaviruses",cc33658b1e2bfebb81adf4b6befe9cb37f6f6f16.json,-5.9669194,-12.486892,"3728,3919",PLoS One,2011-11-02,"Chuck, Chi-Pang; Chow, Hak-Fun; Wan, David Chi-Cheong; Wong, Kam-Bo","3816,3971,4414",3
2843,0.0,0.0,0.0,0.8631493449211121,0.0,0.0,0.0,0.0,0.0,0.12762679159641266,0.0,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,glycyrrhizin exerts antioxidative effects in h5n1 influenza a virus-infected cells and inhibits virus replication and pro-inflammatory gene expression,f3b7f4469ac01f1ce916d24172570c43c537627e.json,-22.559355,14.19014,,PLoS One,2011-05-17,"Michaelis, Martin; Geiler, Janina; Naczk, Patrizia; Sithisarn, Patchima; Leutz, Anke; Doerr, Hans Wilhelm; Cinatl, Jindrich","664,1681,3443",3
2844,0.14067909121513367,0.0,0.646679699420929,0.0,0.0,0.0,0.06686488538980484,0.0,0.0,0.11937737464904785,0.0,0.018079228699207302,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,a statistical framework for the adaptive management of epidemiological interventions,d5794d9e687b1087383f2bca0c5beaf31ebc2955.json,23.66516,-4.6702322999999994,,PLoS One,2009-06-05,"Merl, Daniel; Johnson, Leah R.; Gramacy, Robert B.; Mangel, Marc",982,1
2848,0.0,0.13450103998184204,0.0,0.0,0.20143873989582065,0.0,0.3956941664218903,0.2627824544906616,0.0,0.0,0.0,0.0,6,infection; response; viral; host; gene; immune; protein; ifn; pathway; expression,Topic: 6,nonhuman primate ifitm proteins are potent inhibitors of hiv and siv,945fd47a82b49774675d732d27f6b806c0e6aeb1.json,-23.6075,-9.335089,"3638,3257,842,2016,870,3135,959,2558",PLoS One,2016-06-03,"Wilkins, Jordan; Zheng, Yi-Min; Yu, Jingyou; Liang, Chen; Liu, Shan-Lu","1229,1322,1375,3352,3452,3629,3792,4573",8
2852,0.0,0.34055814146995544,0.0,0.0,0.0,0.0,0.0,0.16026565432548526,0.0,0.3690284788608551,0.12140709161758426,0.0,9,base; drug; high; system; approach; develop; use; activity; dna; hcv,Topic: 9,analysis of tetra-and hepta-nucleotides motifs promoting -1 ribosomal frameshifting in escherichia coli,9adb161f0e769ea8de09f4138cc40f206d586003.json,5.193271,-15.429996,2127,Nucleic Acids Res,2014-07-01,"Sharma, Virag; Prère, Marie-Françoise; Canal, Isabelle; Firth, Andrew E.; Atkins, John F.; Baranov, Pavel V.; Fayet, Olivier",4273,1
