,Sort ,State,FIPS ,County ,CountySeat(s) ,Population(2010),LandAreakm2 ,LandAreami2 ,WaterAreakm2 ,WaterAreami2 ,TotalAreakm2 ,TotalAreami2 ,Latitude ,Longitude,Hover
1604,1605,MT,30013,Cascade,Great Falls,"81,327","6,988.197","2,698.158",34.515,13.326,"7,022.712","2,711.484",47.316443,-111.350571,Cascade<br>MT<br>30013
1605,1606,MT,30015,Chouteau,Fort Benton,"5,813","10,288.697","3,972.488",62.774,24.237,"10,351.471","3,996.725",47.886837,-110.436189,Chouteau<br>MT<br>30015
1606,1607,MT,30017,Custer,Miles City,"11,699","9,798.863","3,783.362",25.525,9.855,"9,824.388","3,793.217",46.261481,-105.550508,Custer<br>MT<br>30017
1607,1608,MT,30019,Daniels,Scobey,"1,751","3,693.594","1,426.105",1.022,0.394,"3,694.616","1,426.499",48.794429,-105.541739,Daniels<br>MT<br>30019
1608,1609,MT,30021,Dawson,Glendive,"8,966","6,143.101","2,371.865",29.284,11.307,"6,172.384","2,383.172",47.272425,-104.901027,Dawson<br>MT<br>30021
1609,1610,MT,30023,Deer Lodge,Anaconda,"9,298","1,907.605",736.530,12.099,4.671,"1,919.704",741.201,46.099059,-113.139108,Deer Lodge<br>MT<br>30023
1610,1611,MT,30025,Fallon,Baker,"2,890","4,197.781","1,620.772",5.915,2.284,"4,203.696","1,623.056",46.318184,-104.405718,Fallon<br>MT<br>30025
1611,1612,MT,30027,Fergus,Lewistown,"11,586","11,240.039","4,339.803",27.483,10.611,"11,267.522","4,350.414",47.222997,-109.223280,Fergus<br>MT<br>30027
1612,1613,MT,30029,Flathead,Kalispell,"90,928","13,176.979","5,087.660",437.136,168.779,"13,614.115","5,256.439",48.314696,-114.054319,Flathead<br>MT<br>30029
1613,1614,MT,30031,Gallatin,Bozeman,"89,513","6,740.934","2,602.689",76.087,29.377,"6,817.021","2,632.066",45.535559,-111.173443,Gallatin<br>MT<br>30031
1614,1615,MT,30033,Garfield,Jordan,"1,206","12,109.117","4,675.356",445.782,172.118,"12,554.899","4,847.474",47.281174,-106.982212,Garfield<br>MT<br>30033
1615,1616,MT,30035,Glacier,Cut Bank,"13,399","7,759.441","2,995.937",106.157,40.987,"7,865.598","3,036.924",48.705671,-112.990502,Glacier<br>MT<br>30035
1616,1617,MT,30037,Golden Valley,Ryegate,884,"3,044.122","1,175.342",2.588,0.999,"3,046.711","1,176.341",46.380624,-109.174586,Golden Valley<br>MT<br>30037
1617,1618,MT,30039,Granite,Philipsburg,"3,079","4,473.984","1,727.415",14.584,5.631,"4,488.568","1,733.046",46.395358,-113.425683,Granite<br>MT<br>30039
1618,1619,MT,30041,Hill,Havre,"16,096","7,508.259","2,898.955",44.209,17.069,"7,552.467","2,916.024",48.628331,-110.106372,Hill<br>MT<br>30041
1619,1620,MT,30043,Jefferson,Boulder,"11,406","4,289.687","1,656.257",6.691,2.583,"4,296.378","1,658.840",46.126557,-112.056771,Jefferson<br>MT<br>30043
1620,1621,MT,30045,Judith Basin,Stanford,"2,072","4,842.814","1,869.821",2.067,0.798,"4,844.881","1,870.619",47.032558,-110.305320,Judith Basin<br>MT<br>30045
1621,1622,MT,30047,Lake,Polson,"28,746","3,859.470","1,490.150",423.637,163.567,"4,283.107","1,653.717",47.642901,-114.083687,Lake<br>MT<br>30047
1622,1623,MT,30049,Lewis and Clark,Helena,"63,395","8,958.323","3,458.828",100.717,38.887,"9,059.040","3,497.715",47.122133,-112.382954,Lewis and Clark<br>MT<br>30049
1623,1624,MT,30051,Liberty,Chester,"2,339","3,703.801","1,430.045",44.369,17.131,"3,748.170","1,447.176",48.559654,-111.036924,Liberty<br>MT<br>30051
1624,1625,MT,30053,Lincoln,Libby,"19,687","9,357.409","3,612.916",161.123,62.210,"9,518.532","3,675.126",48.542232,-115.404343,Lincoln<br>MT<br>30053
1625,1626,MT,30055,McCone,Virginia City,"1,734","6,845.784","2,643.172",102.697,39.652,"6,948.481","2,682.824",47.629628,-105.757222,McCone<br>MT<br>30055
1626,1627,MT,30057,Madison,Circle,"7,691","9,291.541","3,587.484",39.649,15.309,"9,331.190","3,602.793",45.319288,-111.917328,Madison<br>MT<br>30057
1627,1628,MT,30059,Meagher,White Sulphur Springs,"1,891","6,195.026","2,391.913",7.377,2.848,"6,202.403","2,394.761",46.585706,-110.921781,Meagher<br>MT<br>30059
1628,1629,MT,30061,Mineral,Superior,"4,223","3,158.327","1,219.437",9.899,3.822,"3,168.226","1,223.259",47.155213,-115.064550,Mineral<br>MT<br>30061
1629,1630,MT,30063,Missoula,Missoula,"109,299","6,716.936","2,593.424",64.479,24.896,"6,781.415","2,618.320",47.027263,-113.892681,Missoula<br>MT<br>30063
1630,1631,MT,30065,Musselshell,Roundup,"4,538","4,838.500","1,868.155",7.127,2.752,"4,845.627","1,870.907",46.505665,-108.436982,Musselshell<br>MT<br>30065
1631,1632,MT,30067,Park,Livingston,"15,636","7,259.899","2,803.063",27.013,10.430,"7,286.911","2,813.493",45.421905,-110.532798,Park<br>MT<br>30067
1632,1633,MT,30069,Petroleum,Winnett,494,"4,286.097","1,654.871",49.036,18.933,"4,335.133","1,673.804",47.141917,-108.226575,Petroleum<br>MT<br>30069
1633,1634,MT,30071,Phillips,Malta,"4,253","13,312.629","5,140.035",186.078,71.845,"13,498.707","5,211.880",48.250155,-107.928833,Phillips<br>MT<br>30071
1634,1635,MT,30073,Pondera,Conrad,"6,153","4,203.195","1,622.863",43.968,16.976,"4,247.163","1,639.839",48.230312,-112.219928,Pondera<br>MT<br>30073
1635,1636,MT,30075,Powder River,Broadus,"1,743","8,539.963","3,297.298",1.567,0.605,"8,541.530","3,297.903",45.408890,-105.555259,Powder River<br>MT<br>30075
1636,1637,MT,30077,Powell,Deer Lodge,"7,027","6,025.328","2,326.392",16.198,6.254,"6,041.525","2,332.646",46.844225,-112.931100,Powell<br>MT<br>30077
1637,1638,MT,30079,Prairie,Terry,"1,179","4,498.128","1,736.737",15.097,5.829,"4,513.225","1,742.566",46.852434,-105.375808,Prairie<br>MT<br>30079
1638,1639,MT,30081,Ravalli,Hamilton,"40,212","6,192.198","2,390.821",24.296,9.381,"6,216.495","2,400.202",46.079298,-114.119065,Ravalli<br>MT<br>30081
1639,1640,MT,30083,Richland,Sidney,"9,746","5,397.906","2,084.143",49.582,19.144,"5,447.487","2,103.287",47.785513,-104.563387,Richland<br>MT<br>30083
1640,1641,MT,30085,Roosevelt,Wolf Point,"10,425","6,098.887","2,354.793",37.876,14.624,"6,136.763","2,369.417",48.282747,-104.995170,Roosevelt<br>MT<br>30085
1641,1642,MT,30087,Rosebud,Forsyth,"9,233","12,976.881","5,010.402",43.007,16.605,"13,019.888","5,027.007",46.161734,-106.701953,Rosebud<br>MT<br>30087
1642,1643,MT,30089,Sanders,Thompson Falls,"11,413","7,149.724","2,760.524",76.301,29.460,"7,226.025","2,789.984",47.756469,-115.180225,Sanders<br>MT<br>30089
1643,1644,MT,30091,Sheridan,Plentywood,"3,384","4,343.617","1,677.080",75.143,29.013,"4,418.760","1,706.093",48.705523,-104.533913,Sheridan<br>MT<br>30091
1644,1645,MT,30093,Silver Bow,Butte,"34,200","1,860.848",718.477,1.489,0.575,"1,862.337",719.052,45.895959,-112.660222,Silver Bow<br>MT<br>30093
1645,1646,MT,30095,Stillwater,Columbus,"9,117","4,649.936","1,795.350",23.914,9.233,"4,673.850","1,804.583",45.663496,-109.391752,Stillwater<br>MT<br>30095
1646,1647,MT,30097,Sweet Grass,Big Timber,"3,651","4,804.958","1,855.205",17.686,6.829,"4,822.644","1,862.034",45.813060,-109.941312,Sweet Grass<br>MT<br>30097
1647,1648,MT,30099,Teton,Choteau,"6,073","5,885.423","2,272.375",52.173,20.144,"5,937.596","2,292.519",47.819035,-112.281725,Teton<br>MT<br>30099
1648,1649,MT,30101,Toole,Shelby,"5,324","4,961.504","1,915.647",78.007,30.119,"5,039.510","1,945.766",48.645052,-111.733493,Toole<br>MT<br>30101
1649,1650,MT,30103,Treasure,Hysham,718,"2,531.448",977.398,17.161,6.626,"2,548.609",984.024,46.209636,-107.280494,Treasure<br>MT<br>30103
1650,1651,MT,30105,Valley,Glasgow,"7,369","12,757.811","4,925.819",352.165,135.972,"13,109.976","5,061.791",48.365713,-106.687883,Valley<br>MT<br>30105
1651,1652,MT,30107,Wheatland,Harlowton,"2,168","3,686.057","1,423.195",13.071,5.047,"3,699.128","1,428.242",46.497047,-109.857147,Wheatland<br>MT<br>30107
1652,1653,MT,30109,Wibaux,Wibaux,"1,017","2,303.185",889.265,1.713,0.661,"2,304.898",889.926,46.962866,-104.274466,Wibaux<br>MT<br>30109
1653,1654,MT,30111,Yellowstone,Billings,"147,972","6,820.199","2,633.294",40.761,15.738,"6,860.960","2,649.032",45.936987,-108.276656,Yellowstone<br>MT<br>30111
1654,1655,NE,31001,Adams,Hastings,"31,364","1,458.869",563.272,2.481,0.958,"1,461.350",564.230,40.520632,-98.500044,Adams<br>NE<br>31001
1655,1656,NE,31003,Antelope,Neligh,"6,685","2,220.184",857.218,3.558,1.374,"2,223.742",858.592,42.183225,-98.058037,Antelope<br>NE<br>31003
1656,1657,NE,31005,Arthur,Arthur,460,"1,852.760",715.355,7.645,2.952,"1,860.405",718.307,41.570856,-101.697045,Arthur<br>NE<br>31005
1657,1658,NE,31007,Banner,Harrisburg,690,"1,932.427",746.114,0.397,0.153,"1,932.824",746.267,41.539750,-103.726263,Banner<br>NE<br>31007
1658,1659,NE,31009,Blaine,Brewster,478,"1,841.156",710.874,9.444,3.646,"1,850.600",714.520,41.925230,-99.990771,Blaine<br>NE<br>31009
1659,1660,NE,31011,Boone,Albion,"5,505","1,778.166",686.554,1.719,0.664,"1,779.884",687.218,41.705400,-98.066794,Boone<br>NE<br>31011
1660,1661,NE,31013,Box Butte,Alliance,"11,308","2,784.995","1,075.293",6.589,2.544,"2,791.584","1,077.837",42.215665,-103.087821,Box Butte<br>NE<br>31013
1661,1662,NE,31015,Boyd,Butte,"2,099","1,398.437",539.940,11.890,4.591,"1,410.328",544.531,42.894448,-98.773022,Boyd<br>NE<br>31015
1662,1663,NE,31017,Brown,Ainsworth,"3,145","3,163.238","1,221.333",9.814,3.789,"3,173.053","1,225.122",42.349390,-99.923176,Brown<br>NE<br>31017
1663,1664,NE,31019,Buffalo,Kearney,"46,102","2,507.399",968.112,18.874,7.287,"2,526.272",975.399,40.855226,-99.074983,Buffalo<br>NE<br>31019
1664,1665,NE,31021,Burt,Tekamah,"6,858","1,273.190",491.581,14.198,5.482,"1,287.388",497.063,41.854179,-96.337746,Burt<br>NE<br>31021
1665,1666,NE,31023,Butler,David City,"8,395","1,514.901",584.907,15.293,5.905,"1,530.194",590.812,41.226072,-97.132040,Butler<br>NE<br>31023
1666,1667,NE,31025,Cass,Plattsmouth,"25,241","1,443.779",557.446,21.873,8.445,"1,465.652",565.891,40.909878,-96.140609,Cass<br>NE<br>31025
1667,1668,NE,31027,Cedar,Hartington,"8,852","1,917.399",740.312,14.335,5.535,"1,931.734",745.847,42.604511,-97.256824,Cedar<br>NE<br>31027
1668,1669,NE,31029,Chase,Imperial,"3,966","2,316.534",894.419,7.978,3.080,"2,324.512",897.499,40.530390,-101.694192,Chase<br>NE<br>31029
1669,1670,NE,31031,Cherry,Valentine,"5,713","15,437.422","5,960.422",126.677,48.910,"15,564.099","6,009.332",42.566985,-101.072622,Cherry<br>NE<br>31031
1670,1671,NE,31033,Cheyenne,Sidney,"9,998","3,098.368","1,196.287",0.293,0.113,"3,098.661","1,196.400",41.214236,-103.011929,Cheyenne<br>NE<br>31033
1671,1672,NE,31035,Clay,Clay Center,"6,542","1,482.223",572.289,3.235,1.249,"1,485.458",573.538,40.523669,-98.051050,Clay<br>NE<br>31035
1672,1673,NE,31037,Colfax,Schuyler,"10,515","1,066.194",411.660,12.578,4.856,"1,078.772",416.516,41.574675,-97.089455,Colfax<br>NE<br>31037
1673,1674,NE,31039,Cuming,West Point,"9,139","1,477.896",570.619,10.447,4.034,"1,488.343",574.653,41.915865,-96.788517,Cuming<br>NE<br>31039
1674,1675,NE,31041,Custer,Broken Bow,"10,939","6,670.570","2,575.522",0.933,0.360,"6,671.503","2,575.882",41.393893,-99.726866,Custer<br>NE<br>31041
1675,1676,NE,31043,Dakota,Dakota City,"21,006",684.416,264.255,8.200,3.166,692.616,267.421,42.390456,-96.562549,Dakota<br>NE<br>31043
1676,1677,NE,31045,Dawes,Chadron,"9,182","3,616.824","1,396.464",11.922,4.603,"3,628.746","1,401.067",42.711214,-103.134872,Dawes<br>NE<br>31045
1677,1678,NE,31047,Dawson,Lexington,"24,326","2,623.906","1,013.096",16.413,6.337,"2,640.319","1,019.433",40.867378,-99.815154,Dawson<br>NE<br>31047
1678,1679,NE,31049,Deuel,Chappell,"1,941","1,139.209",439.851,2.231,0.861,"1,141.440",440.712,41.112988,-102.332604,Deuel<br>NE<br>31049
1679,1680,NE,31051,Dixon,Ponca,"6,000","1,233.434",476.232,17.272,6.669,"1,250.706",482.901,42.485280,-96.855862,Dixon<br>NE<br>31051
1680,1681,NE,31053,Dodge,Fremont,"36,691","1,369.342",528.706,37.020,14.294,"1,406.362",543.000,41.577008,-96.645853,Dodge<br>NE<br>31053
1681,1682,NE,31055,Douglas,Omaha,"517,110",850.693,328.455,28.211,10.892,878.904,339.347,41.297091,-96.154066,Douglas<br>NE<br>31055
1682,1683,NE,31057,Dundy,Benkelman,"2,008","2,381.954",919.678,3.046,1.176,"2,385.000",920.854,40.180165,-101.681133,Dundy<br>NE<br>31057
1683,1684,NE,31059,Fillmore,Geneva,"5,890","1,490.203",575.371,2.990,1.154,"1,493.193",576.525,40.525040,-97.596705,Fillmore<br>NE<br>31059
1684,1685,NE,31061,Franklin,Franklin,"3,225","1,491.356",575.816,0.488,0.188,"1,491.844",576.004,40.183203,-98.962080,Franklin<br>NE<br>31061
1685,1686,NE,31063,Frontier,Stockville,"2,756","2,524.180",974.592,14.213,5.488,"2,538.393",980.080,40.530947,-100.406683,Frontier<br>NE<br>31063
1686,1687,NE,31065,Furnas,Beaver City,"4,959","1,862.543",719.132,3.916,1.512,"1,866.458",720.644,40.191991,-99.909661,Furnas<br>NE<br>31065
1687,1688,NE,31067,Gage,Beatrice,"22,311","2,205.352",851.491,21.929,8.467,"2,227.281",859.958,40.255234,-96.683453,Gage<br>NE<br>31067
1688,1689,NE,31069,Garden,Oshkosh,"2,057","4,414.072","1,704.283",68.875,26.593,"4,482.946","1,730.876",41.659381,-102.328229,Garden<br>NE<br>31069
1689,1690,NE,31071,Garfield,Burwell,"2,049","1,475.749",569.790,4.126,1.593,"1,479.875",571.383,41.905572,-98.922998,Garfield<br>NE<br>31071
1690,1691,NE,31073,Gosper,Elwood,"2,044","1,186.616",458.155,11.832,4.568,"1,198.448",462.723,40.509838,-99.824078,Gosper<br>NE<br>31073
1691,1692,NE,31075,Grant,Hyannis,614,"2,010.410",776.224,18.131,7.000,"2,028.541",783.224,41.915867,-101.756875,Grant<br>NE<br>31075
1692,1693,NE,31077,Greeley,Greeley,"2,538","1,475.804",569.811,2.189,0.845,"1,477.993",570.656,41.567600,-98.530566,Greeley<br>NE<br>31077
1693,1694,NE,31079,Hall,Grand Island,"58,607","1,414.881",546.289,15.166,5.856,"1,430.047",552.145,40.866023,-98.498004,Hall<br>NE<br>31079
1694,1695,NE,31081,Hamilton,Aurora,"9,124","1,406.048",542.878,10.730,4.143,"1,416.778",547.021,40.877145,-98.021943,Hamilton<br>NE<br>31081
1695,1696,NE,31083,Harlan,Alma,"3,423","1,433.470",553.466,53.340,20.595,"1,486.810",574.061,40.178766,-99.403418,Harlan<br>NE<br>31083
1696,1697,NE,31085,Hayes,Hayes Center,967,"1,846.822",713.062,0.571,0.220,"1,847.392",713.282,40.535786,-101.055580,Hayes<br>NE<br>31085
1697,1698,NE,31087,Hitchcock,Trenton,"2,908","1,838.743",709.943,22.103,8.534,"1,860.846",718.477,40.176896,-101.044217,Hitchcock<br>NE<br>31087
1698,1699,NE,31089,Holt,O'Neill,"10,435","6,248.084","2,412.399",13.202,5.097,"6,261.285","2,417.496",42.459287,-98.784766,Holt<br>NE<br>31089
1699,1700,NE,31091,Hooker,Mullen,736,"1,867.696",721.121,0.883,0.341,"1,868.579",721.462,41.918700,-101.116810,Hooker<br>NE<br>31091
1700,1701,NE,31093,Howard,St. Paul,"6,274","1,474.576",569.337,16.202,6.255,"1,490.778",575.592,41.219403,-98.513303,Howard<br>NE<br>31093
1701,1702,NE,31095,Jefferson,Fairbury,"7,547","1,476.771",570.185,14.205,5.485,"1,490.976",575.670,40.175736,-97.143103,Jefferson<br>NE<br>31095
1702,1703,NE,31097,Johnson,Tecumseh,"5,217",973.968,376.051,1.767,0.682,975.735,376.733,40.395457,-96.268562,Johnson<br>NE<br>31097
1703,1704,NE,31099,Kearney,Minden,"6,489","1,337.066",516.244,0.272,0.105,"1,337.338",516.349,40.506269,-98.948461,Kearney<br>NE<br>31099
1704,1705,NE,31101,Keith,Ogallala,"8,368","2,749.531","1,061.600",124.672,48.136,"2,874.203","1,109.736",41.194404,-101.644474,Keith<br>NE<br>31101
1705,1706,NE,31103,Keya Paha,Springview,824,"2,002.247",773.072,2.192,0.847,"2,004.439",773.919,42.875480,-99.718351,Keya Paha<br>NE<br>31103
1706,1707,NE,31105,Kimball,Kimball,"3,821","2,465.269",951.846,1.448,0.559,"2,466.718",952.405,41.199155,-103.711105,Kimball<br>NE<br>31105
1707,1708,NE,31107,Knox,Center,"8,701","2,870.614","1,108.350",81.251,31.371,"2,951.865","1,139.721",42.634405,-97.891349,Knox<br>NE<br>31107
1708,1709,NE,31109,Lancaster,Lincoln,"285,407","2,169.241",837.548,22.877,8.833,"2,192.117",846.381,40.783547,-96.688658,Lancaster<br>NE<br>31109
1709,1710,NE,31111,Lincoln,North Platte,"36,288","6,640.905","2,564.068",28.641,11.058,"6,669.546","2,575.126",41.050322,-100.744481,Lincoln<br>NE<br>31111
1710,1711,NE,31113,Logan,Stapleton,763,"1,478.003",570.660,1.204,0.465,"1,479.207",571.125,41.542156,-100.443665,Logan<br>NE<br>31113
1711,1712,NE,31115,Loup,Taylor,632,"1,471.864",568.290,7.275,2.809,"1,479.139",571.099,41.897714,-99.509764,Loup<br>NE<br>31115
1712,1713,NE,31117,McPherson,Madison,539,"2,224.737",858.976,2.681,1.035,"2,227.418",860.011,41.596473,-101.060237,McPherson<br>NE<br>31117
1713,1714,NE,31119,Madison,Tryon,"34,876","1,483.396",572.743,7.014,2.708,"1,490.410",575.451,41.909929,-97.606856,Madison<br>NE<br>31119
1714,1715,NE,31121,Merrick,Central City,"7,845","1,255.836",484.881,24.907,9.617,"1,280.743",494.498,41.169801,-98.031051,Merrick<br>NE<br>31121
1715,1716,NE,31123,Morrill,Bridgeport,"5,042","3,687.724","1,423.838",15.599,6.023,"3,703.322","1,429.861",41.732205,-102.990599,Morrill<br>NE<br>31123
1716,1717,NE,31125,Nance,Fullerton,"3,735","1,143.824",441.633,17.088,6.598,"1,160.912",448.231,41.402386,-97.991408,Nance<br>NE<br>31125
1717,1718,NE,31127,Nemaha,Auburn,"7,248","1,055.115",407.382,5.755,2.222,"1,060.870",409.604,40.387448,-95.850954,Nemaha<br>NE<br>31127
1718,1719,NE,31129,Nuckolls,Nelson,"4,500","1,489.645",575.155,1.718,0.664,"1,491.364",575.819,40.176492,-98.046842,Nuckolls<br>NE<br>31129
1719,1720,NE,31131,Otoe,Nebraska City,"15,740","1,594.476",615.631,8.775,3.388,"1,603.251",619.019,40.637992,-96.131027,Otoe<br>NE<br>31131
1720,1721,NE,31133,Pawnee,Pawnee City,"2,773","1,116.478",431.075,4.852,1.874,"1,121.330",432.949,40.137850,-96.245225,Pawnee<br>NE<br>31133
1721,1722,NE,31135,Perkins,Grant,"2,970","2,287.828",883.335,2.840,1.097,"2,290.668",884.432,40.856065,-101.636443,Perkins<br>NE<br>31135
1722,1723,NE,31137,Phelps,Holdrege,"9,188","1,398.049",539.790,1.647,0.636,"1,399.695",540.426,40.516365,-99.406557,Phelps<br>NE<br>31137
1723,1724,NE,31139,Pierce,Pierce,"7,266","1,484.707",573.249,3.482,1.344,"1,488.189",574.593,42.271413,-97.610992,Pierce<br>NE<br>31139
1724,1725,NE,31141,Platte,Columbus,"32,237","1,745.806",674.059,27.272,10.530,"1,773.078",684.589,41.576866,-97.513467,Platte<br>NE<br>31141
1725,1726,NE,31143,Polk,Osceola,"5,406","1,135.308",438.345,5.949,2.297,"1,141.257",440.642,41.187925,-97.570663,Polk<br>NE<br>31143
1726,1727,NE,31145,Red Willow,McCook,"11,055","1,856.984",716.985,2.643,1.021,"1,859.627",718.006,40.169420,-100.468576,Red Willow<br>NE<br>31145
1727,1728,NE,31147,Richardson,Falls City,"8,363","1,429.259",551.840,7.078,2.733,"1,436.336",554.573,40.123743,-95.718603,Richardson<br>NE<br>31147
1728,1729,NE,31149,Rock,Bassett,"1,526","2,611.532","1,008.318",8.808,3.401,"2,620.340","1,011.719",42.413325,-99.458530,Rock<br>NE<br>31149
1729,1730,NE,31151,Saline,Wilber,"14,200","1,486.699",574.018,5.935,2.291,"1,492.633",576.309,40.516802,-97.131755,Saline<br>NE<br>31151
1730,1731,NE,31153,Sarpy,Papillion,"158,840",618.982,238.990,22.100,8.533,641.082,247.523,41.115064,-96.109125,Sarpy<br>NE<br>31153
1731,1732,NE,31155,Saunders,Wahoo,"20,780","1,943.097",750.234,24.828,9.586,"1,967.924",759.820,41.223152,-96.640923,Saunders<br>NE<br>31155
1732,1733,NE,31157,Scotts Bluff,Gering,"36,970","1,915.039",739.401,15.438,5.961,"1,930.477",745.362,41.851589,-103.705860,Scotts Bluff<br>NE<br>31157
1733,1734,NE,31159,Seward,Seward,"16,750","1,479.990",571.428,11.548,4.459,"1,491.538",575.887,40.871944,-97.140383,Seward<br>NE<br>31159
1734,1735,NE,31161,Sheridan,Rushville,"5,469","6,321.804","2,440.862",74.942,28.935,"6,396.745","2,469.797",42.507074,-102.389698,Sheridan<br>NE<br>31161
1735,1736,NE,31163,Sherman,Loup City,"3,152","1,465.489",565.828,15.062,5.816,"1,480.551",571.644,41.218743,-98.972849,Sherman<br>NE<br>31163
1736,1737,NE,31165,Sioux,Harrison,"1,311","5,352.832","2,066.740",1.873,0.723,"5,354.705","2,067.463",42.483806,-103.742605,Sioux<br>NE<br>31165
1737,1738,NE,31167,Stanton,Stanton,"6,129","1,108.382",427.949,7.909,3.054,"1,116.290",431.003,41.904793,-97.174724,Stanton<br>NE<br>31167
1738,1739,NE,31169,Thayer,Hebron,"5,228","1,486.153",573.807,3.025,1.168,"1,489.179",574.975,40.173845,-97.596263,Thayer<br>NE<br>31169
1739,1740,NE,31171,Thomas,Thedford,647,"1,847.273",713.236,2.028,0.783,"1,849.301",714.019,41.848620,-100.506911,Thomas<br>NE<br>31171
1740,1741,NE,31173,Thurston,Pender,"6,940","1,019.377",393.584,6.459,2.494,"1,025.836",396.078,42.154061,-96.533943,Thurston<br>NE<br>31173
1741,1742,NE,31175,Valley,Ord,"4,260","1,471.237",568.048,6.243,2.410,"1,477.480",570.458,41.564094,-98.983484,Valley<br>NE<br>31175
1742,1743,NE,31177,Washington,Blair,"20,234","1,009.986",389.958,8.388,3.239,"1,018.374",393.197,41.533979,-96.224574,Washington<br>NE<br>31177
1743,1744,NE,31179,Wayne,Wayne,"9,595","1,147.144",442.915,1.088,0.420,"1,148.232",443.335,42.210746,-97.126243,Wayne<br>NE<br>31179
1744,1745,NE,31181,Webster,Red Cloud,"3,812","1,489.018",574.913,0.337,0.130,"1,489.355",575.043,40.180646,-98.498590,Webster<br>NE<br>31181
1745,1746,NE,31183,Wheeler,Bartlett,818,"1,489.715",575.182,1.059,0.409,"1,490.775",575.591,41.937859,-98.522289,Wheeler<br>NE<br>31183
1746,1747,NE,31185,York,York,"13,665","1,482.793",572.510,8.596,3.319,"1,491.389",575.829,40.873056,-97.596742,York<br>NE<br>31185
1747,1748,NV,32001,Churchill,Fallon,"24,877","12,769.826","4,930.458",242.422,93.600,"13,012.248","5,024.058",39.525701,-118.270419,Churchill<br>NV<br>32001
1748,1749,NV,32003,Clark,Las Vegas,"1,951,269","20,438.711","7,891.431",438.695,169.381,"20,877.406","8,060.812",36.214236,-115.013819,Clark<br>NV<br>32003
1749,1750,NV,32005,Douglas,Minden,"46,997","1,838.164",709.719,72.318,27.922,"1,910.482",737.641,38.905129,-119.609019,Douglas<br>NV<br>32005
1750,1751,NV,32007,Elko,Elko,"48,818","44,469.663","17,169.834",85.759,33.112,"44,555.422","17,202.946",41.141133,-115.351424,Elko<br>NV<br>32007
1751,1752,NV,32009,Esmeralda,Goldfield,783,"9,277.017","3,581.876",18.552,7.163,"9,295.569","3,589.039",37.778966,-117.632382,Esmeralda<br>NV<br>32009
1752,1753,NV,32011,Eureka,Eureka,"1,987","10,814.971","4,175.684",11.083,4.279,"10,826.054","4,179.963",39.977788,-116.272208,Eureka<br>NV<br>32011
1753,1754,NV,32013,Humboldt,Winnemucca,"16,528","24,969.444","9,640.757",44.197,17.065,"25,013.641","9,657.822",41.407914,-118.127592,Humboldt<br>NV<br>32013
1754,1755,NV,32015,Lander,Battle Mountain,"5,775","14,219.306","5,490.105",76.103,29.384,"14,295.409","5,519.489",39.900211,-117.047240,Lander<br>NV<br>32015
1755,1756,NV,32017,Lincoln,Pioche,"5,345","27,539.866","10,633.202",9.803,3.785,"27,549.669","10,636.987",37.634605,-114.863037,Lincoln<br>NV<br>32017
1756,1757,NV,32019,Lyon,Yerington,"51,980","5,183.049","2,001.187",59.603,23.013,"5,242.652","2,024.200",39.022214,-119.197417,Lyon<br>NV<br>32019
1757,1758,NV,32021,Mineral,Hawthorne,"4,772","9,719.821","3,752.844",155.747,60.134,"9,875.568","3,812.978",38.516647,-118.416279,Mineral<br>NV<br>32021
1758,1759,NV,32023,Nye,Tonopah,"43,946","47,090.966","18,181.924",43.209,16.683,"47,134.175","18,198.607",37.966379,-116.459047,Nye<br>NV<br>32023
1759,1760,NV,32027,Pershing,Lovelock,"6,753","15,634.627","6,036.563",79.934,30.863,"15,714.561","6,067.426",40.439639,-118.409477,Pershing<br>NV<br>32027
1760,1761,NV,32029,Storey,Virginia City,"4,010",680.961,262.920,1.872,0.723,682.833,263.643,39.438385,-119.524646,Storey<br>NV<br>32029
1761,1762,NV,32031,Washoe,Reno,"421,407","16,323.052","6,302.366",621.198,239.846,"16,944.250","6,542.212",40.703311,-119.710315,Washoe<br>NV<br>32031
1762,1763,NV,32033,White Pine,Ely,"10,030","22,987.821","8,875.648",54.679,21.112,"23,042.499","8,896.760",39.417804,-114.900945,White Pine<br>NV<br>32033
1763,1764,NV,32510,Carson City ,—,"55,274",374.673,144.662,32.587,12.582,407.260,157.244,39.153447,-119.743442,Carson City <br>NV<br>32510
1764,1765,NH,33001,Belknap,Laconia,"60,088","1,036.596",400.232,177.025,68.350,"1,213.621",468.582,43.519109,-71.425366,Belknap<br>NH<br>33001
1765,1766,NH,33003,Carroll,Ossipee,"47,818","2,411.437",931.061,158.956,61.373,"2,570.393",992.434,43.867567,-71.201665,Carroll<br>NH<br>33003
1766,1767,NH,33005,Cheshire,Keene,"77,117","1,830.242",706.660,58.115,22.439,"1,888.357",729.099,42.925455,-72.248217,Cheshire<br>NH<br>33005
1767,1768,NH,33007,Coos,Lancaster,"33,055","4,648.213","1,794.685",90.778,35.049,"4,738.990","1,829.734",44.652419,-71.289383,Coos<br>NH<br>33007
1768,1769,NH,33009,Grafton,Woodsville,"89,118","4,425.641","1,708.749",105.662,40.796,"4,531.303","1,749.545",43.926488,-71.842264,Grafton<br>NH<br>33009
