year,league_id,team_id,franchise_id,div_id,rank,g,ghome,w,l,div_win,wc_win,lg_win,ws_win,r,ab,h,double,triple,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,team_id_br,team_id_lahman45,team_id_retro
1965,NL,SFN,SFG,,2,163,81.0,95,67,,,N,N,682,5495,1384,169,43,159,476.0,844.0,47.0,27.0,,,593,521,3.2,42,17,42,4395,1325,137,408,1060,148,124,0.976,San Francisco Giants,Candlestick Park,1546075.0,104,102,SFG,SFN,SFN
1965,NL,SLN,STL,,7,162,81.0,80,81,,,N,N,707,5579,1415,234,46,109,477.0,882.0,100.0,52.0,,,674,612,3.77,40,11,35,4383,1414,166,467,916,130,152,0.979,St. Louis Cardinals,Sportsman's Park IV,1241201.0,110,109,STL,SLN,SLN
1965,AL,WS2,TEX,,8,162,81.0,70,92,,,N,N,591,5374,1227,179,33,136,570.0,1125.0,30.0,19.0,,,721,627,3.93,21,8,40,4305,1376,160,633,867,143,148,0.976,Washington Senators,R.F.K. Stadium,560083.0,98,100,WSA,WS2,WS2
1966,NL,ATL,ATL,,5,163,82.0,85,77,,,N,N,782,5617,1476,220,32,207,512.0,913.0,59.0,47.0,,,683,601,3.68,37,10,36,4407,1430,129,485,884,154,139,0.976,Atlanta Braves,Atlanta-Fulton County Stadium,1539801.0,103,102,ATL,ATL,ATL
1966,AL,BAL,BAL,,1,160,79.0,97,63,,,Y,Y,755,5529,1426,243,35,175,514.0,926.0,55.0,43.0,,,601,541,3.32,23,13,51,4398,1267,127,514,1070,115,142,0.981,Baltimore Orioles,Memorial Stadium,1203366.0,99,98,BAL,BAL,BAL
1966,AL,BOS,BOS,,9,162,81.0,72,90,,,N,N,655,5498,1318,228,44,145,542.0,1020.0,35.0,24.0,,,731,637,3.92,32,10,31,4389,1402,164,577,977,153,153,0.975,Boston Red Sox,Fenway Park II,811172.0,111,112,BOS,BOS,BOS
1966,AL,LAA,LAA,,6,162,81.0,80,82,,,N,N,604,5360,1244,179,54,122,525.0,1062.0,80.0,54.0,,,643,576,3.56,31,12,40,4371,1364,136,511,836,136,186,0.979,Los Angeles Angels,Anaheim Stadium,1400321.0,97,97,LAA,LAA,LAA
1966,AL,CHA,CHW,,4,163,81.0,83,79,,,N,N,574,5348,1235,193,40,87,476.0,872.0,153.0,78.0,,,517,439,2.68,38,22,34,4425,1229,101,403,896,160,149,0.976,Chicago White Sox,Comiskey Park,990016.0,93,92,CHW,CHA,CHA
1966,NL,CHN,CHC,,10,162,81.0,59,103,,,N,N,644,5592,1418,203,43,140,457.0,998.0,76.0,47.0,,,809,701,4.33,28,6,24,4374,1513,184,479,908,166,132,0.974,Chicago Cubs,Wrigley Field,635891.0,101,102,CHC,CHN,CHN
1966,NL,CIN,CIN,,7,160,79.0,76,84,,,N,N,692,5521,1434,232,33,149,394.0,877.0,70.0,50.0,,,702,651,4.08,28,10,35,4308,1408,153,490,1043,122,133,0.98,Cincinnati Reds,Crosley Field,742958.0,110,109,CIN,CIN,CIN
1966,AL,CLE,CLE,,5,162,81.0,81,81,,,N,N,574,5474,1300,156,25,155,450.0,914.0,53.0,41.0,,,586,526,3.23,49,15,28,4401,1260,129,489,1111,138,132,0.977,Cleveland Indians,Cleveland Stadium,903359.0,100,100,CLE,CLE,CLE
1966,AL,DET,DET,,3,162,81.0,88,74,,,N,N,719,5507,1383,224,45,179,551.0,987.0,41.0,34.0,,,698,622,3.85,36,11,38,4362,1356,185,520,1026,117,142,0.981,Detroit Tigers,Tiger Stadium,1124293.0,103,102,DET,DET,DET
1966,NL,HOU,HOU,,8,163,81.0,72,90,,,N,N,612,5511,1405,203,35,112,491.0,885.0,90.0,47.0,,,695,603,3.76,34,13,26,4329,1468,130,391,929,174,126,0.972,Houston Astros,Astrodome,1872108.0,93,94,HOU,HOU,HOU
1966,AL,KC1,OAK,,7,160,81.0,74,86,,,N,N,564,5328,1259,212,56,70,421.0,982.0,132.0,50.0,,,648,568,3.56,19,11,47,4305,1281,106,630,854,139,154,0.977,Kansas City Athletics,Municipal Stadium I,773929.0,97,99,KCA,KC1,KC1
1966,NL,LAN,LAD,,1,162,81.0,95,67,,,Y,N,606,5471,1399,201,27,108,430.0,830.0,94.0,64.0,,,490,424,2.62,52,20,35,4374,1287,84,356,1084,133,128,0.979,Los Angeles Dodgers,Dodger Stadium,2617029.0,92,91,LAD,LAN,LAN
1966,AL,MIN,MIN,,2,162,81.0,89,73,,,N,N,663,5390,1341,219,33,144,513.0,844.0,67.0,42.0,,,581,500,3.13,52,11,28,4314,1246,139,392,1015,139,118,0.977,Minnesota Twins,Metropolitan Stadium,1259374.0,107,105,MIN,MIN,MIN
1966,AL,NYA,NYY,,10,160,82.0,70,89,,,N,N,611,5330,1254,182,36,162,485.0,817.0,49.0,29.0,,,612,536,3.41,29,7,32,4245,1318,124,443,842,142,142,0.977,New York Yankees,Yankee Stadium I,1124648.0,95,96,NYY,NYA,NYA
1966,NL,NYN,NYM,,9,161,81.0,66,95,,,N,N,587,5371,1286,187,35,98,446.0,992.0,55.0,46.0,,,761,661,4.17,37,9,22,4281,1497,166,521,773,159,171,0.975,New York Mets,Shea Stadium,1932693.0,97,100,NYM,NYN,NYN
1966,NL,PHI,PHI,,4,162,81.0,87,75,,,N,N,696,5607,1448,224,49,117,510.0,969.0,56.0,42.0,,,640,579,3.57,52,15,23,4377,1439,137,412,928,113,147,0.982,Philadelphia Phillies,Connie Mack Stadium,1108201.0,100,99,PHI,PHI,PHI
1966,NL,PIT,PIT,,3,162,81.0,92,70,,,N,N,759,5676,1586,238,66,158,405.0,1011.0,64.0,60.0,,,641,572,3.52,35,12,43,4389,1445,125,463,898,141,215,0.978,Pittsburgh Pirates,Forbes Field,1196618.0,100,99,PIT,PIT,PIT
1966,NL,SFN,SFG,,2,161,81.0,93,68,,,N,N,675,5539,1373,195,31,181,414.0,860.0,29.0,30.0,,,626,531,3.24,52,14,27,4428,1370,140,359,973,168,131,0.974,San Francisco Giants,Candlestick Park,1657192.0,104,103,SFG,SFN,SFN
1966,NL,SLN,STL,,6,162,81.0,83,79,,,N,N,571,5480,1377,196,61,108,345.0,977.0,144.0,61.0,,,577,504,3.11,47,19,32,4377,1345,130,448,892,145,166,0.977,St. Louis Cardinals,Sportsman's Park IV/Busch Stadium II,1712980.0,100,100,STL,SLN,SLN
1966,AL,WS2,TEX,,8,159,78.0,71,88,,,N,N,557,5318,1245,185,40,126,450.0,1069.0,53.0,37.0,,,659,583,3.7,25,6,35,4257,1282,154,448,866,142,139,0.977,Washington Senators,R.F.K. Stadium,576260.0,99,101,WSA,WS2,WS2
1967,NL,ATL,ATL,,7,162,81.0,77,85,,,N,N,631,5450,1307,191,29,158,512.0,947.0,55.0,45.0,,,640,561,3.47,35,5,32,4362,1377,118,449,862,138,148,0.978,Atlanta Braves,Atlanta-Fulton County Stadium,1389222.0,99,99,ATL,ATL,ATL
1967,AL,BAL,BAL,,6,161,77.0,76,85,,,N,N,654,5456,1312,215,44,138,531.0,1002.0,54.0,37.0,,,592,537,3.32,29,17,36,4371,1218,116,566,1034,124,144,0.98,Baltimore Orioles,Memorial Stadium,955053.0,100,98,BAL,BAL,BAL
1967,AL,BOS,BOS,,1,162,81.0,92,70,,,Y,N,722,5471,1394,216,39,158,522.0,1020.0,68.0,59.0,,,614,545,3.36,41,9,44,4377,1307,142,477,1010,142,142,0.977,Boston Red Sox,Fenway Park II,1727832.0,109,109,BOS,BOS,BOS
1967,AL,LAA,LAA,,5,161,83.0,84,77,,,N,N,567,5307,1265,170,37,114,453.0,1021.0,40.0,36.0,,,587,507,3.19,19,14,46,4290,1246,118,525,892,111,135,0.982,Los Angeles Angels,Anaheim Stadium,1317713.0,95,96,LAA,LAA,LAA
1967,AL,CHA,CHW,,4,162,82.0,89,73,,,N,N,531,5383,1209,181,34,89,480.0,849.0,124.0,82.0,,,491,406,2.45,36,24,39,4470,1197,87,465,927,137,149,0.979,Chicago White Sox,Comiskey Park,985634.0,93,93,CHW,CHA,CHA
1967,NL,CHN,CHC,,3,162,84.0,87,74,,,N,N,702,5463,1373,211,49,128,509.0,912.0,63.0,50.0,,,624,563,3.48,47,7,28,4371,1352,142,463,888,121,143,0.981,Chicago Cubs,Wrigley Field,977226.0,105,105,CHC,CHN,CHN
1967,NL,CIN,CIN,,4,162,81.0,87,75,,,N,N,604,5519,1366,251,54,109,372.0,969.0,92.0,63.0,,,563,497,3.05,34,18,39,4404,1328,101,498,1065,121,124,0.98,Cincinnati Reds,Crosley Field,958300.0,112,112,CIN,CIN,CIN
1967,AL,CLE,CLE,,8,162,81.0,75,87,,,N,N,559,5461,1282,213,35,131,413.0,984.0,53.0,65.0,,,613,533,3.25,49,14,27,4431,1258,120,559,1189,115,138,0.981,Cleveland Indians,Cleveland Stadium,662980.0,102,102,CLE,CLE,CLE
1967,AL,DET,DET,,2,163,82.0,91,71,,,N,N,683,5410,1315,192,36,152,626.0,994.0,37.0,21.0,,,587,532,3.32,46,17,40,4329,1230,151,472,1038,130,126,0.978,Detroit Tigers,Tiger Stadium,1447143.0,103,101,DET,DET,DET
1967,NL,HOU,HOU,,9,162,81.0,69,93,,,N,N,626,5506,1372,259,46,93,537.0,934.0,88.0,38.0,,,742,647,4.03,35,8,21,4335,1444,120,485,1060,157,120,0.974,Houston Astros,Astrodome,1348303.0,96,97,HOU,HOU,HOU
1967,AL,KC1,OAK,,10,161,81.0,62,99,,,N,N,533,5349,1244,212,50,69,452.0,1019.0,132.0,59.0,,,660,584,3.68,26,10,34,4284,1265,125,558,990,132,120,0.978,Kansas City Athletics,Municipal Stadium I,726639.0,97,99,KCA,KC1,KC1
1967,NL,LAN,LAD,,8,162,81.0,73,89,,,N,N,519,5456,1285,203,38,82,485.0,881.0,56.0,47.0,,,595,525,3.21,41,17,24,4419,1421,93,393,967,160,144,0.975,Los Angeles Dodgers,Dodger Stadium,1664362.0,91,91,LAD,LAN,LAN
1967,AL,MIN,MIN,,2,164,81.0,91,71,,,N,N,671,5458,1309,216,48,131,512.0,976.0,55.0,37.0,,,590,510,3.14,58,18,24,4383,1336,115,396,1089,132,123,0.978,Minnesota Twins,Metropolitan Stadium,1483547.0,108,107,MIN,MIN,MIN
1967,AL,NYA,NYY,,9,163,82.0,72,90,,,N,N,522,5443,1225,166,17,100,532.0,1043.0,63.0,37.0,,,621,533,3.24,37,16,27,4440,1375,110,480,898,154,144,0.976,New York Yankees,Yankee Stadium I,1259514.0,95,96,NYY,NYA,NYA
1967,NL,NYN,NYM,,10,162,78.0,61,101,,,N,N,498,5417,1288,178,23,83,362.0,981.0,58.0,44.0,,,672,594,3.73,36,10,19,4299,1369,124,536,893,157,147,0.975,New York Mets,Shea Stadium,1565492.0,98,100,NYM,NYN,NYN
1967,NL,PHI,PHI,,5,162,80.0,82,80,,,N,N,612,5401,1306,221,47,103,545.0,1033.0,79.0,62.0,,,581,500,3.1,46,17,23,4359,1372,86,403,967,137,174,0.978,Philadelphia Phillies,Connie Mack Stadium,828888.0,101,101,PHI,PHI,PHI
1967,NL,PIT,PIT,,6,163,81.0,81,81,,,N,N,679,5724,1585,193,62,91,387.0,914.0,79.0,37.0,,,693,606,3.74,35,5,35,4374,1439,108,561,820,141,186,0.978,Pittsburgh Pirates,Forbes Field,907012.0,100,99,PIT,PIT,PIT
1967,NL,SFN,SFG,,2,162,82.0,91,71,,,N,N,652,5524,1354,201,39,140,520.0,978.0,22.0,30.0,,,551,478,2.92,64,17,25,4422,1283,113,453,990,134,149,0.979,San Francisco Giants,Candlestick Park,1242480.0,100,99,SFG,SFN,SFN
1967,NL,SLN,STL,,1,161,81.0,101,60,,,Y,Y,695,5566,1462,225,40,115,443.0,919.0,102.0,54.0,,,557,496,3.05,44,17,45,4395,1313,97,431,956,140,127,0.977,St. Louis Cardinals,Busch Stadium II,2090145.0,99,97,STL,SLN,SLN
1967,AL,WS2,TEX,,6,161,80.0,76,85,,,N,N,550,5441,1211,168,25,115,472.0,1037.0,53.0,37.0,,,637,553,3.38,24,14,39,4419,1334,113,495,878,144,167,0.978,Washington Senators,R.F.K. Stadium,770868.0,96,97,WSA,WS2,WS2
1968,NL,ATL,ATL,,5,163,81.0,81,81,,,N,N,514,5552,1399,179,31,80,414.0,782.0,83.0,44.0,,,549,478,2.92,44,16,29,4422,1326,87,362,871,125,139,0.98,Atlanta Braves,Atlanta-Fulton County Stadium,1126540.0,101,101,ATL,ATL,ATL
1968,AL,BAL,BAL,,2,162,80.0,91,71,,,N,N,579,5275,1187,215,28,133,570.0,1019.0,78.0,32.0,,,497,429,2.66,53,16,31,4353,1111,101,502,1044,120,131,0.981,Baltimore Orioles,Memorial Stadium,943977.0,101,99,BAL,BAL,BAL
1968,AL,BOS,BOS,,4,162,81.0,86,76,,,N,N,614,5303,1253,207,17,125,582.0,974.0,76.0,62.0,,,611,535,3.33,55,17,31,4341,1303,115,523,972,128,147,0.979,Boston Red Sox,Fenway Park II,1940788.0,108,107,BOS,BOS,BOS
1968,AL,LAA,LAA,,8,162,81.0,67,95,,,N,N,498,5331,1209,170,33,83,447.0,1080.0,62.0,50.0,,,615,548,3.43,29,11,31,4311,1234,131,519,869,140,156,0.977,Los Angeles Angels,Anaheim Stadium,1025956.0,95,97,LAA,LAA,LAA
1968,AL,CHA,CHW,,8,162,81.0,67,95,,,N,N,463,5405,1233,169,33,71,397.0,840.0,90.0,50.0,,,527,449,2.75,20,11,40,4404,1290,97,451,834,151,152,0.977,Chicago White Sox,Comiskey Park,803775.0,106,107,CHW,CHA,CHA
1968,NL,CHN,CHC,,3,163,82.0,84,78,,,N,N,612,5458,1319,203,43,130,415.0,854.0,41.0,30.0,,,611,551,3.41,46,12,32,4359,1399,138,392,894,119,149,0.981,Chicago Cubs,Wrigley Field,1043409.0,107,106,CHC,CHN,CHN
1968,NL,CIN,CIN,,4,163,82.0,83,79,,,N,N,690,5767,1573,281,36,106,379.0,938.0,59.0,55.0,,,673,589,3.56,24,16,38,4470,1399,114,573,963,144,144,0.978,Cincinnati Reds,Crosley Field,733354.0,106,106,CIN,CIN,CIN
1968,AL,CLE,CLE,,3,162,81.0,86,75,,,N,N,516,5416,1266,210,36,75,427.0,858.0,115.0,61.0,,,504,433,2.66,48,23,32,4392,1087,98,540,1157,126,130,0.979,Cleveland Indians,Cleveland Stadium,857994.0,99,100,CLE,CLE,CLE
1968,AL,DET,DET,,1,164,81.0,103,59,,,Y,Y,671,5490,1292,190,39,185,521.0,964.0,26.0,32.0,,,492,448,2.71,59,19,29,4467,1180,129,486,1115,101,133,0.984,Detroit Tigers,Tiger Stadium,2031847.0,103,101,DET,DET,DET
1968,NL,HOU,HOU,,10,162,81.0,72,90,,,N,N,510,5336,1233,205,28,66,479.0,988.0,44.0,51.0,,,588,524,3.26,50,12,23,4338,1362,68,479,1021,152,129,0.975,Houston Astros,Astrodome,1312887.0,97,99,HOU,HOU,HOU
1968,NL,LAN,LAD,,7,162,81.0,76,86,,,N,N,470,5354,1234,202,36,67,439.0,980.0,57.0,43.0,,,509,433,2.69,38,23,31,4344,1293,65,414,994,144,144,0.977,Los Angeles Dodgers,Dodger Stadium,1581093.0,92,92,LAD,LAN,LAN
1968,AL,MIN,MIN,,7,162,81.0,79,83,,,N,N,562,5373,1274,207,41,105,445.0,966.0,98.0,54.0,,,546,460,2.89,46,14,29,4299,1224,92,414,996,170,117,0.973,Minnesota Twins,Metropolitan Stadium,1143257.0,107,105,MIN,MIN,MIN
1968,AL,NYA,NYY,,5,164,82.0,83,79,,,N,N,536,5310,1137,154,34,109,566.0,958.0,90.0,50.0,,,531,455,2.79,45,14,27,4401,1308,99,424,831,139,142,0.979,New York Yankees,Yankee Stadium I,1185666.0,96,96,NYY,NYA,NYA
1968,NL,NYN,NYM,,9,163,82.0,73,89,,,N,N,473,5503,1252,178,30,81,379.0,1203.0,72.0,45.0,,,499,448,2.72,45,25,32,4449,1250,87,430,1014,133,142,0.979,New York Mets,Shea Stadium,1781657.0,100,101,NYM,NYN,NYN
1968,AL,OAK,OAK,,6,163,83.0,82,80,,,N,N,569,5406,1300,192,40,94,472.0,1022.0,147.0,61.0,,,544,475,2.94,45,18,29,4365,1220,124,505,997,145,136,0.976,Oakland Athletics,Oakland Coliseum,837466.0,94,94,OAK,OAK,OAK
1968,NL,PHI,PHI,,7,162,81.0,76,86,,,N,N,543,5372,1253,178,30,100,462.0,1003.0,58.0,51.0,,,615,541,3.36,42,12,27,4344,1416,91,421,935,127,163,0.98,Philadelphia Phillies,Connie Mack Stadium,664546.0,100,101,PHI,PHI,PHI
1968,NL,PIT,PIT,,6,163,81.0,80,82,,,N,N,583,5569,1404,180,44,80,422.0,953.0,130.0,59.0,,,532,453,2.74,42,19,30,4461,1322,73,485,897,139,162,0.979,Pittsburgh Pirates,Forbes Field,693485.0,98,97,PIT,PIT,PIT
1968,NL,SFN,SFG,,2,163,81.0,88,74,,,N,N,599,5441,1301,162,33,108,508.0,904.0,50.0,37.0,,,529,442,2.71,77,20,16,4407,1302,86,344,942,162,125,0.975,San Francisco Giants,Candlestick Park,837220.0,101,100,SFG,SFN,SFN
1968,NL,SLN,STL,,1,162,81.0,97,65,,,Y,N,583,5561,1383,227,48,73,378.0,897.0,110.0,45.0,,,472,409,2.49,63,30,32,4437,1282,82,375,971,140,135,0.978,St. Louis Cardinals,Busch Stadium II,2011167.0,99,97,STL,SLN,SLN
1968,AL,WS2,TEX,,10,161,81.0,65,96,,,N,N,524,5400,1208,160,37,124,454.0,960.0,29.0,19.0,,,665,582,3.64,26,11,28,4317,1402,118,517,826,148,144,0.976,Washington Senators,R.F.K. Stadium,546661.0,97,98,WSA,WS2,WS2
1969,NL,ATL,ATL,W,1,162,81.0,93,69,Y,,N,N,691,5460,1411,195,22,141,485.0,665.0,59.0,48.0,,,631,567,3.53,38,7,42,4335,1334,144,438,893,115,114,0.981,Atlanta Braves,Atlanta-Fulton County Stadium,1458320.0,101,101,ATL,ATL,ATL
1969,AL,BAL,BAL,E,1,162,81.0,109,53,Y,,Y,N,779,5518,1465,234,29,175,634.0,806.0,82.0,45.0,,,517,463,2.83,50,20,36,4419,1194,117,498,897,101,145,0.984,Baltimore Orioles,Memorial Stadium,1062069.0,101,99,BAL,BAL,BAL
1969,AL,BOS,BOS,E,3,162,81.0,87,75,N,,N,N,743,5494,1381,234,37,197,658.0,923.0,41.0,47.0,,,736,639,3.92,30,7,41,4398,1423,155,685,935,157,178,0.975,Boston Red Sox,Fenway Park II,1833246.0,107,106,BOS,BOS,BOS
1969,AL,LAA,LAA,W,3,163,81.0,71,91,N,,N,N,528,5316,1221,151,29,88,516.0,929.0,54.0,39.0,,,652,566,3.54,25,9,39,4314,1294,126,517,885,135,164,0.978,Los Angeles Angels,Anaheim Stadium,758388.0,94,95,LAA,LAA,LAA
1969,AL,CHA,CHW,W,5,162,81.0,68,94,N,,N,N,625,5450,1346,210,27,112,552.0,844.0,54.0,22.0,,,723,672,4.21,29,10,25,4311,1470,146,564,810,122,163,0.981,Chicago White Sox,Comiskey Park,589546.0,106,107,CHW,CHA,CHA
1969,NL,CHN,CHC,E,2,163,82.0,92,70,N,,N,N,720,5530,1400,215,40,142,559.0,928.0,30.0,32.0,,,611,540,3.34,58,22,27,4362,1366,118,475,1017,136,149,0.979,Chicago Cubs,Wrigley Field,1674993.0,113,112,CHC,CHN,CHN
1969,NL,CIN,CIN,W,3,163,81.0,89,73,N,,N,N,798,5634,1558,224,42,171,474.0,1042.0,79.0,56.0,,,768,669,4.11,23,11,44,4395,1478,149,611,818,168,158,0.973,Cincinnati Reds,Crosley Field,987991.0,105,105,CIN,CIN,CIN
1969,AL,CLE,CLE,E,6,161,81.0,62,99,N,,N,N,573,5365,1272,173,24,119,535.0,906.0,85.0,37.0,,,717,629,3.94,35,7,22,4311,1330,134,681,1000,142,153,0.976,Cleveland Indians,Cleveland Stadium,619970.0,103,103,CLE,CLE,CLE
1969,AL,DET,DET,E,2,162,81.0,90,72,N,,N,N,701,5441,1316,188,29,182,578.0,922.0,35.0,28.0,,,601,535,3.31,55,20,28,4365,1250,128,586,1032,126,130,0.979,Detroit Tigers,Tiger Stadium,1577481.0,105,104,DET,DET,DET
1969,NL,HOU,HOU,W,5,162,81.0,81,81,N,,N,N,676,5348,1284,208,40,104,699.0,972.0,101.0,58.0,,,668,574,3.6,52,11,34,4305,1347,111,547,1221,150,136,0.975,Houston Astros,Astrodome,1442995.0,98,98,HOU,HOU,HOU
1969,AL,KCA,KCR,W,4,163,82.0,69,93,N,,N,N,586,5462,1311,179,32,98,522.0,901.0,129.0,70.0,,,688,605,3.72,42,10,25,4392,1357,136,560,894,156,114,0.975,Kansas City Royals,Municipal Stadium II,902414.0,100,101,KCR,KCA,KCA
1969,NL,LAN,LAD,W,4,162,81.0,85,77,N,,N,N,645,5532,1405,185,52,97,484.0,823.0,80.0,51.0,,,561,499,3.08,47,20,31,4371,1324,122,420,975,109,130,0.981,Los Angeles Dodgers,Dodger Stadium,1784527.0,93,92,LAD,LAN,LAN
1969,AL,MIN,MIN,W,1,162,81.0,97,65,Y,,N,N,790,5677,1520,246,32,163,599.0,906.0,115.0,70.0,,,618,539,3.24,41,8,43,4491,1388,119,524,906,150,177,0.977,Minnesota Twins,Metropolitan Stadium,1349328.0,104,102,MIN,MIN,MIN
1969,NL,MON,WSN,E,6,162,81.0,52,110,N,,N,N,582,5419,1300,202,33,125,529.0,962.0,52.0,52.0,,,791,686,4.33,26,8,21,4278,1429,145,702,973,184,179,0.97,Montreal Expos,Jarry Park,1212608.0,100,102,MON,MON,MON
1969,AL,NYA,NYY,E,5,162,80.0,80,81,N,,N,N,562,5308,1247,210,44,94,565.0,840.0,119.0,74.0,,,587,517,3.23,53,13,20,4320,1258,118,522,801,131,158,0.979,New York Yankees,Yankee Stadium I,1067996.0,96,96,NYY,NYA,NYA
1969,NL,NYN,NYM,E,1,162,82.0,100,62,Y,,Y,Y,632,5427,1311,184,41,109,527.0,1089.0,66.0,43.0,,,541,488,2.99,51,28,35,4404,1217,119,517,1012,122,146,0.98,New York Mets,Shea Stadium,2175373.0,102,101,NYM,NYN,NYN
1969,AL,OAK,OAK,W,2,162,81.0,88,74,N,,N,N,740,5614,1400,210,28,148,617.0,953.0,100.0,39.0,,,678,610,3.71,42,14,36,4440,1356,163,586,887,137,162,0.978,Oakland Athletics,Oakland Coliseum,778232.0,95,95,OAK,OAK,OAK
1969,NL,PHI,PHI,E,5,162,81.0,63,99,N,,N,N,645,5408,1304,227,35,137,549.0,1130.0,73.0,49.0,,,745,660,4.14,47,14,21,4302,1494,134,570,921,136,157,0.978,Philadelphia Phillies,Connie Mack Stadium,519414.0,98,99,PHI,PHI,PHI
1969,NL,PIT,PIT,E,3,162,81.0,88,74,N,,N,N,725,5626,1557,220,52,119,454.0,944.0,74.0,34.0,,,652,580,3.61,39,9,33,4335,1348,96,553,1124,155,169,0.975,Pittsburgh Pirates,Forbes Field,769369.0,98,97,PIT,PIT,PIT
1969,NL,SDN,SDP,W,6,162,81.0,52,110,N,,N,N,468,5357,1203,180,42,99,423.0,1143.0,45.0,44.0,,,746,670,4.24,16,9,25,4266,1454,113,592,764,155,140,0.975,San Diego Padres,Jack Murphy Stadium,512970.0,96,98,SDP,SDN,SDN
1969,AL,SE1,MIL,W,6,163,82.0,64,98,N,,N,N,639,5444,1276,179,27,125,626.0,1015.0,167.0,59.0,,,799,707,4.35,21,6,33,4389,1490,172,653,963,167,149,0.974,Seattle Pilots,Sicks Stadium,677944.0,97,100,SEP,SE1,SE1
1969,NL,SFN,SFG,W,2,162,81.0,90,72,N,,N,N,713,5474,1325,187,28,136,711.0,1054.0,71.0,32.0,,,636,534,3.26,71,15,17,4419,1381,120,461,906,169,155,0.974,San Francisco Giants,Candlestick Park,873603.0,99,98,SFG,SFN,SFN
1969,NL,SLN,STL,E,4,162,80.0,87,75,N,,N,N,595,5536,1403,228,44,90,503.0,876.0,87.0,49.0,,,540,477,2.94,63,12,26,4380,1289,99,511,1004,138,144,0.978,St. Louis Cardinals,Busch Stadium II,1682783.0,100,99,STL,SLN,SLN
1969,AL,WS2,TEX,E,4,162,81.0,86,76,N,,N,N,694,5447,1365,171,40,148,630.0,900.0,52.0,40.0,,,644,561,3.49,28,10,41,4341,1310,135,656,835,140,159,0.978,Washington Senators,R.F.K. Stadium,918106.0,94,95,WSA,WS2,WS2
1970,NL,ATL,ATL,W,5,162,81.0,76,86,N,,N,N,736,5546,1495,215,24,160,522.0,736.0,58.0,34.0,38.0,42.0,772,688,4.33,45,9,24,4292,1451,185,478,960,141,118,0.977,Atlanta Braves,Atlanta-Fulton County Stadium,1078848.0,106,106,ATL,ATL,ATL
1970,AL,BAL,BAL,E,1,162,81.0,108,54,Y,,Y,Y,792,5545,1424,213,25,179,717.0,952.0,84.0,39.0,44.0,46.0,574,517,3.15,60,12,31,4436,1317,139,469,941,117,148,0.981,Baltimore Orioles,Memorial Stadium,1057069.0,101,98,BAL,BAL,BAL
1970,AL,BOS,BOS,E,3,162,81.0,87,75,N,,N,N,786,5535,1450,252,28,203,594.0,855.0,50.0,48.0,40.0,47.0,722,622,3.87,38,8,44,4339,1391,156,594,1003,156,131,0.974,Boston Red Sox,Fenway Park II,1595278.0,108,107,BOS,BOS,BOS
1970,AL,LAA,LAA,W,3,162,81.0,86,76,N,,N,N,631,5532,1391,197,40,114,447.0,922.0,69.0,27.0,29.0,37.0,630,566,3.48,21,10,49,4387,1280,154,559,922,127,169,0.98,Los Angeles Angels,Anaheim Stadium,1077741.0,96,97,LAA,LAA,LAA
1970,AL,CHA,CHW,W,6,162,84.0,56,106,N,,N,N,633,5514,1394,192,20,123,477.0,872.0,53.0,33.0,42.0,48.0,822,722,4.54,20,6,30,4291,1554,164,556,762,165,187,0.975,Chicago White Sox,Comiskey Park,495355.0,101,102,CHW,CHA,CHA
1970,NL,CHN,CHC,E,2,162,80.0,84,78,N,,N,N,806,5491,1424,228,44,179,607.0,844.0,39.0,16.0,20.0,36.0,679,599,3.76,59,9,25,4305,1402,143,475,1000,137,146,0.978,Chicago Cubs,Wrigley Field,1642705.0,111,110,CHC,CHN,CHN
1970,NL,CIN,CIN,W,1,162,81.0,102,60,Y,,Y,N,775,5540,1498,253,45,191,547.0,984.0,115.0,52.0,29.0,48.0,681,592,3.69,32,15,60,4334,1370,118,592,843,151,173,0.976,Cincinnati Reds,Crosley Field/Riverfront Stadium,1803568.0,104,103,CIN,CIN,CIN
1970,AL,CLE,CLE,E,5,162,81.0,76,86,N,,N,N,649,5463,1358,197,23,183,503.0,909.0,25.0,36.0,37.0,45.0,675,630,3.91,34,8,35,4354,1333,163,689,1076,133,168,0.979,Cleveland Indians,Cleveland Stadium,729752.0,104,105,CLE,CLE,CLE
1970,AL,DET,DET,E,4,162,81.0,79,83,N,,N,N,666,5377,1282,207,38,148,656.0,825.0,29.0,30.0,34.0,49.0,731,658,4.09,33,9,39,4342,1443,153,623,1045,133,142,0.978,Detroit Tigers,Tiger Stadium,1501293.0,101,101,DET,DET,DET
1970,NL,HOU,HOU,W,4,162,81.0,79,83,N,,N,N,744,5574,1446,250,47,129,598.0,911.0,114.0,41.0,27.0,43.0,763,685,4.23,36,6,35,4368,1491,131,577,942,140,144,0.978,Houston Astros,Astrodome,1253444.0,96,96,HOU,HOU,HOU
1970,AL,KCA,KCR,W,4,162,79.0,65,97,N,,N,N,611,5503,1341,202,41,97,514.0,958.0,97.0,53.0,21.0,27.0,705,615,3.78,30,11,25,4391,1346,138,641,915,152,162,0.976,Kansas City Royals,Municipal Stadium II,693047.0,99,100,KCR,KCA,KCA
