# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-GEOD-38612
# Selected columns: 4 (all)
# Timestamp: Wed, 14-Nov-2018 15:43:17
Gene ID	Gene Name	leaf	flower	fruit	root
AT4G04040	PFP-BETA2	109.0	48.0	38.0	56.0
AT4G04055	AT4G04055	0.1	0.2	0.2	0.2
AT4G04075	AT4G04075	0.9	1.0	1.0	3.0
AT4G04077	AT4G04077		77.0	3.0	
AT4G04080	ISU3		6.0	0.1	
AT4G04090	AT4G04090		0.1	7.0	
AT4G04115	AT4G04115				0.1
AT4G04135	AT4G04135	0.5	0.9	0.8	1.0
AT4G04180	AT4G04180	3.0	8.0	7.0	5.0
AT4G04190	AT4G04190	4.0	9.0	7.0	6.0
AT4G04200	AT4G04200	29.0	45.0	41.0	30.0
AT4G04205	AT4G04205	0.1	0.1	0.4	
AT4G04210	PUX4	36.0	53.0	37.0	34.0
AT4G04220	AtRLP46	0.1	0.1		0.1
AT4G04221	AT4G04221	0.3	0.5	0.4	0.2
AT4G04223	AT4G04223	1.0	2.0	2.0	1.0
AT4G04225	AT4G04225	0.6	1.0	0.9	2.0
AT4G04235	AT4G04235	0.2	0.2	0.2	
AT4G04260	AT4G04260	0.2	0.9	0.2	0.1
AT4G04295	AT4G04295				0.1
AT4G04315	AT4G04315		2.0	0.2	
AT4G04320	AT4G04320	27.0	36.0	31.0	32.0
AT4G04325	AT4G04325	0.1	0.2	0.1	0.1
AT4G04330	RBCX1	84.0	2.0	31.0	2.0
AT4G04340	OSCA1	114.0	67.0	78.0	41.0
AT4G04350	EMB2369	49.0	36.0	29.0	8.0
AT4G04360	AT4G04360	8.0	14.0	7.0	6.0
AT4G04370	PCMP-E99	8.0	7.0	6.0	5.0
AT4G04385	AT4G04385			0.1	
AT4G04415	AT4G04415	0.8	0.4	0.8	0.1
AT4G04423	AT4G04423	1.0	0.4	2.0	0.2
AT4G04425	AT4G04425	0.2	0.3	0.2	0.2
AT4G04435	AT4G04435	2.0	3.0	2.0	3.0
AT4G04445	AT4G04445	2.0	2.0	2.0	3.0
AT4G04450	WRKY42	1.0	8.0	0.3	4.0
AT4G04460	APA3	3.0	327.0	28.0	16.0
AT4G04465	AT4G04465	0.6	0.6	0.6	1.0
AT4G04470	PMP22	16.0	30.0	26.0	31.0
AT4G04475	AT4G04475	0.1	1.0	0.8	1.0
AT4G04480	AT4G04480		0.7		
AT4G04485	AT4G04485	0.6	3.0	0.8	2.0
AT4G04490	CRK36	1.0	3.0	0.5	0.3
AT4G04500	CRK37		0.3		
AT4G04510	CRK38		0.2		
AT4G04535	AT4G04535		0.1		
AT4G04540	CRK39	0.1			
AT4G04555	AT4G04555			2.0	
AT4G04565	AT4G04565	10.0	6.0	7.0	11.0
AT4G04570	CRK40	27.0	2.0	3.0	1.0
AT4G04580	AT4G04580		0.1	9.0	0.1
AT4G04585	AT4G04585		0.1		
AT4G04601	AT4G04601	0.1			
AT4G04605	AT4G04605			0.3	
AT4G04610	APR1	56.0	62.0	87.0	51.0
AT4G04614	AT4G04614	23.0	33.0	23.0	35.0
AT4G04615	AT4G04615		0.2	0.3	0.1
AT4G04620	ATG8B	24.0	67.0	43.0	35.0
AT4G04630	AT4G04630	39.0	29.0	9.0	14.0
AT4G04640	ATPC1	1317.0	491.0	789.0	47.0
AT4G04645	AT4G04645		0.2		
AT4G04665	AT4G04665		0.1		
AT4G04670	AT4G04670	6.0	11.0	5.0	10.0
AT4G04675	AT4G04675	0.2	0.5	0.3	0.1
AT4G04680	AT4G04680	0.1	0.3	0.4	0.2
AT4G04690	FBX15		1.0		
AT4G04695	CPK31	4.0	4.0	1.0	17.0
AT4G04700	CPK27	6.0	8.0	3.0	7.0
AT4G04710	CPK22	0.2	0.1	0.2	0.3
AT4G04720	CPK21	40.0	44.0	30.0	53.0
AT4G04730	AT4G04730				0.1
AT4G04740	CPK23	14.0	10.0	9.0	23.0
AT4G04745	AT4G04745	0.4	1.0	0.3	25.0
AT4G04750	AT4G04750	9.0	13.0	4.0	5.0
AT4G04760	AT4G04760	0.3	9.0		1.0
AT4G04770	ABCI8	106.0	108.0	118.0	51.0
AT4G04780	MED21	21.0	36.0	25.0	31.0
AT4G04790	AT4G04790	3.0	6.0	4.0	4.0
AT4G04800	MSRB3	22.0	30.0	24.0	54.0
AT4G04810	MSRB4	5.0	0.4	11.0	19.0
AT4G04830	MSRB5	38.0	20.0	88.0	228.0
AT4G04835	AT4G04835	3.0	0.3	3.0	0.6
AT4G04840	MSRB6	59.0	0.1		2.0
AT4G04850	KEA3	64.0	44.0	32.0	11.0
AT4G04855	AT4G04855	3.0	0.4	3.0	0.8
AT4G04860	DER2.2	20.0	30.0	31.0	54.0
AT4G04865	AT4G04865	2.0	0.1	2.0	0.7
AT4G04870	CLS	9.0	17.0	13.0	18.0
AT4G04875	AT4G04875	0.7	0.1	0.3	0.1
AT4G04880	AT4G04880	16.0	19.0	17.0	10.0
AT4G04885	PCFS4	19.0	24.0	17.0	24.0
AT4G04890	PDF2	68.0	100.0	48.0	9.0
AT4G04895	AT4G04895	0.4	0.1	0.5	0.1
AT4G04900	RIC10	1.0	0.4	0.2	3.0
AT4G04905	AT4G04905		0.1		
AT4G04910	NSF	37.0	56.0	59.0	90.0
AT4G04920	MED16	15.0	20.0	15.0	37.0
AT4G04925	AT4G04925	15.0	11.0	15.0	15.0
AT4G04930	DES-1-LIKE		64.0	6.0	1.0
AT4G04940	AT4G04940	6.0	12.0	7.0	21.0
AT4G04945	AT4G04945		0.1		
AT4G04950	GRXS17	30.0	60.0	51.0	57.0
AT4G04955	ALN	20.0	33.0	41.0	65.0
AT4G04957	AT4G04957			0.1	
AT4G04960	LECRK71	8.0	14.0	11.0	38.0
AT4G04970	CALS11	15.0	19.0	12.0	21.0
AT4G04972	AT4G04972	0.4			12.0
AT4G04975	AT4G04975	0.1	0.1		0.1
AT4G04980	AT4G04980		7.0	0.5	0.1
AT4G04985	AT4G04985		0.1	2.0	
AT4G04990	AT4G04990	0.1	0.1		26.0
AT4G04995	AT4G04995	0.2		0.7	1.0
AT4G05000	VPS28-2	14.0	20.0	15.0	24.0
AT4G05005	AT4G05005	0.1	2.0	0.1	
AT4G05010	AT4G05010	4.0	16.0	10.0	18.0
AT4G05015	AT4G05015	0.1	0.2	0.6	0.9
AT4G05018	AT4G05018	0.1	0.1		0.2
AT4G05020	NDB2	6.0	34.0	19.0	46.0
AT4G05030	AT4G05030		0.7		0.4
AT4G05040	AT4G05040	10.0	12.0	9.0	9.0
AT4G05045	AT4G05045		0.7		
AT4G05048	U49.1		0.7		0.1
AT4G05050	UBQ11	352.0	895.0	991.0	619.0
AT4G05060	PVA43	21.0	18.0	21.0	30.0
AT4G05070	AT4G05070	409.0	51.0	96.0	300.0
AT4G05071	AT4G05071	2.0	1.0	1.0	3.0
AT4G05090	AT4G05090	33.0	19.0	22.0	16.0
AT4G05091	AT4G05091	0.3	0.2	0.2	0.3
AT4G05095	AT4G05095				2.0
AT4G05097	AT4G05097			0.1	1.0
AT4G05100	AtMYB74	1.0	1.0	1.0	8.0
AT4G05105	MIR397A	0.1		7.0	0.1
AT4G05110	ATENT6	1.0	3.0	1.0	
AT4G05115	AT4G05115			0.2	
AT4G05120	ENT3	6.0	21.0	32.0	6.0
AT4G05125	AT4G05125			0.1	
AT4G05130	ENT4	2.0	0.8	0.2	0.2
AT4G05135	AT4G05135		0.1		
AT4G05150	AT4G05150	120.0	36.0	51.0	241.0
AT4G05155	AT4G05155	0.9	2.0	1.0	2.0
AT4G05160	4CLL7	33.0	45.0	32.0	58.0
AT4G05170	AT4G05170	0.8		0.1	8.0
AT4G05180	PSBQ2	3203.0	882.0	1663.0	25.0
AT4G05190	KIN14D	13.0	21.0	8.0	20.0
AT4G05200	CRK25	0.4	0.1		58.0
AT4G05210	LPXD1	0.5	0.7	0.5	2.0
AT4G05230	AT4G05230		4.0		
AT4G05235	AT4G05235			0.1	0.1
AT4G05250	AT4G05250		0.1	0.3	
AT4G05255	AT4G05255		0.4	0.6	
AT4G05260	AT4G05260		0.4		
AT4G05270	AT4G05270		1.0		
AT4G05275	AT4G05275	0.1			0.2
AT4G05295	AT4G05295	0.3		0.1	
AT4G05310	AT4G05310		1.0		
AT4G05315	AT4G05315	0.1	0.1	0.4	0.3
AT4G05320	UBQ10	1184.0	917.0	1036.0	2008.0
AT4G05330	AGD13	18.0	39.0	20.0	12.0
AT4G05335	AT4G05335	0.1	0.3	0.6	0.3
AT4G05340	AT4G05340		0.1		
AT4G05350	AT4G05350		0.2		
AT4G05360	AT4G05360		0.1		
AT4G05365	AT4G05365		0.1		0.1
AT4G05375	AT4G05375		0.1		
AT4G05380	AT4G05380	0.1	1.0	2.0	0.1
AT4G05390	RFNR1	15.0	30.0	42.0	49.0
AT4G05400	AT4G05400	16.0	36.0	26.0	37.0
AT4G05405	AT4G05405	0.2	0.2	0.1	0.3
AT4G05410	YAO	12.0	24.0	14.0	30.0
AT4G05415	AT4G05415			0.1	
AT4G05420	DDB1A	45.0	53.0	43.0	66.0
AT4G05425	AT4G05425		0.4		0.2
AT4G05430	AT4G05430	0.6	1.0	0.5	1.0
AT4G05435	AT4G05435	0.1	0.3	0.3	0.4
AT4G05440	EDA35	9.0	26.0	16.0	18.0
AT4G05450	MFDX1	9.0	17.0	14.0	15.0
AT4G05460	SKIP19	14.0	19.0	15.0	23.0
AT4G05470	AT4G05470		0.2	0.5	
AT4G05475	AT4G05475		0.1	3.0	
AT4G05485	AT4G05485				0.1
AT4G05490	FBL22			0.3	
AT4G05497	FBL9	0.1	0.3	0.2	
AT4G05520	EHD2	19.0	25.0	14.0	22.0
AT4G05525	AT4G05525			0.1	1.0
AT4G05530	SDRA	27.0	72.0	60.0	54.0
AT4G05535	AT4G05535	0.3	0.2	0.1	0.1
AT4G05540	AT4G05540			0.1	
AT4G05545	AT4G05545	0.2	0.3	0.1	0.3
AT4G05553	AT4G05553		0.4	0.1	
AT4G05565	AT4G05565				0.2
AT4G05590	AT4G05590	5.0	4.0	8.0	26.0
AT4G05605	AT4G05605			0.2	
AT4G05630	ARF46		0.2	10.0	
AT4G05631	AT4G05631	12.0	12.0	11.0	11.0
AT4G05650	AT4G05650	1.0	3.0	0.9	0.7
AT4G05655	AT4G05655		0.1		
AT4G05660	AT4G05660		3.0	0.2	
AT4G05665	AT4G05665		0.1		
AT4G05685	AT4G05685	13.0	4.0	4.0	13.0
AT4G05690	AT4G05690	4.0	2.0	1.0	0.1
AT4G05700	AT4G05700		0.2		
AT4G05705	AT4G05705		0.3		
AT4G05710	AT4G05710		0.4		0.1
AT4G05715	AT4G05715	0.1	0.1	0.1	
AT4G05730	AT4G05730		0.3		
AT4G05740	AT4G05740		0.1		
AT4G05745	AT4G05745			0.1	0.2
AT4G05750	AT4G05750			0.1	
AT4G05755	AT4G05755		0.3	0.1	0.1
AT4G05760	AT4G05760	3.0	3.0	2.0	5.0
AT4G05775	AT4G05775	0.1	2.0	0.8	0.7
AT4G05780	AT4G05780		0.4	0.1	0.1
AT4G05785	AT4G05785	1.0	1.0	0.9	1.0
AT4G05790	AT4G05790				0.1
AT4G05805	AT4G05805			0.2	
AT4G05810	AT4G05810	0.2	0.3	0.2	0.3
AT4G05840	AT4G05840	0.5	2.0	1.0	2.0
AT4G05845	AT4G05845		0.4	0.2	0.1
AT4G05850	AT4G05850	0.1	0.1	0.1	
AT4G05855	AT4G05855	0.3	0.1	0.2	
AT4G05860	AT4G05860			0.1	
AT4G05890	AT4G05890		2.0		0.1
AT4G05895	AT4G05895				0.1
AT4G05900	AT4G05900		0.1		
AT4G05915	AT4G05915	0.2			
AT4G05930	AT4G05930			0.2	0.2
AT4G05950	AT4G05950				0.1
AT4G05965	AT4G05965		4.0		
AT4G05970	AT4G05970		3.0	0.1	
AT4G05980	AT4G05980			6.0	
AT4G05985	AT4G05985			0.9	
AT4G05990	AT4G05990		0.3	0.1	
AT4G05995	AT4G05995	0.1			0.1
AT4G06000	AT4G06000				0.1
AT4G06005	AT4G06005		0.1		0.1
AT4G06010	AT4G06010		0.9	0.4	1.0
AT4G06015	AT4G06015	0.1	1.0		0.3
AT4G06045	AT4G06045		0.1	0.1	
AT4G06055	AT4G06055			0.1	
AT4G06060	AT4G06060	4.0	8.0	6.0	7.0
AT4G06065	AT4G06065	0.2		0.1	0.3
AT4G06075	AT4G06075	10.0	0.7	0.6	0.2
AT4G06080	AT4G06080	2.0	0.6	0.2	
AT4G06085	AT4G06085	0.1			
AT4G06090	AT4G06090		0.1		
AT4G06115	AT4G06115	10.0		0.4	
AT4G06140	AT4G06140	0.1			
AT4G06145	AT4G06145		0.1		
AT4G06155	AT4G06155		0.2	0.2	
AT4G06160	AT4G06160		0.1	0.2	0.1
AT4G06165	AT4G06165		0.3		
AT4G06170	AT4G06170			0.1	
AT4G06195	AT4G06195	16.0	4.0	3.0	0.8
AT4G06215	AT4G06215	0.7	0.7	0.2	2.0
AT4G06225	AT4G06225	0.4	0.5	0.4	0.3
AT4G06235	AT4G06235	0.8	3.0	2.0	3.0
AT4G06250	AT4G06250	0.1	0.7	0.1	0.5
AT4G06255	AT4G06255	0.5	2.0	0.4	1.0
AT4G06265	AT4G06265	0.3	0.6	0.6	0.3
AT4G06280	AT4G06280				0.1
AT4G06295	AT4G06295		0.1		
AT4G06300	AT4G06300		0.5		
AT4G06305	AT4G06305	0.9	5.0	2.0	2.0
AT4G06310	AT4G06310	0.6	5.0	1.0	1.0
AT4G06315	AT4G06315	1.0	5.0	2.0	2.0
AT4G06320	AT4G06320	1.0	4.0	3.0	3.0
AT4G06330	AT4G06330	0.2			0.4
AT4G06340	AT4G06340	1.0	1.0	0.9	1.0
AT4G06345	AT4G06345			0.2	
AT4G06365	AT4G06365		0.1		
AT4G06375	AT4G06375	0.2	0.1	0.7	0.1
AT4G06385	AT4G06385				0.1
AT4G06395	AT4G06395	0.2	0.6	0.6	1.0
AT4G06410	AT4G06410	6.0	10.0	4.0	6.0
AT4G06440	AT4G06440			0.1	
AT4G06445	AT4G06445				0.1
AT4G06450	AT4G06450		0.1		
AT4G06534	AT4G06534	4.0	2.0	3.0	9.0
AT4G06536	AT4G06536	4.0	2.0	4.0	9.0
AT4G06598	AT4G06598	12.0	14.0	11.0	9.0
AT4G06599	AT4G06599	26.0	37.0	36.0	48.0
AT4G06634	YY1	16.0	23.0	17.0	23.0
AT4G06675	AT4G06675			2.0	
AT4G06676	AT4G06676	9.0	13.0	11.0	28.0
AT4G06695	AT4G06695	1.0	2.0	1.0	3.0
AT4G06701	AT4G06701	5.0	11.0	10.0	17.0
AT4G06715	AT4G06715		0.1	0.1	
AT4G06744	AT4G06744	3.0	6.0	9.0	93.0
AT4G06746	RAP2-9	2.0	0.2	0.1	10.0
AT4G06755	AT4G06755				0.2
AT4G06760	AT4G06760		0.1		
AT4G06770	AT4G06770	1.0	2.0	2.0	0.1
AT4G06775	AT4G06775	3.0	4.0	3.0	5.0
AT4G06780	AT4G06780		0.1		
AT4G06795	AT4G06795	0.1	0.2	0.2	0.3
AT4G06810	AT4G06810	0.1	0.2	0.1	0.1
AT4G06815	AT4G06815	0.2	0.5	0.1	0.3
AT4G06820	AT4G06820	0.5	0.4	0.2	0.3
AT4G06835	AT4G06835	0.7		0.2	6.0
AT4G06845	AT4G06845			0.1	
AT4G06855	AT4G06855		0.2	0.1	
AT4G06860	AT4G06860			0.1	
AT4G06880	AT4G06880	6.0	14.0	10.0	4.0
AT4G06890	AT4G06890		0.1		
AT4G06900	AT4G06900		0.1	0.1	
AT4G06905	AT4G06905		0.1		
AT4G06915	AT4G06915		0.1		
AT4G06935	AT4G06935	0.2			0.3
AT4G06945	AT4G06945		0.4	0.2	0.1
AT4G06955	AT4G06955	1.0	2.0	1.0	0.8
AT4G06960	AT4G06960		0.1		
AT4G06965	AT4G06965	0.1	0.1	0.1	0.1
AT4G06970	AT4G06970		0.3		
AT4G06975	AT4G06975	0.1	0.5	0.1	1.0
AT4G06980	AT4G06980	6.0	10.0	6.0	10.0
AT4G06995	AT4G06995	0.3	1.0	0.4	0.7
AT4G07000	AT4G07000		0.1		
AT4G07015	AT4G07015			0.2	
AT4G07020	AT4G07020		0.1	0.1	
AT4G07025	AT4G07025		0.1		
AT4G07040	AT4G07040		0.1	3.0	
AT4G07065	AT4G07065	0.1	0.4	0.2	0.1
AT4G07070	AT4G07070	0.3	1.0	0.3	0.6
AT4G07075	AT4G07075				0.1
AT4G07080	AT4G07080	0.2	1.0	1.0	0.7
AT4G07085	AT4G07085		0.2	0.1	
AT4G07090	AT4G07090		0.1		
AT4G07095	AT4G07095		0.2		
AT4G07135	AT4G07135	0.1	0.1	0.1	
AT4G07145	AT4G07145	0.2			0.2
AT4G07150	AT4G07150		0.8		
AT4G07170	AT4G07170	3.0	19.0	0.9	3.0
AT4G07175	AT4G07175		0.1		
AT4G07190	AT4G07190	0.1	0.5	0.1	0.3
AT4G07195	AT4G07195	1.0	0.8	3.0	12.0
AT4G07200	AT4G07200	0.4	0.3	0.1	0.7
AT4G07205	AT4G07205	3.0	2.0	2.0	5.0
AT4G07210	AT4G07210	0.4	0.5	0.4	0.9
AT4G07215	AT4G07215			0.1	0.1
AT4G07230	AT4G07230		0.2		
AT4G07235	AT4G07235		0.1		0.1
AT4G07250	AT4G07250	0.1		0.1	0.1
AT4G07280	AT4G07280		0.1		
AT4G07290	AT4G07290	2.0	3.0	5.0	0.7
AT4G07365	AT4G07365	4.0	5.0	4.0	4.0
AT4G07385	AT4G07385	0.1		0.1	0.3
AT4G07390	AT4G07390	36.0	70.0	64.0	77.0
AT4G07395	AT4G07395	0.1			
AT4G07400	FBL8	6.0	6.0	4.0	4.0
AT4G07410	AT4G07410	37.0	42.0	27.0	76.0
AT4G07455	AT4G07455	53.0	74.0	46.0	31.0
AT4G07465	AT4G07465	0.1			
AT4G07505	AT4G07505		0.1		
AT4G07515	AT4G07515		0.5	0.1	
AT4G07535	AT4G07535				0.1
AT4G07575	AT4G07575				0.1
AT4G07625	AT4G07625	1.0	0.7	0.4	0.4
AT4G07635	AT4G07635		0.4	0.1	0.1
AT4G07645	AT4G07645			0.1	
AT4G07665	AT4G07665		0.1	0.3	
AT4G07670	AT4G07670		0.2		
AT4G07675	AT4G07675		0.1		
AT4G07735	AT4G07735	0.7	0.3	0.1	1.0
AT4G07745	AT4G07745	0.1	0.1		0.1
AT4G07815	AT4G07815	0.3	1.0	21.0	0.4
AT4G07820	AT4G07820	0.5			141.0
AT4G07825	AT4G07825	44.0	51.0	31.0	109.0
AT4G07835	AT4G07835		0.1		
AT4G07845	AT4G07845		0.1	0.1	
AT4G07855	AT4G07855	0.8	1.0	2.0	0.8
AT4G07868	AT4G07868				2.0
AT4G07940	AT4G07940		2.0	2.0	0.3
AT4G07950	AT4G07950	9.0	14.0	10.0	22.0
AT4G07960	CSLC12	1.0	42.0	5.0	7.0
AT4G07975	AT4G07975	2.0	0.4	0.7	0.1
AT4G07990	AT4G07990	11.0	16.0	15.0	19.0
AT4G07995	AT4G07995	3.0	0.4	0.6	0.6
AT4G08005	AT4G08005				0.1
AT4G08025	AT4G08025		7.0	2.0	
AT4G08028	AT4G08028		0.1	2.0	
AT4G08035	AT4G08035	29.0	50.0	35.0	34.0
AT4G08040	ACS11	3.0	0.3	1.0	4.0
AT4G08045	AT4G08045	0.1	0.1	0.3	0.9
AT4G08065	AT4G08065				0.2
AT4G08075	AT4G08075		0.2		
AT4G08085	AT4G08085		0.2		
AT4G08125	AT4G08125	3.0	5.0	2.0	8.0
AT4G08140	AT4G08140			0.4	0.1
AT4G08150	KNAT1	6.0	64.0	23.0	14.0
AT4G08155	AT4G08155	5.0	5.0	3.0	5.0
AT4G08160	AT4G08160	2.0	6.0	7.0	21.0
AT4G08165	AT4G08165	3.0	6.0	4.0	9.0
AT4G08170	ITPK3	9.0	20.0	16.0	10.0
AT4G08175	AT4G08175	2.0	6.0	3.0	9.0
AT4G08180	ORP1C	13.0	27.0	18.0	34.0
AT4G08190	AT4G08190		0.5	0.1	
AT4G08195	AT4G08195	0.1			
AT4G08210	PCMP-E100	0.5	0.9	0.8	1.0
AT4G08215	AT4G08215		0.1	0.1	
AT4G08225	AT4G08225	0.9	2.0	1.0	2.0
AT4G08230	AT4G08230	18.0	38.0	44.0	39.0
AT4G08235	AT4G08235	0.7	0.9	0.9	1.0
AT4G08240	AT4G08240	11.0	21.0	17.0	17.0
AT4G08245	AT4G08245	0.2	0.1	0.1	0.2
AT4G08250	SCL26	0.5	1.0	0.6	2.0
AT4G08260	AT4G08260		0.3	0.1	
AT4G08263	AT4G08263		0.9	0.2	
AT4G08265	AT4G08265		4.0	0.1	
AT4G08280	AT4G08280	36.0	28.0	25.0	26.0
AT4G08290	AT4G08290	22.0	33.0	3.0	46.0
AT4G08295	AT4G08295	2.0	1.0	0.3	0.7
AT4G08300	AT4G08300	7.0	8.0	2.0	16.0
AT4G08305	AT4G08305	5.0	0.9	2.0	2.0
AT4G08310	AT4G08310	39.0	63.0	37.0	47.0
AT4G08320	TPR8	15.0	21.0	17.0	29.0
AT4G08325	AT4G08325	0.5	0.4	0.1	0.4
AT4G08330	AT4G08330	13.0	10.0	10.0	22.0
AT4G08335	AT4G08335		0.1	0.1	
AT4G08345	AT4G08345				0.3
AT4G08350	GTA02	45.0	68.0	51.0	65.0
AT4G08360	AT4G08360		0.7		8.0
AT4G08385	AT4G08385		0.1		
AT4G08390	APXS	46.0	109.0	86.0	114.0
AT4G08400	AT4G08400				34.0
AT4G08410	AT4G08410				39.0
AT4G08415	AT4G08415		0.1		0.3
AT4G08435	AT4G08435				0.1
AT4G08445	AT4G08445			0.3	0.1
AT4G08450	AT4G08450				3.0
AT4G08455	AT4G08455	10.0	17.0	14.0	16.0
AT4G08460	AT4G08460	36.0	48.0	38.0	72.0
AT4G08465	AT4G08465			0.8	
AT4G08470	MAPKKK10	15.0	15.0	11.0	20.0
AT4G08480	MEKK2	13.0	13.0	9.0	17.0
AT4G08500	MEKK1	19.0	23.0	19.0	34.0
AT4G08505	AT4G08505	2.0	3.0	1.0	2.0
AT4G08510	AT4G08510	7.0	14.0	9.0	13.0
AT4G08520	AT4G08520	68.0	155.0	130.0	162.0
AT4G08525	AT4G08525	0.1			0.2
AT4G08530	LTP15			3.0	
AT4G08535	AT4G08535	0.1	2.0	2.0	2.0
AT4G08540	AT4G08540	33.0	27.0	17.0	37.0
AT4G08545	AT4G08545	0.1	0.1	0.1	0.3
AT4G08550	AT4G08550		2.0	2.0	
AT4G08555	AT4G08555	10.0	3.0	28.0	16.0
AT4G08560	AT4G08560		0.1	0.7	
AT4G08565	AT4G08565		0.1		
AT4G08570	HIPP24	0.2	0.2	1.0	9.0
AT4G08580	AT4G08580	10.0	17.0	13.0	17.0
AT4G08590	ORTHL	2.0	8.0	7.0	12.0
AT4G08595	AT4G08595	0.1	0.1		0.1
AT4G08615	AT4G08615	0.8	6.0	2.0	4.0
AT4G08620	SULTR1;1				2.0
AT4G08625	AT4G08625	2.0	6.0	3.0	5.0
AT4G08630	AT4G08630		7.0		
AT4G08640	AT4G08640				0.1
AT4G08670	AT4G08670		138.0	0.3	
AT4G08685	SAH7	41.0	153.0	130.0	29.0
AT4G08690	AT4G08690	14.0	25.0	20.0	74.0
AT4G08700	PUP13	17.0	19.0	19.0	8.0
AT4G08705	AT4G08705	5.0	6.0	5.0	6.0
AT4G08755	AT4G08755	1.0	1.0	0.7	1.0
AT4G08760	AT4G08760	0.2	0.2		
AT4G08770	PER37	0.9	0.5	0.2	92.0
AT4G08780	PER38	0.4	0.7	0.1	22.0
AT4G08785	AT4G08785	1.0	0.4	0.6	2.0
AT4G08790	NLP2	9.0	14.0	12.0	11.0
AT4G08800	AT4G08800		0.7		
AT4G08805	AT4G08805	2.0	3.0	2.0	3.0
AT4G08810	SUB1	41.0	56.0	65.0	54.0
AT4G08825	AT4G08825	0.6	0.3	0.4	0.2
AT4G08835	AT4G08835	0.4	2.0	0.9	0.3
AT4G08840	APUM11		0.2		
AT4G08850	MIK2	53.0	17.0	19.0	118.0
AT4G08865	AT4G08865				0.4
AT4G08867	AT4G08867	0.1			
AT4G08868	AT4G08868	0.1	0.5		0.8
AT4G08869	AT4G08869		4.0	1.0	
AT4G08870	ARGAH2	34.0	127.0	255.0	0.1
AT4G08874	AT4G08874	0.5	1.0	0.5	0.4
AT4G08875	AT4G08875	0.1	4.0	0.9	0.1
AT4G08876	AT4G08876	0.1	0.1	0.1	0.1
AT4G08885	AT4G08885		0.1		
AT4G08895	AT4G08895		0.1		
AT4G08900	ARGAH1	20.0	28.0	24.0	30.0
AT4G08910	AT4G08910	2.0	15.0	14.0	0.2
AT4G08915	AT4G08915	0.4	2.0	1.0	
AT4G08920	CRY1	209.0	80.0	95.0	55.0
AT4G08925	AT4G08925	1.0	1.0	0.7	1.0
AT4G08930	APRL6	28.0	27.0	43.0	43.0
AT4G08940	AT4G08940	4.0	10.0	8.0	6.0
AT4G08950	EXO	41.0	151.0	32.0	33.0
AT4G08960	AT4G08960	14.0	27.0	26.0	28.0
AT4G08965	AT4G08965			0.1	0.1
AT4G08975	AT4G08975		0.1	2.0	
AT4G08980	FBW2	41.0	74.0	51.0	51.0
AT4G08990	MET2	0.1	0.6	3.0	0.1
AT4G09000	GRF1	363.0	356.0	283.0	585.0
AT4G09005	AT4G09005	0.1	0.5	0.2	0.1
AT4G09010	APX4	540.0	219.0	312.0	4.0
AT4G09012	AT4G09012	3.0	4.0	2.0	4.0
AT4G09020	ISA3	34.0	31.0	111.0	43.0
AT4G09030	AGP10	7.0	38.0	77.0	39.0
AT4G09040	AT4G09040	128.0	85.0	59.0	22.0
AT4G09060	AT4G09060	5.0	15.0	5.0	7.0
AT4G09065	AT4G09065				0.1
AT4G09070	MED20B			0.2	
AT4G09075	AT4G09075				0.1
AT4G09080	TOC75-IV	0.8	2.0	3.0	1.0
AT4G09090	AT4G09090		0.7	15.0	
AT4G09100	ATL39		0.1		3.0
AT4G09105	AT4G09105	0.1	5.0	0.5	0.3
AT4G09110	ATL35				2.0
AT4G09125	AT4G09125		0.1		
AT4G09130	ATL37	0.1	0.1		0.6
AT4G09140	MLH1	10.0	18.0	12.0	20.0
AT4G09150	AT4G09150	47.0	57.0	47.0	49.0
AT4G09153	LCR36		6.0	34.0	
AT4G09155	AT4G09155		0.1		
AT4G09160	PATL5	33.0	52.0	20.0	26.0
AT4G09165	AT4G09165	0.1	0.1	0.1	0.2
AT4G09170	AT4G09170	0.3	0.8	0.4	0.9
AT4G09180	BHLH81	15.0	30.0	14.0	27.0
AT4G09185	AT4G09185			0.1	
AT4G09190	AT4G09190		1.0		
AT4G09210	AT4G09210		0.1		
AT4G09240	AT4G09240	1.0	4.0	0.6	0.3
AT4G09265	AT4G09265		0.1	0.1	
AT4G09275	AT4G09275	1.0	3.0	0.1	
AT4G09285	AT4G09285	0.1	0.1		
AT4G09295	AT4G09295			0.1	0.1
AT4G09300	AT4G09300	0.3	2.0	0.2	4.0
AT4G09305	AT4G09305		0.1	0.1	
AT4G09315	AT4G09315		0.1		
AT4G09320	NDK1	796.0	1294.0	1004.0	1088.0
AT4G09335	AT4G09335	0.1	0.1		0.2
AT4G09340	AT4G09340	17.0	31.0	24.0	25.0
AT4G09350	ndhT	20.0	15.0	16.0	0.2
AT4G09365	AT4G09365	1.0	0.8	0.8	3.0
AT4G09375	AT4G09375	8.0	5.0	4.0	3.0
AT4G09405	AT4G09405	5.0	3.0	0.5	2.0
AT4G09415	AT4G09415	1.0	0.7		0.1
AT4G09420	AT4G09420	4.0	0.1	0.4	10.0
AT4G09430	AT4G09430	0.4	0.2		
