Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host,Labels
A/Environment/Hunan/2098,Epi628655,2015-02-02,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.09,2018.22,2015-02-02,Environment,Aa: Na: P48s;
A/environment/Hunan/S40858/2015,Epi1090827,2015-11-18,unknown,China,Hunan,Other Database Import,unknown,unknown,unknown,2015.88,2018.22,2015-11-18,Environment,unknown
A/Environment/Hunan/1012,Epi1101022,2015-12-09,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.94,2018.22,2015-12-09,Environment,Aa: Na: V22i R169k I330r;
A/Hunan/6197/2016,Epi1102062,2016-02-17,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.13,2018.22,2016-02-17,Human,Aa: Na: V201i M406i;
A/Hunan/2287/2017,Epi887635,2017-01-11,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-11,Human,Aa: Na: R383k;
A/Henan/11158/2017,Epi971307,2017-02-07,unknown,China,Henan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.10,2018.22,2017-02-07,Human,Aa: Na: I57v A365i;
A/Hunan/25356/2017,Epi1103966,2017-03-23,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.22,2018.22,2017-03-23,Human,Aa: Na: V22a;
A/Guangdong/15SF055/2015,Epi628695,2015-01-25,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.07,2018.22,2015-01-25,Human,unknown
A/Environment/GD-ST_101/H7N9/2014-2,Epi654129,2014-02-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.08,2018.22,2014-02-01,Environment,unknown
A/Guangdong/MZ828/2015,Epi1057927,2015-11-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.89,2018.22,2015-11-21,Human,Aa: Na: R45h M72t N340s;
A/Environment/Fujian/4164,Epi1057959,2015-05-06,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.34,2018.22,2015-05-06,Environment,unknown
A/Environment/Guangdong/2123,Epi628623,2015-02-03,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.09,2018.22,2015-02-03,Environment,Aa: Na: I57v;
A/Shantou/2002/2015,Epi576005,2015-01-24,unknown,China,Guangdong,Shantou University Medical College,unknown,unknown,unknown,2015.06,2018.22,2015-01-24,Human,Aa: Na: T16i;
A/GD-43/2015/H7N9/2015-01-22,Epi656345,2015-01-22,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.06,2018.22,2015-01-22,Human,unknown
A/Guangdong/15SF043/2015,Epi627112,2015-01-23,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.06,2018.22,2015-01-23,Human,unknown
A/GD-156/2014/H7N9/2014-11-25,Epi656265,2014-11-25,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.90,2018.22,2014-11-25,Human,unknown
A/Guangdong/15SF054/2015,Epi628687,2015-01-22,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.06,2018.22,2015-01-22,Human,unknown
A/GD-54/2015/H7N9/2015-01-27,Epi656377,2015-01-27,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.07,2018.22,2015-01-27,Human,unknown
A/GD-69/2015/H7N9/2015-02-04,Epi656425,2015-02-04,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.09,2018.22,2015-02-04,Human,unknown
A/GD-30/2015/H7N9/2015-01-22,Epi656353,2015-01-22,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.06,2018.22,2015-01-22,Human,unknown
A/Guangdong/15SF030/2015,Epi627120,2015-01-22,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.06,2018.22,2015-01-22,Human,unknown
A/Guangdong/2497/2014,Epi627384,2014-12-03,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.92,2018.22,2014-12-03,Human,unknown
A/Chicken/Guangdong/SW153/2015,Epi580381,2015-02-05,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.10,2018.22,2015-02-05,Chicken,unknown
A/Chicken/Guangdong/SW154/2015,Epi580389,2015-02-10,unknown,China,Guangdong,South China Agricultural University,unknown,unknown,unknown,2015.11,2018.22,2015-02-10,Chicken,unknown
A/chicken/Guangdong/SD027/2015,Epi1090359,2015-03-14,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2015.20,2018.22,2015-03-14,Chicken,unknown
A/GD-72/2015/H7N9/2015-02-07,Epi656433,2015-02-07,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.10,2018.22,2015-02-07,Human,unknown
A/Shantou/2007/2015,Epi576036,2015-02-21,unknown,China,Guangdong,Shantou University Medical College,unknown,unknown,unknown,2015.14,2018.22,2015-02-21,Human,Aa: Na: T282k;
A/Shantou/2003/2015,Epi568234,2015-02-09,unknown,China,Guangdong,Shantou University Medical College,unknown,unknown,unknown,2015.11,2018.22,2015-02-09,Human,unknown
A/Shantou/2001/2015,Epi575997,2015-01-23,unknown,China,Guangdong,Shantou University Medical College,unknown,unknown,unknown,2015.06,2018.22,2015-01-23,Human,Aa: Na: I219m;
A/Shantou/2005/2015,Epi576020,2015-02-21,unknown,China,Guangdong,Shantou University Medical College,unknown,unknown,unknown,2015.14,2018.22,2015-02-21,Human,unknown
A/Shantou/2006/2015,Epi576029,2015-02-24,unknown,China,Guangdong,Shantou University Medical College,unknown,unknown,unknown,2015.15,2018.22,2015-02-24,Human,unknown
A/Shantou/2008/2015,Epi576072,2015-03-11,unknown,China,Guangdong,Shantou University Medical College,unknown,unknown,unknown,2015.19,2018.22,2015-03-11,Human,unknown
A/Shantou/2004/2015,Epi576013,2015-02-15,unknown,China,Guangdong,Shantou University Medical College,unknown,unknown,unknown,2015.12,2018.22,2015-02-15,Human,unknown
A/Shantou/2009/2015,Epi576063,2015-02-16,unknown,China,Guangdong,Shantou University Medical College,unknown,unknown,unknown,2015.13,2018.22,2015-02-16,Human,unknown
A/Shantou/2011/2015,Epi576053,2015-03-01,unknown,China,Guangdong,Shantou University Medical College,unknown,unknown,unknown,2015.16,2018.22,2015-03-01,Human,unknown
A/GD-45/2015/H7N9/2015-01-26,Epi656369,2015-01-26,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.07,2018.22,2015-01-26,Human,unknown
A/GD-124/2015/H7N9/2015-02-26,Epi656489,2015-02-26,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.15,2018.22,2015-02-26,Human,Aa: Na: I145v D248y;
A/Fujian/23/2015,Epi627232,2015-01-19,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.05,2018.22,2015-01-19,Human,unknown
A/GD-21/2015/H7N9/2015-01-16,Epi656321,2015-01-16,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.04,2018.22,2015-01-16,Human,unknown
A/Guangdong/15SF021/2015,Epi627264,2015-01-17,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.04,2018.22,2015-01-17,Human,unknown
A/GD-76/2015/H7N9/2015-02-10,Epi656465,2015-02-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.11,2018.22,2015-02-10,Human,Aa: Na: S366t;
A/GD-91/2015/H7N9/2015-02-26,Epi656481,2015-02-26,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.15,2018.22,2015-02-26,Human,unknown
A/GD-80/2015/H7N9/2015-02-10,Epi656449,2015-02-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.11,2018.22,2015-02-10,Human,Aa: Na: I67n;
A/Guangdong/15SF081/2015,Epi627048,2015-02-10,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.11,2018.22,2015-02-10,Human,unknown
A/GD-81/2015/H7N9/2015-02-10,Epi656457,2015-02-10,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.11,2018.22,2015-02-10,Human,unknown
A/GD-92/2015/H7N9/2015-02-26,Epi656473,2015-02-26,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.15,2018.22,2015-02-26,Human,unknown
A/Guangdong/15SF080/2015,Epi627000,2015-02-10,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.11,2018.22,2015-02-10,Human,unknown
A/Guangdong/15SF027/2015,Epi627024,2015-01-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.05,2018.22,2015-01-21,Human,unknown
A/Guangdong/15SF052/2015,Epi1057935,2015-01-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.05,2018.22,2015-01-21,Human,unknown
A/GD-27/2015/H7N9/2015-01-21,Epi656337,2015-01-21,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.05,2018.22,2015-01-21,Human,unknown
A/Fujian/25/2015,Epi627216,2015-01-22,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.06,2018.22,2015-01-22,Human,unknown
A/GD-20/2015/H7N9/2015-01-15,Epi656313,2015-01-15,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2015.04,2018.22,2015-01-15,Human,unknown
A/Guangdong/15SF020/2015,Epi627192,2015-01-13,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.03,2018.22,2015-01-13,Human,unknown
A/Environment/Guangdong/2127,Epi628631,2015-01-28,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.07,2018.22,2015-01-28,Environment,unknown
A/Environment/Guangdong/2128,Epi628639,2015-01-15,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2015.04,2018.22,2015-01-15,Environment,Aa: Na: N341s;
A/Guangdong/CHN/ST021/2016,Epi866568,2016-02-05,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.10,2018.22,2016-02-05,Human,Aa: Na: S46p Q293l N341i;
A/Environment/Guangdong/1512,Epi1057951,2016-01-08,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.02,2018.22,2016-01-08,Environment,Aa: Na: T282i;
A/chicken/Guangdong/SD032/2017,Epi1090399,2017-01-12,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.03,2018.22,2017-01-12,Chicken,unknown
A/chicken/Guangdong/SD008/2017,Epi1090295,2017-01-09,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.02,2018.22,2017-01-09,Chicken,unknown
A/chicken/Guangdong/SD010/2017,Epi1090303,2017-01-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Chicken,unknown
A/chicken/Guangdong/J2/2017,Epi1074604,2017-02-01,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.16,2018.22,2017-02-xx,Chicken,Aa: Na: I67t Y350c A365t;
A/chicken/Guangdong/SD028/2017,Epi1090375,2017-01-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Chicken,unknown
A/Environment/Guangdong/274,Epi1013208,2016-12-26,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-26,Environment,unknown
A/Environment/Guangdong/273,Epi1013200,2016-12-26,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-26,Environment,unknown
A/Environment/Guangzhou/K4073/2016,Epi1040436,2016-12-15,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment,Aa: Na: E115v L220i;
A/Environment/Guangzhou/K4072/2016,Epi1040434,2016-12-15,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment,Aa: Na: T16r G25a I26m A27s N52s;
A/Dressed_chicken/Guangdong/GZ066/2017,Epi1040452,2017-01-04,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Chicken,Aa: Na: T21a G25e L29r G34r N66h M72r S119a;
A/chicken/Guangdong/SD034/2017,Epi1090407,2017-01-22,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.06,2018.22,2017-01-22,Chicken,unknown
A/Environment/Guangzhou/K4068/2016,Epi1040438,2016-12-15,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment,Aa: Na: A19g I24c E49g;
A/Environment/Guangzhou/K4048/2016,Epi1040442,2016-12-15,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment,Aa: Na: N28y T51s N52k L87f D123y;
A/Environment/Guangzhou/K4075/2016,Epi1040440,2016-12-15,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2016.96,2018.22,2016-12-15,Environment,unknown
A/chicken/Guangdong/J1/2017,Epi1074596,2017-02-01,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.08,2018.22,2017-02-xx,Chicken,Aa: Na: R169g;
A/Guangdong/Th005/2017,Epi926824,2017-02-01,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.08,2018.22,2017-02-01,Human,Aa: Na: T21a G143e;
A/Env/GD-ZS975/H7N9/2016-12-30,Epi997159,2016-12-30,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Environment,Aa: Na: P39s;
A/Env/GD-HY277/H7N9/2016-12-07,Epi972279,2016-12-07,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.93,2018.22,2016-12-07,Environment,Aa: Na: I26m K427n;
A/Env/GD-MZ110/H7N9/2016-11-07,Epi972297,2016-11-07,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.85,2018.22,2016-11-07,Environment,unknown
A/Env/GD-HY219/H7N9/2016-11-02,Epi972277,2016-11-02,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2016.84,2018.22,2016-11-02,Environment,unknown
A/Environment/Guangdong/C16283222/2016,Epi919614,2016-11-07,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.85,2018.22,2016-11-07,Environment,unknown
A/Guangdong/17SF037/2017,Epi1013240,2017-02-09,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-09,Human,Aa: Na: E115v;
A/Guangdong/17SF059/2017,Epi1013256,2017-03-06,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.18,2018.22,2017-03-06,Human,unknown
A/Hunan/11026/2017,Epi1022616,2017-02-11,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.11,2018.22,2017-02-11,Human,Aa: Na: N343d;
A/chicken/Guangdong/SD031/2017,Epi1090391,2017-01-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Chicken,unknown
A/Hunan/17875/2017,Epi1022632,2017-02-28,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-02-28,Human,Aa: Na: I272v;
A/Guangdong/17SF062/2017,Epi1013264,2017-03-11,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.19,2018.22,2017-03-11,Human,unknown
A/Guangdong/17SF006/2017,Epi919598,2017-01-12,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.03,2018.22,2017-01-12,Human,unknown
A/Qingyuan/GIRD1/2017,Epi918738,2017-01-14,unknown,China,Guangdong,Guangzhou Institute Of Respiratory Diseases  Gird ,unknown,unknown,unknown,2017.04,2018.22,2017-01-14,Human,unknown
A/Qingyuan/GIRD01/2017,Epi965018,2017-01-14,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.04,2018.22,2017-01-14,Human,unknown
A/Environment/Guangdong/712,Epi1013216,2017-01-04,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Environment,Aa: Na: A210t D248n;
A/Environment/Guangdong/1666,Epi1100830,2017-02-24,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.15,2018.22,2017-02-24,Environment,unknown
A/Environment/Guangdong/1660,Epi1022648,2017-02-22,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-22,Environment,Aa: Na: R383k;
A/Guangdong/17SF003/2016,Epi1010185,2017-06-19,unknown,China,Guangdong,National Institute For Biological Standards And Control  Nibsc ,unknown,unknown,unknown,2017.46,2018.22,2017-06-19,Human,Aa: Na: A306t;
A/Guangdong/Th008/2017,Epi926816,2017-01-04,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Human,unknown
A/Guangdong/8H324/2017,Epi997219,2017-01-04,unknown,China,Guangdong,Beijing Institute Of Microbiology And Epidemiology,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Human,unknown
A/Guangdong/17SF032/2017,Epi1013224,2017-01-23,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.06,2018.22,2017-01-23,Human,unknown
A/Guangdong/HP001/2017,Epi960364,2017-01-04,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Human,unknown
A/Guangdong/SP440/2017,Epi960365,2017-01-04,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.01,2018.22,2017-01-04,Human,unknown
A/Environment/InnerMongolia/2865,Epi1022707,2017-06-02,unknown,China,Neimenggu,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.42,2018.22,2017-06-02,Environment,unknown
A/Environment/Guangxi/2365,Epi1100846,2017-04-07,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.26,2018.22,2017-04-07,Environment,Aa: Na: N395k;
A/Environment/Guangxi/2406,Epi1100854,2017-03-09,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.18,2018.22,2017-03-09,Environment,Aa: Na: A365t;
A/Guangxi/18892/2017,Epi1018119,2017-02-27,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-02-27,Human,Aa: Na: R281q;
A/Guangxi/18908/2017,Epi1018159,2017-03-16,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.20,2018.22,2017-03-16,Human,Aa: Na: A210t H271y N340i;
A/Hunan/17874/2017,Epi1022624,2017-03-06,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.18,2018.22,2017-03-06,Human,Aa: Na: T13i;
A/Shenzhen/Th008/2017,Epi1010101,2017-04-27,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.32,2018.22,2017-04-27,Human,Aa: Na: R289k;
A/duck/Japan/AQ-HE29-22/2017,Epi1067570,2017-06-23,unknown,Japan,Japan,Other Database Import,unknown,unknown,unknown,2017.47,2018.22,2017-06-23,Other Avian,Aa: Na: S107n R217q;
A/Environment/Beijing/2216,Epi1022608,2017-04-06,unknown,China,Beijing,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.26,2018.22,2017-04-06,Environment,unknown
A/Chicken/Shandong/505,Epi1054117,2017-05-05,unknown,China,Shandong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.34,2018.22,2017-05-05,Chicken,Aa: Na: S188t A396t;
A/Gd-Zs029/H7N9/2017-03-28,Epi1171789,2017-03-28,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2017.24,2018.22,2017-03-28,Human,Aa: Na: H146q A396t;
A/Dressed_chicken/Guangdong/GZ631/2017,Epi1040462,2017-04-13,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Chicken,Aa: Na: N395k;
A/Environment/Guangzhou/K4777-K4882/2017,Epi1040478,2017-02-15,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2017.12,2018.22,2017-02-15,Environment,unknown
A/chicken/Heinan/ZZ01/2017,Epi1040891,2017-04-24,unknown,China,Henan,Other Database Import,unknown,unknown,unknown,2017.31,2018.22,2017-04-24,Chicken,unknown
A/Environment/Guangxi/2409,Epi1100870,2017-03-14,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.20,2018.22,2017-03-14,Environment,Aa: Na: A19t;
A/Guangxi/1/2017,Epi973365,2017-02-18,unknown,China,Guangxi,Guangxi Center For Disease Prevention And Control,unknown,unknown,unknown,2017.13,2018.22,2017-02-18,Human,unknown
A/Guangxi/13452/2017,Epi1018095,2017-02-18,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.13,2018.22,2017-02-18,Human,unknown
A/Guangxi/18902/2017,Epi1018143,2017-03-12,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.19,2018.22,2017-03-12,Human,Aa: Na: T16i;
A/Guangxi/18911/2017,Epi1018175,2017-03-18,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.21,2018.22,2017-03-18,Human,unknown
A/Guangxi/18906/2017,Epi1018151,2017-03-14,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.20,2018.22,2017-03-14,Human,Aa: Na: T10a;
A/Guangxi/18895/2017,Epi1018127,2017-03-03,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.17,2018.22,2017-03-03,Human,unknown
A/Guangxi/4/2017,Epi1018249,2017-02-27,unknown,China,Guangxi,Guangxi Center For Disease Prevention And Control,unknown,unknown,unknown,2017.16,2018.22,2017-02-27,Human,unknown
A/Guangxi/18891/2017,Epi1018111,2017-02-27,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-02-27,Human,unknown
A/Environment/Hebei/2534,Epi1022640,2017-04-26,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.31,2018.22,2017-04-26,Environment,Aa: Na: V345i;
A/Guangxi/18897/2017,Epi1018135,2017-03-04,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.17,2018.22,2017-03-04,Human,unknown
A/Guangxi/7/2017,Epi1018265,2017-03-04,unknown,China,Guangxi,Guangxi Center For Disease Prevention And Control,unknown,unknown,unknown,2017.17,2018.22,2017-03-04,Human,unknown
A/Guangxi/3/2017,Epi1018201,2017-02-22,unknown,China,Guangxi,Guangxi Center For Disease Prevention And Control,unknown,unknown,unknown,2017.14,2018.22,2017-02-22,Human,unknown
A/Guangdong/17SF033/2017,Epi1013232,2017-02-22,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-22,Human,unknown
A/Hebei/27407/2017,Epi1022656,2017-05-13,unknown,China,Hebei,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.36,2018.22,2017-05-13,Human,Aa: Na: H146n;
A/Guangxi/13450/2017,Epi1018087,2017-02-23,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.15,2018.22,2017-02-23,Human,unknown
A/Guangxi/5/2017,Epi1018237,2017-02-28,unknown,China,Guangxi,Guangxi Center For Disease Prevention And Control,unknown,unknown,unknown,2017.16,2018.22,2017-02-28,Human,unknown
A/Guangxi/18888/2017,Epi1018103,2017-02-28,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-02-28,Human,unknown
A/Environment/Shaanxi/2941,Epi1022696,2017-05-05,unknown,China,Shaanxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-05,Environment,unknown
A/Shaanxi/29412/2017,Epi1022672,2017-05-05,unknown,China,Shaanxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.34,2018.22,2017-05-05,Human,unknown
A/Shaanxi/32287/2017,Epi1102596,2017-06-06,unknown,China,Shaanxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.43,2018.22,2017-06-06,Human,Aa: Na: N42d R289k;
A/chicken/Guangdong/SD027/2017,Epi1090367,2017-01-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2017.05,2018.22,2017-01-18,Chicken,Aa: Na: T53i I57v V202i E280k G344e A354d R427k;
A/chicken/Wenzhou/RAQL01/2015,Epi683027,2015-01-01,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2015.03,2018.22,2015-01-xx,Chicken,unknown
A/chicken/Wenzhou/RAQL18/2015,Epi683028,2015-01-01,unknown,China,Zhejiang,Other Database Import,unknown,unknown,unknown,2015.03,2018.22,2015-01-xx,Chicken,unknown
A/Taiwan/4-CGMH1/2014,Epi729453,2014-04-24,unknown,Taiwan,Taiwan,Other Database Import,unknown,unknown,unknown,2014.31,2018.22,2014-04-24,Human,Aa: Na: T16i;
A/Taiwan/2/2014,Epi521919,2014-04-24,unknown,Taiwan,Taiwan,Centers For Disease Control R.o.c.  Taiwan ,unknown,unknown,unknown,2014.31,2018.22,2014-04-24,Human,unknown
A/Taiwan/4-CGMH2/2014,Epi729461,2014-04-24,unknown,Taiwan,Taiwan,Other Database Import,unknown,unknown,unknown,2014.31,2018.22,2014-04-24,Human,unknown
A/chicken/Fujian/S4248/2014,Epi1090231,2014-11-04,unknown,China,Fujian,Other Database Import,unknown,unknown,unknown,2014.84,2018.22,2014-11-04,Chicken,unknown
A/Environment/Fujian/2361,Epi628599,2014-12-30,unknown,China,Fujian,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.99,2018.22,2014-12-30,Environment,Aa: Na: L23f;
A/chicken/Fujian/S4215/2014,Epi1090215,2014-11-04,unknown,China,Fujian,Other Database Import,unknown,unknown,unknown,2014.84,2018.22,2014-11-04,Chicken,unknown
A/chicken/Fujian/S4219/2014,Epi1090223,2014-11-04,unknown,China,Fujian,Other Database Import,unknown,unknown,unknown,2014.84,2018.22,2014-11-04,Chicken,unknown
