Date,Calibre Index Fund,"""Nasdaq Composite, x""","""Nasdaq Composite, y""","""MSCI EAFE Index Fund (ETF), x""",MSCI EAFE Index Fund (ETF),"""Dow Jones Industrial Average, y""","""S&amp;P 500 Index, y"""
2010-12-01,111.410004,,,2010-12-03,57.41,11255.780273,1206.069946
2010-12-02,112.839996,,,2010-12-06,57.15,11362.410156,1221.530029
2010-12-03,113.139999,,,2010-12-07,57.18,11382.089844,1224.709961
2010-12-06,113.0,,,2010-12-08,57.35,11362.19043,1223.119995
2010-12-07,113.059998,,,2010-12-09,57.5,11359.160156,1223.75
2010-12-08,113.510002,,,2010-12-10,57.63,11372.480469,1228.280029
2010-12-09,113.949997,,,2010-12-13,58.25,11370.05957,1233.0
2010-12-10,114.639999,,,2010-12-14,58.34,11410.320313,1240.400024
2010-12-13,114.660004,,,2010-12-15,57.57,11428.55957,1240.459961
2010-12-14,114.760002,,,2010-12-16,57.89,11476.540039,1241.589966
2010-12-15,114.18,,,2010-12-17,57.57,11457.469727,1235.22998
2010-12-16,114.889999,,,2010-12-20,57.7,11499.25,1242.869995
2010-12-17,114.980003,,,2010-12-21,57.64,11491.910156,1243.910034
2010-12-20,115.279999,,,2010-12-22,57.75,11478.129883,1247.079956
2010-12-21,115.989998,,,2010-12-23,57.72,11533.160156,1254.599976
2010-12-22,116.400002,,,2010-12-27,57.6,11559.490234,1258.839966
2010-12-23,115.720001,,,2010-12-28,57.65,11573.490234,1256.77002
2010-12-27,115.790001,,,2010-12-29,58.15,11555.030273,1257.540039
2010-12-28,115.879997,,,2010-12-30,57.87,11575.540039,1258.51001
2010-12-29,116.019997,,,2010-12-31,58.22,11585.379883,1259.780029
2010-12-30,115.839996,,,2011-01-03,58.7,11569.709961,1257.880005
2010-12-31,115.82,,,2011-01-04,58.52,11577.509766,1257.640015
2011-01-03,117.129997,,,2011-01-05,58.27,11670.75,1271.869995
2011-01-04,116.980003,,,2011-01-06,57.6,11691.179688,1270.199951
2011-01-05,117.58000200000001,,,2011-01-07,57.37,11722.889648,1276.560059
2011-01-06,117.379997,,,2011-01-10,57.27,11697.30957,1273.849976
2011-01-07,117.160004,,,2011-01-11,57.66,11674.759766,1271.5
2011-01-10,117.0,,,2011-01-12,58.93,11637.450195,1269.75
2011-01-11,117.43,,,2011-01-13,59.09,11671.879883,1274.47998
2011-01-12,118.5,,,2011-01-14,59.45,11755.44043,1285.959961
2011-01-13,118.300003,,,2011-01-18,59.84,11731.900391,1283.76001
2011-01-14,119.18,,,2011-01-19,59.43,11787.379883,1293.23999
2011-01-18,119.349998,,,2011-01-20,58.92,11837.929688,1295.02002
2011-01-19,118.150002,,,2011-01-21,59.24,11825.290039,1281.920044
2011-01-20,118.0,,,2011-01-24,59.87,11822.799805,1280.26001
2011-01-21,118.290001,,,2011-01-25,59.75,11871.839844,1283.349976
2011-01-24,118.980003,,,2011-01-26,60.13,11980.519531,1290.839966
2011-01-25,119.010002,,,2011-01-27,60.27,11977.19043,1291.180054
2011-01-26,119.519997,,,2011-01-28,58.93,11985.44043,1296.630005
2011-01-27,119.790001,,,2011-01-31,59.44,11989.830078,1299.540039
2011-01-28,117.650002,,,2011-02-01,60.85,11823.700195,1276.339966
2011-01-31,118.550003,,,2011-02-02,60.78,11891.929688,1286.119995
2011-02-01,120.529999,,,2011-02-03,60.81,12040.160156,1307.589966
2011-02-02,120.220001,,,2011-02-04,60.79,12041.969727,1304.030029
2011-02-03,120.519997,,,2011-02-07,60.98,12062.259766,1307.099976
2011-02-04,120.870003,,,2011-02-08,61.38,12092.150391,1310.869995
2011-02-07,121.629997,,,2011-02-09,61.2,12161.629883,1319.050049
2011-02-08,122.16999799999999,,,2011-02-10,60.8,12233.150391,1324.569946
2011-02-09,121.849998,,,2011-02-11,60.83,12239.889648,1320.880005
2011-02-10,121.949997,,,2011-02-14,60.95,12229.290039,1321.869995
2011-02-11,122.639999,,,2011-02-15,60.82,12273.259766,1329.150024
2011-02-14,122.949997,,,2011-02-16,61.5,12268.19043,1332.319946
2011-02-15,122.57,,,2011-02-17,61.71,12226.639648,1328.01001
2011-02-16,123.360001,,,2011-02-18,61.91,12288.169922,1336.319946
2011-02-17,123.75,,,2011-02-22,60.13,12318.139648,1340.430054
2011-02-18,123.989998,,,2011-02-23,60.22,12391.25,1343.01001
2011-02-22,121.440002,,,2011-02-24,60.27,12212.790039,1315.439941
2011-02-23,120.699997,,,2011-02-25,61.04,12105.780273,1307.400024
2011-02-24,120.610001,,,2011-02-28,61.55,12068.5,1306.099976
2011-02-25,121.91999799999999,,,2011-03-01,60.69,12130.450195,1319.880005
2011-02-28,122.599998,,,2011-03-02,60.99,12226.339844,1327.219971
2011-03-01,120.66999799999999,,,2011-03-03,61.79,12058.019531,1306.329956
2011-03-02,120.879997,,,2011-03-04,61.23,12066.799805,1308.439941
2011-03-03,122.970001,,,2011-03-07,60.62,12258.200195,1330.969971
2011-03-04,122.059998,,,2011-03-08,60.85,12169.879883,1321.150024
2011-03-07,121.050003,,,2011-03-09,60.85,12090.030273,1310.130005
2011-03-08,122.150002,,,2011-03-10,59.35,12214.379883,1321.819946
2011-03-09,122.0,,,2011-03-11,59.34,12213.089844,1320.02002
2011-03-10,119.699997,,,2011-03-14,58.28,11984.610352,1295.109985
2011-03-11,120.58000200000001,,,2011-03-15,57.06,12044.400391,1304.280029
2011-03-14,119.849998,,,2011-03-16,55.31,11993.160156,1296.390015
2011-03-15,118.510002,,,2011-03-17,57.13,11855.419922,1281.869995
2011-03-16,116.209999,,,2011-03-18,57.9,11613.299805,1256.880005
2011-03-17,117.760002,,,2011-03-21,59.37,11774.589844,1273.719971
2011-03-18,118.269997,,,2011-03-22,59.18,11858.519531,1279.209961
2011-03-21,120.040001,,,2011-03-23,59.25,12036.530273,1298.380005
2011-03-22,119.629997,,,2011-03-24,60.04,12018.629883,1293.77002
2011-03-23,119.980003,,,2011-03-25,59.38,12086.019531,1297.540039
2011-03-24,120.589996,,,2011-03-28,59.35,12170.55957,1309.660034
2011-03-25,120.980003,,,2011-03-29,59.66,12220.589844,1313.800049
2011-03-28,120.639999,,,2011-03-30,60.37,12197.879883,1310.189941
2011-03-29,121.519997,,,2011-03-31,60.09,12279.009766,1319.439941
2011-03-30,122.339996,,,2011-04-01,60.65,12350.610352,1328.26001
2011-03-31,122.120003,,,2011-04-04,60.73,12319.730469,1325.829956
2011-04-01,122.730003,,,2011-04-05,60.57,12376.719727,1332.410034
2011-04-04,122.779999,,,2011-04-06,61.08,12400.030273,1332.869995
2011-04-05,122.760002,,,2011-04-07,60.78,12393.900391,1332.630005
2011-04-06,123.08000200000001,,,2011-04-08,61.28,12426.75,1335.540039
2011-04-07,122.900002,,,2011-04-11,61.16,12409.490234,1333.51001
2011-04-08,122.400002,,,2011-04-12,60.59,12380.049805,1328.170044
2011-04-11,122.059998,,,2011-04-13,60.74,12381.110352,1324.459961
2011-04-12,121.120003,,,2011-04-14,61.04,12263.580078,1314.160034
2011-04-13,121.150002,,,2011-04-15,60.95,12270.990234,1314.410034
2011-04-14,121.160004,,,2011-04-18,59.7,12285.150391,1314.52002
2011-04-15,121.639999,,,2011-04-19,60.14,12341.830078,1319.680054
2011-04-18,120.300003,,,2011-04-20,61.71,12201.589844,1305.140015
2011-04-19,120.989998,,,2011-04-21,62.07,12266.75,1312.619995
2011-04-20,122.629997,,,2011-04-25,62.07,12453.540039,1330.359985
2011-04-21,123.279999,,,2011-04-26,62.56,12505.990234,1337.380005
2011-04-25,123.08000200000001,,,2011-04-27,63.32,12479.879883,1335.25
2011-04-26,124.18,,,2011-04-28,63.76,12595.370117,1347.23999
2011-04-27,124.980003,,,2011-04-29,63.46,12690.959961,1355.660034
2011-04-28,125.43,,,2011-05-02,63.87,12763.30957,1360.47998
2011-04-29,125.720001,,,2011-05-03,63.35,12810.540039,1363.609985
2011-05-02,125.5,,,2011-05-04,62.82,12807.360352,1361.219971
2011-05-03,125.08000200000001,,,2011-05-05,61.55,12807.509766,1356.619995
2011-05-04,124.239998,,,2011-05-06,61.6,12723.580078,1347.319946
2011-05-05,123.120003,,,2011-05-09,62.04,12584.169922,1335.099976
2011-05-06,123.599998,,,2011-05-10,62.63,12638.740234,1340.199951
2011-05-09,124.16999799999999,,,2011-05-11,61.37,12684.679688,1346.290039
2011-05-10,125.16999799999999,,,2011-05-12,61.57,12760.360352,1357.160034
2011-05-11,123.849998,,,2011-05-13,60.61,12630.030273,1342.079956
2011-05-12,124.470001,,,2011-05-16,60.5,12695.919922,1348.650024
2011-05-13,123.470001,,,2011-05-17,60.64,12595.75,1337.77002
2011-05-16,122.709999,,,2011-05-18,60.99,12548.370117,1329.469971
2011-05-17,122.690002,,,2011-05-19,61.36,12479.580078,1328.97998
2011-05-18,123.800003,,,2011-05-20,60.43,12560.179688,1340.680054
2011-05-19,124.08000200000001,,,2011-05-23,59.08,12605.320313,1343.599976
2011-05-20,123.120003,,,2011-05-24,59.42,12512.040039,1333.27002
2011-05-23,121.650002,,,2011-05-25,59.8,12381.259766,1317.369995
2011-05-24,121.550003,,,2011-05-26,60.36,12356.209961,1316.280029
2011-05-25,121.949997,,,2011-05-27,60.8,12394.660156,1320.469971
2011-05-26,122.459999,,,2011-05-31,62.06,12402.759766,1325.689941
2011-05-27,122.980003,,,2011-06-01,60.59,12441.580078,1331.099976
2011-05-31,124.279999,,,2011-06-02,60.91,12569.790039,1345.199951
2011-06-01,121.470001,,,2011-06-03,60.93,12290.139648,1314.550049
2011-06-02,121.32,,,2011-06-06,60.14,12248.549805,1312.939941
2011-06-03,120.150002,,,2011-06-07,60.68,12151.259766,1300.160034
2011-06-06,118.860001,,,2011-06-08,59.93,12089.959961,1286.170044
2011-06-07,118.75,,,2011-06-09,60.55,12070.80957,1284.939941
2011-06-08,118.269997,,,2011-06-10,59.11,12048.94043,1279.560059
2011-06-09,119.150002,,,2011-06-13,59.22,12124.360352,1289.0
2011-06-10,117.480003,,,2011-06-14,60.26,11951.910156,1270.97998
2011-06-13,117.599998,,,2011-06-15,58.27,11952.969727,1271.829956
2011-06-14,119.089996,,,2011-06-16,58.07,12076.110352,1287.869995
2011-06-15,117.019997,,,2011-06-17,58.68,11897.269531,1265.420044
2011-06-16,117.239998,,,2011-06-20,58.6,11961.519531,1267.640015
2011-06-17,117.599998,,,2011-06-21,59.85,12004.360352,1271.5
2011-06-20,118.230003,,,2011-06-22,58.14,12080.379883,1278.359985
2011-06-21,119.83000200000001,,,2011-06-23,57.65,12190.009766,1295.52002
2011-06-22,119.059998,,,2011-06-24,57.1,12109.669922,1287.140015
2011-06-23,118.190002,,,2011-06-27,57.6,12050.0,1283.5
2011-06-24,116.800003,,,2011-06-28,58.26,11934.580078,1268.449951
2011-06-27,117.870003,,,2011-06-29,59.28,12043.55957,1280.099976
2011-06-28,119.41999799999999,,,2011-06-30,60.14,12188.69043,1296.670044
2011-06-29,120.43,,,2011-07-01,60.8,12261.419922,1307.410034
2011-06-30,121.650002,,,2011-07-05,60.44,12414.339844,1320.640015
2011-07-01,123.410004,,,2011-07-06,60.06,12582.769531,1339.670044
2011-07-05,123.25,,,2011-07-07,60.59,12569.870117,1337.880005
2011-07-06,123.41999799999999,,,2011-07-08,59.82,12626.019531,1339.219971
2011-07-07,124.720001,,,2011-07-11,58.03,12719.490234,1353.219971
2011-07-08,123.849998,,,2011-07-12,57.66,12657.200195,1343.800049
2011-07-11,121.610001,,,2011-07-13,58.48,12505.759766,1319.48999
2011-07-12,121.07,,,2011-07-14,57.99,12446.879883,1313.640015
2011-07-13,121.459999,,,2011-07-15,58.18,12491.610352,1317.719971
2011-07-14,120.639999,,,2011-07-18,57.32,12437.120117,1308.869995
2011-07-15,121.309998,,,2011-07-19,58.2,12479.730469,1316.140015
2011-07-18,120.33000200000001,,,2011-07-20,58.87,12385.160156,1305.439941
2011-07-19,122.290001,,,2011-07-21,60.13,12587.419922,1326.72998
2011-07-20,122.230003,,,2011-07-22,60.22,12571.910156,1325.839966
2011-07-21,123.889999,,,2011-07-25,59.79,12724.410156,1343.800049
2011-07-22,124.010002,,,2011-07-26,60.16,12681.160156,1345.02002
2011-07-25,123.309998,,,2011-07-27,58.69,12592.799805,1337.430054
2011-07-26,122.800003,,,2011-07-28,58.56,12501.299805,1331.939941
2011-07-27,120.309998,,,2011-07-29,58.65,12302.549805,1304.890015
2011-07-28,119.93,,,2011-08-01,57.97,12240.110352,1300.670044
2011-07-29,119.160004,,,2011-08-02,56.44,12143.240234,1292.280029
2011-08-01,118.660004,,,2011-08-03,56.79,12132.490234,1286.939941
2011-08-02,115.629997,,,2011-08-04,52.79,11866.620117,1254.050049
2011-08-03,116.25,,,2011-08-05,53.75,11896.44043,1260.339966
2011-08-04,110.699997,,,2011-08-08,49.73,11383.679688,1200.069946
2011-08-05,110.639999,,,2011-08-09,53.08,11444.610352,1199.380005
2011-08-08,103.279999,,,2011-08-10,49.89,10809.849609,1119.459961
2011-08-09,108.18,,,2011-08-11,52.3,11239.769531,1172.530029
2011-08-10,103.449997,,,2011-08-12,52.91,10719.94043,1120.76001
2011-08-11,108.25,,,2011-08-15,54.13,11143.30957,1172.640015
2011-08-12,108.82,,,2011-08-16,53.34,11269.019531,1178.810059
2011-08-15,111.199997,,,2011-08-17,53.65,11482.900391,1204.48999
2011-08-16,110.139999,,,2011-08-18,51.03,11405.929688,1192.76001
2011-08-17,110.269997,,,2011-08-19,50.17,11410.209961,1193.890015
2011-08-18,105.360001,,,2011-08-22,50.47,10990.580078,1140.650024
2011-08-19,103.779999,,,2011-08-23,52.16,10817.650391,1123.530029
2011-08-22,103.809998,,,2011-08-24,52.15,10854.650391,1123.819946
2011-08-23,107.360001,,,2011-08-25,50.87,11176.759766,1162.349976
2011-08-24,108.790001,,,2011-08-26,51.69,11320.709961,1177.599976
2011-08-25,107.099998,,,2011-08-29,52.93,11149.820313,1159.27002
2011-08-26,108.730003,,,2011-08-30,52.63,11284.540039,1176.800049
2011-08-29,111.82,,,2011-08-31,53.59,11539.25,1210.079956
2011-08-30,112.099998,,,2011-09-01,52.91,11559.950195,1212.920044
2011-08-31,112.66999799999999,,,2011-09-02,51.7,11613.530273,1218.890015
2011-09-01,111.339996,,,2011-09-06,50.02,11493.570313,1204.420044
2011-09-02,108.529999,,,2011-09-07,51.52,11240.259766,1173.969971
2011-09-06,107.730003,,,2011-09-08,50.49,11139.299805,1165.23999
2011-09-07,110.839996,,,2011-09-09,48.76,11414.860352,1198.619995
2011-09-08,109.660004,,,2011-09-12,48.56,11295.80957,1185.900024
2011-09-09,106.739998,,,2011-09-13,49.09,10992.129883,1154.22998
2011-09-12,107.489998,,,2011-09-14,49.8,11061.120117,1162.27002
2011-09-13,108.5,,,2011-09-15,50.89,11105.849609,1172.869995
2011-09-14,109.959999,,,2011-09-16,50.85,11246.730469,1188.680054
2011-09-15,111.879997,,,2011-09-19,49.48,11433.179688,1209.109985
2011-09-16,112.519997,,,2011-09-20,49.7,11509.089844,1216.01001
2011-09-19,111.410004,,,2011-09-21,48.25,11401.009766,1204.089966
2011-09-20,111.230003,,,2011-09-22,46.66,11408.660156,1202.089966
2011-09-21,107.959999,,,2011-09-23,47.19,11124.839844,1166.76001
2011-09-22,103.970001,,,2011-09-26,48.16,10733.830078,1129.560059
2011-09-23,104.610001,,,2011-09-27,49.35,10771.480469,1136.430054
2011-09-26,107.050003,,,2011-09-28,48.54,11043.860352,1162.949951
2011-09-27,108.199997,,,2011-09-29,49.46,11190.69043,1175.380005
2011-09-28,105.989998,,,2011-09-30,47.75,11010.900391,1151.060059
2011-09-29,106.849998,,,2011-10-03,46.52,11153.980469,1160.400024
2011-09-30,104.18,,,2011-10-04,47.3,10913.379883,1131.420044
2011-10-03,101.220001,,,2011-10-05,48.03,10655.299805,1099.22998
2011-10-04,103.510002,,,2011-10-06,49.32,10808.709961,1123.949951
2011-10-05,105.410004,,,2011-10-07,48.98,10939.950195,1144.030029
2011-10-06,107.349998,,,2011-10-10,50.83,11123.330078,1164.969971
2011-10-07,106.480003,,,2011-10-11,50.76,11103.120117,1155.459961
2011-10-10,110.110001,,,2011-10-12,51.5,11433.179688,1194.890015
2011-10-11,110.16999799999999,,,2011-10-13,51.52,11416.299805,1195.540039
2011-10-12,111.269997,,,2011-10-14,52.12,11518.849609,1207.25
2011-10-13,110.949997,,,2011-10-17,50.92,11478.129883,1203.660034
2011-10-14,112.870003,,,2011-10-18,51.65,11644.490234,1224.579956
2011-10-17,110.690002,,,2011-10-19,50.68,11397.0,1200.859985
2011-10-18,112.949997,,,2011-10-20,50.85,11577.049805,1225.380005
2011-10-19,111.540001,,,2011-10-21,52.1,11504.620117,1209.880005
2011-10-20,112.050003,,,2011-10-24,52.86,11541.780273,1215.390015
2011-10-21,114.160004,,,2011-10-25,51.95,11808.790039,1238.25
2011-10-24,115.629997,,,2011-10-26,52.68,11913.620117,1254.189941
2011-10-25,113.309998,,,2011-10-27,55.43,11706.620117,1229.050049
2011-10-26,114.5,,,2011-10-28,55.2,11869.040039,1242.0
2011-10-27,118.440002,,,2011-10-31,52.37,12208.549805,1284.589966
2011-10-28,118.480003,,,2011-11-01,50.69,12231.110352,1285.089966
2011-10-31,115.550003,,,2011-11-02,51.17,11955.009766,1253.300049
2011-11-01,112.33000200000001,,,2011-11-03,52.46,11657.959961,1218.280029
2011-11-02,114.150002,,,2011-11-04,51.8,11836.040039,1237.900024
2011-11-03,116.309998,,,2011-11-07,52.02,12044.469727,1261.150024
2011-11-04,115.58000200000001,,,2011-11-08,52.62,11983.240234,1253.22998
2011-11-07,116.32,,,2011-11-09,49.95,12068.389648,1261.119995
2011-11-08,117.75,,,2011-11-10,50.54,12170.179688,1275.920044
2011-11-09,113.440002,,,2011-11-11,51.8,11780.94043,1229.099976
2011-11-10,114.43,,,2011-11-14,50.88,11893.860352,1239.699951
2011-11-11,116.660004,,,2011-11-15,50.74,12153.679688,1263.849976
2011-11-14,115.559998,,,2011-11-16,49.77,12078.980469,1251.780029
2011-11-15,116.139999,,,2011-11-17,49.23,12096.160156,1257.810059
2011-11-16,114.239998,,,2011-11-18,49.4,11905.589844,1236.910034
2011-11-17,112.33000200000001,,,2011-11-21,48.15,11770.730469,1216.130005
2011-11-18,112.290001,,,2011-11-22,48.01,11796.160156,1215.650024
2011-11-21,110.199997,,,2011-11-23,46.68,11547.30957,1192.97998
2011-11-22,109.75,,,2011-11-25,46.45,11493.719727,1188.040039
2011-11-23,107.33000200000001,,,2011-11-28,48.44,11257.549805,1161.790039
2011-11-25,107.059998,,,2011-11-29,48.75,11231.650391,1158.670044
2011-11-28,110.199997,,,2011-11-30,51.29,11523.009766,1192.550049
2011-11-29,110.480003,,,2011-12-01,50.8,11555.629883,1195.189941
2011-11-30,115.279999,,,2011-12-02,50.83,12045.679688,1246.959961
2011-12-01,115.07,,,2011-12-05,51.37,12020.030273,1244.579956
2011-12-02,115.040001,,,2011-12-06,51.13,12019.419922,1244.280029
2011-12-05,116.230003,,,2011-12-07,51.49,12097.830078,1257.079956
2011-12-06,116.360001,,,2011-12-08,49.81,12150.129883,1258.469971
2011-12-07,116.629997,,,2011-12-09,51.04,12196.370117,1261.01001
2011-12-08,114.16999799999999,,,2011-12-12,49.53,11997.700195,1234.349976
2011-12-09,116.089996,,,2011-12-13,48.88,12184.259766,1255.189941
2011-12-12,114.360001,,,2011-12-14,48.27,12021.389648,1236.469971
2011-12-13,113.389999,,,2011-12-15,48.56,11954.94043,1225.72998
2011-12-14,112.120003,,,2011-12-16,48.35,11823.480469,1211.819946
2011-12-15,112.489998,,,2011-12-19,47.9,11868.80957,1215.75
2011-12-16,112.860001,,,2011-12-20,49.01,11866.389648,1219.660034
2011-12-19,111.529999,,,2011-12-21,48.73,11766.259766,1205.349976
2011-12-20,114.879997,,,2011-12-22,49.18,12103.580078,1241.300049
2011-12-21,115.099998,,,2011-12-23,49.5,12107.740234,1243.719971
2011-12-22,115.43,,,2011-12-27,49.31,12169.650391,1254.0
2011-12-23,116.470001,,,2011-12-28,48.43,12294.0,1265.329956
2011-12-27,116.480003,,,2011-12-29,49.31,12291.349609,1265.430054
2011-12-28,115.059998,,,2011-12-30,49.53,12151.410156,1249.640015
2011-12-29,116.290001,,,2012-01-03,50.89,12287.040039,1263.02002
2011-12-30,115.800003,,,2012-01-04,50.58,12217.55957,1257.599976
2012-01-03,117.589996,,,2012-01-05,49.84,12397.379883,1277.060059
2012-01-04,117.639999,,,2012-01-06,49.15,12418.419922,1277.300049
2012-01-05,117.980003,,,2012-01-09,49.36,12415.700195,1281.060059
2012-01-06,117.730003,,,2012-01-10,50.09,12359.919922,1277.810059
2012-01-09,117.989998,,,2012-01-11,49.95,12392.69043,1280.699951
2012-01-10,119.040001,,,2012-01-12,50.14,12462.469727,1292.079956
2012-01-11,119.089996,,,2012-01-13,49.61,12449.450195,1292.47998
2012-01-12,119.370003,,,2012-01-17,50.16,12471.019531,1295.5
2012-01-13,118.779999,,,2012-01-18,51.03,12422.05957,1289.089966
2012-01-17,119.199997,,,2012-01-19,51.66,12482.070313,1293.670044
2012-01-18,120.540001,,,2012-01-20,51.93,12578.950195,1308.040039
2012-01-19,121.139999,,,2012-01-23,52.13,12623.980469,1314.5
2012-01-20,121.230003,,,2012-01-24,51.84,12720.480469,1315.380005
2012-01-23,121.279999,,,2012-01-25,52.38,12708.820313,1316.0
2012-01-24,121.160004,,,2012-01-26,52.4,12675.75,1314.650024
2012-01-25,122.209999,,,2012-01-27,52.49,12758.849609,1326.060059
2012-01-26,121.519997,,,2012-01-30,51.87,12734.629883,1318.430054
2012-01-27,121.33000200000001,,,2012-01-31,52.14,12660.459961,1316.329956
2012-01-30,121.019997,,,2012-02-01,52.97,12653.719727,1313.01001
2012-01-31,120.970001,,,2012-02-03,53.91,12632.910156,1312.410034
2012-02-01,122.07,,,2012-02-06,53.64,12716.459961,1324.089966
2012-02-02,122.209999,,,2012-02-07,53.97,12705.410156,1325.540039
2012-02-03,124.010002,,,2012-02-08,54.16,12862.230469,1344.900024
2012-02-06,123.959999,,,2012-02-09,54.3,12845.129883,1344.329956
2012-02-07,124.209999,,,2012-02-10,53.28,12878.200195,1347.050049
2012-02-08,124.519997,,,2012-02-13,53.9,12883.950195,1349.959961
2012-02-09,124.709999,,,2012-02-14,53.48,12890.459961,1351.949951
2012-02-10,123.849998,,,2012-02-15,53.54,12801.230469,1342.640015
2012-02-13,124.720001,,,2012-02-16,54.28,12874.040039,1351.77002
2012-02-14,124.620003,,,2012-02-17,54.52,12878.280273,1350.5
2012-02-15,124.0,,,2012-02-21,54.53,12780.950195,1343.22998
2012-02-16,125.379997,,,2012-02-22,54.34,12904.080078,1358.040039
2012-02-17,125.68,,,2012-02-23,54.82,12949.870117,1361.22998
2012-02-21,125.769997,,,2012-02-24,55.15,12965.69043,1362.209961
2012-02-22,125.349998,,,2012-02-27,54.87,12938.669922,1357.660034
2012-02-23,125.910004,,,2012-02-28,55.38,12984.69043,1363.459961
2012-02-24,126.139999,,,2012-02-29,54.7,12982.950195,1365.73999
2012-02-27,126.32,,,2012-03-01,55.28,12981.509766,1367.589966
2012-02-28,126.760002,,,2012-03-02,54.76,13005.120117,1372.180054
2012-02-29,126.18,,,2012-03-05,54.48,12952.070313,1365.680054
2012-03-01,126.970001,,,2012-03-06,52.74,12980.299805,1374.089966
2012-03-02,126.559998,,,2012-03-07,53.39,12977.570313,1369.630005
2012-03-05,126.08000200000001,,,2012-03-08,54.53,12962.80957,1364.329956
2012-03-06,124.139999,,,2012-03-09,54.37,12759.150391,1343.359985
2012-03-07,125.040001,,,2012-03-12,54.21,12837.330078,1352.630005
2012-03-08,126.279999,,,2012-03-13,55.08,12907.94043,1365.910034
2012-03-09,126.739998,,,2012-03-14,54.63,12922.019531,1370.869995
2012-03-12,126.760002,,,2012-03-15,55.13,12959.709961,1371.089966
2012-03-13,129.100006,,,2012-03-16,55.49,13177.679688,1395.949951
2012-03-14,128.949997,,,2012-03-19,55.8,13194.099609,1394.280029
2012-03-15,129.720001,,,2012-03-20,55.15,13252.759766,1402.599976
2012-03-16,129.869995,,,2012-03-21,54.76,13232.620117,1404.170044
2012-03-19,130.380005,,,2012-03-22,54.37,13239.129883,1409.75
2012-03-20,129.990005,,,2012-03-23,54.78,13170.19043,1405.52002
2012-03-21,129.759995,,,2012-03-26,55.47,13124.620117,1402.890015
2012-03-22,128.830002,,,2012-03-27,55.14,13046.139648,1392.780029
2012-03-23,128.690002,,,2012-03-28,54.75,13080.730469,1397.109985
2012-03-26,130.479996,,,2012-03-29,54.42,13241.629883,1416.51001
2012-03-27,130.119995,,,2012-03-30,54.9,13197.730469,1412.52002
2012-03-28,129.509995,,,2012-04-02,55.51,13126.209961,1405.540039
2012-03-29,129.300003,,,2012-04-03,54.57,13145.820313,1403.280029
2012-03-30,129.779999,,,2012-04-04,53.35,13212.040039,1408.469971
2012-04-02,130.759995,,,2012-04-05,53.02,13264.490234,1419.040039
2012-04-03,130.270004,,,2012-04-09,52.78,13199.549805,1413.380005
2012-04-04,128.940002,,,2012-04-10,51.67,13074.75,1398.959961
2012-04-05,128.91000400000001,,,2012-04-11,52.38,13060.139648,1398.079956
2012-04-09,127.440002,,,2012-04-12,53.33,12929.589844,1382.199951
2012-04-10,125.269997,,,2012-04-13,52.34,12715.929688,1358.589966
2012-04-11,126.220001,,,2012-04-16,52.68,12805.389648,1368.709961
2012-04-12,127.959999,,,2012-04-17,53.54,12986.580078,1387.569946
2012-04-13,126.360001,,,2012-04-18,53.28,12849.589844,1370.26001
2012-04-16,126.300003,,,2012-04-19,52.94,12921.410156,1369.569946
2012-04-17,128.259995,,,2012-04-20,53.43,13115.540039,1390.780029
2012-04-18,127.739998,,,2012-04-23,52.38,13032.75,1385.140015
2012-04-19,126.980003,,,2012-04-24,52.8,12964.099609,1376.920044
2012-04-20,127.139999,,,2012-04-25,53.52,13029.259766,1378.530029
2012-04-23,126.07,,,2012-04-26,53.84,12927.169922,1366.939941
2012-04-24,126.529999,,,2012-04-27,54.06,13001.55957,1371.969971
2012-04-25,128.270004,,,2012-04-30,53.75,13090.719727,1390.689941
2012-04-26,129.139999,,,2012-05-01,53.97,13204.620117,1399.97998
2012-04-27,129.449997,,,2012-05-02,53.57,13228.30957,1403.359985
2012-04-30,128.949997,,,2012-05-03,53.08,13213.629883,1397.910034
2012-05-01,129.679993,,,2012-05-04,52.27,13279.320313,1405.819946
2012-05-02,129.369995,,,2012-05-07,52.65,13268.570313,1402.310059
2012-05-03,128.399994,,,2012-05-08,51.86,13206.589844,1391.569946
2012-05-04,126.33000200000001,,,2012-05-09,51.25,13038.269531,1369.099976
2012-05-07,126.379997,,,2012-05-10,51.48,13008.530273,1369.579956
2012-05-08,125.849998,,,2012-05-11,51.17,12932.089844,1363.719971
2012-05-09,125.040001,,,2012-05-14,50.18,12835.05957,1354.579956
2012-05-10,125.400002,,,2012-05-15,49.55,12855.040039,1357.98999
2012-05-11,124.980003,,,2012-05-16,49.02,12820.599609,1353.390015
2012-05-14,123.610001,,,2012-05-17,48.46,12695.349609,1338.349976
2012-05-15,122.91999799999999,,,2012-05-18,48.13,12632.0,1330.660034
2012-05-16,122.41999799999999,,,2012-05-21,49.17,12598.549805,1324.800049
2012-05-17,120.589996,,,2012-05-22,48.99,12442.490234,1304.859985
2012-05-18,119.699997,,,2012-05-23,48.59,12369.379883,1295.219971
2012-05-21,121.620003,,,2012-05-24,48.27,12504.480469,1315.98999
2012-05-22,121.68,,,2012-05-25,48.1,12502.80957,1316.630005
2012-05-23,121.889999,,,2012-05-29,48.71,12496.150391,1318.859985
2012-05-24,122.08000200000001,,,2012-05-30,47.56,12529.75,1320.680054
