Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Raw Date,Dtiter,Location,Dtiter Sanofi,Ctiter
DENV4/FRENCH_GUIANA/FGUFEV/2005,Dq390323,2005-02-01,South America,French Guiana,French Guiana,Cesaire Et Al.,unknown,unknown,unknown,2005.08,2005-02-xx,0.00,French Guiana,0.00,0.00
DENV4/MARTINIQUE/MARFWIAUG/2004,Dq390319,2004-08-01,North America,Martinique,Martinique,Cesaire Et Al.,unknown,unknown,unknown,2004.59,2004-08-xx,0.00,Martinique,0.00,0.00
DENV4/VENEZUELA/1468/1997,Gq139578,1997-01-01,South America,Venezuela,Venezuela,Alava Et Al.,unknown,unknown,unknown,1997.00,1997-xx-xx,0.00,Venezuela,0.00,0.00
DENV4/VENEZUELA/BIDV2164/1998,Fj639737,1998-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,1998.96,1998-xx-xx,0.00,Aragua,0.00,0.00
DENV4/SPAIN/BIDV3406/2001,Gq868579,2001-01-01,Europe,Spain,Cantabria,Alvarado Et Al.,unknown,unknown,unknown,2002.00,2001-xx-xx,0.00,Santander,0.00,0.00
DENV4/SPAIN/BIDV3407/2001,Gq868580,2001-01-01,Europe,Spain,Cantabria,Alvarado Et Al.,unknown,unknown,unknown,2001.60,2001-xx-xx,0.00,Santander,0.00,0.00
DENV4/SPAIN/BIDV3409/2001,Gq868582,2001-01-01,Europe,Spain,Cantabria,Alvarado Et Al.,unknown,unknown,unknown,2001.85,2001-xx-xx,0.00,Santander,0.00,0.00
DENV4/VENEZUELA/BIDV2163/1998,Fj639736,1998-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,1998.00,1998-xx-xx,0.00,Aragua,0.00,0.00
DENV4/VENEZUELA/BIDV2172/1999,Fj639744,1999-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,1999.28,1999-xx-xx,0.00,Aragua,0.00,0.00
DENV4/VENEZUELA/BIDV2166/1998,Fj639739,1998-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,1999.00,1998-xx-xx,0.00,Aragua,0.00,0.00
DENV4/VENEZUELA/BIDV2177/2000,Fj639748,2000-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,2001.00,2000-xx-xx,0.00,Aragua,0.00,0.00
DENV4/VENEZUELA/BIDV2173/1999,Fj639745,1999-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,1999.27,1999-xx-xx,0.00,Aragua,0.00,0.00
DENV4/VENEZUELA/BIDV2170/1999,Fj639742,1999-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,2000.00,1999-xx-xx,0.00,Aragua,0.00,0.00
DENV4/VENEZUELA/DB038/2001,Jf804051,2001-01-01,South America,Venezuela,Venezuela,Colon Et Al.,unknown,unknown,unknown,2001.00,2001-xx-xx,0.00,Venezuela,0.00,0.00
DENV4/VENEZUELA/BIDV2194/2001,Fj639764,2001-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,2001.14,2001-xx-xx,0.00,Aragua,0.00,0.00
DENV4/VENEZUELA/BIDV2176/2000,Fj850095,2000-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,2000.00,2000-xx-xx,0.00,Aragua,0.00,0.00
DENV4/ECUADOR/FSE2098/2006,Gq139572,2006-01-01,South America,Ecuador,Ecuador,Alava Et Al.,unknown,unknown,unknown,2006.00,2006-xx-xx,0.00,Ecuador,0.00,0.00
DENV4/PERU/FST0748/2006,Gq139563,2006-01-01,South America,Peru,Peru,Alava Et Al.,unknown,unknown,unknown,2007.00,2006-xx-xx,0.00,Peru,0.00,0.00
DENV4/COLOMBIA/SANF14100091/2014,Kx901660,2014-11-01,South America,Colombia,Colombia,Silva Et Al.,unknown,unknown,unknown,2014.91,2014-11-xx,0.00,Colombia,0.00,0.00
DENV4/COLOMBIA/SANP202090076/2015,Kx901661,2015-11-01,South America,Colombia,Colombia,Silva Et Al.,unknown,unknown,unknown,2015.83,2015-11-xx,0.00,Colombia,0.00,0.00
DENV4/PERU/IQE7878/2008,Gq139550,2008-01-01,South America,Peru,Peru,Alava Et Al.,unknown,unknown,unknown,2009.00,2008-xx-xx,0.00,Peru,0.00,0.00
DENV4/PERU/RU02ATW/2010,Jf967780,2010-01-01,South America,Peru,Peru,Chang Et Al.,unknown,unknown,unknown,2010.00,2010-xx-xx,0.00,Peru,0.00,0.00
DENV4/PERU/IQE71/2008,Gq139549,2008-01-01,South America,Peru,Peru,Alava Et Al.,unknown,unknown,unknown,2008.83,2008-xx-xx,0.00,Peru,0.00,0.00
DENV4/VENEZUELA/BIDV2206/2001,Fj639773,2001-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,2001.99,2001-xx-xx,0.00,Aragua,0.00,0.00
DENV4/COLOMBIA/OC096C1/2005,Kc009632,2005-01-01,South America,Colombia,Nortedesantander,Silva Et Al.,unknown,unknown,unknown,2005.00,2005-xx-xx,0.00,Norte De Santander,0.00,0.00
DENV4/SPAIN/BIDV3411/2004,Gq868584,2004-01-01,Europe,Spain,Cantabria,Alvarado Et Al.,unknown,unknown,unknown,2004.00,2004-xx-xx,0.00,Santander,0.00,0.00
DENV4/SPAIN/CO357C8/2000,Kc009639,2000-01-01,Europe,Spain,Cantabria,Silva Et Al.,unknown,unknown,unknown,2001.00,2000-xx-xx,0.00,Santander,0.00,0.00
DENV4/SPAIN/BIDV3410/2004,Gq868583,2004-01-01,Europe,Spain,Cantabria,Alvarado Et Al.,unknown,unknown,unknown,2005.00,2004-xx-xx,0.00,Santander,0.00,0.00
DENV4/COLOMBIA/OC1C5/2005,Kc009636,2005-01-01,South America,Colombia,Nortedesantander,Silva Et Al.,unknown,unknown,unknown,2005.00,2005-xx-xx,0.00,Norte De Santander,0.00,0.00
DENV4/VENEZUELA/61110/2007,Hq332173,2007-01-01,South America,Venezuela,Venezuela,Alvarez Et Al.,unknown,unknown,unknown,2007.00,2007-xx-xx,0.00,Venezuela,0.00,0.00
DENV4/VENEZUELA/BIDV2501/2008,Fj882592,2008-01-01,South America,Venezuela,Aragua,Alvarado Et Al.,unknown,unknown,unknown,2008.00,2008-xx-xx,0.00,Aragua,0.00,0.00
DENV4/VENEZUELA/24285/2004,Gq139587,2004-01-01,South America,Venezuela,Venezuela,Alava Et Al.,unknown,unknown,unknown,2004.11,2004-xx-xx,0.00,Venezuela,0.00,0.00
DENV4/VENEZUELA/24082/2004,Gq139588,2004-01-01,South America,Venezuela,Venezuela,Alava Et Al.,unknown,unknown,unknown,2004.00,2004-xx-xx,0.00,Venezuela,0.00,0.00
DENV4/VENEZUELA/61073/2007,Hq332174,2007-01-01,South America,Venezuela,Venezuela,Alvarez Et Al.,unknown,unknown,unknown,2007.78,2007-xx-xx,0.00,Venezuela,0.00,0.00
DENV4/MEXICO/BIDV2610/2007,Gq199876,2007-01-01,North America,Mexico,Mexico,Alpuche Et Al.,unknown,unknown,unknown,2008.00,2007-xx-xx,0.00,Merida,0.00,0.00
DENV4/MEXICO/BIDV2607/2006,Jn819406,2006-01-01,North America,Mexico,Mexico,Alvarado Et Al.,unknown,unknown,unknown,2006.00,2006-xx-xx,0.00,Merida,0.00,0.00
DENV4/BRAZIL/ROR7591/2010,Jq513340,2010-11-29,South America,Brazil,Roraima,Abecasis Et Al.,unknown,unknown,unknown,2010.91,2010-11-29,0.00,Roraima,0.00,0.00
DENV4/BRAZIL/ROR7542/2010,Jq513333,2010-08-24,South America,Brazil,Roraima,Abecasis Et Al.,unknown,unknown,unknown,2010.64,2010-08-24,0.00,Roraima,0.00,0.00
DENV4/BRAZIL/ROR7620/2010,Jq513341,2010-11-21,South America,Brazil,Roraima,Abecasis Et Al.,unknown,unknown,unknown,2010.89,2010-11-21,0.00,Roraima,0.00,0.00
DENV4/BRAZIL/ROR7357/2010,Jq513330,2010-07-17,South America,Brazil,Roraima,Abecasis Et Al.,unknown,unknown,unknown,2010.54,2010-07-17,0.00,Roraima,0.00,0.00
DENV4/BRAZIL/ROR7363/2010,Jq513331,2010-07-18,South America,Brazil,Roraima,Abecasis Et Al.,unknown,unknown,unknown,2010.54,2010-07-18,0.00,Roraima,0.00,0.00
DENV4/BRAZIL/ROR7465/2010,Jq513332,2010-08-20,South America,Brazil,Roraima,Abecasis Et Al.,unknown,unknown,unknown,2010.63,2010-08-20,0.00,Roraima,0.00,0.00
DENV4/COLOMBIA/SANLV1/2010,Kx901659,2010-04-01,South America,Colombia,Colombia,Silva Et Al.,unknown,unknown,unknown,2010.25,2010-04-xx,0.00,Colombia,0.00,0.00
DENV4/VENEZUELA/61013/2007,Hq332175,2007-01-01,South America,Venezuela,Venezuela,Alvarez Et Al.,unknown,unknown,unknown,2008.00,2007-xx-xx,0.00,Venezuela,0.00,0.00
DENV4/SPAIN/COLV497C9/2004,Kc009640,2004-01-01,Europe,Spain,Cantabria,Silva Et Al.,unknown,unknown,unknown,2005.00,2004-xx-xx,0.00,Santander,0.00,0.00
DENV4/COLOMBIA/BIDV3412/2005,Gq868585,2005-01-01,South America,Colombia,Nortedesantander,Alvarado Et Al.,unknown,unknown,unknown,2005.00,2005-xx-xx,0.00,Norte De Santander,0.00,0.00
DENV4/BRAZIL/AM5097/2011,Jq513343,2011-01-29,South America,Brazil,Amazonas,Abecasis Et Al.,unknown,unknown,unknown,2011.08,2011-01-29,0.00,Amazonas,0.00,0.00
DENV4/BRAZIL/AM5079/2011,Jq513339,2011-01-24,South America,Brazil,Amazonas,Abecasis Et Al.,unknown,unknown,unknown,2011.06,2011-01-24,0.00,Amazonas,0.00,0.00
DENV4/COLOMBIA/SANLV14102/2010,Kx901658,2010-01-01,South America,Colombia,Colombia,Silva Et Al.,unknown,unknown,unknown,2010.00,2010-01-xx,0.00,Colombia,0.00,0.00
DENV4/COLOMBIA/SANLV192075/2009,Kx901657,2009-06-01,South America,Colombia,Colombia,Silva Et Al.,unknown,unknown,unknown,2009.49,2009-06-xx,0.00,Colombia,0.00,0.00
DENV4/BRAZIL/ROR7365/2010,Jn559741,2010-07-21,South America,Brazil,Roraima,Abecasis Et Al.,unknown,unknown,unknown,2010.55,2010-07-21,0.00,Roraima,0.00,0.00
DENV4/BRAZIL/SJRP614/2013,Kp188564,2013-01-10,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2013.02,2013-01-10,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/005AM/2011,Kt794007,2011-03-07,South America,Brazil,Amazonas,Nascimento Et Al.,unknown,unknown,unknown,2011.18,2011-03-07,0.00,Amazonas,0.00,0.00
DENV4/BRAZIL/GUSP0984/2013,Kp704148,2013-03-28,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.24,2013-03-28,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/GUSP0622/2013,Kp704021,2013-03-15,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.20,2013-03-15,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/GUSP0224/2013,Kp703889,2013-02-23,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.15,2013-02-23,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/GUSP1068/2013,Kp704170,2013-04-22,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.30,2013-04-22,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/GUSP1153/2013,Kp704200,2013-04-22,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.30,2013-04-22,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/GUSP1089/2013,Kp704177,2013-04-22,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.30,2013-04-22,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/GUSP1093/2013,Kp704179,2013-05-08,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.35,2013-05-08,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/GUSP1159/2013,Kp704201,2013-06-06,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.43,2013-06-06,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/GUSP1188/2013,Kp704208,2013-05-20,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.38,2013-05-20,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/246RR/2010,Jn983813,2010-09-08,South America,Brazil,Roraima,Acosta Et Al.,unknown,unknown,unknown,2010.68,2010-09-08,0.00,Roraima,0.00,0.00
DENV4/BRAZIL/SJRP556/2012,Kp188561,2012-07-11,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2012.53,2012-07-11,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/SERUM8/2012,Kj579241,2012-04-23,South America,Brazil,Mato Grosso,Allen Et Al.,unknown,unknown,unknown,2012.31,2012-04-23,0.00,Mato Grosso,0.00,0.00
DENV4/BRAZIL/SERUM/2012,Kj579243,2012-03-28,South America,Brazil,Mato Grosso,Allen Et Al.,unknown,unknown,unknown,2012.24,2012-03-28,0.00,Mato Grosso,0.00,0.00
DENV4/BRAZIL/NA/2012,Kt452794,2012-01-01,South America,Brazil,Brazil,Aaskov Et Al.,unknown,unknown,unknown,2012.24,2012-xx-xx,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/3178RJ/2012,Ky084513,2012-01-01,South America,Brazil,Brazil,Chouin-carneiro Et Al.,unknown,unknown,unknown,2012.65,2012-xx-xx,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/3603RJ/2012,Ky084514,2012-01-01,South America,Brazil,Brazil,Chouin-carneiro Et Al.,unknown,unknown,unknown,2012.36,2012-xx-xx,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/GUSP1179/2013,Kp704206,2013-06-09,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.44,2013-06-09,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/GUSP0273/2013,Kp703908,2013-02-25,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.15,2013-02-25,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/GUSP0645/2013,Kp704033,2013-03-16,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.20,2013-03-16,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/GUSP1137/2013,Kp704193,2013-05-10,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.35,2013-05-10,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/GUSP1167/2013,Kp704205,2013-06-10,South America,Brazil,Brazil,Balarini Et Al.,unknown,unknown,unknown,2013.44,2013-06-10,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/SERUM91/2012,Kj596672,2012-02-03,South America,Brazil,Mato Grosso,Allen Et Al.,unknown,unknown,unknown,2012.09,2012-02-03,0.00,Mato Grosso,0.00,0.00
DENV4/BRAZIL/SERUM53/2012,Kj596666,2012-03-14,South America,Brazil,Mato Grosso,Allen Et Al.,unknown,unknown,unknown,2012.20,2012-03-14,0.00,Mato Grosso,0.00,0.00
DENV4/BRAZIL/SERUM94/2012,Kj596674,2012-02-16,South America,Brazil,Mato Grosso,Allen Et Al.,unknown,unknown,unknown,2012.13,2012-02-16,0.00,Mato Grosso,0.00,0.00
DENV4/BRAZIL/SERUM40/2012,Kj596660,2012-04-03,South America,Brazil,Mato Grosso,Allen Et Al.,unknown,unknown,unknown,2012.25,2012-04-03,0.00,Mato Grosso,0.00,0.00
DENV4/BRAZIL/SERUM84/2012,Kj596671,2012-02-03,South America,Brazil,Mato Grosso,Allen Et Al.,unknown,unknown,unknown,2012.09,2012-02-03,0.00,Mato Grosso,0.00,0.00
DENV4/BRAZIL/SERUM27/2012,Kj579247,2012-04-12,South America,Brazil,Mato Grosso,Allen Et Al.,unknown,unknown,unknown,2012.28,2012-04-12,0.00,Mato Grosso,0.00,0.00
DENV4/BRAZIL/SERUM55/2012,Kj596667,2012-03-14,South America,Brazil,Mato Grosso,Allen Et Al.,unknown,unknown,unknown,2012.20,2012-03-14,0.00,Mato Grosso,0.00,0.00
DENV4/BRAZIL/LRV422/2013,Ku513441,2013-01-01,South America,Brazil,Parana,Aoki Et Al.,unknown,unknown,unknown,2013.00,2013-xx-xx,0.00,Parana,0.00,0.00
DENV4/BRAZIL/SJRP610/2013,Kp188563,2013-01-07,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2013.02,2013-01-07,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/SJRP850/2013,Kp188566,2013-02-08,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2013.10,2013-02-08,0.00,Brazil,0.00,0.00
DENV4/BRAZIL/SJRP580/2012,Kp188562,2012-12-10,South America,Brazil,Brazil,Araujo Et Al.,unknown,unknown,unknown,2012.94,2012-12-10,0.00,Brazil,0.00,0.00
