Batch,Speed,BatchQty,Para1Tgt,Para1,Para2Tgt,Para2,Para3,Para4,Para5,Para6,Para7,Para8,Para9,Para10,Para11,Para12,Para13,Para14,Para15,Para16,Para17,Para18,Para19,Para20,Para21,Para22,Para23
279,106,128,0.413,0.42725,317,324,308,45831,1631,0.429,309.75,20271,763,0.42875,301,912,0.4275,310,819,56.16666667,31.84421535,57.37704918,2.521008403,0.34,0.74,0.858513189,20
280,102,96,0.417,0.432,317,321,309,52744,1592,0.4335,309.75,20158,612,0.43825,304.25,724,0.445,319.5,1127,51.55,31.10465116,50.57471264,3.419811321,0.37,0.66,0.871853547,20
281,102,149,0.413,0.43775,317,321,310,48821,1640,0.43875,309,21396,803,0.43675,312,684,0.4405,304,990,50.26666667,38.50354997,54.78723404,3.517877739,0.32,0.94,0.995305164,23
282,104,60,0.413,0.44075,317,320,310,49882,1712,0.4375,302.5,22650,861,0.44375,316.5,840,0.4505,311,956,69.83333333,25.04145937,53.67231638,2.824858757,0.34,0.73,0.744186047,20
283,103,20,0.417,0.43025,317,324,316,52302,1549,0.43075,319.25,22795,802,0.4315,309.5,732,0.436,304,1652,69.11666667,33.48623853,57.22222222,3.058280439,0.61,0.59,0.836065574,23
284,108,103,0.417,0.44,317,320,306,43975,1435,0.43625,310.75,20754,668,0.4395,306.75,814,0.443,314,1354,54.98333333,33.29519451,50.86705202,2.728285078,0.41,0.98,0.81264637,20
285,105,23,0.413,0.432,317,319,304,46394,1774,0.43025,306.75,21155,882,0.4295,298.5,817,0.4295,311.5,959,62.83333333,30.4246655,55.23255814,3.548574753,0.3,0.93,0.744186047,20
286,108,125,0.413,0.43925,317,319,304,46635,1120,0.43975,308,21766,817,0.44125,303.75,598,0.437,304,1088,59.66666667,31.99320498,53.47593583,2.75175644,0.25,0.71,0.670588235,20
287,107,35,0.417,0.43825,317,319,300,51790,1528,0.4315,305.25,25801,1004,0.43525,306.25,866,0.437,305.5,978,66.16666667,28.30080367,45.05494505,3.866128102,0.24,0.76,0.581589958,20
288,106,110,0.417,0.41525,317,319,295,54994,1815,0.4165,303.5,20753,751,0.41825,305,751,0.422,311.5,1082,70,25.33883324,46.59090909,3.244837758,0.32,0.67,0.717761557,19
289,105,100,0.421,0.42275,317,322,302,47567,1617,0.42375,311.25,20882,940,0.42375,299,719,0.419,286,812,59.5,28.04129794,50.84745763,2.978723404,0.31,0.79,0.70990566,20
290,90,133,0.421,0.4425,317,319,318,52132,1694,0.4475,302.5,24274,756,0.445,316.75,1020,0.443,306.5,724,64.5,31.76996092,42.47311828,2.547065338,0.3,0.57,0.74049217,20
291,105,21,0.415,0.425,317,321,308,50959,1832,0.42425,306.25,24081,1186,0.42075,300.5,973,0.426,306,938,72.5,28.74423963,48.91304348,3.093922652,0.29,0.61,0.822323462,22
292,98,72,0.417,0.43125,317,322,313,49078,1768,0.4335,312.25,25302,1055,0.43575,309.5,845,0.445,322,1082,71.5,27.73841962,55.67567568,3.989361702,0.4,0.61,0.623093682,20
293,101,28,0.421,0.439,317,319,312,45092,1498,0.439,314.75,20528,686,0.43875,309,635,0.437,305.5,808,54.5,35.06721216,63.27683616,1.776504298,0.18,0.46,0.768888889,22
294,102,17,0.421,0.4435,317,323,313,52551,1687,0.4435,305.75,20464,772,0.4425,314,721,0.4495,308.5,802,61.71666667,28.5304248,56.41025641,2.997601918,0.28,0.78,0.903153153,23
295,108,71,0.413,0.4475,317,323,306,49239,1564,0.4475,304,19676,721,0.451,306,768,0.4545,313,1088,58.16666667,37.49309774,65.0273224,2.18579235,0.34,0.73,0.662921348,18
296,101,28,0.417,0.436,317,320,318,53836,1785,0.43525,318.5,23679,775,0.43225,313.25,796,0.4355,322,1208,57.31666667,26.86397268,47.72727273,3.394255875,0.26,0.68,0.832167832,18
297,107,45,0.417,0.4325,317,323,312,45478,1502,0.44075,318.25,23920,950,0.43675,303.25,718,0.4375,307.5,1197,59.66666667,26.98504028,50.56179775,2.7479092,0.3,0.74,0.827586207,20
298,104,113,0.417,0.44925,317,327,313,45895,1654,0.44325,315.5,25415,935,0.4555,315,709,0.456,329,1340,58.16666667,35.20494104,63.97849462,2.699530516,0.3,0.6,0.796338673,25
299,105,38,0.421,0.42725,318,325,301,48066,1696,0.42475,304.75,20422,763,0.4235,302,756,0.432,307,1281,60.33333333,33.29473075,51.95530726,3.282399547,0.22,0.55,0.915331808,20
300,105,130,0.417,0.45175,317,318,318,51859,1638,0.4455,311.5,23936,709,0.4495,322.75,766,0.453,312.5,1264,56,33.22072072,60.79545455,2.795208214,0.22,0.75,0.629711752,22
301,90,104,0.417,0.4295,317,317,322,52406,1549,0.4285,319.75,22104,722,0.4375,339.5,718,0.42,333,1372,48.33333333,20.58993638,40.55555556,2.728285078,0.38,0.94,0.655502392,22
302,96,17,0.417,0.43475,317,317,326,51522,1547,0.429,317.5,22988,678,0.4355,320.75,817,0.451,337.5,1141,75.66666667,26.18368511,47.72727273,2.66591038,0.24,0.74,0.675862069,20
303,104,73,0.417,0.4445,317,320,317,47808,1552,0.44575,324.25,29225,962,0.446,318.25,700,0.454,316.5,1400,75,34.83941208,52.87958115,3.664921466,0.31,0.81,0.607843137,20
304,95,64,0.421,0.44075,317,325,311,52468,1626,0.438,312.5,19950,637,0.44375,315.25,784,0.446,317.5,1106,57.16666667,32.43395166,45.94594595,3.395784543,0.4,0.9,0.641891892,20
305,106,125,0.421,0.43225,317,321,299,48692,1519,0.4335,299.25,19756,642,0.42925,295.75,726,0.43,298.5,718,55.28333333,37.621498,53.33333333,3.142536476,0.34,0.85,0.829383886,21
306,98,115,0.421,0.442,317,322,322,52518,1727,0.44525,321,23647,976,0.444,314,976,0.4445,320.5,1092,66.83333333,28.35400225,51.1627907,2.469135802,0.2,0.46,0.67816092,22
307,95,43,0.417,0.4375,317,322,312,53499,1519,0.435,305,21010,768,0.43675,309.5,754,0.445,315.5,756,65.38333333,32.58426966,48.40425532,2.249598286,0.3,0.57,0.762352941,20
308,88,103,0.429,0.445,317,320,312,54512,1913,0.43725,313,21380,696,0.4425,311.75,877,0.4505,326,1197,68.25,25.97844583,48.82352941,2.305159166,0.27,0.55,0.694382022,20
309,104,36,0.417,0.437,317,323,309,44529,1426,0.44075,311.75,21775,884,0.4375,303.5,780,0.4475,315.5,760,70,35.54046406,63.44086022,3.064066852,0.22,0.51,0.807962529,22
310,100,96,0.417,0.43675,317,322,320,53852,1976,0.44,318.5,26605,1122,0.438,304.25,877,0.4405,313,864,68.5,25.27901786,38.79781421,4.340175953,0.24,0.68,0.680434783,25
311,102,40,0.417,0.44,317,319,311,52438,1648,0.43875,312.75,24161,774,0.44,306.25,766,0.438,307.5,1116,61,32.92682927,50,4.284037559,0.38,0.99,0.704651163,20
312,108,24,0.417,0.42825,317,321,308,43902,1477,0.426,305,20432,761,0.4315,311,732,0.4275,312.5,746,38.5,37.66233766,58.88888889,3.546099291,0.36,0.86,0.790754258,20
313,106,118,0.417,0.44025,317,323,310,50509,1746,0.44175,308.25,23502,886,0.438,314.75,751,0.445,309.5,878,41.66666667,38.69148336,56.08465608,2.991944764,0.41,0.57,0.737668161,21
314,100,54,0.417,0.4305,317,324,314,47937,1556,0.43,308.25,19403,882,0.43125,312.75,796,0.4285,303,1320,57,38.08695652,61.4973262,2.857142857,0.25,0.5,0.877880184,20
315,102,122,0.417,0.43475,317,323,314,48708,1703,0.43725,309.5,22490,910,0.4385,309,758,0.4455,312,704,60.83333333,31.38357705,56.38297872,2.777777778,0.31,0.61,0.76056338,20
316,98,26,0.417,0.43675,317,321,315,49834,1521,0.43075,313,22200,735,0.4375,310.75,688,0.441,311.5,1078,51.35,30.01132503,45.55555556,2.98102981,0.4,0.58,0.708333333,19
317,106,97,0.417,0.441,317,324,324,55251,2039,0.4395,324.25,23015,980,0.449,320.25,987,0.4545,309,1018,60.83333333,28.11135371,56.32183908,3.770197487,0.11,0.53,0.776315789,20
318,87,55,0.421,0.4085,317,321,312,46740,1648,0.40775,311.75,17683,802,0.41075,311,835,0.4115,300.5,844,54.5,23.70458606,41.30434783,2.218524681,0.15,0.41,0.680387409,19
319,88,152,0.423,0.4345,317,322,320,50654,1508,0.42875,315.75,17812,744,0.43,307.5,732,0.4305,321,847,60.83333333,26.27070246,46.44808743,1.912568306,0.025,0.57,0.756818182,19
320,103,25,0.421,0.4265,317,319,294,46780,1507,0.424625,305.25,22136,779,0.42425,306.75,765,0.428,311.5,1295,58.5,24.52830189,48.35164835,3.436018957,0.29,0.59,0.699769053,20
321,83,103,0.429,0.44075,317,319,314,48926,1701,0.44425,317.75,25762,660,0.44375,311.5,714,0.453,326.5,1057,57.16666667,24.5883021,36.55913978,3.470588235,0.36,0.65,0.730088496,20
322,90,26,0.437,0.578333333,317,318,411,57936,1932,0.4335,313.75,22843,940,0.43025,299,863,0.433,316,1228,69.33333333,24.61273666,49.04458599,2.746893394,0.31,0.58,0.740909091,19
323,99,22,0.421,0.44525,317,319,321,47969,1500,0.454,316.75,23920,738,0.4525,310.75,716,0.437,316.5,1400,52.33333333,33.0255296,55.37634409,3.327877796,0.3,0.8,0.839622642,20
324,106,77,0.421,0.445,317,317,314,49271,1656,0.43925,304.5,23197,733,0.44625,309.25,859,0.453,311.5,1330,48.16666667,37.62827822,76.78571429,3.052064632,0.23,0.72,0.941309255,20
325,100,35,0.423,0.4385,317,320,306,51297,1587,0.44275,301,23197,807,0.445,315.5,887,0.446,317.5,1166,54.83333333,30.98987627,58.42696629,3.65630713,0.49,0.75,0.716553288,19
326,108,77,0.429,0.432275,317,319,305,47390,1508,0.42875,426.25,20087,716,0.42725,300.5,749,0.4285,306.5,938,40.66666667,44.77521264,66.25,2.727272727,0.15,0.94,0.633333333,20
327,108,19,0.421,0.4355,317,319,305,49516,1475,0.42925,309.5,22908,730,0.42925,303.5,688,0.4335,294.5,1064,61,39.68521641,55.97826087,2.544378698,0.25,0.89,0.674584323,20
328,98,129,0.421,0.4355,315,320,320,50606,1750,0.439,313,23518,821,0.43675,315,882,0.437,305.5,917,52.83333333,35.2072686,63.27683616,3.057757644,0.41,0.77,0.977011494,20
329,88,28,0.421,0.43225,315,320,309,51988,1764,0.4295,304.25,21750,863,0.434,307.75,723,0.4365,312.5,812,51.95,26.81924883,42.69662921,2.169869808,0.35,0.65,0.687782805,19
330,107,104,0.417,0.427,315,320,300,47197,1600,0.42625,298.75,22200,840,0.42575,295.5,688,0.4295,300,1074,47.81666667,36.63024727,55.0802139,2.750275028,0.29,0.7,0.712962963,21
331,90,25,0.421,0.4315,315,320,310,51972,1566,0.4325,318.75,22215,822,0.43475,320,950,0.4385,322.5,987,68,25.84841629,50.26455026,3.246376812,0.3,0.79,0.954022989,18
332,104,109,0.421,0.4575,315,322,325,58000,1773,0.45475,343.25,30238,1060,0.4535,328.25,880,0.4665,334,1096,52.76666667,31.97316937,55.78947368,3.395585739,0.24,0.68,0.88172043,20
333,109,44,0.417,0.41725,315,318,306,42150,1524,0.42075,302.25,20930,775,0.4175,303,541,0.417,316,668,42.16666667,44.24242424,55.74712644,2.631578947,0.33,0.7,0.825775656,19
334,108,112,0.417,0.445,315,319,322,60476,1748,0.442,317.5,25263,795,0.44575,314.5,635,0.458,311,679,35.9,29.59912136,51.61290323,4.154809334,0.36,0.78,0.895591647,19
335,67,44,0.441,0.453,315,320,317,60202,1953,0.44975,306.25,25190,943,0.45125,310.25,961,0.4565,327.5,1312,49.83333333,22.49718785,44.31818182,2.490096208,0.24,0.71,0.582417582,20
336,102,11,0.419,0.429,315,317,308,48982,1598,0.422,310.5,27457,840,0.43025,308.75,761,0.4445,310.5,1064,66.83333333,30.65268065,54.80225989,3.701492537,0.32,0.7,0.634482759,22
337,99,103,0.421,0.43825,315,319,310,49962,1535,0.438,309,25238,852,0.4435,317.25,664,0.4415,328.5,1544,69.5,37.78647289,57.80346821,3.795284646,0.29,0.7,0.667447307,22
338,95,26,0.425,0.44725,315,319,324,57052,2044,0.444875,325.75,24708,1017,0.44775,324,990,0.4475,327.5,1270,64.33333333,33.29652126,54.89130435,3.218645949,0.44,0.83,0.80778032,20
339,104,38,0.417,0.4385,315,321,319,50975,1631,0.43825,320.5,22104,833,0.43775,315,824,0.441,302,1306,58.21666667,33.5864486,55.81395349,2.97691373,0.2,0.61,0.706546275,20
340,108,105,0.417,0.45175,315,319,322,56537,1774,0.45325,318.5,26187,793,0.454,327.25,859,0.4615,312.5,844,36.45,38.58607663,53.36787565,3.303471445,0.35,0.71,0.848214286,22
341,104,54,0.421,0.43825,315,320,312,50139,1788,0.436,319.75,22457,887,0.437,316.5,908,0.4335,318.5,1036,53.83333333,34.49419569,57.07070707,2.985074627,0.44,0.73,0.860986547,20
342,90,50,0.425,0.43175,315,321,312,49898,1605,0.43,306,22474,872,0.4355,310,738,0.4255,299.5,1309,53.9,29.87238979,44,2.505827506,0.05,0.28,0.589201878,20
343,108,96,0.417,0.4445,315,323,322,49207,1356,0.443,316.75,21284,793,0.44425,317.75,749,0.4405,318,875,51.78333333,46.36015326,55.02645503,2.49031544,0.332,0.78,0.779775281,20
344,100,15,0.421,0.43975,315,321,319,53547,1804,0.4405,317,21943,826,0.4385,312.5,863,0.4415,307,1285,62.33333333,28.39931153,59.25925926,2.367242482,0.3,0.7,0.857471264,20
345,104,17,0.417,0.4385,315,321,313,47101,1503,0.4385,312,19498,707,0.43925,313,833,0.4355,309.5,1170,52.7,28.92423366,46.85714286,2.8713418,0.26,0.7,0.776523702,20
346,109,88,0.413,0.42,315,320,312,45027,1636,0.41625,313,18776,735,0.41725,310.5,872,0.4255,322.5,1774,63.78333333,31.37026239,58.52272727,2.764423077,0.23,0.69,0.694581281,20
347,106,27,0.417,0.436,317,NULL,312,53579,1771,0.4335,309.5,20448,670,0.431,305.25,877,0.4365,310,1421,54.5,33.06497987,49.41176471,3.416149068,0.4,0.72,0.670644391,20
348,108,141,0.417,0.443,315,319,320,53692,1762,0.44175,309.5,24451,740,0.44175,308.75,768,0.445,307.5,1502,54.5,27.08449916,56.4516129,3.341013825,0.39,0.61,0.6,21
349,88,21,0.423,0.43075,317,322,312,55332,1843,0.4305,317.25,22779,1034,0.4275,312.75,800,0.4455,315.5,1106,74,32.04407208,50,3.185035389,0.32,0.64,0.689252336,20
350,96,98,0.421,0.43875,315,321,319,54672,1769,0.44,305.25,22264,990,0.442,324.75,1040,0.4475,304,1106,61.83333333,26.53867871,57.89473684,3.426791277,0.43,0.65,0.70521542,20
351,98,22,0.421,0.431,315,321,314,48564,1690,0.4385,308.5,25268,943,0.437,318.75,898,0.447,321.5,1334,57,36.35860542,61.2745098,3.270564916,0.36,0.69,0.774580336,21
352,108,50,0.419,0.445,315,321,322,55412,1846,0.4445,328.25,25705,1046,0.44625,325.5,901,0.443,315,1057,64.83333333,27.01181767,47.87878788,3.520691785,0.35,0.54,0.557017544,23
353,104,21,0.419,0.4485,315,318,298,48998,1522,0.4535,313.25,28373,959,0.4485,306.5,808,0.458,315.5,844,46.66666667,23.87562465,51.74418605,3.703703704,0.36,0.64,0.785714286,20
354,109,126,0.417,0.441,315,320,308,45558,1339,0.43825,314,19692,644,0.4425,305.75,780,0.445,309.5,1302,47.33333333,35.23700742,50.9202454,2.907328892,0.32,0.84,0.751677852,19
355,85,13,0.425,0.439,315,318,318,52454,1703,0.43775,307.5,20464,744,0.4435,324.25,774,0.441,311.5,1302,56.65,23.81747357,43.02325581,3.59212051,0.36,0.68,0.820930233,18
356,109,42,0.417,0.429,315,320,314,53901,1656,0.43025,315.25,21862,733,0.432,318.25,830,0.4375,314,1194,60.65,21.84971098,48.73417722,2.962962963,0.29,0.82,0.823113208,20
357,109,95,0.417,0.4345,315,319,314,49737,1412,0.4355,316.25,21830,742,0.43975,323.5,922,0.437,316,1242,58.86666667,32.4141812,56.83060109,3.185437998,0.29,0.76,0.804651163,20
358,109,17,0.417,0.44275,315,318,312,52824,1653,0.445,317.25,22506,684,0.44275,306.75,645,0.4475,320,1158,56.33333333,26.06741573,42.42424242,2.781136638,0.35,0.69,0.617777778,20
359,105,59,0.419,0.43525,315,320,310,50268,1656,0.43275,313.25,27424,1139,0.43025,310.25,791,0.446,314,1326,59,26.17255356,49.45652174,3.002309469,0.39,0.67,0.639908257,22
360,109,28,0.417,0.436,315,317,315,52302,1682,0.44275,309.75,25576,746,0.4455,307.5,805,0.443,294.5,651,55.66666667,26.54320988,44.76744186,3.064066852,0.44,0.81,0.623831776,20
361,105,81,0.419,0.43475,315,321,320,51522,1852,0.437,312.75,28196,957,0.43425,302.75,716,0.437,316.5,948,49.66666667,28.25191289,51.1627907,3.353293413,0.28,0.95,0.70917226,25
362,103,30,0.417,0.44425,315,321,315,55312,1643,0.44825,321.25,26846,934,0.45175,315.75,906,0.4595,327.5,896,47.06666667,28.04597701,54.74860335,2.964959569,0.3,0.96,0.741935484,24
363,98,126,0.417,0.425,315,320,302,47326,1684,0.42275,306,18503,681,0.424,310.25,822,0.4225,299.5,826,56.26666667,34.06976744,53.71428571,2.55648038,0.29,0.93,0.565320665,21
364,104,48,0.417,0.446,315,319,319,48403,1787,0.448,311.75,21573,875,0.44525,318,849,0.4505,317.5,1572,53.5,30.31973539,58.79120879,3.03030303,0.47,0.94,0.709006928,25
365,109,112,0.417,0.441,315,321,302,48274,1731,0.43975,302,21525,833,0.44225,308,830,0.446,308.5,1288,38.66666667,31.49915778,65.14285714,2.808988764,0.38,0.7,0.939252336,25
366,98,29,0.421,0.44125,315,318,297,48290,1516,0.4405,315,20691,732,0.44675,310.75,800,0.4555,316.5,1278,47.51666667,26.41615255,55.43478261,2.915291529,0.45,0.96,0.663615561,22
367,90,98,0.421,0.43925,315,321,310,52357,1687,0.43625,314,22956,730,0.437,311.75,906,0.449,306.5,976,62.8,20.99603848,46.02272727,2.845982143,0.3,1.08,0.570071259,21
368,104,17,0.421,0.43525,315,321,311,52031,1659,0.43325,305.75,25882,938,0.441,311.75,819,0.4415,312.5,1547,51.33333333,25.85915493,50.56179775,2.848101266,0.31,0.64,0.653206651,25
369,100,109,0.421,0.4375,315,319,320,53290,1703,0.445,311.75,23904,952,0.44,312.5,901,0.4485,314,1428,61.83333333,21.82539683,61.25,2.923976608,0.3,0.92,0.674364896,20
370,92,44,0.425,0.44075,315,320,314,58000,2014,0.44825,308,24660,980,0.445,312.75,914,0.447,318.5,1687,63,17.4904943,37.05583756,3.404924044,0.22,0.98,0.570093458,21
371,108,116,0.417,0.439,315,320,320,55653,1824,0.44425,320,22522,878,0.4415,317,826,0.447,314.5,1274,54.66666667,27.78088317,56.91489362,2.988378528,0.28,0.73,0.729119639,21
372,104,34,0.417,0.4235,315,318,298,44690,1524,0.42425,298.25,21879,957,0.4225,296.75,982,0.4285,300.5,1309,47.5,26.36729994,50.85714286,3.130434783,0.33,0.83,0.622171946,23
373,102,114,0.417,0.43775,315,322,308,49223,1701,0.43675,305,25553,905,0.44,310.5,796,0.447,307,1204,45.33333333,26.88290269,57.06521739,3.494467094,0.33,0.81,0.75877193,25
374,88,59,0.423,0.434,315,318,303,49078,1638,0.445,312.25,23422,889,0.445,313.75,1026,0.4495,309.5,1526,54,32.56616801,47.97687861,2.719033233,0.34,0.67,0.762124711,20
375,102,26,0.419,0.429,315,316,302,49094,1750,0.43425,312.25,21910,914,0.43425,310.5,903,0.4375,293.5,760,49,42.86542923,71.0982659,2.863961814,0.39,0.58,0.495348837,21
376,105,75,0.419,0.42675,315,319,306,47165,1680,0.4255,303.25,21380,870,0.42875,304.5,742,0.443,302.5,872,46.83333333,34.31372549,60.11235955,3.592814371,0.37,0.68,0.665178571,21
377,104,21,0.417,0.4325,315,323,318,49850,1530,0.42925,307.75,21461,734,0.4335,311,854,0.4475,316,868,43.61666667,34.99152063,50.81081081,3.050847458,0.38,0.66,0.610849057,19
378,108,122,0.413,0.43875,315,321,309,53338,1843,0.43775,311,21911,782,0.43425,305,712,0.4395,308,1071,44.31666667,41.41531323,64.04494382,2.444570779,0.3,0.63,0.774336283,22
379,106,69,0.417,0.4325,315,322,316,53322,1843,0.4375,317,21911,908,0.4365,315.75,962,0.4365,311,1386,48.16666667,37.44292237,64,2.162162162,0.37,0.71,0.726190476,22
380,95,130,0.417,0.429,315,322,312,46956,1594,0.431,297,22458,940,0.4335,308.25,878,0.4325,314,1407,53.66666667,30.65735893,57.22222222,2.352941176,0.38,0.69,0.607981221,20
381,94,17,0.421,0.439,315,320,318,56232,2007,0.4425,315,28630,1048,0.445,315.25,978,0.4455,314,1228,54,23.20601852,49.09090909,4.242424242,0.44,0.67,0.587006961,23
382,104,126,0.421,0.44975,315,321,314,49448,2030,0.449,313,24467,1090,0.44825,317,1020,0.454,316.5,1228,45.73333333,32.57661748,49.16201117,3.183962264,0.4,0.62,0.735099338,20
383,108,28,0.417,0.448,315,321,315,43709,1596,0.449,317.5,24499,985,0.4465,315.25,1069,0.4515,314,1382,55.5,32.25985564,59.45945946,3.081232493,0.37,0.57,0.730337079,20
384,109,56,0.417,0.4525,315,320,315,54528,1685,0.45075,312.75,24531,970,0.44975,317.25,970,0.4555,317.5,1712,49.66666667,32.4668435,59.68586387,2.798708288,0.4,0.58,0.870748299,23
385,106,42,0.419,0.426,315,318,299,45863,1704,0.42225,300.5,20770,920,0.4235,306.5,875,0.424,293.5,1148,37.16666667,25.56390977,52.60115607,2.643948296,0.34,0.69,0.722477064,21
386,107,74,0.419,0.424,315,318,304,46458,1577,0.424,315.25,20770,920,0.42425,302.75,898,0.4195,295.5,1186,54,31.49107657,55.24861878,2.766333137,0.25,0.46,0.752808989,22
387,104,30,0.417,0.432,315,319,307,46876,1267,0.42975,313.5,22778,707,0.43325,314,749,0.4385,319,1292,51.16666667,38.32650673,80,2.944640754,0.41,0.67,0.639344262,21
388,106,84,0.417,0.439,315,319,310,50589,1379,0.439,318.5,24097,777,0.44325,312.5,751,0.44,304,1281,47.16666667,40.63384267,70.65217391,3.114186851,0.33,0.74,0.619489559,22
389,106,26,0.419,0.4175,315,316,296,44610,1368,0.41775,294.75,19789,658,0.4155,297.25,768,0.4185,303.5,987,38.66666667,38.6869871,59.53757225,2.386634845,0.27,0.58,0.714285714,23
390,108,120,0.419,0.44675,315,317,300,45751,1440,0.44775,313.5,23342,817,0.44525,314.25,726,0.4495,302.5,864,34.66666667,29.50437318,52.87356322,2.55648038,0.41,0.61,0.693181818,21
391,82,25,0.425,0.441,315,317,312,53531,1522,0.439,308.5,29402,980,0.439,312.25,788,0.441,285.5,1309,52,15.17010597,40.76086957,2.696629213,0.32,0.9,0.648401826,22
392,82,75,0.425,0.4425,315,319,302,55669,1804,0.44075,304.5,25030,732,0.443,307,807,0.4505,311.5,1054,53.66666667,23.02962549,49.19786096,3.163841808,0.36,0.61,0.58276644,23
393,104,23,0.417,0.433,315,321,305,48307,1503,0.43275,310,20271,702,0.43275,311.25,856,0.434,298.5,994,36.15,41.14942529,69.94219653,2.997737557,0.41,0.83,0.826388889,25
394,105,26,0.417,0.4455,315,321,320,54785,1992,0.447,328.75,25576,1022,0.4505,323,915,0.4565,314,987,40,25.56723852,58.60215054,2.857142857,0.27,0.58,0.890868597,23
395,110,68,0.413,0.433,315,321,304,46634,1549,0.43725,309.25,21412,793,0.43575,310.75,849,0.444,310,1337,43,30.67520373,58.68263473,3.048780488,0.28,0.82,0.896162528,23
396,96,77,0.421,0.436,315,320,311,52534,1895,0.43325,310.5,25592,1068,0.437,310,952,0.4295,297.5,1148,55.83333333,24.78729438,54.44444444,2.732240437,0.27,0.831,0.733021077,20
397,98,27,0.425,0.44225,315,321,309,54464,1852,0.44375,304.75,24113,964,0.442,308.75,810,0.443,300.5,910,41.5,29.23752057,53.19148936,2.694786175,0.31,0.78,0.781659389,21
398,102,84,0.425,0.41925,315,317,298,45670,1568,0.42375,298,19307,794,0.42175,301.25,856,0.428,303,1152,43.83333333,23.28847279,54.54545455,2.756141402,0.27,0.66,0.730593607,19
399,108,10,0.417,0.4495,315,317,321,57743,1652,0.45175,322.5,25946,905,0.45025,325.75,746,0.461,321,952,37.33333333,32.62527233,69.83240223,3.510696654,0.18,0.72,0.534934498,20
400,106,41,0.419,0.443,315,318,305,52390,1748,0.441,307.75,26106,934,0.43475,302,805,0.4365,307.5,1278,42.83333333,26.21195039,44.57142857,3.773584906,0.33,0.54,0.575555556,22
401,108,80,0.417,0.4255,315,319,309,48146,1516,0.42525,303.25,23254,786,0.4245,305.25,768,0.428,320.5,1477,46.83333333,29.67853042,69.23076923,2.670623145,0.15,0.68,0.639269406,20
402,107,45,0.417,0.439,315,321,317,53113,1512,0.44175,319.75,26637,922,0.4395,316.75,938,0.4385,310,1110,48.33333333,30.40540541,52.84090909,3.692674211,0.29,0.56,0.717647059,22
403,108,82,0.417,0.44825,315,319,310,55653,1561,0.448,310.25,26348,780,0.44925,315.75,870,0.4545,313.5,679,36.83333333,30.22346369,52.17391304,2.558139535,0.22,0.66,0.612200436,22
404,92,7,0.421,0.452,315,321,322,51762,1805,0.4455,311.25,26926,987,0.45275,328,1015,0.4565,315,984,43.78333333,27.03723691,47.2826087,3.517877739,0.23,0.52,0.70754717,24
405,105,128,0.421,0.43225,315,320,319,57020,1841,0.427,303,23952,810,0.435,311.25,1020,0.435,310,662,49.81666667,35.85014409,48.40425532,2.707692308,0.23,0.74,0.781818182,21
406,105,121,0.417,0.4415,315,318,310,45124,1564,0.44425,307.5,23245,875,0.44375,310,723,0.444,302,1172,38.16666667,33.07943417,59.375,3.372093023,0.28,0.67,0.793023256,23
407,108,22,0.417,0.44275,315,320,317,52020,1662,0.4425,323.25,23149,746,0.44825,324.75,896,0.4545,317,1134,40.51666667,27.82415136,53.15789474,3.167185877,0.27,0.77,0.856179775,24
408,100,97,0.421,0.44725,315,321,311,44786,1253,0.4485,313.25,24177,733,0.4475,319.75,836,0.4505,330,1340,49.43333333,41.15720524,74,2.671755725,0.35,0.55,0.707762557,23
409,102,20,0.417,0.4215,315,315,300,45928,1592,0.421,297.25,21702,772,0.41825,290.25,738,0.426,294,1046,39.5,33.7334934,67.87878788,3.023516237,0.39,0.6,0.788235294,23
410,101,36,0.417,0.444,315,315,327,65346,1866,0.4415,321.75,29273,875,0.43925,323.25,738,0.4445,336,1477,33.33333333,24.87016734,65.6626506,3.513996426,0.21,0.78,0.47716895,22
411,98,52,0.417,0.45075,315,320,325,54608,1720,0.45125,324.5,24788,808,0.4505,322,898,0.4575,333.5,1505,42.16666667,44.58705357,59.01639344,3.193960511,0.17,0.48,0.545454545,20
412,75,75,0.417,0.44425,315,317,320,65266,1801,0.447,317.25,23744,704,0.44475,326.25,931,0.4505,331.5,1712,57.5,24.09972299,39.3258427,2.941176471,0.35,1.03,0.554524362,21
413,98,15,0.417,0.423,315,318,302,42326,1208,0.42325,301.5,21196,707,0.42475,309.25,914,0.4325,311,1099,59.3,28.24925816,42.94478528,2.766798419,0.38,0.97,0.746445498,23
414,108,102,0.417,0.44975,315,320,317,56264,1956,0.44075,302.5,26332,861,0.441,307,892,0.449,306,946,30.63333333,25.37900056,42.54143646,3.828002098,0.51,0.68,0.581818182,26
415,100,30,0.417,0.44325,315,322,319,50814,1699,0.448,330,27730,1029,0.4435,315.5,726,0.447,319,665,57.76666667,14.3812709,42.85714286,4.052573932,0.49,0.84,0.610047847,25
416,108,108,0.417,0.435,315,319,305,47920,1549,0.439,323.5,24017,800,0.43725,315.25,688,0.434,317,812,56.88333333,30.42492918,51.91256831,3.563084112,0.4,0.82,0.69751693,20
417,107,31,0.417,0.448,315,319,308,47165,1543,0.4445,319.75,25496,996,0.4445,314.5,826,0.4465,318,1158,34.95,42.13451918,65.2173913,3.653250774,0.33,0.75,0.612612613,20
