ID,RecordNumber,Produces,Year,DaysOnLine,VolumeMCF,Time
3815,61051,GAS,1979,364,2777,38
3816,61051,GAS,1980,368,3072,39
3817,61051,GAS,1981,359,2499,40
3818,61051,GAS,1982,335,3382,41
3819,61054,GAS,1942,361,19326,1
3820,61054,GAS,1943,363,15198,2
3821,61054,GAS,1944,334,16030,3
3822,61054,GAS,1945,362,17880,4
3823,61054,GAS,1946,363,14937,5
3824,61054,GAS,1947,367,21064,6
3825,61054,GAS,1948,366,22262,7
3826,61054,GAS,1949,362,23827,8
3827,61054,GAS,1950,362,12842,9
3828,61054,GAS,1951,362,15568,10
3829,61054,GAS,1952,362,13037,11
3830,61054,GAS,1953,330,16902,12
3831,61054,GAS,1954,362,15692,13
3832,61054,GAS,1955,369,16700,14
3833,61054,GAS,1956,360,14881,15
3834,61054,GAS,1957,364,15021,16
3835,61054,GAS,1958,364,20964,17
3836,61054,GAS,1959,359,16469,18
3837,61054,GAS,1960,353,16382,19
3838,61054,GAS,1961,362,19153,20
3839,61054,GAS,1962,359,20003,21
3840,61054,GAS,1963,367,21191,22
3841,61054,GAS,1964,365,22487,23
3842,61054,GAS,1965,362,21961,24
3843,61054,GAS,1966,363,24966,25
3844,61054,GAS,1967,364,24777,26
3845,61054,GAS,1968,362,26348,27
3846,61054,GAS,1969,359,24780,28
3847,61054,GAS,1970,359,26904,29
3848,61054,GAS,1971,362,28944,30
3849,61054,GAS,1972,365,31288,31
3850,61054,GAS,1973,226,19710,32
3851,61054,GAS,1974,271,19630,33
3852,61054,GAS,1975,364,18749,34
3853,61054,GAS,1976,363,22119,35
3854,61054,GAS,1977,363,22947,36
3855,61054,GAS,1978,363,24652,37
3856,61054,GAS,1979,364,30001,38
3857,61054,GAS,1980,363,30377,39
3858,61054,GAS,1981,320,30412,40
3859,61055,GAS,1935,363,7668,1
3860,61055,GAS,1936,365,8540,2
3861,61055,GAS,1937,364,9240,3
3862,61055,GAS,1938,351,9245,4
3863,61055,GAS,1939,363,8222,5
3864,61055,GAS,1940,237,5942,6
3865,61055,GAS,1941,363,9464,7
3866,61055,GAS,1942,359,9515,8
3867,61055,GAS,1943,362,13548,9
3868,61055,GAS,1944,362,7899,10
3869,61055,GAS,1945,362,8223,11
3870,61055,GAS,1946,363,38236,12
3871,61055,GAS,1947,343,33058,13
3872,61055,GAS,1948,358,24638,14
3873,61055,GAS,1949,363,35110,15
3874,61055,GAS,1950,363,42270,16
3875,61055,GAS,1951,262,26562,17
3876,61055,GAS,1952,362,32776,18
3877,61055,GAS,1953,362,10917,19
3878,61055,GAS,1954,361,9831,20
3879,61055,GAS,1955,353,10194,21
3880,61055,GAS,1956,369,10473,22
3881,61055,GAS,1957,360,8607,23
3882,61055,GAS,1958,362,8900,24
3883,61055,GAS,1959,362,11741,25
3884,61055,GAS,1960,362,9537,26
3885,61055,GAS,1961,362,9510,27
3886,61055,GAS,1962,362,6824,28
3887,61055,GAS,1963,358,10583,29
3888,61055,GAS,1964,364,11172,30
3889,61055,GAS,1965,367,12101,31
3890,61055,GAS,1966,362,12095,32
3891,61055,GAS,1967,359,30114,33
3892,61055,GAS,1968,363,28842,34
3893,61055,GAS,1969,359,25428,35
3894,61055,GAS,1970,364,27520,36
3895,61055,GAS,1971,363,26598,37
3896,61055,GAS,1972,363,118696,38
3897,61055,GAS,1973,31,18410,39
3898,61055,GAS,1974,356,89920,40
3899,61055,GAS,1975,316,76680,41
3900,61055,GAS,1976,333,71712,42
3901,61055,GAS,1977,341,70526,43
3902,61055,GAS,1978,346,66586,44
3903,61055,GAS,1979,346,59502,45
3904,61055,GAS,1980,360,54234,46
3905,61055,GAS,1981,356,43078,47
3906,61055,GAS,1982,364,67430,48
3907,61056,GAS,1946,363,60685,1
3908,61056,GAS,1947,354,63146,2
3909,61056,GAS,1948,362,30932,3
3910,61056,GAS,1949,329,70093,4
3911,61056,GAS,1950,358,40213,5
3912,61056,GAS,1951,363,23364,6
3913,61056,GAS,1952,359,68903,7
3914,61056,GAS,1953,187,66705,8
3915,61056,GAS,1954,364,23028,9
3916,61056,GAS,1955,255,56177,10
3917,61056,GAS,1956,369,32957,11
3918,61056,GAS,1957,362,39870,12
3919,61056,GAS,1958,365,23723,13
3920,61056,GAS,1959,362,26028,14
3921,61056,GAS,1960,359,33928,15
3922,61056,GAS,1961,363,81818,16
3923,61056,GAS,1962,362,20754,17
3924,61056,GAS,1963,356,89456,18
3925,61056,GAS,1964,364,26428,19
3926,61056,GAS,1965,359,56196,20
3927,61056,GAS,1966,364,38754,21
3928,61056,GAS,1967,364,55380,22
3929,61056,GAS,1968,362,28213,23
3930,61056,GAS,1969,362,46450,24
3931,61056,GAS,1970,173,12318,25
3932,61056,GAS,1971,361,32003,26
3933,61056,GAS,1972,362,34772,27
3934,61056,GAS,1973,362,28869,28
3935,61056,GAS,1974,351,25719,29
3936,61056,GAS,1975,353,34908,30
3937,61056,GAS,1976,362,73824,31
3938,61056,GAS,1977,364,38643,32
3939,61056,GAS,1978,356,52622,33
3940,61056,GAS,1979,360,29332,34
3941,61056,GAS,1980,367,44779,35
3942,61056,GAS,1981,363,25194,36
3943,61056,GAS,1982,362,23342,37
3944,61063,GAS,1930,54,2669,1
3945,61063,GAS,1931,22,269,2
3946,61063,GAS,1932,31,750,3
3947,61063,GAS,1933,109,8313,4
3948,61063,GAS,1934,60,5582,5
3949,61063,GAS,1935,86,9679,6
3950,61063,GAS,1936,229,34580,7
3951,61063,GAS,1937,266,37387,8
3952,61063,GAS,1938,217,31493,9
3953,61063,GAS,1939,165,14428,10
3954,61063,GAS,1940,100,10706,11
3955,61063,GAS,1941,183,11437,12
3956,61063,GAS,1942,275,6431,13
3957,61063,GAS,1943,265,11192,14
3958,61063,GAS,1944,187,6619,15
3959,61063,GAS,1945,249,12244,16
3960,61063,GAS,1946,278,15332,17
3961,61063,GAS,1947,177,4136,18
3962,61063,GAS,1948,363,16172,19
3963,61063,GAS,1949,359,15693,20
3964,61063,GAS,1950,65,2329,21
3965,61063,GAS,1951,132,5692,22
3966,61063,GAS,1952,218,11816,23
3967,61063,GAS,1953,248,9174,24
3968,61063,GAS,1954,304,11460,25
3969,61063,GAS,1955,190,13099,26
3970,61063,GAS,1956,235,13453,27
3971,61063,GAS,1957,264,11728,28
3972,61063,GAS,1958,361,13436,29
3973,61063,GAS,1959,363,12077,30
3974,61063,GAS,1960,357,15665,31
3975,61063,GAS,1961,367,14399,32
3976,61063,GAS,1962,363,11527,33
3977,61063,GAS,1963,364,11452,34
3978,61063,GAS,1964,364,10893,35
3979,61063,GAS,1965,369,8260,36
3980,61063,GAS,1966,363,6226,37
3981,61063,GAS,1967,365,12459,38
3982,61063,GAS,1968,363,9976,39
3983,61063,GAS,1969,364,8644,40
3984,61063,GAS,1970,364,7040,41
3985,61063,GAS,1971,362,8677,42
3986,61063,GAS,1972,364,10666,43
3987,61063,GAS,1973,362,8174,44
3988,61063,GAS,1974,364,10669,45
3989,61063,GAS,1975,366,5873,46
3990,61063,GAS,1976,365,7170,47
3991,61063,GAS,1977,365,8346,48
3992,61063,GAS,1978,366,5776,49
3993,61063,GAS,1979,363,5799,50
3994,61067,GAS,1929,360,6930,1
3995,61067,GAS,1930,363,7761,2
3996,61067,GAS,1931,362,11777,3
3997,61067,GAS,1932,364,12425,4
3998,61067,GAS,1933,337,11321,5
3999,61067,GAS,1934,348,8674,6
4000,61067,GAS,1935,85,2003,7
4001,61067,GAS,1936,363,14079,8
4002,61067,GAS,1937,360,13535,9
4003,61067,GAS,1938,362,15521,10
4004,61067,GAS,1939,363,16306,11
4005,61067,GAS,1940,363,14303,12
4006,61067,GAS,1941,362,15504,13
4007,61067,GAS,1942,362,15968,14
4008,61067,GAS,1943,368,12976,15
4009,61067,GAS,1944,362,16410,16
4010,61067,GAS,1945,356,16790,17
4011,61067,GAS,1946,362,15710,18
4012,61067,GAS,1947,362,13903,19
4013,61067,GAS,1948,153,9853,20
4014,61067,GAS,1949,106,3577,21
4015,61067,GAS,1950,361,14107,22
4016,61067,GAS,1951,366,14654,23
4017,61067,GAS,1952,363,13895,24
4018,61067,GAS,1953,364,14593,25
4019,61067,GAS,1954,363,13502,26
4020,61067,GAS,1955,360,13695,27
4021,61067,GAS,1956,363,14089,28
4022,61067,GAS,1957,361,13923,29
4023,61067,GAS,1958,363,13502,30
4024,61067,GAS,1959,38,3572,31
4025,61067,GAS,1960,363,9921,32
4026,61067,GAS,1961,363,10713,33
4027,61067,GAS,1962,363,9100,34
4028,61067,GAS,1963,364,8271,35
4029,61067,GAS,1964,364,10060,36
4030,61067,GAS,1965,350,10474,37
4031,61067,GAS,1966,360,14033,38
4032,61067,GAS,1967,366,13792,39
4033,61067,GAS,1968,362,12506,40
4034,61067,GAS,1969,362,10769,41
4035,61067,GAS,1970,363,15121,42
4036,61067,GAS,1971,369,13232,43
4037,61067,GAS,1972,361,10423,44
4038,61067,GAS,1973,362,117353,45
4039,61067,GAS,1974,359,13611,46
4040,61067,GAS,1975,358,12937,47
4041,61067,GAS,1976,363,12176,48
4042,61067,GAS,1977,363,10387,49
4043,61067,GAS,1978,363,12433,50
4044,61917,GAS,1935,85,12040,1
4045,61917,GAS,1936,322,27812,2
4046,61917,GAS,1937,349,28190,3
4047,61917,GAS,1938,363,26663,4
4048,61917,GAS,1939,363,33225,5
4049,61917,GAS,1940,355,33982,6
4050,61917,GAS,1941,362,26969,7
4051,61917,GAS,1942,363,29582,8
4052,61917,GAS,1943,364,22223,9
4053,61917,GAS,1944,360,25514,10
4054,61917,GAS,1945,363,20195,11
4055,61917,GAS,1946,363,19822,12
4056,61917,GAS,1947,362,7641,13
4057,61917,GAS,1948,362,7188,14
4058,61917,GAS,1949,356,9423,15
4059,61917,GAS,1950,362,10632,16
4060,61917,GAS,1951,374,10241,17
4061,61917,GAS,1952,362,6513,18
4062,61917,GAS,1953,362,9356,19
4063,61917,GAS,1954,369,10184,20
4064,61917,GAS,1955,362,9016,21
4065,61917,GAS,1956,363,11041,22
4066,61917,GAS,1957,364,11352,23
4067,61917,GAS,1958,363,10763,24
4068,61917,GAS,1959,360,8867,25
4069,61917,GAS,1960,366,13995,26
4070,61917,GAS,1961,363,16891,27
4071,61917,GAS,1962,363,19169,28
4072,61917,GAS,1963,226,11980,29
4073,61917,GAS,1964,363,14749,30
4074,61917,GAS,1965,364,16670,31
4075,61917,GAS,1966,363,17184,32
4076,61917,GAS,1967,359,16924,33
4077,61917,GAS,1968,359,17878,34
4078,61917,GAS,1969,361,18670,35
4079,61917,GAS,1970,364,12010,36
4080,61917,GAS,1971,364,13504,37
4081,61917,GAS,1972,361,12501,38
4082,61917,GAS,1973,353,10587,39
4083,61917,GAS,1974,367,14557,40
4084,61917,GAS,1975,365,14524,41
4085,61917,GAS,1976,365,15422,42
4086,61917,GAS,1977,363,7211,43
4087,61917,GAS,1978,366,7775,44
4088,61917,GAS,1979,364,5116,45
4089,61917,GAS,1980,365,8626,46
4090,61917,GAS,1981,364,7507,47
4091,61917,GAS,1982,363,8750,48
4092,62177,GAS,1980,366,16900,1
4093,62177,GAS,1981,365,17651,2
4094,62177,GAS,1982,110,5610,3
4095,62177,GAS,1983,364,18670,4
4096,62177,GAS,1984,365,17870,5
4097,62581,GAS,1937,369,8513,1
4098,62581,GAS,1938,362,6911,2
4099,62581,GAS,1939,362,6071,3
4100,62581,GAS,1940,362,8094,4
4101,62581,GAS,1941,362,7771,5
4102,62581,GAS,1942,362,5385,6
4103,62581,GAS,1943,362,10241,7
4104,62581,GAS,1944,290,5646,8
4105,62581,GAS,1945,282,7224,9
4106,62581,GAS,1946,351,9114,10
4107,62581,GAS,1947,8,162,11
4108,62581,GAS,1948,275,5813,12
4109,62581,GAS,1949,360,6805,13
4110,62581,GAS,1950,359,7349,14
4111,62581,GAS,1951,364,8259,15
4112,62581,GAS,1952,333,14054,16
4113,62581,GAS,1953,362,15666,17
4114,62581,GAS,1954,359,14972,18
4115,62581,GAS,1955,358,14903,19
4116,62581,GAS,1956,287,30259,20
4117,62581,GAS,1957,363,35730,21
4118,62581,GAS,1958,364,35812,22
4119,62581,GAS,1959,358,41109,23
4120,62581,GAS,1960,355,26840,24
4121,62581,GAS,1961,363,21644,25
4122,62581,GAS,1962,355,24232,26
4123,62581,GAS,1963,364,20207,27
4124,62581,GAS,1964,363,16384,28
4125,62581,GAS,1965,363,16789,29
4126,62581,GAS,1966,363,14836,30
4127,62581,GAS,1967,352,13252,31
4128,62581,GAS,1968,363,16525,32
4129,62581,GAS,1969,363,13190,33
4130,62581,GAS,1970,363,10371,34
4131,62581,GAS,1971,368,12512,35
4132,62581,GAS,1972,362,12792,36
4133,62581,GAS,1973,363,12678,37
4134,62581,GAS,1974,362,13943,38
4135,62581,GAS,1975,364,13155,39
4136,62581,GAS,1976,365,8132,40
4137,62581,GAS,1977,366,9235,41
4138,62581,GAS,1978,359,10054,42
4139,62581,GAS,1979,355,6758,43
4140,62581,GAS,1980,360,10172,44
4141,62581,GAS,1981,361,9001,45
4142,62581,GAS,1982,364,10102,46
4143,62582,GAS,1941,363,8082,1
4144,62582,GAS,1942,363,7659,2
4145,62582,GAS,1943,364,5773,3
4146,62582,GAS,1944,362,6065,4
4147,62582,GAS,1945,359,6285,5
4148,62582,GAS,1946,319,6358,6
4149,62582,GAS,1947,362,6790,7
4150,62582,GAS,1948,362,5919,8
4151,62582,GAS,1949,362,5297,9
4152,62582,GAS,1950,363,5364,10
4153,62582,GAS,1951,369,4941,11
4154,62582,GAS,1952,361,3968,12
4155,62582,GAS,1953,365,3386,13
4156,62582,GAS,1954,362,4318,14
4157,62582,GAS,1955,361,4080,15
4158,62582,GAS,1956,353,4254,16
4159,62582,GAS,1957,361,4587,17
4160,62582,GAS,1958,219,6280,18
4161,62582,GAS,1959,364,8660,19
4162,62582,GAS,1960,349,8625,20
4163,62582,GAS,1961,364,5453,21
4164,62582,GAS,1962,363,5882,22
4165,62582,GAS,1963,333,5578,23
4166,62582,GAS,1964,363,6769,24
4167,62582,GAS,1965,363,4944,25
4168,62582,GAS,1966,362,2912,26
4169,62582,GAS,1967,354,2662,27
4170,62582,GAS,1968,364,3046,28
4171,62582,GAS,1969,362,3690,29
4172,62582,GAS,1970,365,3227,30
4173,62582,GAS,1971,364,3200,31
4174,62582,GAS,1972,169,1578,32
4175,62582,GAS,1973,362,3820,33
4176,62582,GAS,1974,362,3613,34
4177,62582,GAS,1975,363,3234,35
4178,62582,GAS,1976,369,3835,36
4179,62582,GAS,1977,362,2775,37
4180,62582,GAS,1978,362,2543,38
4181,62582,GAS,1979,362,2429,39
4182,62582,GAS,1980,362,2120,40
4183,62582,GAS,1981,362,3297,41
4184,62583,GAS,1941,363,35305,1
4185,62583,GAS,1942,363,31776,2
4186,62583,GAS,1943,363,33732,3
4187,62583,GAS,1944,362,38227,4
4188,62583,GAS,1945,364,38487,5
4189,62583,GAS,1946,359,27553,6
4190,62583,GAS,1947,359,29292,7
4191,62583,GAS,1948,362,30246,8
4192,62583,GAS,1949,363,28765,9
4193,62583,GAS,1950,363,26419,10
4194,62583,GAS,1951,364,27654,11
4195,62583,GAS,1952,361,31140,12
4196,62583,GAS,1953,364,22761,13
4197,62583,GAS,1954,361,20267,14
4198,62583,GAS,1955,355,21403,15
4199,62583,GAS,1956,365,19784,16
4200,62583,GAS,1957,369,19314,17
4201,62583,GAS,1958,362,17453,18
4202,62583,GAS,1959,364,22626,19
4203,62583,GAS,1960,363,23980,20
4204,62583,GAS,1961,368,28190,21
4205,62583,GAS,1962,360,23119,22
4206,62583,GAS,1963,360,22454,23
4207,62583,GAS,1964,362,28215,24
4208,62583,GAS,1965,363,25855,25
4209,62583,GAS,1966,362,28476,26
4210,62583,GAS,1967,364,27023,27
4211,62583,GAS,1968,356,44907,28
4212,62583,GAS,1969,364,15078,29
4213,62583,GAS,1970,365,14745,30
4214,62583,GAS,1971,365,14974,31
4215,62583,GAS,1972,362,13696,32
4216,62583,GAS,1973,362,14789,33
4217,62583,GAS,1974,364,9516,34
4218,62583,GAS,1975,362,16908,35
4219,62583,GAS,1976,362,20447,36
4220,62583,GAS,1977,323,19306,37
4221,62583,GAS,1978,362,19852,38
4222,62583,GAS,1979,362,15100,39
4223,62583,GAS,1980,362,14253,40
4224,62583,GAS,1981,362,14081,41
4225,62586,GAS,1942,362,11487,1
4226,62586,GAS,1943,363,11873,2
4227,62586,GAS,1944,229,8388,3
4228,62586,GAS,1945,354,4621,4
4229,62586,GAS,1946,359,9206,5
4230,62586,GAS,1947,359,10351,6
4231,62586,GAS,1948,364,7372,7
4232,62586,GAS,1949,363,6930,8
4233,62586,GAS,1950,353,6179,9
4234,62586,GAS,1951,360,7077,10
4235,62586,GAS,1952,361,6654,11
4236,62586,GAS,1953,363,7168,12
4237,62586,GAS,1954,369,9315,13
4238,62586,GAS,1955,362,8273,14
4239,62586,GAS,1956,363,9438,15
4240,62586,GAS,1957,364,9169,16
4241,62586,GAS,1958,362,9922,17
4242,62586,GAS,1959,358,6247,18
4243,62586,GAS,1960,362,6969,19
4244,62586,GAS,1961,362,5240,20
4245,62586,GAS,1962,362,6157,21
4246,62586,GAS,1963,362,5241,22
4247,62586,GAS,1964,362,6607,23
4248,62586,GAS,1965,364,5504,24
4249,62586,GAS,1966,365,6540,25
4250,62586,GAS,1967,362,3730,26
4251,62586,GAS,1968,369,6801,27
4252,62586,GAS,1969,362,4537,28
4253,62586,GAS,1970,334,4445,29
4254,62586,GAS,1971,364,5573,30
4255,62586,GAS,1972,363,6091,31
4256,62586,GAS,1973,364,5819,32
4257,62586,GAS,1974,363,11486,33
4258,62586,GAS,1975,363,11660,34
4259,62586,GAS,1976,363,10245,35
4260,62586,GAS,1977,363,14436,36
4261,62586,GAS,1978,363,14198,37
4262,62586,GAS,1979,364,15810,38
4263,62586,GAS,1980,341,15669,39
4264,62586,GAS,1981,56,3214,40
4265,62587,GAS,1936,363,20139,1
4266,62587,GAS,1937,363,18096,2
4267,62587,GAS,1938,363,19589,3
4268,62587,GAS,1939,274,15620,4
4269,62587,GAS,1940,363,21023,5
4270,62587,GAS,1941,363,17081,6
4271,62587,GAS,1942,364,20125,7
4272,62587,GAS,1943,369,8297,8
4273,62587,GAS,1944,364,7118,9
4274,62587,GAS,1945,362,6427,10
4275,62587,GAS,1946,361,5873,11
4276,62587,GAS,1947,353,6018,12
4277,62587,GAS,1948,364,6903,13
4278,62587,GAS,1949,361,7510,14
4279,62587,GAS,1950,358,6036,15
4280,62587,GAS,1951,365,4997,16
4281,62587,GAS,1952,363,5864,17
4282,62587,GAS,1953,362,4288,18
4283,62587,GAS,1954,362,3849,19
4284,62587,GAS,1955,364,6068,20
4285,62587,GAS,1956,362,4235,21
4286,62587,GAS,1957,364,4587,22
4287,62587,GAS,1958,365,5432,23
4288,62587,GAS,1959,362,5415,24
4289,62587,GAS,1960,362,5180,25
4290,62587,GAS,1961,369,5630,26
4291,62587,GAS,1962,368,4275,27
4292,62587,GAS,1963,360,5175,28
4293,62587,GAS,1964,362,4816,29
4294,62587,GAS,1965,334,4773,30
4295,62587,GAS,1966,366,5220,31
4296,62587,GAS,1967,359,8297,32
4297,62587,GAS,1968,359,9564,33
4298,62587,GAS,1969,362,9547,34
4299,62587,GAS,1970,365,8811,35
4300,62587,GAS,1971,364,9130,36
4301,62587,GAS,1972,362,9618,37
4302,62587,GAS,1973,361,9978,38
4303,62587,GAS,1974,363,10157,39
4304,62587,GAS,1975,363,8081,40
4305,62587,GAS,1976,363,7163,41
4306,62587,GAS,1977,364,7258,42
4307,62587,GAS,1978,363,9115,43
4308,62587,GAS,1979,363,9880,44
4309,62587,GAS,1980,365,8198,45
4310,62587,GAS,1981,361,12584,46
4311,62587,GAS,1982,363,14739,47
4312,62590,GAS,1929,350,27166,1
4313,62590,GAS,1930,364,7777,2
4314,62590,GAS,1931,363,8222,3
4315,62590,GAS,1932,221,13294,4
4316,62590,GAS,1933,364,8508,5
4317,62590,GAS,1934,100,3143,6
4318,62590,GAS,1935,361,8967,7
4319,62590,GAS,1936,363,8493,8
4320,62590,GAS,1937,356,8578,9
4321,62590,GAS,1938,254,9889,10
4322,62590,GAS,1939,362,8556,11
4323,62590,GAS,1940,205,7894,12
4324,62590,GAS,1941,362,8578,13
4325,62590,GAS,1942,132,3291,14
4326,62590,GAS,1943,363,7837,15
4327,62590,GAS,1944,364,8150,16
4328,62590,GAS,1945,197,13444,17
4329,62590,GAS,1946,365,6483,18
4330,62590,GAS,1947,322,21674,19
4331,62590,GAS,1948,276,18863,20
4332,62590,GAS,1949,363,8183,21
4333,62590,GAS,1950,362,9590,22
4334,62590,GAS,1951,369,9650,23
4335,62590,GAS,1952,360,9261,24
4336,62590,GAS,1953,361,9316,25
4337,62590,GAS,1954,359,11474,26
4338,62590,GAS,1955,362,12713,27
4339,62590,GAS,1956,359,11543,28
4340,62590,GAS,1957,360,10524,29
4341,62590,GAS,1958,360,10694,30
4342,62590,GAS,1959,363,11768,31
4343,62590,GAS,1960,363,13389,32
4344,62590,GAS,1961,363,14313,33
4345,62590,GAS,1962,39,10840,34
4346,62590,GAS,1963,277,43259,35
4347,62590,GAS,1964,132,3589,36
4348,62590,GAS,1965,363,10335,37
4349,62590,GAS,1966,53,746,38
4350,62590,GAS,1967,318,13679,39
4351,62590,GAS,1968,344,17683,40
4352,62590,GAS,1969,364,16149,41
4353,62590,GAS,1970,363,14995,42
4354,62590,GAS,1971,240,10474,43
4355,62590,GAS,1972,364,15125,44
4356,62590,GAS,1973,363,15251,45
4357,62590,GAS,1974,363,10353,46
4358,62590,GAS,1975,362,11441,47
4359,62590,GAS,1976,359,10522,48
4360,62590,GAS,1977,360,10135,49
4361,62590,GAS,1978,367,11422,50
4362,62592,GAS,1931,366,6622,1
4363,62592,GAS,1932,363,6390,2
4364,62592,GAS,1933,361,6139,3
4365,62592,GAS,1934,361,6024,4
4366,62592,GAS,1935,363,6346,5
4367,62592,GAS,1936,360,6220,6
4368,62592,GAS,1937,365,6177,7
4369,62592,GAS,1938,363,5956,8
4370,62592,GAS,1939,363,4635,9
4371,62592,GAS,1940,369,5827,10
4372,62592,GAS,1941,362,5682,11
4373,62592,GAS,1942,362,5550,12
4374,62592,GAS,1943,359,5808,13
4375,62592,GAS,1944,362,5478,14
4376,62592,GAS,1945,364,5279,15
4377,62592,GAS,1946,351,5069,16
4378,62592,GAS,1947,349,4935,17
4379,62592,GAS,1948,363,5001,18
4380,62592,GAS,1949,365,5106,19
4381,62592,GAS,1950,361,5740,20
4382,62592,GAS,1951,362,5385,21
4383,62592,GAS,1952,353,5093,22
4384,62592,GAS,1953,363,5686,23
4385,62592,GAS,1954,182,3763,24
4386,62592,GAS,1955,363,6977,25
4387,62592,GAS,1956,363,6838,26
4388,62592,GAS,1957,363,7404,27
4389,62592,GAS,1958,363,7032,28
4390,62592,GAS,1959,359,7387,29
4391,62592,GAS,1960,359,7965,30
4392,62592,GAS,1961,362,8514,31
4393,62592,GAS,1962,363,7461,32
4394,62592,GAS,1963,363,8347,33
4395,62592,GAS,1964,363,8135,34
4396,62592,GAS,1965,352,8618,35
4397,62592,GAS,1966,360,9560,36
4398,62592,GAS,1967,231,5909,37
4399,62592,GAS,1968,350,9069,38
4400,62592,GAS,1969,364,8972,39
4401,62592,GAS,1970,360,9974,40
4402,62592,GAS,1971,363,10503,41
4403,62592,GAS,1972,355,8172,42
4404,62592,GAS,1973,356,10287,43
4405,62592,GAS,1974,359,9035,44
4406,62592,GAS,1975,350,9290,45
4407,62592,GAS,1976,362,12955,46
4408,62592,GAS,1977,316,10701,47
4409,62592,GAS,1978,290,9706,48
4410,62592,GAS,1979,259,9199,49
4411,62592,GAS,1980,222,8793,50
4412,62641,GAS,1941,350,141603,1
4413,62641,GAS,1942,258,143095,2
4414,62641,GAS,1943,363,91265,3
4415,62641,GAS,1944,354,66645,4
4416,62641,GAS,1945,363,64025,5
4417,62641,GAS,1946,327,79338,6
4418,62641,GAS,1947,363,85124,7
4419,62641,GAS,1948,364,106621,8
4420,62641,GAS,1949,363,119991,9
4421,62641,GAS,1950,363,77621,10
4422,62641,GAS,1951,362,71320,11
4423,62641,GAS,1952,263,61544,12
4424,62641,GAS,1953,359,67813,13
4425,62641,GAS,1954,360,50113,14
4426,62641,GAS,1955,362,38812,15
4427,62641,GAS,1956,369,42518,16
4428,62641,GAS,1957,362,38137,17
4429,62641,GAS,1958,355,46321,18
4430,62641,GAS,1959,362,47319,19
4431,62641,GAS,1960,361,42678,20
4432,62641,GAS,1961,365,44116,21
4433,62641,GAS,1962,364,38350,22
4434,62641,GAS,1963,216,22088,23
4435,62641,GAS,1964,363,51624,24
4436,62641,GAS,1965,368,54431,25
4437,62641,GAS,1966,361,57670,26
4438,62641,GAS,1967,361,49858,27
4439,62641,GAS,1968,364,34711,28
4440,62641,GAS,1969,366,3752,29
4441,62641,GAS,1970,360,34464,30
4442,62641,GAS,1971,353,35455,31
4443,62641,GAS,1972,364,42478,32
4444,62641,GAS,1973,359,36310,33
4445,62641,GAS,1974,323,35599,34
4446,62641,GAS,1975,362,30090,35
4447,62641,GAS,1976,362,31563,36
4448,62641,GAS,1977,362,35789,37
4449,62641,GAS,1978,363,61377,38
4450,62641,GAS,1979,364,61870,39
4451,62641,GAS,1980,362,65049,40
4452,62641,GAS,1981,359,57490,41
4453,62701,GAS,1936,364,11997,1
4454,62701,GAS,1937,364,12559,2
4455,62701,GAS,1938,361,12561,3
4456,62701,GAS,1939,365,13264,4
4457,62701,GAS,1940,363,12805,5
4458,62701,GAS,1941,365,13301,6
4459,62701,GAS,1942,364,30217,7
4460,62701,GAS,1943,369,26916,8
4461,62701,GAS,1944,366,30351,9
4462,62701,GAS,1945,362,21372,10
4463,62701,GAS,1946,364,23427,11
4464,62701,GAS,1947,362,13050,12
4465,62701,GAS,1948,357,17316,13
4466,62701,GAS,1949,152,8875,14
4467,62701,GAS,1950,366,12791,15
4468,62701,GAS,1951,364,14012,16
4469,62701,GAS,1952,353,98498,17
4470,62701,GAS,1953,353,111512,18
4471,62701,GAS,1954,342,138774,19
4472,62701,GAS,1955,84,69783,20
4473,62701,GAS,1956,202,98599,21
4474,62701,GAS,1957,342,197736,22
4475,62701,GAS,1958,203,104455,23
4476,62701,GAS,1959,342,53581,24
4477,62701,GAS,1960,361,74416,25
4478,62701,GAS,1961,364,68993,26
4479,62701,GAS,1962,362,68777,27
4480,62701,GAS,1963,363,68033,28
4481,62701,GAS,1964,285,73752,29
4482,62701,GAS,1965,326,41785,30
4483,62701,GAS,1966,347,52663,31
4484,62701,GAS,1967,350,51913,32
4485,62701,GAS,1968,358,53335,33
4486,62701,GAS,1969,363,52996,34
4487,62701,GAS,1970,359,53829,35
4488,62701,GAS,1971,356,67644,36
4489,62701,GAS,1972,364,50421,37
4490,62701,GAS,1973,366,48405,38
4491,62701,GAS,1974,363,49389,39
4492,62701,GAS,1975,361,51919,40
4493,62701,GAS,1976,361,34099,41
4494,62701,GAS,1977,359,31819,42
4495,62701,GAS,1978,363,33324,43
4496,62701,GAS,1979,362,39479,44
4497,62701,GAS,1980,362,39008,45
4498,62701,GAS,1981,361,44225,46
4499,62742,GAS,1937,176,708,1
4500,62742,GAS,1938,359,1447,2
4501,62742,GAS,1939,365,1655,3
4502,62742,GAS,1940,363,1708,4
4503,62742,GAS,1941,361,1573,5
4504,62742,GAS,1942,364,1580,6
4505,62742,GAS,1943,367,1487,7
4506,62742,GAS,1944,360,1859,8
4507,62742,GAS,1945,362,3933,9
4508,62742,GAS,1946,362,5183,10
4509,62742,GAS,1947,363,5871,11
4510,62742,GAS,1948,362,4018,12
4511,62742,GAS,1949,353,3998,13
4512,62742,GAS,1950,359,4792,14
