,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
28798,Wright County, MO,29229,2015,2015,,18257,,,,,,
28799,Wright County, MO,29229,2016,2016,,18286,,,,,,
28800,St. Louis city, MO,29510,1999,1999,44,350156,12.6,9.1,16.9,13.3,9.7,17.9
28801,St. Louis city, MO,29510,2000,2000,45,348189,12.9,9.4,17.3,13.6,9.9,18.2
28802,St. Louis city, MO,29510,2001,2001,38,343243,11.1,7.8,15.2,11.5,8.1,15.8
28803,St. Louis city, MO,29510,2002,2002,47,338457,13.9,10.2,18.5,14.2,10.5,18.9
28804,St. Louis city, MO,29510,2003,2003,61,334893,18.2,13.9,23.4,18.7,14.3,24.0
28805,St. Louis city, MO,29510,2004,2004,51,330988,15.4,11.5,20.3,15.5,11.5,20.5
28806,St. Louis city, MO,29510,2005,2005,44,324945,13.5,9.8,18.2,13.6,9.8,18.3
28807,St. Louis city, MO,29510,2006,2006,80,320131,25.0,19.8,31.1,24.7,19.5,30.9
28808,St. Louis city, MO,29510,2007,2007,57,317959,17.9,13.6,23.2,18.0,13.6,23.4
28809,St. Louis city, MO,29510,2008,2008,59,317955,18.6,14.1,23.9,18.7,14.2,24.3
28810,St. Louis city, MO,29510,2009,2009,66,318842,20.7,16.0,26.3,20.3,15.6,25.9
28811,St. Louis city, MO,29510,2010,2010,76,319294,23.8,18.8,29.8,23.3,18.2,29.3
28812,St. Louis city, MO,29510,2011,2011,91,319144,28.5,23.0,35.0,27.3,21.8,33.7
28813,St. Louis city, MO,29510,2012,2012,70,319085,21.9,17.1,27.7,20.4,15.8,25.9
28814,St. Louis city, MO,29510,2013,2013,97,317947,30.5,24.7,37.2,30.2,24.4,37.1
28815,St. Louis city, MO,29510,2014,2014,120,316840,37.9,31.1,44.7,34.6,28.3,41.0
28816,St. Louis city, MO,29510,2015,2015,106,314875,33.7,27.3,40.1,31.0,24.9,37.1
28817,St. Louis city, MO,29510,2016,2016,201,311404,64.5,55.6,73.5,61.3,52.5,70.1
28818,Beaverhead County, MT,30001,1999,1999,,9184,,,,,,
28819,Beaverhead County, MT,30001,2000,2000,,9202,,,,,,
28820,Beaverhead County, MT,30001,2001,2001,,9058,,,,,,
28821,Beaverhead County, MT,30001,2002,2002,,9018,,,,,,
28822,Beaverhead County, MT,30001,2003,2003,,8924,,,,,,
28823,Beaverhead County, MT,30001,2004,2004,,8908,,,,,,
28824,Beaverhead County, MT,30001,2005,2005,,8904,,,,,,
28825,Beaverhead County, MT,30001,2006,2006,,9012,,,,,,
28826,Beaverhead County, MT,30001,2007,2007,,9028,,,,,,
28827,Beaverhead County, MT,30001,2008,2008,,9166,,,,,,
28828,Beaverhead County, MT,30001,2009,2009,,9200,,,,,,
28829,Beaverhead County, MT,30001,2010,2010,,9246,,,,,,
28830,Beaverhead County, MT,30001,2011,2011,,9203,,,,,,
28831,Beaverhead County, MT,30001,2012,2012,,9353,,,,,,
28832,Beaverhead County, MT,30001,2013,2013,,9276,,,,,,
28833,Beaverhead County, MT,30001,2014,2014,,9294,,,,,,
28834,Beaverhead County, MT,30001,2015,2015,,9261,,,,,,
28835,Beaverhead County, MT,30001,2016,2016,,9401,,,,,,
28836,Big Horn County, MT,30003,1999,1999,,12653,,,,,,
28837,Big Horn County, MT,30003,2000,2000,,12671,,,,,,
28838,Big Horn County, MT,30003,2001,2001,,12783,,,,,,
28839,Big Horn County, MT,30003,2002,2002,,12713,,,,,,
28840,Big Horn County, MT,30003,2003,2003,,12652,,,,,,
28841,Big Horn County, MT,30003,2004,2004,,12731,,,,,,
28842,Big Horn County, MT,30003,2005,2005,,12634,,,,,,
28843,Big Horn County, MT,30003,2006,2006,,12540,,,,,,
28844,Big Horn County, MT,30003,2007,2007,,12549,,,,,,
28845,Big Horn County, MT,30003,2008,2008,,12564,,,,,,
28846,Big Horn County, MT,30003,2009,2009,,12747,,,,,,
28847,Big Horn County, MT,30003,2010,2010,,12865,,,,,,
28848,Big Horn County, MT,30003,2011,2011,,13053,,,,,,
28849,Big Horn County, MT,30003,2012,2012,,13003,,,,,,
28850,Big Horn County, MT,30003,2013,2013,,13122,,,,,,
28851,Big Horn County, MT,30003,2014,2014,,13347,,,,,,
28852,Big Horn County, MT,30003,2015,2015,,13256,,,,,,
28853,Big Horn County, MT,30003,2016,2016,,13343,,,,,,
28854,Blaine County, MT,30005,1999,1999,,7087,,,,,,
28855,Blaine County, MT,30005,2000,2000,,7009,,,,,,
28856,Blaine County, MT,30005,2001,2001,,6748,,,,,,
28857,Blaine County, MT,30005,2002,2002,,6769,,,,,,
28858,Blaine County, MT,30005,2003,2003,,6699,,,,,,
28859,Blaine County, MT,30005,2004,2004,,6571,,,,,,
28860,Blaine County, MT,30005,2005,2005,,6592,,,,,,
28861,Blaine County, MT,30005,2006,2006,,6536,,,,,,
28862,Blaine County, MT,30005,2007,2007,,6472,,,,,,
28863,Blaine County, MT,30005,2008,2008,,6401,,,,,,
28864,Blaine County, MT,30005,2009,2009,,6445,,,,,,
28865,Blaine County, MT,30005,2010,2010,,6491,,,,,,
28866,Blaine County, MT,30005,2011,2011,,6568,,,,,,
28867,Blaine County, MT,30005,2012,2012,,6650,,,,,,
28868,Blaine County, MT,30005,2013,2013,,6577,,,,,,
28869,Blaine County, MT,30005,2014,2014,,6630,,,,,,
28870,Blaine County, MT,30005,2015,2015,,6587,,,,,,
28871,Blaine County, MT,30005,2016,2016,,6601,,,,,,
28872,Broadwater County, MT,30007,1999,1999,,4364,,,,,,
28873,Broadwater County, MT,30007,2000,2000,,4385,,,,,,
28874,Broadwater County, MT,30007,2001,2001,,4438,,,,,,
28875,Broadwater County, MT,30007,2002,2002,,4478,,,,,,
28876,Broadwater County, MT,30007,2003,2003,,4562,,,,,,
28877,Broadwater County, MT,30007,2004,2004,,4711,,,,,,
28878,Broadwater County, MT,30007,2005,2005,,4775,,,,,,
28879,Broadwater County, MT,30007,2006,2006,,4958,,,,,,
28880,Broadwater County, MT,30007,2007,2007,,5089,,,,,,
28881,Broadwater County, MT,30007,2008,2008,,5261,,,,,,
28882,Broadwater County, MT,30007,2009,2009,,5496,,,,,,
28883,Broadwater County, MT,30007,2010,2010,,5612,,,,,,
28884,Broadwater County, MT,30007,2011,2011,,5720,,,,,,
28885,Broadwater County, MT,30007,2012,2012,,5742,,,,,,
28886,Broadwater County, MT,30007,2013,2013,,5665,,,,,,
28887,Broadwater County, MT,30007,2014,2014,,5629,,,,,,
28888,Broadwater County, MT,30007,2015,2015,,5679,,,,,,
28889,Broadwater County, MT,30007,2016,2016,,5747,,,,,,
28890,Carbon County, MT,30009,1999,1999,,9495,,,,,,
28891,Carbon County, MT,30009,2000,2000,,9552,,,,,,
28892,Carbon County, MT,30009,2001,2001,,9665,,,,,,
28893,Carbon County, MT,30009,2002,2002,,9714,,,,,,
28894,Carbon County, MT,30009,2003,2003,,9747,,,,,,
28895,Carbon County, MT,30009,2004,2004,,9796,,,,,,
28896,Carbon County, MT,30009,2005,2005,,9921,,,,,,
28897,Carbon County, MT,30009,2006,2006,,9916,,,,,,
28898,Carbon County, MT,30009,2007,2007,,9973,,,,,,
28899,Carbon County, MT,30009,2008,2008,,9965,,,,,,
28900,Carbon County, MT,30009,2009,2009,,10033,,,,,,
28901,Carbon County, MT,30009,2010,2010,,10078,,,,,,
28902,Carbon County, MT,30009,2011,2011,,10082,,,,,,
28903,Carbon County, MT,30009,2012,2012,,10122,,,,,,
28904,Carbon County, MT,30009,2013,2013,,10314,,,,,,
28905,Carbon County, MT,30009,2014,2014,,10417,,,,,,
28906,Carbon County, MT,30009,2015,2015,,10388,,,,,,
28907,Carbon County, MT,30009,2016,2016,,10460,,,,,,
28908,Carter County, MT,30011,1999,1999,,1391,,,,,,
28909,Carter County, MT,30011,2000,2000,,1360,,,,,,
28910,Carter County, MT,30011,2001,2001,,1337,,,,,,
28911,Carter County, MT,30011,2002,2002,,1319,,,,,,
28912,Carter County, MT,30011,2003,2003,,1290,,,,,,
28913,Carter County, MT,30011,2004,2004,,1284,,,,,,
28914,Carter County, MT,30011,2005,2005,,1258,,,,,,
28915,Carter County, MT,30011,2006,2006,,1227,,,,,,
28916,Carter County, MT,30011,2007,2007,,1216,,,,,,
28917,Carter County, MT,30011,2008,2008,,1172,,,,,,
28918,Carter County, MT,30011,2009,2009,,1180,,,,,,
28919,Carter County, MT,30011,2010,2010,,1160,,,,,,
28920,Carter County, MT,30011,2011,2011,,1142,,,,,,
28921,Carter County, MT,30011,2012,2012,,1175,,,,,,
28922,Carter County, MT,30011,2013,2013,,1164,,,,,,
28923,Carter County, MT,30011,2014,2014,,1170,,,,,,
28924,Carter County, MT,30011,2015,2015,,1171,,,,,,
28925,Carter County, MT,30011,2016,2016,,1203,,,,,,
28926,Cascade County, MT,30013,1999,1999,,80596,,,,,,
28927,Cascade County, MT,30013,2000,2000,,80357,,,,,,
28928,Cascade County, MT,30013,2001,2001,,80055,,,,,,
28929,Cascade County, MT,30013,2002,2002,,79848,,,,,,
28930,Cascade County, MT,30013,2003,2003,,79633,,,,,,
28931,Cascade County, MT,30013,2004,2004,,80198,,,,,,
28932,Cascade County, MT,30013,2005,2005,,80041,,,,,,
28933,Cascade County, MT,30013,2006,2006,,79984,,,,,,
28934,Cascade County, MT,30013,2007,2007,,80099,,,,,,
28935,Cascade County, MT,30013,2008,2008,14,80529,17.4 (Unreliable),9.5,29.2,17.6 (Unreliable),9.4,30.0
28936,Cascade County, MT,30013,2009,2009,11,80680,13.6 (Unreliable),6.8,24.4,13.5 (Unreliable),6.5,24.8
28937,Cascade County, MT,30013,2010,2010,12,81327,14.8 (Unreliable),7.6,25.8,14.7 (Unreliable),7.3,26.3
28938,Cascade County, MT,30013,2011,2011,11,81784,13.5 (Unreliable),6.7,24.1,15.0 (Unreliable),7.2,27.5
28939,Cascade County, MT,30013,2012,2012,,81767,,,,,,
28940,Cascade County, MT,30013,2013,2013,16,82367,19.4 (Unreliable),11.1,31.5,21.4 (Unreliable),12.0,35.3
28941,Cascade County, MT,30013,2014,2014,,82236,,,,,,
28942,Cascade County, MT,30013,2015,2015,11,82118,13.4 (Unreliable),6.7,24.0,16.0 (Unreliable),7.7,29.5
28943,Cascade County, MT,30013,2016,2016,,81755,,,,,,
28944,Chouteau County, MT,30015,1999,1999,,5846,,,,,,
28945,Chouteau County, MT,30015,2000,2000,,5970,,,,,,
28946,Chouteau County, MT,30015,2001,2001,,5899,,,,,,
28947,Chouteau County, MT,30015,2002,2002,,5811,,,,,,
28948,Chouteau County, MT,30015,2003,2003,,5775,,,,,,
28949,Chouteau County, MT,30015,2004,2004,,5729,,,,,,
28950,Chouteau County, MT,30015,2005,2005,,5708,,,,,,
28951,Chouteau County, MT,30015,2006,2006,,5709,,,,,,
28952,Chouteau County, MT,30015,2007,2007,,5746,,,,,,
28953,Chouteau County, MT,30015,2008,2008,,5774,,,,,,
28954,Chouteau County, MT,30015,2009,2009,,5793,,,,,,
28955,Chouteau County, MT,30015,2010,2010,,5813,,,,,,
28956,Chouteau County, MT,30015,2011,2011,,5809,,,,,,
28957,Chouteau County, MT,30015,2012,2012,,5933,,,,,,
28958,Chouteau County, MT,30015,2013,2013,,5853,,,,,,
28959,Chouteau County, MT,30015,2014,2014,,5884,,,,,,
28960,Chouteau County, MT,30015,2015,2015,,5757,,,,,,
28961,Chouteau County, MT,30015,2016,2016,,5759,,,,,,
28962,Custer County, MT,30017,1999,1999,,11782,,,,,,
28963,Custer County, MT,30017,2000,2000,,11696,,,,,,
28964,Custer County, MT,30017,2001,2001,,11484,,,,,,
28965,Custer County, MT,30017,2002,2002,,11510,,,,,,
28966,Custer County, MT,30017,2003,2003,,11438,,,,,,
28967,Custer County, MT,30017,2004,2004,,11510,,,,,,
28968,Custer County, MT,30017,2005,2005,,11423,,,,,,
28969,Custer County, MT,30017,2006,2006,,11395,,,,,,
28970,Custer County, MT,30017,2007,2007,,11480,,,,,,
28971,Custer County, MT,30017,2008,2008,,11515,,,,,,
28972,Custer County, MT,30017,2009,2009,,11646,,,,,,
28973,Custer County, MT,30017,2010,2010,,11699,,,,,,
28974,Custer County, MT,30017,2011,2011,,11761,,,,,,
28975,Custer County, MT,30017,2012,2012,,11836,,,,,,
28976,Custer County, MT,30017,2013,2013,,11918,,,,,,
28977,Custer County, MT,30017,2014,2014,,12073,,,,,,
28978,Custer County, MT,30017,2015,2015,,12147,,,,,,
28979,Custer County, MT,30017,2016,2016,,11924,,,,,,
28980,Daniels County, MT,30019,1999,1999,,2041,,,,,,
28981,Daniels County, MT,30019,2000,2000,,2017,,,,,,
28982,Daniels County, MT,30019,2001,2001,,1999,,,,,,
28983,Daniels County, MT,30019,2002,2002,,1912,,,,,,
28984,Daniels County, MT,30019,2003,2003,,1881,,,,,,
28985,Daniels County, MT,30019,2004,2004,,1804,,,,,,
28986,Daniels County, MT,30019,2005,2005,,1782,,,,,,
28987,Daniels County, MT,30019,2006,2006,,1748,,,,,,
28988,Daniels County, MT,30019,2007,2007,,1702,,,,,,
28989,Daniels County, MT,30019,2008,2008,,1704,,,,,,
28990,Daniels County, MT,30019,2009,2009,,1732,,,,,,
28991,Daniels County, MT,30019,2010,2010,,1751,,,,,,
28992,Daniels County, MT,30019,2011,2011,,1777,,,,,,
28993,Daniels County, MT,30019,2012,2012,,1785,,,,,,
28994,Daniels County, MT,30019,2013,2013,,1792,,,,,,
28995,Daniels County, MT,30019,2014,2014,,1808,,,,,,
28996,Daniels County, MT,30019,2015,2015,,1763,,,,,,
28997,Daniels County, MT,30019,2016,2016,,1755,,,,,,
28998,Dawson County, MT,30021,1999,1999,,9071,,,,,,
28999,Dawson County, MT,30021,2000,2000,,9059,,,,,,
29000,Dawson County, MT,30021,2001,2001,,8963,,,,,,
29001,Dawson County, MT,30021,2002,2002,,8801,,,,,,
29002,Dawson County, MT,30021,2003,2003,,8812,,,,,,
29003,Dawson County, MT,30021,2004,2004,,8764,,,,,,
29004,Dawson County, MT,30021,2005,2005,,8800,,,,,,
29005,Dawson County, MT,30021,2006,2006,,8853,,,,,,
29006,Dawson County, MT,30021,2007,2007,,8944,,,,,,
29007,Dawson County, MT,30021,2008,2008,,8925,,,,,,
29008,Dawson County, MT,30021,2009,2009,,9008,,,,,,
29009,Dawson County, MT,30021,2010,2010,,8966,,,,,,
29010,Dawson County, MT,30021,2011,2011,,9023,,,,,,
29011,Dawson County, MT,30021,2012,2012,,9252,,,,,,
29012,Dawson County, MT,30021,2013,2013,,9404,,,,,,
29013,Dawson County, MT,30021,2014,2014,,9547,,,,,,
29014,Dawson County, MT,30021,2015,2015,,9625,,,,,,
29015,Dawson County, MT,30021,2016,2016,,9327,,,,,,
29016,Deer Lodge County, MT,30023,1999,1999,,9529,,,,,,
29017,Deer Lodge County, MT,30023,2000,2000,,9417,,,,,,
29018,Deer Lodge County, MT,30023,2001,2001,,9303,,,,,,
29019,Deer Lodge County, MT,30023,2002,2002,,9238,,,,,,
29020,Deer Lodge County, MT,30023,2003,2003,,9189,,,,,,
29021,Deer Lodge County, MT,30023,2004,2004,,9274,,,,,,
29022,Deer Lodge County, MT,30023,2005,2005,,9274,,,,,,
29023,Deer Lodge County, MT,30023,2006,2006,,9180,,,,,,
29024,Deer Lodge County, MT,30023,2007,2007,,9264,,,,,,
29025,Deer Lodge County, MT,30023,2008,2008,,9351,,,,,,
29026,Deer Lodge County, MT,30023,2009,2009,,9260,,,,,,
29027,Deer Lodge County, MT,30023,2010,2010,,9298,,,,,,
29028,Deer Lodge County, MT,30023,2011,2011,,9267,,,,,,
29029,Deer Lodge County, MT,30023,2012,2012,,9224,,,,,,
29030,Deer Lodge County, MT,30023,2013,2013,,9283,,,,,,
29031,Deer Lodge County, MT,30023,2014,2014,,9140,,,,,,
29032,Deer Lodge County, MT,30023,2015,2015,,9148,,,,,,
29033,Deer Lodge County, MT,30023,2016,2016,,9085,,,,,,
29034,Fallon County, MT,30025,1999,1999,,2918,,,,,,
29035,Fallon County, MT,30025,2000,2000,,2837,,,,,,
29036,Fallon County, MT,30025,2001,2001,,2741,,,,,,
29037,Fallon County, MT,30025,2002,2002,,2725,,,,,,
29038,Fallon County, MT,30025,2003,2003,,2769,,,,,,
29039,Fallon County, MT,30025,2004,2004,,2773,,,,,,
29040,Fallon County, MT,30025,2005,2005,,2712,,,,,,
29041,Fallon County, MT,30025,2006,2006,,2722,,,,,,
29042,Fallon County, MT,30025,2007,2007,,2768,,,,,,
29043,Fallon County, MT,30025,2008,2008,,2807,,,,,,
29044,Fallon County, MT,30025,2009,2009,,2882,,,,,,
29045,Fallon County, MT,30025,2010,2010,,2890,,,,,,
29046,Fallon County, MT,30025,2011,2011,,2930,,,,,,
29047,Fallon County, MT,30025,2012,2012,,3026,,,,,,
29048,Fallon County, MT,30025,2013,2013,,3045,,,,,,
29049,Fallon County, MT,30025,2014,2014,,3109,,,,,,
29050,Fallon County, MT,30025,2015,2015,,3184,,,,,,
29051,Fallon County, MT,30025,2016,2016,,3120,,,,,,
29052,Fergus County, MT,30027,1999,1999,,11979,,,,,,
29053,Fergus County, MT,30027,2000,2000,,11893,,,,,,
29054,Fergus County, MT,30027,2001,2001,,11736,,,,,,
29055,Fergus County, MT,30027,2002,2002,,11666,,,,,,
29056,Fergus County, MT,30027,2003,2003,,11565,,,,,,
29057,Fergus County, MT,30027,2004,2004,,11546,,,,,,
29058,Fergus County, MT,30027,2005,2005,,11444,,,,,,
29059,Fergus County, MT,30027,2006,2006,,11501,,,,,,
29060,Fergus County, MT,30027,2007,2007,,11463,,,,,,
29061,Fergus County, MT,30027,2008,2008,,11448,,,,,,
29062,Fergus County, MT,30027,2009,2009,,11571,,,,,,
29063,Fergus County, MT,30027,2010,2010,,11586,,,,,,
29064,Fergus County, MT,30027,2011,2011,,11506,,,,,,
29065,Fergus County, MT,30027,2012,2012,,11450,,,,,,
29066,Fergus County, MT,30027,2013,2013,,11513,,,,,,
29067,Fergus County, MT,30027,2014,2014,,11385,,,,,,
29068,Fergus County, MT,30027,2015,2015,,11384,,,,,,
29069,Fergus County, MT,30027,2016,2016,,11413,,,,,,
29070,Flathead County, MT,30029,1999,1999,,73626,,,,,,
29071,Flathead County, MT,30029,2000,2000,,74471,,,,,,
29072,Flathead County, MT,30029,2001,2001,10,76171,13.1 (Unreliable),6.3,24.1,13.0 (Unreliable),6.2,24.0
29073,Flathead County, MT,30029,2002,2002,10,77583,12.9 (Unreliable),6.2,23.7,13.1 (Unreliable),6.3,24.1
29074,Flathead County, MT,30029,2003,2003,,79643,,,,,,
29075,Flathead County, MT,30029,2004,2004,10,81247,12.3 (Unreliable),5.9,22.6,12.0 (Unreliable),5.7,22.0
29076,Flathead County, MT,30029,2005,2005,16,83320,19.2 (Unreliable),11.0,31.2,18.6 (Unreliable),10.4,30.6
29077,Flathead County, MT,30029,2006,2006,12,85759,14.0 (Unreliable),7.2,24.4,14.7 (Unreliable),7.6,25.7
29078,Flathead County, MT,30029,2007,2007,13,88245,14.7 (Unreliable),7.8,25.2,13.9 (Unreliable),7.4,23.8
29079,Flathead County, MT,30029,2008,2008,16,90260,17.7 (Unreliable),10.1,28.8,17.3 (Unreliable),9.7,28.5
29080,Flathead County, MT,30029,2009,2009,,90910,,,,,,
29081,Flathead County, MT,30029,2010,2010,,90928,,,,,,
29082,Flathead County, MT,30029,2011,2011,,91190,,,,,,
29083,Flathead County, MT,30029,2012,2012,12,91617,13.1 (Unreliable),6.8,22.9,13.4 (Unreliable),6.9,23.3
29084,Flathead County, MT,30029,2013,2013,18,92975,19.4 (Unreliable),11.5,30.6,20.8 (Unreliable),12.1,33.3
29085,Flathead County, MT,30029,2014,2014,12,94728,12.7 (Unreliable),6.5,22.1,12.4 (Unreliable),6.2,22.2
29086,Flathead County, MT,30029,2015,2015,11,96079,11.4 (Unreliable),5.7,20.5,11.6 (Unreliable),5.6,21.4
29087,Flathead County, MT,30029,2016,2016,17,98082,17.3 (Unreliable),10.1,27.8,17.6 (Unreliable),9.8,29.0
29088,Gallatin County, MT,30031,1999,1999,,66437,,,,,,
29089,Gallatin County, MT,30031,2000,2000,,67831,,,,,,
29090,Gallatin County, MT,30031,2001,2001,,70120,,,,,,
29091,Gallatin County, MT,30031,2002,2002,,71824,,,,,,
29092,Gallatin County, MT,30031,2003,2003,,74504,,,,,,
29093,Gallatin County, MT,30031,2004,2004,,77124,,,,,,
29094,Gallatin County, MT,30031,2005,2005,,80310,,,,,,
29095,Gallatin County, MT,30031,2006,2006,,83984,,,,,,
29096,Gallatin County, MT,30031,2007,2007,,86620,,,,,,
29097,Gallatin County, MT,30031,2008,2008,,88932,,,,,,
29098,Gallatin County, MT,30031,2009,2009,12,89187,13.5 (Unreliable),7.0,23.5,13.3 (Unreliable),6.6,23.7
29099,Gallatin County, MT,30031,2010,2010,,89513,,,,,,
29100,Gallatin County, MT,30031,2011,2011,,91353,,,,,,
29101,Gallatin County, MT,30031,2012,2012,,92595,,,,,,
29102,Gallatin County, MT,30031,2013,2013,10,94637,10.6 (Unreliable),5.1,19.4,11.5 (Unreliable),5.5,21.1
29103,Gallatin County, MT,30031,2014,2014,,97322,,,,,,
29104,Gallatin County, MT,30031,2015,2015,,100736,,,,,,
29105,Gallatin County, MT,30031,2016,2016,,104502,,,,,,
29106,Garfield County, MT,30033,1999,1999,,1313,,,,,,
29107,Garfield County, MT,30033,2000,2000,,1279,,,,,,
29108,Garfield County, MT,30033,2001,2001,,1269,,,,,,
29109,Garfield County, MT,30033,2002,2002,,1258,,,,,,
29110,Garfield County, MT,30033,2003,2003,,1254,,,,,,
29111,Garfield County, MT,30033,2004,2004,,1236,,,,,,
29112,Garfield County, MT,30033,2005,2005,,1202,,,,,,
29113,Garfield County, MT,30033,2006,2006,,1233,,,,,,
29114,Garfield County, MT,30033,2007,2007,,1234,,,,,,
29115,Garfield County, MT,30033,2008,2008,,1205,,,,,,
29116,Garfield County, MT,30033,2009,2009,,1240,,,,,,
29117,Garfield County, MT,30033,2010,2010,,1206,,,,,,
29118,Garfield County, MT,30033,2011,2011,,1276,,,,,,
29119,Garfield County, MT,30033,2012,2012,,1263,,,,,,
29120,Garfield County, MT,30033,2013,2013,,1279,,,,,,
29121,Garfield County, MT,30033,2014,2014,,1300,,,,,,
29122,Garfield County, MT,30033,2015,2015,,1312,,,,,,
29123,Garfield County, MT,30033,2016,2016,,1310,,,,,,
29124,Glacier County, MT,30035,1999,1999,,13280,,,,,,
29125,Glacier County, MT,30035,2000,2000,,13247,,,,,,
29126,Glacier County, MT,30035,2001,2001,,13098,,,,,,
29127,Glacier County, MT,30035,2002,2002,,13101,,,,,,
29128,Glacier County, MT,30035,2003,2003,,13168,,,,,,
29129,Glacier County, MT,30035,2004,2004,,13388,,,,,,
29130,Glacier County, MT,30035,2005,2005,,13264,,,,,,
29131,Glacier County, MT,30035,2006,2006,,13250,,,,,,
29132,Glacier County, MT,30035,2007,2007,,13179,,,,,,
29133,Glacier County, MT,30035,2008,2008,,13109,,,,,,
29134,Glacier County, MT,30035,2009,2009,,13266,,,,,,
29135,Glacier County, MT,30035,2010,2010,,13399,,,,,,
29136,Glacier County, MT,30035,2011,2011,,13576,,,,,,
29137,Glacier County, MT,30035,2012,2012,,13663,,,,,,
29138,Glacier County, MT,30035,2013,2013,,13785,,,,,,
29139,Glacier County, MT,30035,2014,2014,,13698,,,,,,
29140,Glacier County, MT,30035,2015,2015,,13634,,,,,,
29141,Glacier County, MT,30035,2016,2016,,13694,,,,,,
29142,Golden Valley County, MT,30037,1999,1999,,1088,,,,,,
29143,Golden Valley County, MT,30037,2000,2000,,1042,,,,,,
29144,Golden Valley County, MT,30037,2001,2001,,992,,,,,,
29145,Golden Valley County, MT,30037,2002,2002,,1012,,,,,,
29146,Golden Valley County, MT,30037,2003,2003,,981,,,,,,
29147,Golden Valley County, MT,30037,2004,2004,,1001,,,,,,
29148,Golden Valley County, MT,30037,2005,2005,,1014,,,,,,
29149,Golden Valley County, MT,30037,2006,2006,,973,,,,,,
29150,Golden Valley County, MT,30037,2007,2007,,964,,,,,,
29151,Golden Valley County, MT,30037,2008,2008,,890,,,,,,
29152,Golden Valley County, MT,30037,2009,2009,,897,,,,,,
29153,Golden Valley County, MT,30037,2010,2010,,884,,,,,,
29154,Golden Valley County, MT,30037,2011,2011,,841,,,,,,
29155,Golden Valley County, MT,30037,2012,2012,,844,,,,,,
29156,Golden Valley County, MT,30037,2013,2013,,859,,,,,,
29157,Golden Valley County, MT,30037,2014,2014,,853,,,,,,
29158,Golden Valley County, MT,30037,2015,2015,,830,,,,,,
29159,Golden Valley County, MT,30037,2016,2016,,831,,,,,,
29160,Granite County, MT,30039,1999,1999,,2786,,,,,,
29161,Granite County, MT,30039,2000,2000,,2830,,,,,,
29162,Granite County, MT,30039,2001,2001,,2905,,,,,,
29163,Granite County, MT,30039,2002,2002,,2919,,,,,,
29164,Granite County, MT,30039,2003,2003,,2931,,,,,,
29165,Granite County, MT,30039,2004,2004,,2943,,,,,,
29166,Granite County, MT,30039,2005,2005,,3009,,,,,,
29167,Granite County, MT,30039,2006,2006,,3013,,,,,,
29168,Granite County, MT,30039,2007,2007,,3039,,,,,,
29169,Granite County, MT,30039,2008,2008,,3031,,,,,,
29170,Granite County, MT,30039,2009,2009,,3057,,,,,,
29171,Granite County, MT,30039,2010,2010,,3079,,,,,,
29172,Granite County, MT,30039,2011,2011,,3141,,,,,,
29173,Granite County, MT,30039,2012,2012,,3108,,,,,,
29174,Granite County, MT,30039,2013,2013,,3134,,,,,,
29175,Granite County, MT,30039,2014,2014,,3213,,,,,,
29176,Granite County, MT,30039,2015,2015,,3239,,,,,,
29177,Granite County, MT,30039,2016,2016,,3368,,,,,,
29178,Hill County, MT,30041,1999,1999,,16815,,,,,,
29179,Hill County, MT,30041,2000,2000,,16673,,,,,,
29180,Hill County, MT,30041,2001,2001,,16378,,,,,,
29181,Hill County, MT,30041,2002,2002,,16139,,,,,,
29182,Hill County, MT,30041,2003,2003,,15988,,,,,,
29183,Hill County, MT,30041,2004,2004,,15947,,,,,,
29184,Hill County, MT,30041,2005,2005,,15870,,,,,,
29185,Hill County, MT,30041,2006,2006,,15981,,,,,,
29186,Hill County, MT,30041,2007,2007,,16031,,,,,,
29187,Hill County, MT,30041,2008,2008,,15889,,,,,,
29188,Hill County, MT,30041,2009,2009,,15981,,,,,,
29189,Hill County, MT,30041,2010,2010,,16096,,,,,,
29190,Hill County, MT,30041,2011,2011,,16407,,,,,,
29191,Hill County, MT,30041,2012,2012,,16430,,,,,,
29192,Hill County, MT,30041,2013,2013,,16597,,,,,,
29193,Hill County, MT,30041,2014,2014,,16558,,,,,,
29194,Hill County, MT,30041,2015,2015,,16518,,,,,,
29195,Hill County, MT,30041,2016,2016,,16542,,,,,,
29196,Jefferson County, MT,30043,1999,1999,,9973,,,,,,
29197,Jefferson County, MT,30043,2000,2000,,10049,,,,,,
29198,Jefferson County, MT,30043,2001,2001,,10087,,,,,,
29199,Jefferson County, MT,30043,2002,2002,,10181,,,,,,
29200,Jefferson County, MT,30043,2003,2003,,10262,,,,,,
29201,Jefferson County, MT,30043,2004,2004,,10511,,,,,,
29202,Jefferson County, MT,30043,2005,2005,,10709,,,,,,
29203,Jefferson County, MT,30043,2006,2006,,10801,,,,,,
29204,Jefferson County, MT,30043,2007,2007,,11040,,,,,,
29205,Jefferson County, MT,30043,2008,2008,,11203,,,,,,
29206,Jefferson County, MT,30043,2009,2009,,11364,,,,,,
29207,Jefferson County, MT,30043,2010,2010,,11406,,,,,,
