Author,n (strains),publication title,journal,publication URL,strains
Aubry et al.,158,?,,unknown,DENV4/NEW_CALEDONIA/200409/2008 DENV4/NEW_CALEDONIA/0209266/2009 DENV4/FRENCH_POLYNESIA/019/2010 DENV4/FRENCH_POLYNESIA/15028/2010 DENV4/NEW_CALEDONIA/04014123/2009 DENV4/NEW_CALEDONIA/4525/2008 DENV4/NEW_CALEDONIA/0501413/2009 DENV4/NEW_CALEDONIA/014518/2009 DENV4/NEW_CALEDONIA/29013617/2009 DENV4/NEW_CALEDONIA/08010092/2009 DENV4/NEW_CALEDONIA/04013717/2009 DENV4/NEW_CALEDONIA/04014363/2009 DENV4/NEW_CALEDONIA/1706652/2009 DENV4/FRENCH_POLYNESIA/08093/2009 DENV4/FRENCH_POLYNESIA/29069/2009 DENV4/FRENCH_POLYNESIA/230126/2009 DENV4/FRENCH_POLYNESIA/16017/2010 DENV4/FRENCH_POLYNESIA/02015/2010 DENV/SENEGAL/DAKARHD34460/1953 DENV2/FRENCH_POLYNESIA/130219164/1996 DENV2/FRENCH_POLYNESIA/2959/1996 DENV2/FRENCH_POLYNESIA/27014747/1997 DENV2/FRENCH_POLYNESIA/0706672/1997 DENV2/FRENCH_POLYNESIA/300243158/1996 DENV2/FRENCH_POLYNESIA/33066/1996 DENV2/NEW_CALEDONIA/4755/1996 DENV2/FRENCH_POLYNESIA/2102153/1997 DENV2/NEW_CALEDONIA/060854/1997 DENV2/NEW_CALEDONIA/0301110/1997 DENV2/FRENCH_POLYNESIA/030184181/1997 DENV2/NEW_CALEDONIA/1658/1997 DENV2/NEW_CALEDONIA/1204106/1998 DENV2/NEW_CALEDONIA/1704138/1998 DENV2/NEW_CALEDONIA/06057/1998 DENV2/NEW_CALEDONIA/1704141/1998 DENV2/NEW_CALEDONIA/07074/1998 DENV2/NEW_CALEDONIA/01496/1997 DENV2/NEW_CALEDONIA/0208/1999 DENV2/FRENCH_POLYNESIA/150105/1998 DENV2/NEW_CALEDONIA/1202056/1999 DENV2/NEW_CALEDONIA/0301985/1999 DENV2/MICRONESIA/21018132/2011 DENV2/FRENCH_POLYNESIA/13013/2017 DENV2/FRENCH_POLYNESIA/13014/2017 DENV2/FRENCH_POLYNESIA/14020/2017 DENV3/NEW_CALEDONIA/060283/1989 DENV3/NEW_CALEDONIA/150514/1989 DENV3/NEW_CALEDONIA/2404147/1989 DENV3/FRENCH_POLYNESIA/11010122/1989 DENV3/FRENCH_POLYNESIA/1804956/1991 DENV3/FRENCH_POLYNESIA/24020510/1990 DENV3/FRENCH_POLYNESIA/3228/1992 DENV3/FRENCH_POLYNESIA/09022130/1991 DENV3/FRENCH_POLYNESIA/11022349/1993 DENV3/FRENCH_POLYNESIA/200110185/1993 DENV3/FRENCH_POLYNESIA/040124111/1994 DENV3/FRENCH_POLYNESIA/0303429/1994 DENV3/FRENCH_POLYNESIA/010331/1995 DENV3/FRENCH_POLYNESIA/19020064/1995 DENV3/FRENCH_POLYNESIA/15046183/1996 DENV3/FRENCH_POLYNESIA/04024881/1996 DENV3/NEW_CALEDONIA/1703750/1995 DENV3/NEW_CALEDONIA/240418/1995 DENV3/NEW_CALEDONIA/4631/1996 DENV3/NEW_CALEDONIA/0204306/1996 DENV3/NEW_CALEDONIA/4690/1996 DENV3/NEW_CALEDONIA/230409/1995 DENV3/NEW_CALEDONIA/4197/1995 DENV3/NEW_CALEDONIA/4026/1995 DENV3/NEW_CALEDONIA/2804282/1996 DENV3/NEW_CALEDONIA/1403742/1995 DENV3/NEW_CALEDONIA/4006/1995 DENV3/NEW_CALEDONIA/4186/1995 DENV3/NEW_CALEDONIA/0804492/1996 DENV1/AMERICAN_SAMOA/WS190769/2001 DENV1/SOLOMON_ISLANDS/070119/2002 DENV1/NEW_CALEDONIA/270515/2001 DENV1/NEW_CALEDONIA/030585/2002 DENV1/NEW_CALEDONIA/0301994/2004 DENV1/NEW_CALEDONIA/0501477/2004 DENV1/NEW_CALEDONIA/250716/2002 DENV1/NEW_CALEDONIA/010739/2002 DENV1/NEW_CALEDONIA/0504992/2003 DENV1/NEW_CALEDONIA/01117/2002 DENV1/NEW_CALEDONIA/1188/2002 DENV1/NEW_CALEDONIA/060354/2003 DENV1/NEW_CALEDONIA/100390/2003 DENV1/NEW_CALEDONIA/00918/2003 DENV1/NEW_CALEDONIA/2103753/2003 DENV1/NEW_CALEDONIA/1807687/2003 DENV1/NEW_CALEDONIA/0207773/2003 DENV1/NEW_CALEDONIA/160395/2004 DENV1/NEW_CALEDONIA/010559/2004 DENV1/FRENCH_POLYNESIA/0164/2007 DENV1/FRENCH_POLYNESIA/31018/2008 DENV1/FRENCH_POLYNESIA/11029/2008 DENV1/FRENCH_POLYNESIA/230174/2008 DENV1/FRENCH_POLYNESIA/28097/2008 DENV1/FRENCH_POLYNESIA/070133/2008 DENV1/FRENCH_POLYNESIA/23/2008 DENV1/FRENCH_POLYNESIA/076/2009 DENV1/FRENCH_POLYNESIA/0192/2007 DENV1/FRENCH_POLYNESIA/250226/2007 DENV1/FRENCH_POLYNESIA/183/2007 DENV1/FRENCH_POLYNESIA/270207/2008 DENV1/FRENCH_POLYNESIA/070138/2008 DENV1/FRENCH_POLYNESIA/14008/2007 DENV1/FRENCH_POLYNESIA/59/2007 DENV1/FRENCH_POLYNESIA/110/2007 DENV1/FRENCH_POLYNESIA/101/2007 DENV1/FRENCH_POLYNESIA/250193/2008 DENV1/FRENCH_POLYNESIA/220181/2008 DENV1/FRENCH_POLYNESIA/10019/2008 DENV1/FRENCH_POLYNESIA/074/2008 DENV1/FRENCH_POLYNESIA/18001/2008 DENV1/FRENCH_POLYNESIA/06062/2007 DENV1/FRENCH_POLYNESIA/040152/2007 DENV1/FRENCH_POLYNESIA/200157/2007 DENV1/FRENCH_POLYNESIA/03052/2007 DENV1/FRENCH_POLYNESIA/240159/2007 DENV1/FRENCH_POLYNESIA/21066/2007 DENV1/FRENCH_POLYNESIA/04034/2007 DENV1/FRENCH_POLYNESIA/120113/2007 DENV1/FRENCH_POLYNESIA/200249/2007 DENV1/FRENCH_POLYNESIA/64/2007 DENV1/FRENCH_POLYNESIA/001/2007 DENV1/FRENCH_POLYNESIA/230201/2007 DENV1/FRENCH_POLYNESIA/04037/2007 DENV1/FRENCH_POLYNESIA/02030/2008 DENV1/FRENCH_POLYNESIA/260153/2008 DENV1/FRENCH_POLYNESIA/110160/2008 DENV1/FRENCH_POLYNESIA/38/2008 DENV1/FRENCH_POLYNESIA/0186/2008 DENV1/FRENCH_POLYNESIA/060120/2009 DENV1/FRENCH_POLYNESIA/19062/2007 DENV1/FRENCH_POLYNESIA/270110/2007 DENV1/FRENCH_POLYNESIA/08092/2007 DENV1/FRENCH_POLYNESIA/25064/2007 DENV1/FRENCH_POLYNESIA/01074/2007 DENV1/FRENCH_POLYNESIA/040123/2007 DENV1/FRENCH_POLYNESIA/221/2007 DENV1/FRENCH_POLYNESIA/13039/2007 DENV1/NEW_CALEDONIA/030418/2007 DENV1/NEW_CALEDONIA/04575/2008 DENV1/NEW_CALEDONIA/1302229/2009 DENV1/NEW_CALEDONIA/110284/2008 DENV1/NEW_CALEDONIA/1403629/2008 DENV1/NEW_CALEDONIA/04048/2008 DENV1/NEW_CALEDONIA/5142/2008 DENV1/NEW_CALEDONIA/30013639/2009 DENV1/NEW_CALEDONIA/230627/2010 DENV1/VANUATU/180358/2010 DENV1/NEW_CALEDONIA/290652/2010 DENV1/NEW_CALEDONIA/030841/2010 DENV1/NEW_CALEDONIA/200777/2010 DENV1/NEW_CALEDONIA/070960/2010 DENV1/NEW_CALEDONIA/0801138/2010 DENV1/NEW_CALEDONIA/15096/2010
Gaul et al.,2,?,,unknown,DENV1/USA/DB168/2014 DENV1/USA/DB169/2014
Laiton-Donato et al.,2,?,,unknown,DENV2/COLOMBIA/434321META/2014 DENV2/COLOMBIA/428702TOLIMA/2014
Aslett et al.,2,?,,unknown,DENV2/VIETNAM/404/1999 DENV2/VIETNAM/MD861/2002
Barde et al.,21,?,,unknown,DENV2/INDIA/NIV553/1964 DENV2/INDIA/NIV3347/1980 DENV2/INDIA/NIV5396/1971 DENV2/INDIA/NIV3332/1967 DENV2/INDIA/NIVP8640/1956 DENV2/INDIA/NIVP23085/1960 DENV2/INDIA/NIVP9122/1957 DENV2/INDIA/NIV412/1964 DENV2/INDIA/NIV37/1963 DENV2/INDIA/NIV430/1964 DENV2/INDIA/742295/1974 DENV2/INDIA/NIV6584/1991 DENV2/INDIA/NIV315/1993 DENV2/INDIA/NIV12383/1990 DENV2/INDIA/NIV455/1995 DENV2/INDIA/NIV1294/2004 DENV2/INDIA/NIV833/1997 DENV2/INDIA/2197DHULEMH/1994 DENV2/INDIA/5336HISSARHR/1996 DENV2/INDIA/NIV12778/1992 DENV2/INDIA/2201DHULEMH/1994
Billoir et al.,2,?,,unknown,DENV1/COTE_D_IVOIRE/AF298807/1998 DENV1/DJIBOUTI/IMTSSA606/1998
Huhtamo et al.,1,?,,unknown,DENV2/GHANA/F32/2005
Falgout et al.,2,?,,unknown,DENV4/COLOMBIA/341750/1982 DENV2/THAILAND/S16803/1974
Barrero et al.,17,?,,unknown,DENV1/ARGENTINA/HNRG37945/2010 DENV1/ARGENTINA/HNRG28425/2010 DENV1/ARGENTINA/HNRG14635/2009 DENV1/ARGENTINA/HNRG13405/2009 DENV1/ARGENTINA/HNRG28226/2010 DENV1/ARGENTINA/HNRG25001/2010 DENV1/ARGENTINA/HNRG12560/2009 DENV1/ARGENTINA/HNRG12589/2009 DENV1/ARGENTINA/HNRG12188/2009 DENV1/ARGENTINA/HNRG14076/2009 DENV1/ARGENTINA/HNRG27486/2010 DENV1/ARGENTINA/HNRG15417/2009 DENV1/ARGENTINA/HNRG12447/2009 DENV1/ARGENTINA/HNRG13708/2009 DENV1/ARGENTINA/HNRG13154/2009 DENV1/ARGENTINA/HNRG24827/2010 DENV1/ARGENTINA/HNRG27213/2010
Chua et al.,16,?,,unknown,DENV4/SINGAPORE/46870/2011 DENV4/SINGAPORE/64816/2011 DENV2/SINGAPORE/20800/2011 DENV2/SINGAPORE/NUHMDCVARIANT/2016 DENV2/SINGAPORE/15575/2011 DENV2/SINGAPORE/10927/2011 DENV2/SINGAPORE/25528/2011 DENV2/SINGAPORE/DC710/2012 DENV2/SINGAPORE/DC621/2012 DENV2/SINGAPORE/20306/2011 DENV1/SINGAPORE/09106/2011 DENV1/SINGAPORE/0091/2009 DENV1/SINGAPORE/15834/2011 DENV1/SINGAPORE/21121/2011 DENV1/SINGAPORE/60330/2011 DENV1/SINGAPORE/14158/2011
Guan et al.,2,?,,unknown,DENV1/CHINA/GZ89SYUEXIU2014DEV1/2015 DENV/CHINA/HB22/2014
Fokam et al.,2,?,,unknown,DENV2/PUERTO_RICO/1328/1977 DENV2/BURKINA_FASO/1349/1983
Guo et al.,25,?,,unknown,DENV4/MYANMAR/RL196/2013 DENV2/CHINA/GZHAIZHU60/2015 DENV2/CHINA/GZHAIZHU3/2015 DENV2/CHINA/GZHAIZHU6/2015 DENV2/CHINA/GZHAIZHU49/2015 DENV2/CHINA/GZHAIZHU42/2015 DENV2/CHINA/MLDENV/2009 DENV2/CHINA/RL236/2013 DENV2/MYANMAR/RL230/2013 DENV2/MYANMAR/RL231/2013 DENV2/CHINA/YNPE2/2013 DENV2/MYANMAR/RL26/2013 DENV2/MYANMAR/RL28/2013 DENV2/MYANMAR/RL189/2013 DENV2/MYANMAR/RL149/2013 DENV1/CHINA/RL20/2013 DENV1/CHINA/RL39/2013 DENV1/MYANMAR/RL109/2013 DENV1/CHINA/YNPE1/2015 DENV1/MYANMAR/RL238/2013 DENV1/CHINA/GZHAIZHU417/2013 DENV1/CHINA/GZHAIZHU416/2013 DENV1/CHINA/GZHAIZHU490/2013 DENV1/CHINA/GZHAIZHU397/2013 DENV1/CHINA/GZHAIZHU2584/2014
Cardosa et al.,12,?,,unknown,DENV4/MALAYSIA/P731120/1973 DENV4/INDIA/DIAG11337/1961 DENV2/SAUDI_ARABIA/206/1994 DENV2/SAUDI_ARABIA/1001/1994 DENV2/SAUDI_ARABIA/1071/1994 DENV2/SAUDI_ARABIA/6765/2004 DENV3/SAUDI_ARABIA/6910/1997 DENV3/SAUDI_ARABIA/6732/1997 DENV1/SAUDI_ARABIA/6583/2004 DENV1/SAUDI_ARABIA/8496/2005 DENV1/SAUDI_ARABIA/6633/2004 DENV1/SAUDI_ARABIA/8778/2005
Aoki et al.,1,?,,unknown,DENV4/BRAZIL/LRV422/2013
Alpuche et al.,5,?,,unknown,DENV2/JAMAICA/BIDV2963/2007 DENV3/SRI_LANKA/BIDV2407/1983 DENV3/SRI_LANKA/BIDV2410/1983 DENV3/SRI_LANKA/BIDV2405/1983 DENV3/SPAIN/BIDV2978/2001
Diaz et al.,11,?,,unknown,DENV3/COLOMBIA/16407MEDELLIN/2002 DENV3/COLOMBIA/5292MEDELLIN/2003 DENV3/COLOMBIA/3419MEDELLIN/2007 DENV3/COLOMBIA/15859BELLO/2002 DENV3/COLOMBIA/22379MEDELLIN/2004 DENV3/COLOMBIA/11049MEDELLIN/2003 DENV3/COLOMBIA/4943BOLIVAR/2006 DENV3/COLOMBIA/3832MEDELLIN/2006 DENV3/COLOMBIA/3454MEDELLIN/2007 DENV3/COLOMBIA/18206MEDELLIN/2005 DENV3/COLOMBIA/31233BELLO/2004
George et al.,1,?,,unknown,DENV/INDIA/VCRC01/2010
Hishiki et al.,1,?,,unknown,DENV4/JAPAN/INDIANIID482009/2015
Austin et al.,3,?,,unknown,DENV4/BRAZIL/TVP986/1982 DENV4/COLOMBIA/TVP376/1982 DENV2/BURKINA_FASO/ARA6894/1986
Bifani et al.,34,?,,unknown,DENV4/INDONESIA/MKS0033/2007 DENV2/INDONESIA/MKS0417/2007 DENV2/INDONESIA/MKS0412/2007 DENV2/INDONESIA/MKS0297/2007 DENV2/INDONESIA/MKSWS73/2010 DENV2/INDONESIA/MKS0084/2007 DENV2/INDONESIA/MKS2018/2008 DENV2/INDONESIA/MKS2032/2008 DENV2/INDONESIA/MKSWS79A/2010 DENV2/INDONESIA/MKSWS80/2010 DENV3/INDONESIA/MKS0057/2007 DENV3/INDONESIA/MKS3000/2008 DENV1/INDONESIA/MKS0483/2007 DENV1/INDONESIA/MKS0390/2007 DENV1/INDONESIA/MKS2058/2008 DENV1/INDONESIA/MKS2029/2008 DENV1/INDONESIA/MKSWS88/2010 DENV1/INDONESIA/MKS2194/2008 DENV1/INDONESIA/MKS2147/2008 DENV1/INDONESIA/MKS0352/2007 DENV1/INDONESIA/MKS2216/2008 DENV1/INDONESIA/MKSWS72/2010 DENV1/INDONESIA/MKSWS81/2010 DENV1/INDONESIA/MKS0080/2007 DENV1/INDONESIA/MKS0056/2007 DENV1/INDONESIA/MKS0077/2007 DENV1/INDONESIA/MKS0206/2007 DENV1/INDONESIA/MKSIF062/2008 DENV1/INDONESIA/MKS0248/2007 DENV1/INDONESIA/MKSIF039/2008 DENV1/INDONESIA/MKS0344/2007 DENV1/INDONESIA/MKS0109/2007 DENV1/INDONESIA/MKS0088/2007 DENV1/INDONESIA/MKS2040/2008
Attatippaholkun et al.,1,?,,unknown,DENV3/THAILAND/CH53489/1973
Dash et al.,3,?,,unknown,DENV4/INDIA/ND110/2007 DENV1/INDIA/P23086/1956 DENV1/INDIA/RR121/2010
Aw et al.,27,?,,unknown,DENV2/INDONESIA/1183DN/1977 DENV2/INDONESIA/1016DN/1975 DENV2/INDONESIA/1127DN/1976 DENV2/INDONESIA/1023DN/1975 DENV2/MALAYSIA/10340/1997 DENV2/MALAYSIA/32883/2004 DENV2/MALAYSIA/22563/2000 DENV2/MALAYSIA/33054/2004 DENV2/MALAYSIA/32618/2004 DENV2/INDONESIA/1022DN/1975 DENV2/PUERTO_RICO/17DN/1995 DENV2/PUERTO_RICO/47DN/1994 DENV2/PUERTO_RICO/27DN/1994 DENV3/MALAYSIA/21531/1999 DENV3/MALAYSIA/22447/2000 DENV3/MALAYSIA/22460/2000 DENV3/MALAYSIA/25850/2002 DENV1/MALAYSIA/10245/1997 DENV1/MALAYSIA/3928/1995 DENV1/MALAYSIA/3891/1995 DENV1/MALAYSIA/7814/1996 DENV1/MALAYSIA/8064/1996 DENV1/MALAYSIA/7905/1996 DENV1/SINGAPORE/CT3/2012 DENV1/USA/NA/1944 DENV1/SINGAPORE/K4183DK1/2005 DENV1/SINGAPORE/K3934DK1/2005
